MedInc,HouseAge,AveRooms,Population,Latitude,Longitude,price
-0.81790614,0.7677247,-0.23415467,-0.4734603,-1.137374,1.1936693,True
0.50159055,-0.13723738,0.12698051,-0.9615471,-0.7656773,0.87118083,True
0.63502395,-0.570718,0.26215026,1.8356209,0.4598486,-0.6390333,True
-1.4015673,0.95838904,-0.3526038,-0.36665502,-0.15708019,0.35047764,False
-0.30999553,0.5310338,-0.25589782,-0.94279176,1.2026374,-0.8908059,True
0.93239963,-1.098594,0.5861449,0.37996602,0.7423487,-0.94453734,True
-0.5394673,-1.1192706,-0.101368055,0.55013275,2.728173,-2.7002087,False
-0.97684157,0.68166393,-1.3544698,1.237798,-1.0291836,0.8230407,True
0.47754607,-1.1036432,0.764921,-0.17817163,0.54823565,0.36648023,False
0.43743256,1.4497505,-0.11293563,0.8206786,0.7635277,-1.0044984,True
0.84875554,-0.19636783,-0.5035835,0.551565,-0.9777285,0.9325634,True
0.4488514,0.53633344,-0.57616925,-0.50290227,-0.43146652,0.51784194,True
0.2075334,-1.4394143,-0.510516,0.8821146,-1.4136513,1.0356785,False
0.3904214,-2.1972475,-0.01256597,-1.0272973,0.7236538,-1.244737,True
0.2626798,0.69513017,0.38563558,-0.7924818,0.6505114,-1.4124756,True
-0.53259087,1.0573962,-0.15819941,-0.24927083,0.8666719,-0.43826976,False
0.3569361,-1.394853,0.42124832,0.18100151,-0.40392599,0.32928872,False
1.6278284,-1.8690029,0.16276425,1.6207209,-0.8415046,0.80038804,True
0.8818178,0.19394475,-0.07793852,-0.4344445,-0.49143463,0.84347695,True
0.63258004,-0.7123009,0.42131534,0.4939351,-0.65348035,1.1648052,True
1.5965698,-1.144502,0.79243153,-0.783501,0.4914953,-1.2066566,True
0.71307963,1.0059009,0.56185305,-1.0635846,-1.2431763,1.034059,True
0.39617085,-1.2674127,0.6554525,-0.5981148,-0.7019969,1.5801591,True
0.7373397,0.38845187,-0.055336982,0.010278761,0.16534173,-0.82179683,False
-0.70019156,2.0879612,0.20796391,0.035630815,1.2352724,-1.244673,True
-0.5130197,-1.5270064,-0.18097876,5.1364584,1.5524592,-0.8777528,False
-0.8289226,0.7112419,0.30747232,-0.81723917,0.8002856,-1.0016915,False
-0.31797862,-0.10410786,-0.59251344,2.9278119,-0.82886374,0.33880377,True
-0.4890849,-0.3111955,-0.7453151,0.38862073,1.1455891,-1.0530173,True
0.51972324,1.1234999,-0.4256016,-0.2269733,-0.81485265,0.5274455,True
0.78431356,0.53952897,0.04481022,-0.029764127,-1.1533036,1.6747477,True
2.146874,-0.97629523,1.3636738,0.2741993,-1.298707,0.56872433,True
-0.31211585,-0.7437083,-0.5958971,1.4977514,0.54174334,-1.1450415,True
-0.9618221,1.28619,-0.2997384,-0.39018565,2.1122265,-1.4772873,False
-0.43997452,0.19631636,-1.2167288,1.5626132,-1.207858,0.6505203,True
-0.060476795,1.7573539,-0.023340285,-1.0797771,-0.35408852,1.1468761,True
1.9802572,-0.0061555207,0.85684824,-0.44393003,1.316759,-1.900691,True
-0.6507634,0.3976155,-0.26572657,1.9912657,-0.9905971,0.930648,False
-0.5547519,2.125157,-0.68757594,0.4488662,-0.6219726,0.8772317,False
-0.8053093,-1.2506921,0.20660934,-1.0097797,2.414823,-2.0069666,False
0.39020237,-0.3890091,0.615413,-0.3888088,1.7084869,-1.4388839,True
0.33274317,-0.94765943,-0.076701224,1.7952579,1.1057835,-1.7267994,True
-0.16534021,0.6467338,-0.20593108,-0.74628437,-0.10025273,0.038614854,False
-0.5420604,2.2082865,0.059363462,-0.4001182,-0.7675878,0.54497933,False
1.907245,2.052468,0.37321186,-0.67693627,0.7208326,-1.3034942,True
-0.935009,0.21805611,-0.25552326,0.47629118,0.79853344,0.31986144,False
-0.04401064,0.9788024,-0.13002342,-0.1864777,-0.6267851,1.05151,False
-0.2617272,-1.7065921,-0.00107795,-0.3392869,0.1347462,-0.4050389,False
0.3246364,-1.3326017,-0.25297746,1.2623851,-1.2324783,0.47762626,True
-0.43952802,-0.9514581,-0.26540235,-0.3956771,-0.89612496,1.2475262,True
-0.66439223,-0.9682613,-0.5282652,0.3405551,-0.82179844,0.67207503,True
-0.21318957,0.27008265,-0.698667,0.105835035,-0.023885906,0.97841465,False
0.49366522,0.32099485,0.14347401,0.05935037,-0.6216284,0.73200816,False
0.90831286,0.012823641,-0.24164711,-0.70927674,-1.0095853,0.9271835,False
0.2550271,1.8478694,0.097244136,-0.4740344,1.3918139,-1.575573,True
-0.95392364,0.80255926,-0.3883656,0.40208507,-1.2540596,0.5953506,True
3.5766184,-0.9163688,1.1486968,1.0253191,-0.6501594,0.5146724,True
-0.05625511,-1.1646513,0.45902514,-0.9907657,0.6938,0.18801561,False
-1.4460702,-0.8191575,0.0016621649,-0.45306563,-0.08281958,-0.10475956,False
0.79283047,-0.7402158,0.5244183,1.1891943,0.9618127,-1.1575047,True
-0.4591822,-1.0171771,0.31023923,-0.71843886,1.2868072,-0.32503065,False
-0.68759584,0.82832175,-0.3827897,0.5045931,-0.55971146,0.61232024,True
1.2218626,-0.39266616,0.33388287,0.21452682,-0.82349557,1.065201,False
-0.47139275,2.3150117,-0.5209648,-0.12817645,0.72948354,-1.2120093,True
-0.0037419945,0.04302524,-0.072037905,0.5205718,-0.77173764,0.6374459,True
0.15002503,-0.16915128,-0.29785234,0.4624199,-1.0195686,0.75948787,False
-0.7164402,1.8947588,-0.12621719,-1.3369501,1.219678,-1.3560134,False
-1.6269333,-0.14077261,-1.101973,0.8948704,-0.13452572,0.7807229,True
-0.27512676,0.38236183,-0.1304472,0.6149116,-0.41304275,0.69055957,False
-0.89015687,-0.61334515,-0.21961902,-0.34700873,-0.8479389,0.9335752,False
1.3654442,0.7036992,-0.14180526,-0.73033464,-0.5644162,1.0577171,True
-0.003417194,-1.0534455,0.8715137,-0.40670535,-0.11430438,-1.1579435,True
0.62337536,-0.23517162,0.17995366,0.056158736,-1.0927466,1.1895504,True
1.5073733,2.254137,0.29471418,-0.4397417,-0.406921,0.66867185,True
0.72466516,0.6566642,-0.3221767,-0.7637969,0.30940342,-1.2960063,True
-0.00926836,1.3120743,0.24354966,-0.25238648,1.715446,-1.5675632,True
-1.8131735,-1.2086966,-0.5196214,0.8453522,1.0930542,-0.47174254,False
0.5005537,-0.9343129,0.004758835,-0.039243132,-1.7207735,1.793955,False
0.03100115,-0.47316444,0.13388224,-0.13884945,-0.6903093,1.0818,False
-0.28513804,-1.6079038,0.017504483,-1.0882335,2.0866103,-1.6465355,False
-0.93377656,1.6406003,-0.78609955,0.051234752,0.7639128,-1.4179492,True
0.7569323,0.27751076,51.335785,-0.9890542,1.3809035,-0.42071265,False
-0.5696715,2.0089364,-1.0785639,-0.3722449,0.94206643,-1.4227368,True
0.74038994,0.7821672,0.24498406,-0.519958,-0.47838408,0.70697653,True
0.18297431,0.7990401,0.6071403,-0.35225123,0.77542925,-1.5940375,True
0.043884754,0.071044534,-0.5091201,-1.1756996,1.3671634,-0.90907127,False
-0.7797198,0.50938314,-0.3102829,0.76304847,-0.68640685,0.39297405,False
-0.18340246,-0.056465,0.10572252,-0.31632012,1.2474402,-0.9439034,False
0.48917967,1.2218579,-0.13172117,-0.91155684,-0.7086915,0.33510432,False
-0.071416825,1.5103637,-0.36044922,-0.17161155,1.9401596,-0.591666,False
-1.5625509,-1.6244674,-0.32105082,-0.5063965,1.0951353,-1.7530321,False
0.055521965,1.1533449,0.51700944,-0.37863252,-1.3573052,1.1655841,False
-0.7181198,-0.11275935,-0.22615741,-0.7224301,0.51360893,-0.6024639,False
1.008406,-1.4755712,0.0398909,-0.7514051,-1.1537015,1.4925828,True
0.66114557,0.34820402,0.26294407,-0.3075812,-0.805082,0.664644,True
0.5591588,-1.5681199,-0.38484704,-0.24543718,1.2306813,-1.2193369,False
-0.89880043,-0.1355941,0.3973473,-0.41153228,0.12541735,1.1563832,False
-0.9922211,1.0279361,-0.24047062,0.123437166,-1.7725992,1.1287193,False
0.17651743,1.0887226,0.36419454,-0.6975712,-0.23924807,0.6013038,True
1.4952921,-1.9547535,0.5286015,1.2214817,-1.1903659,1.0795871,True
-1.4950824,-0.331106,-0.6258278,0.19995296,2.0174744,-1.404568,False
-0.96184146,-0.6823039,0.72516924,-0.16386202,2.8475347,-0.9977082,False
-1.222302,0.54422164,-0.95946944,0.033730015,-1.099661,0.95404613,True
0.14449522,-0.73872995,0.5699811,-0.4047851,-0.49896938,-0.73069984,True
-0.043206602,1.6487232,-0.22387166,-0.6394477,-0.82192767,0.47149718,False
0.021869853,0.13838962,0.21903522,-0.28842837,-2.0145497,1.1845906,False
0.6697693,-0.029321566,-0.13719939,-0.063643366,-0.8896887,0.5970356,True
-1.3975168,-0.21381857,-0.951246,-0.48001596,-0.49783218,0.5727016,False
0.15182787,0.9133093,-0.07369897,0.27136683,-0.43804425,0.21024537,False
-1.0353498,-0.73526716,-0.45764035,3.4878178,-0.7513519,0.18795836,False
-1.1521429,-0.25409326,-0.20385614,0.6950983,0.43355772,-0.23269838,False
-0.28964445,1.0908326,-0.6952356,-0.58067816,-0.89290726,0.7224315,True
-1.0435373,0.88985115,0.16823028,0.34053084,-0.43835738,0.80243844,False
-1.1824243,-0.958006,0.9135117,-0.9989071,1.3784673,-0.29682666,False
-0.012131814,-1.1232787,-0.49107927,-0.20592067,1.3180487,-1.2143713,True
0.39935723,-0.87503946,-0.07510179,-0.27614355,-1.2647314,1.564018,True
-0.1467956,0.11714304,-0.6510406,0.5585652,-0.64718217,0.54893494,False
1.1994147,-0.8106496,0.24586967,0.81281435,1.2724447,-1.224301,True
0.3398142,-0.92305565,0.15964735,0.55589896,-1.133209,0.86240786,False
-0.42097223,0.48220217,0.08394819,0.85502064,0.0059606805,-0.21573405,False
-0.8256091,0.362567,-0.9391557,-0.63001496,-0.5021312,0.7853799,True
-0.1908913,-0.39673287,0.5583964,-0.655218,1.5560389,-0.5940896,False
-0.5887751,-1.082132,-0.041953415,0.8075684,0.587649,-1.0368452,True
-0.93523926,-0.3247917,-0.4964314,-0.6917324,-0.8387459,0.6584566,False
0.5265792,1.5531074,0.92624295,-1.1747847,-0.6162022,0.087381124,True
0.25277734,1.2751282,-0.28948334,-0.6619173,-0.7707651,0.48419696,True
1.140467,-0.5827593,0.40868074,-0.40114442,1.1354542,-0.6876626,False
0.17265719,2.0523233,0.40929186,-0.062191263,1.0291289,-1.6570888,True
-0.6248508,1.78854,0.016554609,0.17092952,1.0821042,-1.4629422,True
0.3087098,0.30880207,0.08670077,-0.6610042,-0.8652735,0.5881708,True
-0.403154,-0.38862658,0.29581103,0.17745286,0.58597386,-1.5547872,True
-0.20260414,0.7975714,-0.32151467,0.92280114,1.211399,-0.7721356,True
0.019780442,0.03374891,0.434087,0.16600712,-1.1484122,1.2810577,True
-0.58821374,1.0121075,0.016112685,0.032086477,-0.46555677,0.2634253,False
0.4353692,0.80661654,0.26278165,0.042078234,-0.28135517,0.4475775,True
-0.68396974,0.7869245,-0.524008,0.3278364,-0.3647155,0.9038602,False
0.3860007,0.42244494,-0.28078556,-0.12049961,-0.4050722,0.60471493,True
-1.3158002,0.7466104,-0.393699,3.2963665,0.6697054,-0.08020477,False
1.4668946,-1.253174,0.5713846,-0.8651587,-0.8263064,1.101739,True
0.16072698,0.01930879,0.17542656,0.8237665,0.7810469,-1.5690469,True
1.3045297,-1.0122167,0.58293664,-0.7502562,0.871902,-1.2131127,True
0.4480489,-0.96192276,6.3992147,-1.037784,1.8718708,-0.51043016,True
-0.4859268,0.6857296,0.030301698,-0.4687798,1.4651797,-1.3063141,False
0.41066515,-1.2051082,-0.029841488,0.69869816,-0.63996214,0.7008803,False
-0.057154745,-0.7416939,0.10911968,0.12751964,-0.8713919,1.0325305,True
-0.25903064,0.59612614,-0.05334267,-0.45122468,1.0813732,-1.3732624,False
-0.5576564,-1.6362367,-0.034911066,2.0086503,-1.0927069,0.79403156,True
0.106438845,-1.3601936,0.61251616,-0.38815424,-1.196281,1.1115838,False
-0.43185654,0.1852474,-0.12769923,0.3546951,-0.9254078,0.6267773,False
0.09644738,2.3146384,-0.053976595,-0.1723382,0.8988675,-1.1425129,True
0.29272553,1.3771319,-0.19908816,-0.43523073,0.9571902,-1.4500464,True
0.5534045,1.2090402,0.3327642,-0.4335011,-1.1799796,0.38259196,True
0.4445633,-0.9975442,0.001614511,2.1725442,0.83104956,-1.379036,False
0.26364714,-0.42589378,0.0025577992,1.0424005,-0.6130615,0.93697166,False
-0.29602182,-0.9600487,0.037052587,-0.47292778,1.112274,-1.1497495,False
-1.1542947,-1.0698882,0.10794579,-1.5578597,0.74070966,-0.17218629,False
0.40402067,0.26730853,-0.090434104,0.47242135,-0.47714174,0.31690562,True
-0.7501429,-0.630304,0.33091664,0.7942904,1.7182786,-0.58847845,False
-0.5069053,0.55357265,-0.13831143,-0.1762988,-0.96389246,1.1876249,False
-0.58244437,-0.42647249,-0.14834708,-0.3015011,0.48948807,-1.1106225,False
1.0878863,1.1090616,-0.48321682,-0.1990869,0.09357032,-1.5502527,True
-0.46177545,-0.41739607,-0.049520925,1.2996882,-1.3705785,1.6116321,False
1.3730925,0.4386391,0.36006653,0.114559054,0.9040887,-1.4960997,True
1.0616761,-1.2384871,-0.6113124,3.8812494,-1.3974595,0.89468443,True
0.53897893,0.08116457,0.063653745,-0.4428054,-0.4020211,0.50766885,True
-0.92757565,1.8688071,-0.5473163,-0.21812338,0.7787076,-0.042287268,False
-1.1232038,-0.24336295,0.26601237,0.32460508,0.18640852,-1.1880112,True
-0.7954832,-0.15692426,-0.9724527,3.2046213,-0.8394191,0.8187854,False
0.67965287,0.3010457,0.81034577,-0.41491228,0.6329294,-1.2156862,True
-1.2877934,0.13694127,0.33344305,-0.5756396,1.3072114,-0.9470294,False
0.07472126,-0.71732146,-0.14694916,1.5964586,1.6370327,-0.9047009,True
0.6877731,1.0047641,0.6601151,-1.1113869,0.5505973,-1.3071223,True
-0.01662241,-1.8361497,0.5766722,0.7788761,-0.7356007,1.1733693,False
0.33679944,0.2892034,-0.0407539,-0.12985261,0.151039,0.5284437,False
0.22506249,1.6633185,-0.7277225,0.55985343,0.9237682,-1.115042,True
-1.2425045,-1.6987486,0.95935696,-0.45084476,1.5972276,-0.906229,False
-0.32963258,0.32409424,0.102778345,-0.6217607,-0.84376955,0.77107656,True
-0.12948877,0.967206,-0.09496467,-0.1780352,1.2756886,-1.3954549,False
-1.2142669,0.7702536,-0.38207895,-0.78881437,-1.1236819,0.9501811,False
-1.1382844,0.27063894,-1.0401595,-1.2791306,-0.73302114,1.7805706,False
1.1578445,0.4000092,-0.4151829,-1.1129602,-0.27397197,0.96096224,True
-0.8647291,-0.9588526,-0.33881867,-0.29215926,1.175323,-1.1718051,False
1.0941553,-1.2016321,0.3095849,2.090372,0.8644086,-1.1645033,True
1.2367828,0.5855764,-0.39163336,-0.46669436,-0.5688056,0.5195186,True
0.7734148,0.56682897,-0.7341902,-0.48833275,-1.0764239,0.86267376,True
-0.76722276,1.0212233,-0.53952336,-0.094848126,-0.99022853,0.7918153,False
1.1113286,-0.9882759,0.34571302,-0.1712845,-1.1703944,0.80988586,True
0.76416457,-1.4003975,0.35522982,-0.65352446,0.9232048,0.27903417,False
-0.5812169,-1.7357111,-1.2732,1.6685303,-0.42126554,0.6170409,True
-0.26630342,0.4586021,0.70638144,-0.53298867,-0.090633586,-0.1364401,False
0.5946443,-0.6987883,-0.07808387,0.7338282,-0.48123732,0.7783841,True
0.18302152,0.7239388,-0.039126232,-0.30150607,-0.6451074,0.92140853,True
-0.20483613,0.70028013,-0.14789268,0.14756049,-1.1105407,1.2937928,False
0.46032774,1.0561554,-0.32997602,-0.52833915,-0.8919117,1.4883537,False
1.5151927,0.36062407,1.0583091,0.19217302,-0.8545001,0.5994724,True
-0.09819617,-0.91535574,-0.8156078,-0.039748937,1.071564,-1.6105608,True
-0.3100823,-0.74750185,-0.14426687,0.9632665,-0.7182112,0.4763872,False
-0.75986844,-0.22386041,0.28675258,-1.0064759,-1.3130796,0.7555727,False
-0.10636652,-0.38481942,-0.6686586,0.19262767,-0.33680534,0.92928153,False
-0.28183365,0.9553129,-0.008077756,-0.43327197,1.073393,-1.3927107,True
-0.6191747,-1.1558398,0.060367852,-0.89627373,0.5293051,-0.009473622,False
1.0516478,-0.52683234,0.572354,1.4727824,-1.249802,0.9705288,True
-1.1497135,0.63497126,-0.20098655,-0.7095583,1.0133802,-1.2493614,False
1.3624011,0.41152388,0.714823,-0.54851663,-0.7801493,0.9605324,True
0.07836781,0.14391515,-0.33769926,0.8859483,-0.9070903,0.38901743,True
-0.21470228,-0.25936103,-0.9150607,0.0858702,-0.90814143,0.5797112,True
2.5846415,0.05205809,1.0154874,-1.0176387,0.8040462,-1.5843728,True
1.2730128,2.0288365,-0.40690723,0.8057043,1.1214333,-1.7557173,True
0.24975401,0.47734052,-0.46731108,-0.55171454,0.24341613,-1.130123,True
-0.27929825,0.38014832,-0.4644301,-0.2664106,0.7781736,-0.7442836,False
1.6133008,-1.4158103,1.0456556,-0.83923817,1.0553523,-0.7805667,True
-0.6952345,0.6648215,0.15866575,-0.5160104,-0.91859555,0.92423016,False
-1.148272,-0.3925825,-0.6116247,0.5866548,-0.95652425,0.2679839,True
0.8161998,0.026052684,-0.5764715,-0.24874538,-0.63194245,0.7930061,True
1.2906395,-0.29168266,0.43872273,1.5632129,0.45897648,-0.6465661,True
0.30795503,-1.0974051,0.33868533,0.80800486,-1.1691381,1.371101,False
-0.824456,-1.1734625,-0.85478497,-0.3064374,1.2388182,-1.777865,False
-1.0642682,-0.032666177,-0.07569513,0.124879055,-0.3472995,1.8948779,False
-0.4487392,1.0770229,-0.70274794,-0.8734324,-1.0982182,0.80181044,False
-0.99640775,1.4996262,0.32520866,-0.9219838,0.69103736,-0.5406306,False
3.930308,-0.120791346,1.03128,-0.6000995,-0.61843,0.43033677,True
0.8024664,-0.76576674,-0.001878649,0.1051901,-1.8279617,1.1879627,True
-0.2846076,-0.6288647,-0.35116497,-0.1549687,-0.693081,0.8303714,False
-0.7709978,-1.4481688,-0.7089216,0.50042915,0.4403345,-0.53570116,False
0.23068252,-1.1009551,-0.024335593,-0.926129,0.94252396,-1.6929302,True
1.3743339,2.3288245,-0.66353863,0.05965838,0.8931588,-1.3677241,True
-0.62926215,-0.17714766,-0.7163771,3.526273,-0.5525309,0.21915916,True
-0.48986536,2.0899162,-0.39422983,0.15729585,0.99484706,-1.776688,True
-1.2479008,-1.0235379,-0.4689076,-0.24881174,-1.4890026,0.8629507,False
-1.5066603,-1.651488,-0.50618833,-0.5944803,1.157418,-1.6442653,False
1.6504385,0.4871448,0.11380471,-0.7426361,-0.9979232,0.51827216,True
-0.23791477,-0.6883074,0.335307,0.5852744,2.079806,-1.3449525,False
-0.9216879,1.7049487,-0.7903968,-0.08026359,-0.87808007,0.9955732,False
5.991315,1.6199336,1.3901612,-1.0312474,-0.83884543,0.9058552,True
1.3170259,0.40657592,0.15899107,-0.95325613,0.668663,-1.159464,True
-1.0952165,0.4621808,-1.069001,-0.6871566,0.6294839,-1.3925089,False
-0.7156702,-0.010475516,-0.96631706,-0.3727076,-1.1057847,0.7929485,False
-0.013943762,-1.2488033,0.61009836,0.6186055,1.6036525,-1.4031415,True
0.038024068,0.8055733,0.11547284,-1.127529,1.0085583,-1.2400205,False
-0.5332198,-0.35227066,0.33343607,1.0160304,-0.031264022,0.1302476,False
-0.54082453,-1.0830894,0.19844507,0.16023503,-0.03721918,-0.9254302,False
3.5535545,-1.8954107,1.8926469,1.8122169,-0.54407144,1.0639914,True
5.7662554,0.1092587,1.9465971,0.291012,1.0787431,-1.3710359,True
0.2847661,1.3408118,-0.54142165,-0.8017814,-0.6395656,0.82662857,True
-1.2617279,1.2878034,0.34090817,-0.2741989,-0.29927537,1.2005017,False
-0.1523445,0.87652594,-0.3049807,-0.6711195,-1.0199678,0.3416256,True
0.341931,-0.78823835,0.085772246,3.423406,0.93838394,-1.2903782,False
-0.39738154,1.2114404,-0.07551178,-0.08744101,0.71057725,-1.6378825,True
-0.71924746,-0.5997212,-0.28289515,0.23087803,-1.1403342,1.5486214,True
-0.5846483,0.5058179,-0.43199173,0.48344052,-0.118561536,0.055378824,False
-1.058027,-1.3408518,-1.0042093,-0.6086463,-1.2578781,1.4355975,True
-0.043786436,-0.19339415,-0.29143432,0.6208374,-0.80820096,1.5333774,False
-0.2303898,-1.6447027,-0.5485033,-0.44218934,1.0057254,-1.0161533,True
0.07040636,-1.521529,0.6239443,-0.1336953,-1.0439833,0.8701855,False
0.284313,0.8304919,1.3010418,-0.7118378,1.0563415,-1.5520833,True
-0.1525456,-1.2259946,1.3638369,-0.63576674,2.3787007,-0.78119975,False
1.0877149,-1.6748482,0.2138846,0.8343462,-0.9176712,0.90122044,True
-0.7786873,-0.046426326,-0.30842566,0.30000257,-1.0224667,0.9973058,False
-0.6141586,1.7184573,0.20459555,-0.5030464,0.9621145,-1.1135881,True
-1.267775,0.9327529,0.08371342,-0.8939655,-0.21590315,2.4644725,False
-0.022075683,0.29352003,-0.14258152,-0.53375196,1.4944813,-0.9551855,False
-0.52558196,1.0995657,-0.31391743,-0.5523713,-0.4657066,0.71439457,True
2.41448,0.12387952,0.99052197,-0.91158164,0.7455609,-1.4014752,True
-0.28058285,0.26367947,-0.11434341,-0.5032425,3.0635338,-1.3774676,False
