,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,class
44,-0.63377,0.65646875,-0.1608521,0.13212791,-1.5944864,-1.904839,-0.6266265,-1.7252924,-2.1741197,0.77357733,-0.24556053,False
45,0.5777227,-1.209098,1.1421214,-2.541566,-0.74411875,0.49989265,0.68514836,-0.91942024,0.7815275,-1.7827528,-0.21110964,False
46,-0.04383117,-0.7008509,0.009019919,1.8918239,1.7408724,1.4206753,-0.0618698,-1.076881,-0.19900712,-0.3009591,0.87871534,True
47,1.0394824,-0.028207988,-1.3229755,-0.5143815,-1.2588835,-0.7780433,0.5659901,0.68427145,-1.028882,0.2576106,-0.3510253,False
48,0.035913736,0.61546963,-0.7057671,1.2781273,-2.4886053,2.3689356,1.1805702,-1.0056615,2.0788398,0.3020217,0.11979973,False
49,0.9208418,-1.6806424,-1.574502,-0.05479482,-0.27424923,1.2606115,0.022767633,-0.5890636,0.19267336,-1.1924818,-1.1205475,False
50,0.24161121,-1.5674664,-1.0137035,-0.4394182,1.487302,0.16042146,0.7386198,0.20547025,-0.21432377,-0.68573904,0.06484532,True
51,0.6302137,-1.4609895,0.077264205,-1.498457,-2.249981,0.22616395,0.1908715,1.0209882,-0.5592332,-2.7903194,0.47585183,False
52,-0.87526286,0.36976916,-0.55303633,0.15163758,0.27951527,-0.76825255,0.618225,0.32725936,1.077358,-0.6607063,0.5012494,True
53,-0.061877303,0.0015081912,-0.85315484,1.6765697,1.1918749,0.63029546,0.60687435,-1.3025616,0.12586907,-0.35055858,-1.0889984,True
54,-0.7805329,-1.0837334,0.8579463,-0.8663094,-0.2255067,0.6549069,0.18902865,1.2858527,-0.6978159,-0.9194202,-0.081053734,True
55,-0.5944972,-1.9049193,0.7504535,0.84518206,0.05370471,1.1629901,0.7890471,1.3198122,-0.13690776,1.631863,-0.16453487,True
56,-1.0885664,-1.6559919,1.030814,0.7889392,0.6141344,-0.0033241212,0.2560111,0.18269503,1.2705904,-1.5944977,-1.088088,False
57,0.5733583,0.7275123,-1.0245092,-0.49924362,-0.073881574,0.49836588,0.47139168,-0.57477534,0.61432326,-0.61018515,0.34113175,False
58,0.14177114,0.73664385,-2.0271692,0.467236,-0.05392094,-0.28695437,-0.77592146,1.0354211,-0.46366054,0.9377489,-0.28529528,False
59,-0.6699624,-0.63397086,0.83686376,-0.06452271,0.4480606,0.61486626,-0.048216432,-0.015821427,-0.8277122,1.011941,-0.834917,True
60,0.11863518,0.17016883,2.0961595,0.15261355,0.038973182,1.9871305,1.0521514,1.03055,0.8912968,-1.0078332,-0.20640749,False
61,0.49050847,-0.53847426,-0.59469646,-1.5992938,-0.58957404,1.460854,0.77811503,1.1688402,-1.2490146,-0.45033056,-0.88972646,False
62,0.41969493,0.7683279,0.038645655,0.14728987,0.7199272,-1.1995918,0.37928,-0.8257116,1.780822,0.40786293,-0.40319106,True
63,-0.31378183,0.3513072,0.6821925,0.42595792,-0.3800874,1.2242551,0.22219482,0.83725715,0.71867263,0.8997795,1.1477156,False
64,-0.47892508,-2.083814,-0.86466223,0.28107154,0.8921393,0.9342105,1.1802309,-0.022986144,0.59637004,-0.74065655,-0.7080847,False
65,-1.2327199,-0.45856902,-0.1794776,0.26336792,-0.49111515,0.873653,0.36625284,1.8836873,-0.30999473,0.6557287,0.21175712,True
66,0.9432119,0.5053062,1.982819,0.4747309,1.3746883,0.95154047,1.2034795,1.0187745,0.65944403,1.2803612,0.106280446,False
67,1.2367686,1.3078018,-0.24276876,-0.65598965,1.4676186,-0.6606806,-1.4334145,2.746752,1.673958,0.91546273,-0.27333367,False
68,-0.2415219,0.02611655,0.9659076,-0.31653243,-0.11400738,0.6246025,0.4445705,-0.5028804,-0.3883226,-0.64001346,0.10103279,True
69,0.44843972,0.8753073,-1.80188,0.4361542,2.3931403,0.53963023,-0.59560275,-2.7511208,-0.7693624,-0.15994802,1.0942094,True
70,0.09049444,-0.5703158,0.70916057,-0.8452512,-2.056672,-1.9614152,-1.8904777,0.015365392,-0.22305758,1.4239856,0.9670009,True
71,-0.33948982,-0.39298856,1.306016,-0.7387263,-1.8194909,-0.5408112,0.8466091,-1.1553981,1.4996718,-0.016674638,1.4826754,True
72,0.30518156,-0.37157768,0.08951008,-0.44497037,0.37383574,2.412435,0.13365352,-1.7032346,-0.16341682,0.3827548,0.60299635,False
73,-0.09623395,0.83102965,-0.9566083,0.25957212,-0.22051534,0.06766818,0.026355714,0.7505212,0.3208649,-1.4057726,0.94269866,True
74,-2.382579,0.014056131,0.34214193,0.15984944,-0.13883892,-0.15188807,-0.76010966,0.3216292,0.642934,-0.7254441,-0.7598506,False
75,0.7035575,-0.261212,0.36767685,-0.9526572,-0.28372025,1.3335669,1.0542969,1.1033838,0.8395122,0.11836195,-0.17274094,True
76,0.31363386,-1.3547962,0.46923542,0.025326997,0.94246346,1.3989546,0.58489347,0.3815485,-0.27716497,-0.5971856,0.47226256,True
77,-1.7280645,0.36176276,0.6837255,-2.323305,-0.43840057,-0.39784658,1.0833254,0.3688687,-0.54616106,0.020216882,0.9755095,False
78,-1.2579652,0.5043175,0.42506576,-0.017027512,0.029428273,-2.0914066,-0.9023572,0.74093306,0.0463417,-0.7868232,0.9134733,True
79,0.31507027,-0.38132524,1.3632717,-0.26738098,-0.13429777,0.5070161,0.15539807,-0.9536289,-0.36438,-0.36127323,-0.34156945,True
80,-0.37431842,2.3959746,-2.7767074,0.48926866,2.3730903,-0.23669967,-0.11250371,-0.44650683,0.15411271,0.9757597,-0.27747008,True
81,0.24699503,-0.5284904,-0.8635545,-1.3613826,-0.064318635,1.8577917,0.02038315,1.1753199,1.0875546,-1.4652491,-0.37322935,True
82,-1.7983654,0.5639874,0.48943424,0.015018061,0.2011156,-0.29281607,-0.46206984,1.3447211,1.0583547,-1.2030983,0.9196424,False
83,0.20870222,-0.6538526,-0.2908109,0.15235683,0.5640415,0.08859515,0.27861887,-0.6847533,-0.5366106,-2.4142795,0.50620484,False
84,0.36989555,0.5557836,-0.22387661,1.2947613,-0.6125231,0.1550622,0.0036601424,-0.53102845,0.06320949,0.099366546,1.0558687,False
85,1.2134975,-0.43706658,2.4890685,-2.243754,-0.33699763,0.742972,0.6717002,0.93098307,-1.41259,0.47999284,-0.36568213,False
86,-0.43893853,0.51377267,-0.37547046,-0.0457514,0.048962474,1.1562207,0.18218488,-0.27657068,-0.31973743,0.9410724,0.1856572,True
87,-3.0073037,0.6720685,1.1107043,-0.27320135,1.0761431,-2.3438957,-0.9653615,0.64997005,0.70044166,-0.96281445,0.75005424,True
88,-0.42940518,0.020835547,-1.3007803,-1.3267823,0.6495769,-0.072497934,1.4315531,-1.4723357,0.19330636,-0.7683079,0.5487247,True
89,-0.07089674,-0.9995807,-0.3917107,-0.56563425,4.643202e-05,0.5602726,0.6644356,0.89090514,-0.8634582,0.5486225,0.096895635,False
90,-0.49952418,0.35671958,-0.44116944,1.0678792,-0.97300947,1.047421,0.8384372,-0.9971267,-0.34962764,0.339486,-0.092365265,False
91,-0.88586473,0.62632626,-0.010228902,-2.2483664,3.0491793,-0.34398317,-0.4060753,-0.4840399,-1.0239407,-1.4592003,0.14064842,False
92,0.94750005,-2.0009327,0.030983359,-0.18030325,0.58970183,0.45846823,-0.14588973,0.28994417,0.994406,-0.17894337,-0.15001768,True
93,-0.79707575,0.072756685,-1.3457003,0.049933106,-0.39111614,-0.35843557,0.5035293,0.82497203,-0.21352151,-1.1170294,0.49239844,False
94,1.5035158,-0.76488954,1.8985248,-0.30965757,0.052302256,-0.9909523,-1.4142327,0.26662838,-1.2256348,0.15365048,1.3545616,True
95,0.063805826,1.6763126,-1.6840068,-0.020430326,-0.28927255,-2.3722725,1.1744263,-0.6641631,-2.3959165,-0.07606013,-0.9024533,False
96,-0.19409725,-0.5853349,-0.8423521,-0.39885187,0.19317506,-0.5973066,0.16553432,-0.2771964,-0.31794563,0.20854338,-0.5672046,False
97,2.9855118,-0.019965976,-1.221504,-2.5021217,0.42815912,-0.6138671,-0.3368486,-0.061604083,0.58279246,-1.1880715,0.15896142,True
98,-1.0493337,0.29869354,-0.19324599,0.9210671,0.63157725,0.16626897,-0.368932,0.66838723,-0.9372927,-1.1107423,0.76697534,True
99,3.6356142,-0.1161201,0.59070843,-0.8229901,-0.6974373,-2.0333834,0.50758445,0.39637533,0.22526808,0.7967398,-0.73079365,False
100,-0.3355307,1.0476425,-1.0307593,1.2698474,0.8688758,-3.260354,-1.362052,0.0467301,0.1923628,0.1731486,-1.4973235,False
101,0.8694914,0.9655126,-0.054213166,-0.47296533,0.2679581,0.1118679,-0.03263992,-0.42525285,1.1771983,1.0126987,1.7951779,True
102,1.3610133,-0.6414264,0.37934092,-1.9610953,-0.4280019,-1.9492178,-0.9462152,-0.11908576,-0.46715546,-0.04584104,1.404593,False
103,-0.6847948,1.1634902,-0.22928518,-0.33751255,0.9193224,-1.82097,-1.4846345,0.1383133,-0.27687976,-0.5969486,2.0089374,False
104,0.27271456,-1.1421995,-0.0021145046,-0.4362554,1.4448609,0.13871089,0.26023054,0.42505682,-0.7650602,-0.12297952,-0.23535609,True
105,-0.86230016,0.0019996972,-0.2643523,-1.3721862,-0.9708221,-0.098632455,0.74718076,0.8261566,-0.60501164,-0.6094577,2.160676,True
106,0.6148857,-0.10210529,-0.90943164,-0.3287884,-2.1454885,-0.51763606,-1.2098179,0.27539068,-0.16872099,-0.30047232,0.4498279,True
107,-1.2928647,1.8954098,-0.9003687,-0.54173255,-0.96345574,-0.026030757,-0.014608651,1.1813301,-0.648927,0.5361722,-1.4247876,False
108,0.53000325,1.6621324,-1.9043158,0.28791353,2.2423723,0.020155407,-0.2548927,-0.8549491,0.727701,-0.23711672,-0.884686,True
109,-0.15823698,-0.24914327,-0.14943072,0.7327496,0.4808843,-0.36603105,-0.79496217,0.86658365,-0.08201233,0.63640743,0.76778597,True
110,-0.29244402,-0.4562865,-1.0212939,-1.1805801,0.7857982,0.8637505,-0.37338927,-0.41851676,0.7485243,-1.6966516,0.6639843,False
111,-2.201083,-0.017174363,1.6134646,0.93158257,-0.51589984,-1.0111835,-0.56906253,0.43401915,-1.0411898,0.58120215,0.3445425,True
112,-0.24906507,-1.0046657,1.0264064,-0.8183304,-0.6461306,-0.57495344,-0.16625229,1.3526881,-0.6974876,-0.8255614,0.9067152,False
113,2.413973,-0.56406754,-0.67750263,-0.43501097,-0.08528109,-1.2866629,-0.8096559,0.042430937,-0.91138,0.75008607,1.2293923,True
114,-2.6081882,1.0512239,0.0210042,-2.0741491,0.7043475,-0.030109784,-1.176644,1.028919,-0.09051004,-1.6681594,0.3481145,True
115,0.8591745,0.16412179,2.0824292,0.024991468,0.9614185,1.5964912,0.29928413,-0.33042312,-0.26288888,-0.7106011,0.22100872,False
116,0.8545915,1.6205922,-2.2067673,0.38286686,0.29096454,-2.7236931,-1.4099281,2.7662275,2.4190953,-2.2897654,-0.2783113,False
117,-1.2829456,1.0244781,-0.518812,-0.071975425,-0.026032858,-0.3806108,-0.6329798,1.5900613,-0.6810052,-1.113225,0.6035326,False
118,-2.8838093,-1.7278852,-0.011504576,-1.4057878,0.2745763,-0.9271541,-0.34219348,-0.33905986,0.1980605,-0.67872477,-0.6000415,False
119,-0.5530243,-1.8099636,-0.09458962,-0.08230579,-1.1417186,0.17505273,-0.026225716,2.0492616,-1.5309786,-1.2263477,0.38021815,False
120,-2.1970208,1.5653132,-0.84160566,-1.8182114,-0.201592,-0.38065073,0.17401859,-0.7202494,-0.56129533,1.9103802,-0.1504949,True
121,-0.8508118,0.9395845,-0.8430318,-0.29883215,0.3832948,0.513491,-0.22440678,1.9391105,-0.112934396,0.9270917,-1.31499,True
122,-1.0128059,1.201627,-1.435255,0.7044593,0.68223554,-0.4176156,-0.7885725,0.4349043,0.37641054,0.059887648,-0.010206163,False
123,-1.025217,1.5279548,-0.7799659,-0.73839164,-0.5143728,-1.4114574,-1.7951796,-1.209604,1.6274912,-0.7886959,0.3204111,False
124,-0.44636008,-0.3825032,0.32996497,-0.5561258,-0.29242027,1.392872,0.9764378,-1.3905588,-0.8241603,-0.5330302,0.033877432,True
125,-0.111290626,-0.529087,0.2504943,-0.6942009,1.0863223,1.5693873,0.44283718,-1.6708038,0.35917056,-0.15065923,-1.2363045,False
126,-0.67616737,1.2485902,0.016168833,-0.941598,-0.45557326,0.27063987,-0.34299928,0.8632119,1.1670561,-0.16172153,0.33010483,True
127,2.8790028,0.8672626,-0.5388417,-0.035279483,0.37696823,-0.6992517,0.59605277,-0.51817596,1.7399876,-1.7409757,-0.8601351,True
128,0.12258373,1.3776107,-0.5141444,-0.98141414,1.4473289,-0.23397812,-0.09853351,0.101400346,1.5293976,3.0117645,1.3714848,True
129,0.7222061,-0.9666366,0.96206486,-0.6890192,0.0152383,0.25803223,-0.1277709,-2.1394534,-0.10744251,-1.5962259,1.4573295,True
130,0.013047785,-1.2167208,0.55387294,-0.2602838,0.43094367,0.52072835,0.67397904,-1.3510752,-0.16128206,1.1272261,0.3213551,False
131,-1.3043077,-1.8525531,0.07126779,0.008824334,0.12205091,1.2041204,-0.36869293,1.7823813,0.25247496,-1.1402216,-1.8370866,False
132,-0.09272121,-1.9265363,-1.3660009,1.0115156,0.53551126,-0.5721014,0.20108016,-0.47001404,-0.93743527,-0.49734282,1.835522,True
133,-1.3173778,-2.3895278,0.6079535,-1.3623469,-0.75656426,0.7233493,0.38440084,0.74856967,0.27862886,-0.3792888,-1.2178952,True
134,1.2963623,0.50903094,-1.0421394,0.9586854,0.89834696,-1.472088,-2.993684,0.76453197,1.1825867,-0.6208806,-0.738042,False
135,-0.465016,-0.89529485,1.1950476,-0.19901505,-0.9821379,-0.20100337,-0.039007574,-0.08753896,-0.8461489,0.97566104,1.2303046,True
136,0.44926953,-0.7765813,-1.6196225,-0.66093004,0.3033829,0.37954548,1.256918,0.4384732,-0.053262435,-3.0208838,-1.3220564,True
137,1.0432105,0.9464238,1.3597606,-0.43330923,-0.015614644,-0.52603644,-0.5895747,-0.21673185,0.83348304,3.3718314,-0.76061964,True
138,0.6538187,-1.367374,1.8116616,-0.57543963,-1.4536492,-0.8221777,0.5376675,-0.8596492,-0.45238736,-0.14700687,2.1675406,True
139,-0.8499497,0.005016722,-0.4852736,0.05579874,-0.4190597,-0.08346621,-2.0177808,0.40842617,-1.5266671,0.9798915,0.21090662,False
140,-0.19601268,-0.57753223,0.28927785,-0.33693528,-0.95866215,-0.29276714,0.2476278,0.028375834,0.37532732,0.18729264,0.034210503,False
141,0.2762134,1.0511491,0.40285966,-0.48010328,-0.7147348,-1.3448678,-3.0470624,0.15765405,-1.5815202,1.4921705,0.5412852,True
142,-1.0352434,0.9004121,-0.63462454,-0.32799292,-0.062273547,-0.17849869,0.27474672,-0.06891933,-0.38248014,2.3889608,-0.64712703,True
143,0.7956747,0.8899724,-0.7679776,1.7506664,0.62919545,-0.8780269,0.3092934,0.53037834,-0.4287611,-0.20629701,-0.6809387,False
144,0.2603358,-0.05443855,0.13249514,0.122981325,-0.8067701,-0.43290073,-0.8692061,0.30664822,0.59460753,-2.029955,1.4931142,True
145,-1.041437,-0.76159704,0.39102137,-1.5576701,1.1344465,-0.78601074,0.31661576,0.3261132,-0.908321,-1.8220116,1.4669389,False
146,-0.5426325,1.9662699,0.6495557,0.12081787,0.83899415,-0.8852618,-0.8586055,2.1633835,1.1926152,0.2160691,-0.62161136,True
147,-0.7620325,-0.7349966,-1.2234224,-0.32509854,0.5989431,1.5572783,0.12234202,-0.4209386,-0.8298863,-0.20257859,-0.42930445,False
148,0.38712472,0.119894534,0.13848883,0.0012899041,0.4435635,-1.2298485,1.0633364,0.23788585,0.44156647,-1.0281199,0.11128694,False
149,0.42151767,0.014624417,0.26029128,-1.0663278,1.3666434,-0.27906328,0.4053163,-0.978055,0.86127084,-0.9889363,-0.91740465,False
150,0.48300022,1.2342311,-2.9741027,-1.5154796,-0.22111946,-0.07577892,-0.26701474,-1.3166301,1.2881751,-0.7803513,0.3818377,False
151,-0.6353278,0.59981704,-0.8553976,0.98706734,-1.6118039,-1.9525992,-1.5379192,0.23057416,-2.5494666,-2.7398982,0.7391861,True
152,-0.7207391,0.05304703,-0.47947177,-1.3673787,-0.59173673,0.999637,0.3933833,-1.5485629,0.06537139,0.9407209,-0.6511354,True
153,-0.5056808,-0.12489447,0.17447805,-0.3548728,-0.375669,0.2567016,-0.15012074,-0.58791745,0.30271268,-0.4484055,0.9375914,True
154,-0.3170721,0.6880866,-0.13123612,-1.4614503,1.7316835,1.6065788,0.45072603,1.0714903,-1.4849833,0.19979404,1.0419607,False
155,0.45141354,-0.26927218,0.50093067,0.33708125,-0.18441062,0.25060174,0.33626127,-0.53464806,0.9419207,-1.0652735,-0.33816034,False
156,-1.1188446,-0.330554,1.305198,0.69713545,-0.8961004,1.0120078,0.71636784,-1.0714567,-1.0606042,-0.41332746,-0.92021966,True
157,1.1636021,0.91046447,-0.41026276,-0.50825065,0.7384286,-0.88398004,0.39668423,-0.92499244,-0.43465546,1.0796822,-0.5288876,False
158,1.1586667,-0.5699679,-0.9038564,-0.8707205,0.24102406,-0.21125497,-0.34450573,-0.9404572,-0.9710708,-1.0333724,-0.17666972,True
159,-0.28087318,0.6819465,-0.15310127,1.5728822,-0.49390224,0.5067681,0.06307477,-2.1427326,0.104160964,0.21673633,-0.23175743,False
160,0.54848754,-2.4032676,0.83579177,1.6457173,1.7842263,0.9268476,0.7008817,2.246973,-1.8339168,-1.2269819,-0.8188503,False
161,-1.2780201,0.25423884,0.35120475,-0.5439201,-1.3067509,-0.6706644,-0.5506443,0.03148219,-1.0166609,-0.65955406,0.37148905,True
162,-0.7311225,-0.22845466,-0.2108744,-1.7460887,-0.3244931,0.4976378,0.6548767,-0.43449306,0.5971683,-0.05076322,-1.0701185,False
163,0.12591353,0.08067058,-2.1880817,-0.8546846,1.1503901,0.46813816,0.46280795,1.7889787,-1.5223025,-0.73469114,-0.2619066,False
164,-0.8821008,0.15985464,0.6685793,-0.6736678,-0.43075693,-1.2271574,-0.022127151,0.6565337,1.8337003,1.568925,-0.17556769,False
165,-0.730731,-0.6633136,-0.5771865,0.7735193,-1.0517129,0.4100851,0.22833899,1.2995837,2.167106,0.32582727,0.2896399,False
166,-0.59639084,0.55570984,-0.9073208,-1.2631674,-0.95158404,0.74575794,-0.1615772,0.48902574,-0.13077621,0.23913106,-0.41768643,False
167,-2.1214569,0.90584326,1.4519234,-1.7368318,0.4608426,0.16044204,0.15288737,-1.260784,0.35969514,1.42242,1.2468096,True
168,0.12992749,-0.32997465,0.47355083,0.70585924,-0.14952597,-0.71115196,0.8146875,-0.7032368,1.4861232,-1.1873965,-0.13148826,False
169,-0.67613083,0.37025896,0.41197926,-1.2270077,-0.4739358,-0.008868363,1.5395314,-0.9853947,-0.80604655,-0.68010616,-1.3728607,True
170,0.44580513,1.2352629,-0.6549829,-1.4096086,-1.7904706,-1.051143,-1.8564702,0.50832725,-0.07456249,0.53085995,0.069449306,False
171,-0.17963162,-1.3285377,-0.88284034,0.3678458,0.32874906,0.46627715,-1.0774322,-0.53351784,-0.48186597,0.8387672,0.10025591,False
172,-0.56725025,-0.788155,-0.1070859,-0.48810083,1.209486,0.45039254,-0.5754243,0.90394664,-0.10032487,-0.2360654,-0.58199185,True
173,0.49534112,-0.007839948,-0.6873341,-0.09108637,-1.2127191,0.9035136,0.074412435,0.541102,-1.0254958,-0.8182701,0.8722618,True
174,-0.7822203,-0.006647676,1.7265339,0.74103403,-1.6403607,0.7576883,-0.06637621,-0.76185304,0.4733524,1.5364568,-0.9100546,True
175,-0.38445175,-0.19633147,-0.5627687,1.4670832,0.24492344,-0.7699612,-0.08732027,-1.2907426,0.78685105,-1.3571045,0.1901666,True
176,-0.5516736,-1.0845578,0.6789079,0.1570997,-1.5528828,1.9333885,0.6977475,-0.47428176,0.7675459,0.59364235,-1.265807,False
177,0.7476009,-2.022302,0.51251084,0.022570178,-1.3856212,0.43566385,0.73006696,0.4683389,-0.23677027,-0.41597947,-0.07214779,False
178,-0.037922822,-0.047344558,-1.142071,1.1885117,-1.0980469,-0.13422942,1.5769882,0.781391,1.7701226,1.0820948,-0.3163898,False
179,0.47175086,0.07233289,-0.75813913,0.4607125,0.12490769,0.8251311,-0.43803662,-1.187632,0.06823327,-0.41584516,0.5454289,True
180,-0.70642245,-1.9514991,0.08404066,-1.3094679,0.24522176,1.3594203,0.2917672,-0.9011394,-0.79384196,-0.36471683,-0.25527787,False
181,0.6211656,0.17489791,-0.68857235,-1.569838,0.63608646,1.2013514,1.491682,-1.119908,0.06020933,-0.82951045,0.006411612,False
182,-2.1018836,0.59356606,0.73626703,-0.51065063,0.7389488,-0.08186246,-0.603299,-0.4900652,-0.19150019,2.564114,2.493259,True
183,0.16903532,-0.91789424,0.3003475,0.030423626,-1.6803458,-0.8165966,-0.32174292,0.23042874,-0.23535487,0.7878038,0.0153820515,False
