,P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,class
29,-0.57585907,1.1458815,-0.58912563,-1.0986161,-1.4883271,-1.5017661,0.65442306,-0.49260712,0.97255707,1.0469768,1.7675396,-0.029750705,0.7466401,-1.2013311,0.5791328,1.2061455,N
30,0.82302195,1.0435418,-0.23841643,0.5064063,-0.8047674,-0.84630585,-1.4331751,-0.77007073,-1.6949013,0.091644704,-1.0514867,-0.9694098,0.8531804,0.9774691,0.40361008,0.71907294,N
31,-0.21667986,0.50304806,-0.45030615,0.9835005,2.238713,-0.8190553,-1.2545365,-0.5473435,-1.5711766,-0.37193573,-0.02491577,-0.24239677,-0.037601978,1.1834311,0.025178134,-0.16476634,N
32,0.22134304,-0.5178203,0.31051195,0.73811835,1.3854108,0.64076215,-0.05541867,-0.4415154,-1.2126333,0.14018649,0.010614783,-0.4566728,0.72625554,-0.3202065,-1.1574233,-1.2462643,P
33,1.0049633,0.8639678,0.7371376,-0.4859824,0.73109263,-1.7531413,1.0236347,-1.4992049,0.16745234,0.8627311,0.4459757,1.1967459,1.1965467,0.37846896,-0.8911983,-1.698561,N
34,-1.1363642,-1.5059474,-0.780561,-0.75278956,1.3013235,-1.0222038,0.7205702,-0.35889655,-0.38560832,-1.7801442,0.6869976,0.25099555,0.41588902,-0.11962938,-0.5688338,0.37003404,N
35,0.24267933,1.3665257,0.1709922,-0.02878055,-0.3143017,-0.4207519,0.72781485,0.4066546,0.57462424,0.3597179,-0.41377217,-0.061290726,0.34058374,-1.3281817,-1.019929,0.62571025,N
36,-0.1756304,1.1149017,-0.33244142,-0.10425124,1.0753825,1.5720359,0.15537386,0.119019225,-1.5004047,-0.67837584,0.37761313,0.17543608,-0.9317796,-0.30547154,0.7742622,-1.4832151,P
37,0.6558615,1.6840421,-0.96508193,0.17145333,0.46974245,0.6448049,1.7573733,-0.81529856,0.678391,-0.9164248,-0.30984858,-0.4378698,-0.2742668,0.51372457,-0.035287425,0.2817704,N
38,-0.7267557,-0.16563624,-1.0469965,0.92925316,-2.1182115,-1.2455047,-0.7402652,0.004779011,3.0447977,1.0160477,-0.59269404,1.5738609,0.8066702,-1.441205,-1.0048846,1.6122215,N
39,-0.49017942,-1.9764438,0.1707904,-0.31288284,-0.58649206,0.120130025,-1.266422,0.655809,-1.8127817,-0.31600553,-0.3082494,-0.5397415,-0.70498544,1.14399,-0.5568296,0.42037815,P
40,0.5474807,0.35729134,-1.3168753,1.9755474,-0.65730953,-0.939567,2.4302893,-1.0199642,1.3718,0.4663681,0.26845765,0.52387464,-0.542241,-0.8420853,-1.0399361,0.6426097,P
41,0.31671634,0.83263475,0.39787892,0.56667554,-0.50292987,0.19103706,0.2540287,0.43963957,-0.7046195,-0.8213782,0.2730909,-0.6244598,0.6801751,0.743546,-1.1837025,0.8616538,P
42,0.3114114,0.023133993,0.5418166,1.6746259,1.128013,-0.93312126,0.4068856,-1.2066882,-0.567901,0.120184466,0.5852723,-1.1812923,0.55596167,0.5223471,-0.09937681,0.8597137,N
43,0.4099157,-0.47632095,-0.2741235,-0.39922595,0.9640143,1.3889701,0.32314712,1.4058039,1.591953,0.24018404,-0.9911876,0.45505607,-0.011812851,1.582145,0.2227414,1.4528356,N
44,-0.7553009,1.0926261,0.079283506,0.36434203,-0.33258504,0.31824672,-0.51016194,0.574124,-1.3559139,-0.9918977,0.9733325,1.3405324,-0.52140504,-0.4625914,1.2543688,0.5143014,N
45,0.37937954,0.3069907,0.38426247,0.44826686,-0.43071815,-1.1958716,-2.4804373,0.43831193,0.017350823,-0.97686255,-0.06940463,0.9782431,0.27114764,0.9112389,0.03877479,1.7142081,P
46,-1.0935569,-0.16057037,-0.7921996,0.17640908,0.72715014,0.53637964,1.0477316,0.21188653,1.0657995,0.3274557,-1.2947086,-0.2974326,-0.25005993,-0.65140563,-0.8320873,0.8589995,P
47,1.0038353,-1.5137839,-0.46768484,0.34196177,-0.2286098,-0.0036148936,0.5896777,-1.0658224,2.439095,-2.686719,0.45370734,-0.7129672,1.277124,0.73940855,-0.02070573,-0.9582328,N
48,0.03755652,1.1519457,0.4406292,1.2688417,-2.4996412,0.086871274,-0.04194018,0.15041599,-0.84399617,-0.10025704,1.268125,-0.6770174,1.7857722,-0.3311926,0.08070901,-0.8783711,P
49,0.1546486,0.28618813,-1.1340555,0.880865,-1.8132474,0.9095701,0.01670517,-0.9980991,0.55122775,-0.06739651,0.5792079,-2.9023497,-0.6026229,0.23652941,1.9203864,-1.4146231,P
50,-1.9064068,-0.32243493,-0.23818058,0.060662836,-1.3840973,-0.8422604,-0.84356433,-0.36303174,0.0092048645,0.74760026,-0.056335017,-0.0075104535,-0.64832926,-1.0908691,-0.6423433,-0.43948394,N
51,0.85844797,0.6024135,-1.3065572,-0.48607898,-0.66300255,0.83073497,0.25501412,1.3288589,0.8923163,-0.34282315,-1.0819067,-0.598562,-0.29868823,-1.155857,-1.1393807,0.33185798,N
52,-0.27224123,-0.00077325106,-0.35497093,2.1429977,1.3827595,-0.89869326,-0.53829956,-0.6797014,-0.32809716,1.1539562,2.0264502,-1.3264356,0.47372043,0.2344254,-0.16929674,2.9660811,P
53,0.108689755,0.66715574,0.379394,-1.1965803,1.6567463,0.4966311,-1.3340852,-0.029736951,0.56340384,2.3563623,-0.57821393,-1.4646838,0.58309984,-0.48811918,-0.9872128,3.1343431,P
54,-1.3746247,-1.1702352,-0.035766184,-0.5218689,-0.5858506,-0.30563197,0.6392788,-0.07439618,-1.0596138,1.3146561,-1.1159129,0.6675303,0.27031127,-1.212748,-0.8106453,0.90503764,P
55,-0.06394149,1.736428,-0.81290245,1.201208,0.8016908,1.0597428,0.51779723,-1.4613256,-0.53784096,0.68387866,0.09884922,0.1588929,-1.1802189,1.3153375,0.026287526,0.7767701,P
56,1.019394,0.86226577,-0.525159,1.0443053,-0.8124273,-1.4276744,-0.1721599,-0.2863929,-1.5120175,-0.733337,-0.77209437,0.19821173,0.04882274,-1.6990008,0.7248037,-1.0441346,N
57,-0.44338658,-0.27674425,-0.2751209,-0.038963914,0.33789015,0.089303225,0.43428504,-0.7916554,-1.8826336,0.25584,-0.44915274,0.22910993,-0.28920323,-0.3681168,0.54811144,0.22943886,N
58,-1.244041,0.8803889,-0.57760555,-0.29106298,-0.54125446,-0.48032224,0.59300756,-0.5886601,-0.90098816,-0.6245138,-0.51939654,-0.6689948,-0.37667388,-1.0883596,-0.16631491,0.14064075,P
59,0.29289073,1.8295612,-0.71086824,0.49996775,0.5670185,-0.27139807,1.1682909,0.424942,-0.33743256,0.15388615,-0.73518646,0.20955883,1.2505398,0.5573364,-1.0287277,0.6246511,P
60,-0.11313388,0.33087605,0.66054076,-1.814709,1.2518519,-0.0392827,-0.13252038,-0.87039953,-0.478467,0.63623905,-0.76978445,1.6151025,-1.0150372,1.3564588,-0.28409302,0.4526532,N
61,-0.669798,-0.16714096,0.004216995,-0.7480437,-0.6450118,-0.12176157,-0.8007516,-0.5960111,-0.5364423,0.39100206,0.68760043,0.78172195,0.008132413,-0.1804757,1.2742729,-0.94832623,P
62,-0.7308538,-0.5558175,0.0149959475,-0.48503706,-0.43810433,0.17645282,-0.043044806,-1.1272104,0.6283648,0.07296013,0.9651604,-1.2045505,-0.52256894,0.1467467,2.009367,-0.7757239,P
63,1.0842328,-0.03313744,-0.15578336,0.3596577,-0.4170434,1.1642082,0.40893313,-0.55052686,-1.0493076,1.1011415,0.41051602,0.3655179,-0.9744925,-0.06746371,-0.58346903,0.22032759,N
64,-0.039061315,-0.23735034,0.3318146,0.10553868,-0.31329525,0.051070344,2.074999,-0.24677986,1.3513844,0.28899717,-0.3787017,0.11734133,0.17620987,0.20395128,-0.55829114,1.6998701,N
65,0.2692325,-2.5469704,-1.2275254,-0.25396538,1.178268,-0.6086969,0.09362167,-0.9352906,0.509796,-1.0121291,0.038855284,0.33481944,-1.0467229,0.4326594,-0.59345704,-0.27471876,P
66,-1.1807743,1.811459,0.7381528,-1.1916852,1.5948756,-0.63895595,-0.47654596,0.44818276,1.5986884,1.3446854,0.90488195,1.0175436,1.0698409,0.9025414,-0.348974,0.85361946,P
67,0.61766374,-1.5958369,-0.066211395,1.1543049,-0.44786996,0.30218387,1.2150251,-0.55084866,0.6952642,-0.3646469,0.5104416,0.031045675,-0.32897234,-0.018665947,-1.1554227,-0.32860515,N
68,0.44246978,-0.054517955,1.224103,0.38434952,1.605475,-1.0638719,0.1061247,-0.11971018,1.4379162,-0.14763716,-1.0659678,1.101454,0.15189837,-0.1763125,-1.1381303,0.1733729,N
69,-1.2495145,0.83210254,-2.894255,0.797104,-1.1758255,0.11265173,-0.1876556,0.12934662,-1.0346159,0.6633434,3.3984368,-0.6536573,-3.4764848,1.5749474,0.16948569,1.6106168,P
70,0.35204175,-1.4766113,-1.3726388,0.68907404,0.49911386,-0.5522998,-0.16563565,-1.3930933,-0.9533597,-0.24852058,0.24487817,-1.0588145,-0.6111051,1.0571821,-0.2536677,-0.5535921,N
71,0.2520271,1.0552506,0.33404166,1.7222424,1.4367208,-0.8424753,1.3093089,-0.7522791,0.7910537,-0.25999302,1.3278174,0.81391966,-0.29291114,0.38328698,-0.6527858,-0.6672729,P
72,0.35780275,0.5077261,-0.9567726,-0.16454038,1.6562805,-0.2311002,-0.7877891,-0.75704503,1.1341822,-2.0826085,0.8244997,0.858279,0.36739296,0.6984947,-1.1519961,-0.45147628,P
73,-0.40741682,-0.5811719,-0.1853222,-0.27246988,-1.016715,-2.3698988,1.2658727,-0.6886292,-0.87301296,1.1566797,-0.033568136,-0.55396575,-0.56374985,0.5050448,0.58873713,-0.29005072,N
74,1.3365405,-0.32225075,-0.5267413,-0.12267506,1.1738063,1.2450264,1.5543835,0.3030089,-0.6361238,0.019867018,1.1518252,-0.15355337,-0.06539756,-0.46364808,-1.017078,0.5917529,N
75,0.88691324,0.39328054,0.5929944,0.0013270974,0.17189366,-2.0466373,0.79182833,-1.5611529,0.7881812,1.8446336,-0.42232075,1.2617261,-0.023663387,-1.2515101,-0.58753717,-0.8356224,P
76,-0.50877774,0.04604605,-0.39165565,-0.6532375,0.6057018,0.09102613,0.7578259,0.99703604,1.6931342,0.0037165508,0.10922262,-0.61130637,0.57592475,0.044738576,0.21720621,0.6725868,P
77,1.2331606,0.26704887,0.64015716,0.36955887,-0.36381423,-1.9595479,-1.2352346,-1.2221148,0.2412442,0.86288226,-1.5150621,0.23400253,0.52072227,0.6336423,0.18506318,0.8065332,N
78,1.8347527,-0.5206151,-0.5856819,0.2656116,-0.62474364,-0.8904167,-0.28212333,-0.9688759,0.51073,-0.2190327,0.67211914,-0.28976864,-1.8574973,-0.6015239,0.007341802,0.7943969,P
79,-1.1935587,-1.2029538,0.30811462,-1.5116391,0.38028353,0.006795188,-0.1874849,-0.22357106,1.3309737,0.8874725,-0.030644223,-0.5129284,1.41432,0.24900794,0.71539915,1.5407186,N
80,0.20450301,0.64799,0.019069634,0.41208667,-0.6875224,-0.015538469,1.3969628,0.5531311,0.2288866,-0.84163743,0.6343636,-0.3725627,0.87519765,-0.91575426,0.11013453,0.78901607,N
81,0.5586405,0.05533266,-1.3124925,-0.65684533,1.1407323,-0.1953429,-0.120204374,0.49424157,1.288208,-0.4452496,-0.17077902,0.06492922,-0.25911278,-1.0958135,0.9054773,1.4078605,P
82,-0.0062363707,1.038383,-0.40344432,-0.83494556,-0.54177237,2.0131187,0.61300284,1.2837725,-0.13370544,0.6359518,0.7971357,0.44398147,-0.9871838,-0.753566,-1.2190678,-0.5542048,N
83,0.15156397,0.62936574,-0.40602845,0.56699824,0.03300176,-1.471654,0.10211484,0.10830706,-0.95799327,0.7909805,0.83433765,-0.10812043,1.09757,0.26735485,-0.19291696,0.75767803,N
84,-0.13097282,1.1182219,-1.2500337,0.2408984,-1.833205,1.5992875,-0.076793104,0.23929499,0.6661191,-0.5220355,-1.3552787,-0.7975396,1.0813307,-1.0750659,0.38472557,0.63701725,N
85,0.32202286,-0.9871425,-0.19377851,0.35487628,0.8964026,-0.79260653,-0.56161064,-0.3330366,0.90532506,-0.48564765,-0.030886084,1.0073947,0.31776425,1.8334613,-0.8139783,0.2546814,P
86,-0.027115032,0.70560896,-0.7930741,0.1067626,-0.6374768,-0.9005454,-0.37596655,-0.5680238,-0.20364997,-0.2282806,0.64164495,-2.363521,1.2543019,-0.27671593,-1.0843276,-0.24073356,P
87,-0.5547915,0.22642273,0.3781385,-1.3328243,0.34567678,-1.7986603,-1.1439419,-0.5105103,-0.44801086,1.3178998,-0.69877666,-1.5627398,0.48812765,0.059712306,0.14215133,1.3015614,P
88,-0.7467155,-2.2077076,0.2008574,-0.062213194,-1.1836208,0.8248884,0.1671774,1.17702,0.6153066,1.1408141,-0.6990145,-0.63014615,0.22301793,0.63990676,-0.8105173,-0.01490172,N
89,1.5350888,0.14062965,-1.6992995,0.7935344,-0.12514815,1.267899,-1.6112329,-0.34589115,-0.9073731,0.051703677,-0.49039996,-0.026692152,0.0010590628,0.1436749,-0.1762622,0.1681671,N
90,-0.2512624,0.55208886,-0.7097546,-0.21473897,0.6305992,-0.35307473,-1.1025707,0.19578463,0.16753095,-1.7572052,-0.9599081,1.4176103,0.5250419,0.79416305,-1.2306732,0.42065048,N
91,-0.31316704,-0.21447128,0.034478307,-1.2450722,0.09441227,-0.8972236,-1.6628822,-0.5878713,0.56470037,-1.0392097,-0.14018765,0.26343945,-0.35040066,-0.8893125,-0.8663213,0.56627905,N
92,0.5839631,-0.04912889,0.5461354,-0.115122914,0.21276422,-0.8983982,-0.10553896,-0.65301335,0.046088427,0.52558273,-0.7014125,0.509001,-0.66898286,-0.16039169,-1.2719824,-0.21719676,P
93,0.8101065,0.4556743,-0.841823,-0.69367224,1.5071585,1.2958503,1.9288586,-2.0222793,-0.37670135,-0.051467285,1.2091494,0.14605069,1.255968,1.6592728,-0.13317764,0.18777585,P
94,-0.4608904,0.36918557,-0.6558441,-0.057086512,-0.24436651,-1.3740718,0.15873678,-0.038084596,-0.17585011,0.8008025,1.0561774,-1.4359574,1.0503383,-0.2570393,-1.3447477,-0.3069355,P
95,1.1382135,-0.48754752,-0.7050107,-0.017100826,-1.8757309,-0.11702558,0.19239317,0.38450706,1.55688,0.56499124,0.5694624,0.7752902,0.22915566,-0.9280667,-0.8205317,0.1272002,N
96,-0.6675862,0.5354471,0.36547148,1.7056363,1.059218,-1.0150561,-0.70374876,-0.20405945,-0.9844599,0.3352942,-1.5627958,-1.3370085,0.0993267,-1.2372394,-0.61629516,-1.2616687,P
97,0.04106024,-0.5842103,-0.056977358,0.23153864,-0.46405813,0.75980777,-0.54826826,0.11218339,-0.72227806,0.9180227,-1.3253012,-0.9829923,-0.5267066,-0.29298618,-0.10376686,1.0994714,P
98,-0.73191625,-0.46331167,0.027963527,-0.28590447,0.1077787,-0.25985044,-1.1179729,-1.6885848,-0.21688937,-1.0086478,-1.1171771,0.36185014,1.5150516,0.15212378,0.3006113,-0.8055705,P
99,0.03401713,0.75520587,-0.37079462,-0.91232747,-2.5153143,-0.38694975,-1.999657,-0.9791256,0.22350928,1.8499283,-1.5301255,-0.2958224,0.88644433,0.721099,0.67689276,0.44829494,P
100,-0.81680787,1.6896756,-2.0036857,-0.6853905,0.96399087,0.8675791,0.6364649,0.8216779,-0.4514693,-1.0203567,-0.94538665,0.2698884,0.21927454,0.3813839,0.4896311,0.80163527,P
101,0.8413785,0.69440377,1.1348039,-0.57342184,0.88041466,-0.8810445,-0.4879101,-0.49875268,-0.60997814,1.388542,-0.12799245,0.8452865,-0.17248765,0.81242186,-0.5317765,0.3975522,P
102,-0.20500927,-0.4461807,0.5962873,0.31318083,-0.2985077,-0.16389154,-1.6287285,0.013891995,0.15824765,1.8296797,-0.5067891,-1.0181957,-0.8450341,1.8820844,0.84254503,0.5893194,P
103,-1.4785316,-0.8427398,0.60548097,0.019323558,-0.35908628,-0.5933969,0.8181069,-0.38067394,1.5351524,-0.018211778,0.10364097,-0.19435987,0.28794307,-0.0023779422,0.04923699,-0.024730474,N
104,-0.38717064,0.7342167,-0.0005434118,-0.38969213,1.9759612,1.1849236,1.4608752,-0.64890885,-0.13423866,1.6952968,-1.6528134,-0.98700917,1.2807738,-0.20217365,0.18558022,0.41862577,P
105,-0.8268451,-0.72834873,0.06261547,-0.46539974,-0.9087119,-1.1106546,-0.09010533,0.777401,-0.37070474,2.7332478,-1.2427689,0.4010009,0.96405447,-0.06735524,-0.99192286,2.0385296,P
106,-0.58596486,-1.6308246,-0.1478765,-0.41058743,0.14207435,-0.31220266,1.15086,-0.64008784,0.59123594,-1.9757915,-0.050583616,-0.23864192,0.93143696,1.1394883,0.28550056,-0.9503482,P
107,0.15161428,-0.5863055,0.54374605,-0.47555867,0.4652116,-0.4126113,0.5738686,-0.51976603,1.1120052,0.16819087,0.48644394,-0.5625422,-0.19114074,-0.49587008,-0.7531385,0.5125151,P
108,-0.15426064,0.8155204,-0.8637054,0.32210362,-0.11568807,1.0759468,-1.478846,0.8372982,0.094269395,-0.11124419,0.839622,1.08216,0.70220447,-0.4545464,-1.5771939,1.8348794,N
109,-0.5950053,0.3678091,-1.5916544,1.7733151,0.7292775,-0.67047983,0.63608277,2.042907,-1.3422444,-0.57245606,1.4249945,-2.0618672,-0.089743465,1.1627526,1.313385,0.16656852,P
110,-0.368653,-0.66635,0.35606205,-0.14257696,1.0667957,-0.051116265,0.67679685,-0.1393092,0.94847775,-1.0338327,1.1087241,0.85126954,0.2702061,0.78514177,1.7070334,0.45940688,N
111,3.8353348,-2.3060327,0.5392452,-1.0779732,1.0505711,-0.7491431,2.2918613,0.6562415,-1.0564575,-0.60513794,-0.22331378,-0.16026771,-0.1065999,-0.64264023,0.19019035,-0.11606729,P
112,0.036795195,-0.8917161,-0.31129262,-0.37931633,-0.92961705,-0.15246287,1.0658386,0.3450991,0.9727477,-0.9961841,0.25693274,-0.7976141,-0.39291623,0.06668321,-0.010925829,0.3647673,N
113,-1.0047072,0.8778418,1.2475404,0.9808617,-0.7533952,-0.9795549,0.2769239,1.3007939,-0.65522975,-2.3256109,-1.2631836,0.22659814,-0.9787911,1.1150358,-0.74953747,1.5717053,N
114,-0.7001175,-1.0069714,0.17250182,-0.9310835,0.26365405,2.179132,0.47485378,1.7401305,0.4090323,0.5398866,-0.50742346,-0.56708413,-0.25763214,-1.0178243,-0.8048061,-0.2486009,N
115,-0.052575912,-0.07769787,-1.4514748,0.21817265,-1.9661021,1.5454497,-1.2501248,0.5623818,-0.017826319,-0.918148,0.27614594,0.9029043,1.5592715,0.65413487,0.42032814,-0.1317521,N
116,-0.5326589,-1.709682,-0.93921065,-0.6614166,-0.6717344,0.7506815,1.5135858,0.12702848,2.3228803,-0.071191795,-0.63882214,0.99940753,-0.6609907,-0.9655145,-0.09003667,0.67379475,N
117,-0.5218986,0.83725005,0.5380702,0.55584425,-0.45059228,1.7140187,-0.21032332,0.97213674,-0.014165938,0.86909753,-0.53933775,1.3312372,0.2986418,-1.1279063,1.908155,-0.5594455,N
118,-0.19261083,-0.24470644,-0.7946352,-0.1372686,-0.94187367,-0.05963481,-0.28241497,-1.0120984,-0.33615506,-0.2188523,0.40771636,-1.6466662,-0.4438265,-1.5709307,0.9013234,0.2643025,P
119,-1.0693964,-0.79365194,-1.0316526,-0.7204262,0.61396825,-1.6549529,2.094636,-0.5001093,0.7676289,0.106870554,0.8553432,1.2053818,0.9702176,-0.3171121,-1.8582028,0.019115463,N
120,-0.6261533,0.20102721,-0.19730383,-0.5595906,0.4908374,-0.1323593,0.6087408,-1.0463494,1.2137691,-1.0959857,-0.67769295,1.0998309,0.84561324,0.0036500692,-0.8691173,-2.2913828,N
121,0.7251508,0.3864979,0.54021966,0.6098212,-0.95315874,-1.409561,-0.22485675,0.24757391,-1.732972,0.17836496,0.55156255,0.28455442,-0.28701377,-0.88131,-1.3353333,-0.6576344,N
122,0.33905488,0.32256424,-0.5766753,0.9028349,0.6987301,-0.19626448,0.087420054,-1.4224076,0.947199,-0.06839413,-1.0186602,-1.3366774,0.0787682,-0.37341928,-0.3587353,-2.3055851,N
123,0.46690336,-1.7308106,-0.9143882,-0.7503032,-0.1423673,-0.11658858,0.001221217,0.4769346,0.5925774,0.56006145,-0.72099805,0.15629736,-1.2770529,0.68722427,-0.021885306,-0.32442987,P
124,0.822294,-1.6761343,-0.72658515,-0.54377466,1.9998544,-0.30208012,-0.28664058,-1.2433794,0.33296317,1.4157027,0.4032405,-0.76822364,1.023498,-0.5720301,-1.757518,-0.2446836,P
125,1.7146778,-0.65208447,-0.09158555,0.19665098,-0.806659,1.1180168,-0.029994408,-0.023771934,-0.49670878,0.3854789,-0.8506886,0.9721477,-0.31519735,-0.57138157,0.54836,-0.8279206,N
126,0.15600073,0.30557495,-0.095131755,-1.0166814,-1.1627395,1.7655813,0.12164589,0.759645,-0.02773714,0.75017,0.3385352,0.3008926,-1.2823311,-0.038755715,-1.04301,-0.012597505,P
127,-0.764484,-0.13104203,-1.7478516,-0.7370691,-0.5127012,1.8545126,-0.5839851,0.23487541,-1.3552508,-0.48958537,-0.084012,0.3436454,0.05358398,-1.6811852,0.506624,-0.17597622,P
