,V1,V2,V3,V4,V5,class
63,-0.64795583,0.09287393,1.9305146,-1.2479414,-0.55287606,1
64,-1.0814918,0.5341275,-0.80414504,-0.8562676,-0.5113123,1
65,-0.5691739,1.2969227,-1.8957933,-0.36168128,-1.2685897,1
66,-0.99895716,-1.1312081,0.23472863,1.3600371,1.5001292,2
67,-0.2769601,1.6390617,-1.5111401,-0.62392056,0.21122909,1
68,0.57729876,0.8599796,0.25461614,-0.048613936,-0.27561975,1
69,-0.54630727,0.52448153,-1.97054,0.0670338,-1.236993,1
70,-0.7068784,-0.6183386,1.4014436,-0.89624494,0.88051033,2
71,-0.5868272,-0.12325364,-1.4847243,0.92173445,0.12813175,2
72,3.0525327,-0.9696419,0.076728,-0.476687,-0.28011197,1
73,-0.091148674,3.311414,-1.1208227,-0.33114886,-0.13421285,1
74,-0.36117852,-0.13815665,0.8315441,1.8597603,-0.9313711,2
75,-0.36124876,1.0484405,-0.9438644,-0.4089456,-0.21928445,1
76,-1.316469,-0.7824973,1.1309628,-2.0275168,-1.2728138,1
77,0.32147473,-0.24115044,0.20755115,-0.24269623,0.14459838,2
78,-0.53756124,-0.015013337,-0.1994468,0.85818255,-0.18897425,2
79,1.1968789,1.0289268,0.11024456,-0.40665397,-0.7245551,1
80,-0.2670197,1.3184726,0.75442964,-1.958139,-1.1811957,1
81,-0.5637856,-0.19065708,0.40989298,0.52133286,0.3814582,2
82,-0.57772344,-0.6842096,1.6917305,-0.29756528,-0.35522553,1
83,-0.39934334,-0.053349823,-0.89195406,0.11092842,0.80914444,1
84,0.8930795,0.8302448,-1.5323114,0.50103027,0.21391803,1
85,1.9841106,0.043593585,-0.5714436,-0.8822869,-0.18190537,1
86,-0.56739503,-0.4539584,0.42855173,0.07789534,-0.09164421,2
87,-0.8445613,0.58114076,-0.7205548,-0.6565813,-0.7312767,1
88,-0.7092232,-1.0328381,1.0663513,-1.0449786,-0.71294916,1
89,-0.57636094,2.5440893,-3.3882878,-0.6461638,-0.19518839,1
90,0.3388847,-1.3462596,-1.3572603,-0.5585282,0.17452103,1
91,0.016384304,0.20268118,0.8034273,-0.8279093,1.1996034,2
92,0.6667303,0.8057593,-0.87952805,-0.56813097,-0.7823541,1
93,-0.62564,-0.80573356,0.611577,0.8498647,-0.9686066,2
94,1.6923869,0.137456,-1.5895072,-0.32021517,-0.21142118,1
95,0.2063362,1.1633661,-0.9212779,-0.6780145,-0.60083526,1
96,-0.22525394,0.10469574,0.06380431,-0.30489743,-0.16543932,2
97,0.7509907,-0.0073649585,1.86535,0.3292703,0.6828162,2
98,-0.6519221,0.36928904,-1.6036704,0.07831401,-1.103728,2
99,-1.1230599,-0.8369786,0.019677222,1.3741769,0.26653835,2
100,-0.5424712,-0.8396553,-0.0085888505,1.8865799,1.2597327,2
101,-1.0058931,-0.8217322,0.726112,-0.99209,-0.24898289,2
102,0.026608348,1.327651,-0.950125,-0.27170745,0.29535124,1
103,-0.8477285,-0.091079235,-0.50824773,0.819057,0.32305616,1
104,-0.66967404,0.18487334,0.29239732,1.4916395,0.41775325,2
105,-0.400028,2.1672838,-1.628012,-0.31613562,0.3382303,1
106,0.27925813,0.17028695,0.59979594,0.30496585,0.41115332,2
107,-0.12933543,-1.4715661,-0.79411906,-1.5632997,-0.016912311,2
108,-2.0516448,-3.977345,-0.9077133,1.2457309,0.56942016,1
109,0.8906236,-0.30794466,0.24005362,-1.1398431,0.2613474,2
110,-0.2251283,1.5717301,-0.55406487,-0.73290545,-0.29275012,1
111,-0.28042096,2.0436225,-1.3963895,-0.8943622,-1.3461556,1
112,0.6944641,1.4420296,1.0168592,-0.22594789,0.25783685,2
113,0.2653935,1.0602449,-0.55933785,0.535172,0.6338059,1
114,-0.75068444,-1.0539007,-0.04415548,2.2374287,-0.20919336,2
115,-0.7752512,-1.418801,2.2178187,-0.31640142,-1.098471,1
116,-0.5922889,-0.42913663,-0.69200456,0.13423467,-0.57543784,2
117,0.12123853,0.7462784,0.31973428,-0.15184774,1.0149441,1
118,-0.53817993,-1.5016985,0.08782816,0.7698133,2.4206934,2
119,-0.6204392,-0.3375529,0.5477627,1.0822232,-1.6187309,1
120,-0.3655408,-0.29458278,1.741215,0.45372197,0.30222207,2
121,-0.59673417,-1.0623332,0.00085037947,1.5929106,1.3140526,2
122,-0.18271863,2.945901,-0.038353384,-0.6300218,-0.29938686,1
123,0.8919562,-1.4902868,1.7327017,0.37598193,-0.07224412,2
124,0.3998413,1.2949693,-1.3954331,-0.77896607,0.22822559,1
125,-0.81346726,-0.6471793,-1.4403694,-0.11830038,0.24788275,2
126,-0.5352508,-0.036423147,0.46883643,-0.21084541,-1.2244654,2
127,2.4877708,-1.2326849,-0.50891864,-0.13052894,-0.5197221,1
128,0.16598338,0.6437165,-0.7720634,-0.59396845,-0.515717,1
129,-0.33272675,0.5702242,1.1390905,-0.054641187,-0.5964275,1
130,-1.4257953,-1.518196,-1.5876864,-0.19906086,-0.47032714,1
131,-0.6584999,0.16860425,-0.17688575,0.66141796,-1.5484674,2
132,3.4212532,-1.8527236,-0.47080928,-1.0524404,-0.15847878,1
133,-0.18227556,-1.0536782,1.90188,0.2091161,0.6375332,2
134,-0.74761176,-0.51158947,0.35268873,-0.3790275,1.5118573,2
135,0.0116324425,0.61468625,1.8440814,0.2550695,1.4057722,2
136,-0.30811626,0.76283944,0.4249863,0.059022594,-0.716418,1
137,-0.18962735,1.6428776,-0.1482527,-1.083704,-0.5622237,1
138,-0.31511143,1.1330135,-0.9375112,0.24699919,-0.7586577,1
139,-0.048536718,0.921118,0.72620845,-0.818756,-0.31597725,1
140,-0.16566068,1.0144947,1.2500939,-1.5807123,0.23968762,1
141,-0.7065205,-0.55861634,-0.9764079,-1.9925721,-1.1291157,1
142,-0.31447768,0.2002585,1.1109658,-0.31634492,0.22891551,2
143,-0.7682179,-1.0986445,0.5849847,-0.45403582,0.24113762,1
144,2.1475458,-1.052964,-0.7970135,-1.2616317,0.07015281,1
145,-0.88916886,-1.0114958,0.52628005,-1.695128,-0.049929485,2
146,-1.6588786,-2.955446,-2.1048305,5.0248814,-3.4476488,2
147,-0.880154,0.37483215,1.4681642,-1.3525615,0.2538348,1
148,-0.99803185,-0.9663045,0.8670143,-2.936662,-0.25547054,1
149,-0.039045036,2.1444309,-1.4042668,-0.397932,-0.71633404,1
150,-0.36769935,-0.26921636,1.7107221,2.1394498,1.0397049,2
151,-0.815132,-0.9751773,-0.49593598,2.2529602,0.8346278,1
152,-0.41996902,1.4521811,1.0304325,0.20250612,-0.25052327,1
153,0.40380764,-1.4837915,-1.7671148,-1.4415239,0.028684631,1
154,-0.2957967,-0.11116928,-0.50468224,-0.15909952,-0.3970998,2
155,-1.5095775,-1.2451274,-0.30424565,1.0535241,1.2037531,2
156,-0.91450346,-0.91040874,-0.6988206,0.08535111,1.9082417,2
157,-0.35675853,1.90399,-1.2278588,-0.31904924,0.2947387,1
158,0.030202746,0.74837184,1.0194597,-0.56595665,0.17956136,2
159,-0.60981786,-0.41315413,1.0927569,0.19906731,0.01106289,1
160,-0.6627757,-0.8643105,-0.11567721,0.5362977,-1.1168078,2
161,1.0287572,0.5504585,-0.41939265,-0.012680739,0.09975311,1
162,0.07680428,0.4352333,-0.29154596,0.7056173,-1.5545049,1
163,-1.0045936,-0.90489954,-0.6942708,0.68462455,2.1454933,2
164,-0.10337517,-0.49186206,0.35854506,-1.8829794,-0.9946878,2
165,-0.40357274,0.20607042,-0.48924133,-1.9186766,0.67651236,1
166,-0.7246959,-1.0963877,-1.2097507,1.3496165,-0.66425943,2
167,-0.20957848,0.49671102,0.91564316,-0.15433854,-0.7585401,2
168,0.76326704,-0.4857967,-1.5861661,-0.9887125,-0.18754879,1
169,-0.12871966,-0.4046216,-0.814845,1.5101478,-0.33695292,2
170,-0.22178146,2.030188,-1.4352598,-0.5834729,0.09795863,1
171,-0.7145585,-0.71599287,1.274483,0.7948355,-0.44955188,1
172,-0.57386506,0.066296816,-0.528201,0.3184088,-1.3095466,2
173,-0.12619221,0.44399384,-0.4860974,-0.36368972,0.47541165,1
174,-1.106445,-1.2025138,-0.8095783,0.65020967,-0.84287286,2
175,-0.6020121,0.8226186,-0.17033929,-1.0221014,0.10812315,1
176,-1.0729272,-1.1461939,-0.10578591,1.1150956,-1.7729309,2
177,-2.3355527,-4.859801,-0.78193414,0.45951557,-1.0365779,1
178,-0.3508224,0.7910905,-0.47118756,0.23190247,0.2721167,1
179,-0.42201915,-0.18841821,1.3403577,-0.3561297,0.48165143,2
180,-0.8065274,-0.34093142,-0.05190873,-0.21548271,1.2661701,2
181,-0.37721634,-0.1394903,0.9914162,0.55338806,-0.52164996,2
182,-0.6265067,-0.005491495,1.8716764,-0.5486066,-0.00842889,1
183,-1.281359,-0.49491727,-1.1417896,-0.19798827,-0.8125682,2
184,0.079446495,-0.14158103,1.1384984,1.6854813,2.402801,2
185,-0.16860181,-0.011284292,0.69412744,-0.14997846,-1.2081656,2
186,-0.50816315,-1.0033134,0.03322497,0.15474302,-0.8062724,2
187,1.861032,0.74096155,-0.78954244,-0.7670492,1.1376219,1
188,-0.19326654,0.4325236,1.6305082,-0.45936966,-0.36459535,2
189,1.4875517,0.58136785,-1.5612638,-0.57437485,-0.6856813,1
190,0.7640525,0.8291872,-0.36489195,0.62244815,0.6513162,1
191,-0.9853883,1.265821,0.7236738,-0.8732949,-0.1680353,1
192,1.0586959,1.2359693,-1.2319045,-0.53582615,-0.1165557,1
193,0.4237488,-0.9490269,-2.177379,-0.5960284,0.39384612,1
194,-0.052396536,0.19459537,0.39594364,-1.2834625,0.9602881,1
195,-0.67460644,-0.31482768,0.668156,-0.18147856,-0.91310936,1
196,-0.3132403,-0.8576166,0.38526106,1.0056033,-0.96836215,2
197,-0.8397297,-0.08557999,1.0229832,-0.5978369,-0.36836487,1
198,-0.7781971,-0.4250145,-0.5867898,1.9386847,0.91501147,2
199,-0.4031912,0.03677717,-1.618644,-1.0166357,-0.3426551,1
200,0.2047661,-0.06554946,0.05331247,0.54852986,-0.9022729,2
201,-0.49555364,-0.49098718,0.0464845,-0.37921304,-1.6699258,2
202,0.55177754,1.2894726,-2.2031832,-0.67695,0.17373967,1
203,0.48987705,-0.9734894,-2.2174778,-0.47625738,-0.6855152,1
204,2.2383685,-0.89587617,-0.20871076,-1.063812,-0.67208815,1
205,-0.4260192,-0.42487064,-0.17758735,0.69007504,0.8013959,2
206,-0.72099066,-0.43692505,-0.23490086,-0.1869579,-0.061433583,2
207,0.0013002157,1.4036595,0.86649776,0.10041922,0.61720145,2
208,0.20941776,0.9646624,-2.0131626,-0.3489298,-0.70538193,1
209,-0.46567515,-0.78939784,-0.12888512,0.20885772,-0.6275415,2
210,-0.10935861,1.4379684,-0.4349221,-0.78877914,0.6581322,1
211,-0.97584474,-0.45308596,0.7943393,0.91047245,0.31678116,1
212,0.21870065,1.1516345,0.97522205,1.3033899,0.14453961,2
213,-0.0984886,-0.33968025,1.0500536,0.4285051,0.8033777,2
214,-0.057522595,0.5023815,-0.89830554,0.37144303,-0.32187217,1
215,0.73020625,1.136005,0.9968377,0.9010979,0.66319513,2
216,-0.63796836,-1.3654557,0.27036655,-0.089015245,1.2571653,2
217,-0.46696737,-0.60535014,-1.5906011,0.12990627,-0.9830571,1
218,0.028050005,0.72541136,-1.6626414,-0.21977553,0.10368713,1
219,3.3608308,-1.4102318,-0.61403716,0.09305549,0.23959076,1
220,1.4163401,-1.1103199,-1.1338885,-0.61008215,0.38809896,1
221,1.6024387,1.5510657,-1.8441695,-0.19034582,-0.042244554,1
222,-0.27572674,-0.19459403,0.7388753,0.30725273,-0.3778975,2
223,0.2898594,1.6517009,-0.38465756,0.29978055,-0.86351097,1
224,-0.30928603,0.16636258,0.72067606,-0.71998835,-0.21605043,2
225,0.34460104,-0.6801303,-2.2359765,-0.5648449,-0.017860599,1
226,-0.2828071,0.9140401,0.22008403,-0.62205774,-0.8688179,2
227,-0.044469416,4.167866,-1.8656797,-0.341646,0.033660423,1
228,0.15780723,0.5855745,-0.7679259,-1.2774551,-2.2161207,1
229,-0.14193603,0.16861582,1.1227523,0.68261427,0.495229,2
230,-0.7172728,-1.0322585,-0.75995386,-0.7213677,-3.261297,2
231,-0.69156027,-0.48886645,-0.010861695,1.2028711,0.5495438,2
232,0.018378854,1.8165503,-0.228104,-0.03179674,0.13390452,1
233,-0.6477694,-0.88924694,0.89083874,0.24582016,0.0015318133,1
234,-0.45112446,-0.6395229,-1.053504,-0.1645171,0.6742342,2
235,-0.049377143,0.33057088,0.5247975,1.1990317,0.96444416,2
236,2.610839,-1.3143852,-1.2556801,0.2870636,-0.06681749,1
237,0.04102409,0.049416006,0.54390347,1.0304009,-1.8496865,2
238,-0.32495794,-1.442006,-0.26660994,1.7713848,-2.349413,2
239,0.23526317,0.38250107,-1.1957312,-0.11515811,-0.43830675,1
240,-0.35695714,2.4389303,-1.6352928,-0.50001377,-0.0006814748,1
241,-0.47962964,-0.056735635,-0.56414145,1.5178597,-0.011084035,2
242,0.44371676,0.8460625,-1.3734095,0.025346935,0.3235579,1
243,-0.68620896,-0.8208899,-0.56983066,-0.60902417,1.2034415,2
244,0.6310176,1.1821349,-1.892635,-0.41059995,-1.2184634,1
245,-0.3749239,-0.5638249,1.7989423,0.6602376,-0.56319547,2
246,-0.37544584,0.47409865,0.89989096,-0.6504713,-0.54320174,1
247,-0.49553996,-0.16614541,-0.8772093,1.9721698,-0.94896466,1
248,0.7506273,1.0826747,-0.24652387,-1.3319489,0.066353284,1
249,-0.3443707,-0.45119983,1.0188304,-0.21014857,-0.088383496,2
250,-0.8151447,-0.7287808,2.8146207,-1.6191714,-0.62668794,1
251,-0.03651023,-0.000751853,0.5849905,0.010776043,0.9589384,2
252,-0.2875806,0.6869185,-0.74129444,0.28382903,0.23669934,1
253,-0.19799817,1.5523295,0.517979,-0.3871081,-0.48329648,1
254,-0.3093842,0.0400849,1.2009382,-0.7167429,-1.6169324,2
255,-0.24272338,-0.43884826,0.68260366,-0.31340098,1.9600964,2
256,0.77121365,1.1413081,-1.9908214,0.13195804,0.7464238,1
257,2.363987,-0.35648927,-0.3225512,-0.5207631,-0.21180138,1
258,-0.610335,-0.012138069,0.75116,0.62193745,-0.15110119,2
259,0.37280655,2.1623504,0.504961,0.55587256,0.78153145,2
260,-0.37213695,0.06329548,0.07947549,0.997354,0.86739427,2
261,0.48675275,0.1550685,-0.97941744,-0.9436748,-1.2580346,2
262,0.55685425,0.15900336,1.2081242,-0.22034095,0.31992114,2
263,0.22573996,-0.56306994,1.6582295,-0.8726612,-1.1809491,2
264,-0.048262417,-0.6132958,-0.7324217,0.109478235,0.84132147,2
265,-0.1695512,1.2134323,0.6632682,-1.71131,0.46207827,1
266,0.35223448,0.17773166,1.6723725,-0.9620962,0.18242985,2
267,-0.3825856,-0.30977654,0.8712399,1.1957674,-0.7465596,2
268,-0.47249058,-0.085226,0.66749656,-0.34350175,-0.15310997,2
269,0.119116545,0.9622592,0.91876704,0.6702957,2.4415247,2
270,0.11165464,-0.050587654,0.84336376,0.8936981,1.0236077,2
271,-0.6707158,-0.5534055,0.21231514,-0.48131514,1.4110296,2
272,-0.97747946,0.55409265,0.2664072,2.093792,-1.2058346,1
273,-0.34442154,-0.56255114,0.2702449,0.6468795,-0.7607402,2
274,-0.94462764,-0.7658606,-0.90838957,-1.7875764,1.849245,1
275,-0.29904535,0.95985717,0.8904995,-2.1314387,-1.3187319,1
276,0.979522,-0.034426123,0.8199496,-0.713448,1.3134847,2
277,-1.5413089,-1.447428,0.03398919,-0.40921396,-1.1174545,1
278,-0.63660365,-0.24786538,0.8005342,0.6089846,0.008002613,1
279,-0.29779595,-1.0272936,1.0352532,-3.3549194,3.58135,2
280,-0.39052996,-0.4925025,1.5962305,-3.2497368,-1.8301144,2
281,-0.49092978,0.04659307,0.15604997,0.6815766,-0.2125711,2
282,-0.4827499,-0.08067304,1.4272575,0.9658773,0.06384831,2
283,1.6450399,-1.4526796,-0.53607047,0.36144435,0.8617934,2
284,0.51815104,-2.2411726,0.5461795,0.511387,1.0342244,2
285,-0.72026145,-0.6876203,0.6212232,0.7481936,1.2841454,2
286,-0.06287494,1.5797853,0.76228154,1.2351189,0.31081682,2
287,0.032306373,1.0108149,0.9028134,0.29021478,-0.46838388,2
288,-0.23455316,-0.1706155,1.3228438,-0.29620564,-0.21493109,2
289,-0.016377032,0.974026,0.027651906,-1.5829856,-0.69964164,1
290,-0.10029152,-0.8912821,0.63956624,-0.51738757,-2.3651903,2
291,1.4266785,-0.43402123,0.1505527,-0.22090046,-0.6199291,1
292,1.995111,-1.5588241,0.066069216,-0.3881575,-0.15080513,2
293,-0.5000244,-0.13223743,0.48166,2.1274712,0.16673894,2
294,-0.45249218,0.42054352,1.354218,-1.1598834,-0.43104511,1
295,-0.5509047,0.43767846,0.9813846,0.003589034,-0.63923,2
296,-0.8799634,-0.4860118,1.2680838,-0.96384287,-1.385855,2
297,-0.5697136,-0.40136006,2.2305007,-1.0533426,-1.2911786,1
298,0.34182942,0.015621364,0.21791506,-0.39036164,0.042430222,1
299,-0.7216623,0.83444977,0.5530277,-0.78467965,-0.36477992,1
300,-1.1116312,-1.1655285,-0.29737538,-0.19830799,-0.036694065,2
301,-0.75829875,-0.61630046,3.1003983,-2.2217724,-0.24472618,1
302,-0.608607,-0.24620974,0.70320404,1.0148702,-1.2843318,1
303,-0.35330823,-0.2078861,-1.2395757,-0.6728325,0.07457498,1
304,0.3493123,0.4602729,-2.594028,-0.9467118,-0.47458822,1
305,-0.27124935,1.486095,0.14349759,0.14089027,-0.44476834,1
306,-1.0213593,-1.036671,0.7866933,-0.79862726,3.1399689,2
307,-1.0446664,-1.4351448,-0.6497045,0.2211973,1.6909627,1
308,0.73151296,0.26757646,1.5326811,0.16569634,0.76604,2
309,1.374486,-0.3222584,1.0648966,0.8206126,-0.75824344,2
310,-0.27157634,-0.2155686,0.7950333,0.17632568,1.0783441,2
311,0.13682282,-1.1879302,0.34403175,-0.4306504,1.5512568,2
312,-0.40511996,0.15697217,-0.31995338,0.7251481,0.5854632,2
313,-0.29609984,0.08083974,-0.29350746,0.27705902,-0.28224605,1
314,0.26174653,0.89317894,0.17015201,-0.2106994,-1.2957691,1
315,0.51132786,0.12159863,-0.09419477,0.6827354,-1.5699989,2
316,-0.15023845,-0.13506275,0.19818456,-0.41569418,-0.24732696,2
317,-1.0150526,-0.65822387,-0.6187961,1.6508439,1.0552416,2
318,-0.01331538,3.8681164,-2.308781,-0.49131572,-0.27927876,1
319,-0.06346321,1.6441495,-0.5373323,-0.26543415,-0.8911068,1
320,0.07582855,0.25377688,0.7492478,0.74219376,1.4206505,2
321,0.34716028,-0.43160897,-0.14759818,-0.6898727,-0.18176886,2
322,-0.2704062,-0.091221556,0.23505872,-0.5875529,-0.106101744,1
323,0.19841647,0.44741604,0.2732262,-0.28089353,-0.2059861,2
324,0.36887324,1.8887426,-0.3362043,0.88402385,-0.5166159,1
325,0.13745338,1.6763113,-1.5851989,-0.01161629,1.051047,1
326,-0.22682276,3.6312037,-2.5585673,-0.8789096,0.415445,1
327,1.3883506,1.3485272,-0.104664095,-0.84514046,0.27944857,1
328,-0.9921016,-0.08830011,-0.079578325,-0.8183425,-1.6403918,1
329,0.45349103,-0.3403368,1.3276806,-0.78976536,0.5558968,2
330,0.45584452,0.02376914,-0.03398335,0.0045799017,0.4548459,1
331,-0.72104686,-0.7438066,-1.1782787,2.8767254,0.40128067,2
332,-0.24749291,-0.47227305,-0.3612284,0.07399601,2.6711748,2
333,-0.33757058,0.8416477,-0.4332741,-0.28600192,0.38593122,1
334,0.25615543,1.685907,1.4971192,1.1444902,0.53132796,2
335,-0.10195929,2.3745706,-0.24829343,-0.8588897,0.6924187,1
336,-0.44137874,-0.7852864,1.1871946,-0.8529864,2.4716182,2
337,0.5343026,0.53514546,-0.13613045,0.56415904,0.7093753,1
338,0.8188063,0.04009746,0.37680027,-0.5925503,-0.27139893,2
339,0.03868264,0.996886,0.1788705,-1.1728976,0.23993272,1
340,-0.71663165,-0.5791947,1.4909503,-2.3553238,0.02076734,1
341,0.6696975,1.7331779,-0.5075887,-0.7086506,-0.29504508,1
342,-0.25488886,-0.7741424,-0.48421675,-0.41861266,-1.1631222,2
343,2.0801253,0.5087313,-0.83215195,-0.487868,0.23229435,1
344,-0.17282873,-0.7080411,1.6465775,-0.69688076,-1.8741765,2
345,-0.56545115,0.57474506,1.4240909,-0.012797594,-1.0042299,1
346,-0.47704023,-0.08780962,0.54545987,-0.46236598,1.0236549,2
347,-0.51059914,-0.63794464,0.4186958,0.4477967,-2.5884438,2
348,-1.4207767,-2.5636668,-0.73913753,1.5865978,3.1947055,2
349,0.0480085,0.10901123,-0.14628531,0.26935333,-1.9546604,2
350,-0.33310467,0.2660116,1.7293502,-0.8311526,0.45271343,2
351,0.05940759,1.1847335,-1.1997967,0.4392768,-0.024887845,1
352,-1.0214283,-1.2948893,-0.5137457,1.2041916,2.9090235,2
353,1.0842067,1.4586048,-1.2027934,-0.18490343,0.18331572,1
354,0.23302615,1.1542529,-1.1725541,0.72185636,-0.96675456,1
355,0.56164265,0.15707825,0.72268647,0.18881135,1.7235256,2
356,-1.145551,-1.353948,-1.2614657,0.38100612,-2.3771627,2
357,1.345639,-1.3025686,0.3658855,-0.772468,0.5072492,2
358,-0.073391974,-0.995491,-0.47352827,0.57433206,-2.4674382,2
359,0.23157609,0.19709805,0.41717523,-0.20222446,-0.3995074,2
360,-0.33222324,-0.62327933,0.17217642,2.8130808,0.5316896,2
361,-0.7886729,-1.1573486,1.0657026,0.91877687,-1.8085669,2
362,-1.0103769,-0.97049844,-0.11893654,0.4885937,-0.6590749,2
363,-0.29547733,-0.12762558,0.98018205,-0.18870312,-0.72507733,2
364,0.17570943,-0.6900151,1.579157,1.3813885,2.6309564,2
365,-0.3512441,1.3144547,-1.394108,-0.43474236,0.25630236,1
366,-0.9401767,-0.7593734,-0.3469897,0.78747326,-0.54313904,2
367,-0.6156999,0.09966707,-0.18747267,-0.15532166,-0.14308575,1
368,0.4225744,1.6151891,-0.5720624,-0.33388355,-0.34691906,1
369,-1.3191488,-1.6129677,-1.0024436,-1.4859843,-0.9524556,2
370,-0.958317,-1.4410009,-0.29085106,-0.6068668,0.03373815,2
371,-0.4872219,-0.27004296,-0.23013483,0.09524602,0.23501493,2
372,0.5742662,1.1767426,-0.7647425,-0.08028591,1.46181,1
373,0.0839656,1.4859009,0.50373554,-0.01409471,1.2049084,2
374,-0.81913936,-0.6808343,0.10352892,-1.2114689,1.8838867,2
375,-0.2782797,0.31214046,1.0113419,-0.75305384,0.4861058,2
376,-0.3030679,-0.68167865,0.48962867,-0.72552854,-1.413927,1
377,0.17529893,2.2385435,-1.0131084,-0.3802787,-0.19701698,1
378,-0.5973809,-0.32104057,1.2167054,-0.99237615,-0.91842604,2
379,-0.47696498,-0.20371103,-0.055527657,1.6497266,-0.5366857,1
380,-0.68440074,1.1465889,0.8384579,0.021804422,0.59980714,1
381,0.6491535,0.7027642,-0.0053836405,-1.2322394,1.5772492,2
