,age,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberRealEstateLoansOrLines,SeriousDlqin2yrs
11172,-0.35074288826779987,-0.10752707703695187,-0.5794046522833912,-0.524772632066169,1
12088,2.0291791618740147,0.4230911832965065,-0.2272920150380895,0.49604771886460897,1
142,-0.9194143378598489,0.19172355658530077,-0.8468973518818097,-0.3865109971520064,0
1172,0.7352776339921796,-0.5040720164833917,-0.4287094071871993,-0.07500566591658026,0
1013,0.6102774590103494,1.6662597607866487,-1.1916178642342412,0.23013745261256977,0
15625,-0.19631886283267222,0.05231674813963521,0.06994959866878546,0.7242274910577733,1
6974,1.5174048599928225,1.9963444198518419,-0.16981008665177122,1.2007323439980646,0
15764,0.1291225835626651,-0.27194935679632704,-1.3671313106400573,-0.6710860306964174,1
15292,-1.2983554417389618,-0.44903711410133884,-1.5808190004502078,-0.7086256769138876,1
7602,0.5520712165219042,-0.07837151560011255,-0.47728887436681905,-0.8102285437316742,0
15395,-0.3152455853612403,-0.26607319984697697,-0.4004639139202181,-0.42632084498760764,1
978,0.5844375767799674,0.35747040625685744,2.1096960338258794,0.04012126025728078,0
1700,0.7102347740232525,0.4709358059155539,-0.3811559987915799,-0.39462546622282757,0
9528,-1.494217913286288,-0.9162308107300692,-0.5607455857284327,-0.803317363375423,1
12770,0.29716916889368794,-0.18716166084715913,-0.23197953073610372,0.8190253343298843,1
9666,-0.02744872322501084,-0.5313343051530514,0.38684115543929876,0.5776898628144054,1
154,1.8253093207486126,2.307435946266012,0.4093728320200305,3.646354278287111,0
12598,0.9468379532198614,-0.47266213461299955,0.30954311037009496,-0.17280319933745705,1
1303,0.3518430432998413,-0.5839520091140129,-0.8702576699041482,-1.3630848663630686,0
8362,-1.8246551305734429,-0.3249940427899383,-1.407991292688952,-0.847896211402489,1
5461,-1.0262213102286477,-0.41589448411052815,-0.01170044039354795,0.7146033539918305,0
5002,-0.17387392223072534,-0.19528614367364638,0.1589335936427111,0.8240684370769754,0
8296,0.10358515363563663,-0.12364363440970315,-0.004394885742907806,-0.3009958865501295,0
14899,1.037949159909975,1.463147152051101,1.1455626140251027,-0.7636131261696699,1
752,-0.8421311124479424,0.19631254328224135,-0.39846813881177523,0.11459922503612971,0
4794,0.5220690788028459,0.7681349076498899,-0.12772220822120042,0.09073741785583558,0
9259,-1.2124999433891688,-0.20699613036747735,-0.2094931853442112,1.1226603713397791,1
13388,-0.6163846438519723,-0.4690365399447294,-1.0778440395278603,0.07115107724993117,1
632,0.36383164509064353,0.2938175028167266,-0.2293274343956768,0.5626418103747106,0
13566,-1.4445729489696497,-0.8087483402261619,-0.2993560478671228,-0.9323926149276256,1
15276,-0.14497132553247374,-0.31234541012086425,-0.4271155294488129,-0.1334529132784771,1
13397,-0.34964982220248286,-0.015915345892639265,0.8650502569315079,1.106420483751903,1
5482,-0.0029344149627552607,-0.31343845113086594,-0.959731791471945,-0.21398324117277304,0
4402,-1.9193148716421686,-1.1617075928451186,-1.3017314917401905,-0.46654254380748283,0
14187,-1.094419147633665,0.32144854805805,0.18421746030490904,0.2563747887169187,1
12185,-1.1900264634584143,-1.198444933100155,-0.08213601344281694,-0.7374719880810512,1
4991,0.5890115123403825,0.0008521223227329761,1.9268994361022813,-0.8736855676345813,0
15058,-0.5064180129213172,-0.01799793408545193,-0.1645203510569752,0.4169106033902956,1
16430,2.0579029993422644,-0.3911791960912448,1.2752819696266573,6.070602023772033,1
3037,-1.727336132736447,1.759486487729188,1.963726416460018,2.093878846001414,0
9333,0.6522825138776592,2.419259910877979,3.4434612924411048,1.9838702159468897,1
1017,0.8138672348831232,0.9825669520327944,0.6824720876138483,1.1034724338845987,0
9928,-1.3589879464850863,-0.1199744021409837,-1.4853617779679156,-0.4849091130759687,1
6167,-0.36439267533154185,-0.48506910441082846,-0.9436036628115053,-0.4658525931854421,0
1748,0.5353011958405391,-0.2615113317565647,0.8737295940410222,0.4677646860380134,0
9535,-1.444456457545447,-0.46659735563059185,0.10697570600726125,0.38400635668303573,1
766,1.046706459757157,-0.12614415411937677,0.3499867110607314,-0.6019220653018666,0
10755,-0.9342166194797015,0.07098479160221695,0.5543821900322539,-0.165266928837174,1
8488,-1.0317662525117204,-0.8320039147444173,-0.6996279372814537,-0.08575186664015011,1
14307,1.0936959267254438,1.8062888611795702,1.368926488327741,0.38503370430544825,1
9087,-1.1453870408633664,-0.44211599229463605,0.521104098206513,0.5703075575354006,1
14271,-0.7451843347798562,-0.5539454243925045,-1.2748484113394492,-0.02413758042407938,1
2818,-0.4661936336412967,0.3951865030823947,0.2858038506287091,0.706983793796749,0
1956,-0.3952271810303755,-0.004203837056204113,-0.8732521705791316,0.16095668200383126,0
7292,2.8265452496252803,-1.3263743381714002,-0.8318241670162456,-1.057409484738288,0
14425,0.3739875533081162,0.5652952543944607,-0.4664687660207505,-0.7750840933380531,1
9711,0.6395601666151829,-0.3283906202644209,-1.1705887109519895,0.01641250291538541,1
12444,-0.5958411703636408,-0.8441025919137732,-0.6825881312276877,-0.9737941610560418,1
11251,1.1548955239676097,-0.07591798523856244,1.6035527272854084,-0.0738359974497782,1
14898,-0.41053656105560477,-0.11720059895813463,0.06736823868861512,-0.5606506960789073,1
4172,-0.6524455639811205,-1.1704748850668483,-1.202962208778542,-0.39041508665246866,0
4583,1.2366301675770903,0.5239511403420756,0.33794771669898815,0.8114733230756095,0
5228,-1.0578365620395385,-0.300762268711047,0.05574620006443236,-0.17466543192455983,0
763,0.8223912761875323,-0.32292617017592956,-0.6977859785309637,-0.25054818701610104,0
14643,-0.17097380417281216,-0.43340228716650675,-1.2768079506066803,-0.6750521418068585,1
1915,-0.1296946781703146,2.5002968871884135,0.7772547139114974,0.8034964921733501,0
11272,1.3046285003034104,-0.5532915309646662,-0.14821925017847826,1.1280851063640243,1
13326,1.2300658783382445,-0.6559938739701928,-0.9024357319593213,0.8209384366679643,1
275,2.546038263234828,0.4166450511481145,-0.716529380031071,-0.8672443797985908,0
8457,1.0274923158967573,-0.04641009353237324,-0.06209403395668685,0.7857810301085085,1
16309,-1.5940639022408472,-0.9679691380385589,-0.5143782711000128,-0.8439898868501182,1
9788,-1.3143562531636364,-1.035710500232697,0.7556929586437517,-0.0011751371110128722,1
8764,0.4090932186801326,0.5120670750863168,-0.9621885877495383,0.050152615595158316,1
18,-0.1288598229658471,0.037427339622139205,0.6086382219318831,0.05520998463447444,0
15915,0.753892901998159,2.5432070254350188,3.0256752329972096,1.5651456332639846,1
663,-0.37542415729498585,-0.7416280702717861,-0.3884930013399374,-0.3299092219285102,0
14350,-0.029750654705846924,-0.20362796488759172,-0.8087749147634747,-0.315937758650865,1
8986,-0.386152581248593,0.7589613789664392,-0.3827051285422272,-0.955172046743841,1
8574,0.45518018874541943,0.6518298732953188,0.20933510678453487,2.1504753324726207,1
16246,0.3667738255231918,0.8705892811395519,0.6798901421985852,1.0958025819111101,1
1392,-1.6723209177348688,-0.14959217311419554,0.13502933842994874,-0.5986976236287148,0
3775,0.6388191228412343,-0.019034518831524416,0.3210884964755752,0.660111205969408,0
14305,-1.1109322853389654,-0.671111069763894,-0.12009626052204275,-0.4060526606906919,1
5172,-1.1028362720622102,-0.4459145368175853,-0.3170070499969435,0.2867962252969195,0
7685,2.2980644829867014,-0.021414977893698874,0.393500106184885,-0.3213461437531617,0
12916,-1.0684888680218239,-0.5281675113104185,0.7635235667659802,0.7530183222403752,1
12288,-0.3794192427738883,0.15752150550501554,-0.3751442914356062,-0.6149124736834737,1
14698,1.2907768463014104,-0.3227920817474742,1.0238728646359847,-0.7260273672256318,1
16204,0.22518658825283175,0.8608888742246195,0.15500679732384964,0.4720900871317121,1
44,1.0155722278856496,0.24374060766309427,3.1056562304514244,2.1383621047502706,0
3487,-0.3624904448673104,0.21721717423403886,0.020442683134158562,0.7480270646747749,0
13585,-1.1437849813641068,-0.5993163958440771,-1.1179908458483998,-0.8356094265842947,1
15089,0.8354238098116401,-0.4163245277992502,-0.6704177147735537,-0.6354347936355806,1
9315,0.2748127843813824,-0.06605514040142058,-0.17818027381843998,0.05224848414518032,1
9944,-0.7603545118500601,0.24146516952986685,-0.8689515753859666,-0.12123693681119707,1
14663,-0.1993083983455421,-0.6184540783105622,-0.1445593049746776,-0.8911424209702297,1
1581,-0.2884663575101531,0.24457091390078567,0.2808283940268388,0.4053281926127121,0
8031,1.3903162639163822,-0.6194535014462464,-0.052319286781198605,-0.42290704341718577,0
4563,-0.6164287421920689,-0.1016353828695338,1.786073101189046,-0.1492594898498698,0
5728,-0.5487291911069878,4.585981808042875,0.5898757974339169,4.2115824434686795,0
3585,1.1843378374601823,0.2423147867866238,-0.8294001495817378,-0.2678241972821073,0
15287,-0.334353132373879,0.27597083368950837,1.3223560800106355,0.9217380348534474,1
12184,0.1909975141773311,0.0788895562173669,1.3735548923486505,1.0495398604125374,1
4236,0.9380789103410606,-0.07388260732731866,-0.5497867857570785,-0.3514099659866582,0
10125,0.7035790104528276,0.5253181413851165,0.8692340565748572,-0.7894393646607092,1
4429,-0.8111068210731284,0.09361563869438874,-0.6954289558246385,-0.2245156043177897,0
7186,-1.1951836897357346,0.4084509981599437,0.38991684052186554,0.493020289391346,0
2359,0.16711667947855985,-0.045720157254478186,0.09705298134346299,0.003317324764413203,0
2031,0.604916278460059,-1.0458770616892157,0.8953299659826551,0.6372286495042633,0
15731,-1.2772856598820783,-0.792667068529702,0.00614095503847667,-0.726990885090619,1
14161,-1.1326529338595064,0.10039618466312913,0.1230328641016744,0.76063196186806,1
12586,-0.9034072664350506,0.34708807315187246,0.2792993802490857,0.1459803910170124,1
8548,-0.5850491292590527,-0.7772445907144163,-0.11722974949206952,0.7477864783520429,1
16235,-0.14464890027595537,-0.05988377828315933,-0.7510041526691272,1.9274238352396154,1
489,-0.8722214297675212,0.4005148192027276,2.2381344692374183,0.38824854069815673,0
13614,0.11040795197898681,0.05348654850397873,-1.5536421793776092,-1.0025711369784223,1
13221,-1.294508533920353,-0.18102224853457316,-0.057527710909674096,0.6050778862724806,1
13632,-0.12820021663923212,-0.3430505576250367,0.22088899219397914,-0.08909994160742951,1
775,-0.28724819613735386,-0.6439486688385996,0.15134324852295447,-0.036493030055199986,0
9367,1.0912817585803254,0.7132614820869904,0.684952567180652,-0.507609931102428,1
1425,0.30392951414553426,-0.24853884483370348,1.6690413053035114,1.4378423179610784,0
4030,-0.9250165206430325,1.291335409836947,-0.7395721921034419,0.9621908304278456,0
15815,-0.6128897612012756,-0.22831219373069414,-0.24250434132841547,0.698946128669675,1
4436,-0.3922249253367785,0.15673505203655405,-0.4997137776109043,-0.33295018499383316,0
6629,0.18475770561939242,-0.5456859205762039,-0.1995048245924737,0.010294775086866777,0
10554,-1.1059352768213317,-0.9123455538891376,-1.2976242519699108,-0.783398018220365,1
16442,-0.3286075834525106,-0.34304036529655735,0.3711387733690459,-0.15554890350654166,1
14084,0.7497050137345154,1.7969393330537924,1.6122103750501682,0.1944342604655035,1
2095,0.9556799213942111,0.9643096792002386,-0.1046499785516031,0.06145129956074242,0
3970,1.9617600420309202,-0.9019525640624042,-1.130951838232023,-0.9080488851793334,0
13500,-0.40253317146767326,1.8067939052066244,0.9906011040940317,0.6450913042358231,1
16666,-0.026175149411295923,-0.07722194685865325,1.2793660988442455,3.065378794918388,1
2749,1.431918191553313,0.5972556180655927,1.0646917953250172,0.23834400105579176,0
4006,-0.4470732811839818,1.1795726581671733,-0.17817895178036242,0.7025325332424536,0
536,2.8719041541221477,-0.5454515667821904,1.0083317776489324,-0.609512726677305,0
10015,1.306503580591029,1.7320128444388996,1.0684696918054146,1.7420920626901226,1
13916,0.13830931643940564,0.18577491296610196,0.30029046924785896,0.19282834223144016,1
10388,-0.47058324372256144,0.19143702154394476,-0.1250984092269839,-0.8767859378008847,1
10109,-0.6403635309282729,-0.16361094232910214,0.21704776380952473,0.965644251496325,1
13225,0.22174665886221542,-0.057465242536852965,0.8357643661023635,0.4925226542883131,1
1523,-0.6458446488867898,-0.05267756955679326,-0.11878821934135311,-0.7652035888367062,0
15048,0.42460990231130735,0.7274520493299013,2.007522036498668,-0.19474566028108986,1
5286,0.1377937095590742,1.1002841710602214,-0.8894568616033257,0.7375927465405065,0
7476,0.9781240059343579,0.11976236339326093,0.1240769284288083,-0.8301193899575074,0
7088,-0.17376779523055508,0.3281860623438728,-1.1471304459643163,-0.7937621691060718,0
16673,0.33456094449310636,0.12223663308994268,-0.06201253900049633,0.12217170790406925,1
15372,-1.0640545511129498,-0.9007971017091899,-1.428276555316176,-0.6413208037709439,1
2791,-0.692661379002492,-0.9803217560421859,0.1398827492867193,0.8749603975179556,0
1334,1.5158351240334982,0.2587272976471595,-0.20021793720399006,-0.31437454483470234,0
12768,-0.741509422574152,0.03040087141382824,-0.2658347402323206,-0.16026346031138716,1
9196,-1.2034565807235087,-0.5787034218406131,-1.3748356096681946,-0.4943974679756571,1
6882,0.4867547496231315,1.127536400273862,1.530722342413883,-0.008893274086586116,0
14522,2.3523603756222586,-0.5826553346784975,0.24822276429365478,2.3565123223235895,1
1983,-0.7465781075160242,-0.5981587416951122,0.2721292021728259,-0.7520460547743107,0
4542,2.5116970556788605,-0.5516521157501487,1.523032046904646,-0.985646928477119,0
13540,-0.3080506644506328,-0.06257741037750333,-0.025557733992627202,-0.20984058103555,1
2049,1.589259750391231,1.8297374287332495,-0.48338646683328035,-1.0048025128183398,0
12025,-1.4045847654686785,-0.710418008531155,-1.5979918510884583,-0.5185050586315918,1
10528,-0.8826187787891254,0.7423690171476158,-1.4104838415478695,-0.9130071301147136,1
5895,1.061362092679013,-0.2034893099805562,0.024205132269546223,0.16621655482100106,0
15006,0.759766894901424,-0.3323812218484373,-0.5988998103943279,-0.9304217754230535,1
11948,0.21899031862676738,-0.33748976545961873,0.8273715522488642,-0.7836675669342266,1
4026,-0.6309983181174307,0.40966470424169565,0.004897775643421809,-1.3733820844983033,0
11420,1.5791433086372824,-0.3143207285968368,0.7730148199972026,1.6152473440846176,1
15176,-0.6099881434767586,-0.7460403686228445,-0.1173347887824577,0.7491889386546241,1
6080,-0.4256078297270047,-0.08317449275169651,-1.0742186615410765,-0.09155034419301436,0
13545,-1.0679626632223351,0.03660384932357433,-0.3958253300593783,-0.6817720645468494,1
5759,0.48726603116248923,-0.11456692775097385,1.1000538006509137,0.796864780713814,0
6292,1.9233344724289547,-0.5712141743991836,-1.2682954232796224,-1.1288668786827643,0
13653,-0.6729522038871608,-0.2046527637135812,-1.0519349483208684,-1.0475208376084557,1
12823,0.7142001360377547,-0.6781295958738751,-0.03495556916023232,-0.28611656973997185,1
1847,-1.1767693286293601,-0.3747959860625501,-1.4930021046436537,-0.6738746317047786,0
12119,2.2796584308416064,-0.7033880565377364,0.1888159751946701,-0.5420199817748713,1
2578,-0.9099906192580655,-0.15420165224730506,-0.3062512155458016,-0.646147818097369,0
13524,-1.337245400001779,-0.9661612152140108,-0.8643515114099452,-0.9270111506039833,1
9391,-0.23170346426591504,-0.4189510742893553,-0.5313826966712186,-1.103163955651608,1
1524,1.5598121608860174,-0.42580465402440315,-0.1419131298460314,0.26192845006905613,0
9261,0.9888896094833051,1.8523960421015015,1.8389808079024152,0.8670807507766674,1
16316,0.17252278788800096,1.5576099416360671,0.5221161059625573,1.6701336414249215,1
10861,0.4371408647237103,-0.3280523802735585,0.37595682168943706,0.7118898469260473,1
1399,-1.3892359324450771,-0.20509903566551818,1.0322019056862688,-0.9680448639927811,0
15278,0.18174993617311774,0.14116633450181093,0.36090351444174046,1.0340757674880228,1
8225,-0.025810341125123815,-0.8430972393034288,-0.047261730763288545,-0.1685617630082555,0
8369,0.11936020932626014,-0.05262235408743754,0.5697348285171566,-0.07708327290936952,1
16173,0.9439539532492031,0.4475281644700797,1.6325459803581122,-0.028275456841052735,1
3481,0.5031660207284554,0.6029239554619671,0.5731537480794056,-0.23105131500709822,0
575,0.5671517736772612,1.8066971216087482,2.3261700196029005,0.6634226325413023,0
12442,-1.5608440740030698,-0.15529336300728752,-0.05020611554700144,0.0331158280388442,1
3116,0.15711891069504422,-0.14125957958589072,-1.294224365479643,-0.7611003213924632,0
2948,1.8177231778707799,-0.020849680569893614,-0.07804524871545147,-1.1378672498494455,0
15024,-0.8070324541300499,0.09380254228746743,-0.4276549099123081,0.01003459567980116,1
3460,-2.3535403870198572,-0.8629618739603527,-1.3308796158134457,-1.072298028465297,0
13100,0.05355893533694345,-0.3618039023737757,0.5866633770172368,-0.19667065719126836,1
7814,0.7919661844183548,-0.37555310972177547,-0.38512011749336705,-1.2184531548712032,0
1514,-1.4705898112531675,-0.5438208295557485,-0.8473935866304481,-0.7541164515045437,0
13864,-1.222456583873303,-0.1927070931304592,-1.0611055324438166,-0.5498219963129309,1
6664,0.9391940772038262,1.4709284406486824,0.16263428433970212,-1.0889203555316116,0
11764,-0.13310555961604117,0.3363728709139388,-1.7952112237722806,-0.9281252225981631,1
3558,2.2914098885637024,-0.1595046242894847,2.648281724416858,-0.04756015009312288,0
11361,-0.7059532619010589,-0.8210007989957397,-0.9632183155198268,-0.9489396438856172,1
641,-1.7497476283405262,-0.4605167747131657,-0.35996917995857797,-0.9055867160313673,0
4306,-0.6100031907550572,0.1319933108352579,-0.3746958022657941,-0.36505247012333303,0
13985,1.3554591344404021,-0.359108978492761,1.1675869339729639,-0.0488721636610797,1
6016,-1.1492964501508907,-1.2376568394740364,0.37867708015404744,-0.19840869970219335,0
14633,-0.44903047581410144,-0.02043458915884176,-1.7299409250270517,-0.7386076293181093,1
6792,-0.19113378655011992,-0.10310615705726783,-0.8070307368984668,0.3182081661484878,0
10611,0.4638580517126585,-0.3427579063611253,0.27826803981071424,-0.06977759975420156,1
1204,-0.298304922001349,0.636206058505855,-0.3279397915617726,0.718198934697492,0
12459,-0.46927280355827256,-0.40044856500105785,-0.5439213337112625,-0.7895575266653334,1
12699,0.35794660583322463,-0.6346278154406445,-1.403472091270125,-0.6130287657463633,1
3546,0.27911090142673844,1.080836525609147,1.351056901833798,-0.12463978245942356,0
9377,-1.4472964553092176,-0.32764699493561833,0.516556338674969,-0.6254785244265673,1
6846,1.2482776029155598,-1.0339671438044284,-0.9727516872050904,-0.6214233767359192,0
503,0.8516406729810297,0.6763053111905769,0.24381340979902905,0.6153416257599937,0
2669,1.4248566609648874,-0.41597427939187404,-1.5347497388762397,-1.1155651993468694,0
11871,-1.3171600221822648,-0.29558555049468943,0.25742308914492595,-0.7510985095560991,1
13770,0.2524733138338622,-0.04209928029358623,-0.03012298319989999,0.2169937884341265,1
1927,1.361610909550206,0.920452166822446,-0.3522458233257266,-0.2368902171809734,0
11104,-1.3011100620226916,-0.5474488240899573,-0.9864460413737881,-0.6504771175734343,1
2894,-0.9246391274237098,-0.5243789474230158,0.3548211764953997,0.5935747190175674,0
1124,-1.2243407800763388,-0.9668678658614844,-0.42679166650983674,-1.0731041071387952,0
15184,0.3860741006655143,-0.4338386205710631,2.594007135455218,0.17750972569101492,1
3625,0.009982613532480374,0.34423508146523923,-0.5991404411716106,0.3526657437343295,0
7256,0.9680563148860986,1.6070468260320532,0.2962659799350287,0.07940092538607896,0
13765,0.8084061208102601,-0.28658145824465825,-0.4835566398078005,-0.7024979141230729,1
3023,-0.22989588900980956,-0.29154978665663106,0.038166194376142784,-0.05616259900339926,0
11663,0.8804353294309566,0.7019098342750488,0.14835882368209283,2.5777176400743134,1
3388,1.0079386504707402,0.08864878761438871,0.19374146538062847,0.2513475102505099,0
4597,0.19456567078359274,-0.2750252838887587,4.642970828088135,0.7834366069671644,0
12221,0.8565810504613087,0.5892905643155835,-0.04731455570742718,0.22009244955050697,1
2253,-0.3704266700880293,0.01735216700274806,1.570572914995564,-0.12308852214143101,0
8257,0.655153318826195,0.08212948942457034,1.9552916065281056,-0.07015708415527153,0
9011,2.385015178944678,-0.5940621306170288,0.36663159794717953,0.7129239024787,1
3590,-1.0860799537064898,0.4064657242829154,0.6584715819914142,-0.8107052333982041,0
16427,-1.8066137224034702,-0.5679453059888904,-1.1124773338028076,-0.9369036261870868,1
10139,-1.0031832134134615,-0.31340601378079436,0.8222898498076856,0.14998307883953566,1
664,-1.2855882777725194,0.601290108862696,0.5452422772847539,0.010077909147954908,0
10622,-0.7400931698484111,0.020548729829291068,-1.120672458894844,-0.8616105807669964,1
380,0.2742070253283569,-0.4659615056917207,-0.6042575541302979,0.0989267195175631,0
10852,1.1334612444119965,-0.3718975925794668,-0.9598063410487189,0.0283022954919026,1
1235,-0.012559513176197634,-0.5424473829309022,0.2669272405952435,0.49830905728122804,0
2468,1.388466676936608,0.4579356469790593,1.6231467019397858,-1.21909072555876,0
6377,2.221772429402516,-0.7389425598287088,-0.6463310232801,-0.12126337411716731,0
7331,-1.1125348708265261,-0.2243606551082017,-0.9541660429287472,-0.9108814256583362,0
16090,-0.4706403012765446,0.8994020569860033,-0.7516097986310168,0.04658752841577523,1
16349,0.34424003614879106,1.2874480638982528,0.3659759392890328,1.0528167680304814,1
4658,1.8996865466013746,-0.391739907469441,-0.8029444466311175,-0.5901784598937001,0
12761,-0.42121421010477567,-0.13955499178857905,-0.6804748729454617,-0.9109893933785427,1
9699,-0.3612143066708742,-0.0239529352859381,-0.46423051948458033,0.812044327015717,1
10023,-0.703188389382903,-0.3781718002038863,0.47600200527458714,0.143007172222455,1
2831,0.6573491609969364,0.6199660461120591,-0.20102664175609974,0.09361157395169281,0
15930,0.6865408530213701,0.4349380947735765,0.5985655527046279,-0.7407686273516005,1
561,0.23983230166213543,-0.30169988759767075,0.49345457109577906,0.5448699820287999,0
1274,-0.3638357993816792,0.05619951960274658,-0.23835664783252292,1.0669611731272854,0
