V1,V6,V10,V12,V13,V14,V15,Class
2.3149586,-0.63266903,1.1172701,0.052969296,-1.1368053,-0.9867352,-0.05211225,2
1.1851097,-0.38409823,0.9503958,-0.50156724,-0.45226586,-0.72959745,-0.1556017,1
0.124358594,0.004969433,1.6480742,1.933285,0.42894223,-0.2928758,-0.59895587,2
0.5860373,0.78047323,1.5353843,-0.2890777,0.09839237,3.7690735,-0.1231649,2
-0.6170251,-0.12480667,0.4980855,0.64103484,-0.473526,-0.49986655,-0.6159643,1
-0.8794801,-0.47818094,0.012973428,0.7908099,-0.53752,-0.34119308,-0.7615099,1
-1.0691215,-0.62540054,-0.89491117,-0.45684212,-0.39888203,-0.9613445,0.0062904656,1
1.0168205,2.3729186,-1.0549166,1.2054068,-0.17550185,0.73237437,0.8064977,2
0.28510788,0.004969999,-0.46300372,-0.83876586,-0.26775917,1.4005871,1.0709515,1
-1.1128792,-0.26412317,-1.0836718,-0.3147018,-0.5383232,-0.7707511,-0.3433264,1
-0.36539832,-0.48702112,-0.10938485,-0.7729698,0.52318084,-0.08894301,4.53861,2
-0.692572,-0.12777185,1.42299,-1.4376684,-0.4895066,-0.31529784,-0.37738267,1
-0.9169014,0.27475247,0.7682644,-0.95056486,-0.2047095,-0.04730451,-0.23862398,1
0.20044659,-0.54976207,-0.6251168,0.51820534,0.92155826,-0.5439656,-0.17188841,1
-0.10218187,-0.18224335,-0.89553446,1.4112654,-0.35401902,-0.13890857,-0.30857083,2
-0.53785276,-0.77911085,-0.39836276,1.4428785,1.059465,-0.19563213,-0.5024755,2
-0.99218535,-0.5041929,-1.4025773,-1.1713247,-0.32886767,2.1942673,0.76283884,1
1.8498911,-0.46123496,-0.31344104,-0.948256,3.1979623,-0.34210265,-1.2568587,1
1.0531212,-0.7023965,-0.4183902,0.75738865,-0.37675714,-0.59687114,-0.21821529,2
-0.6398827,1.0236838,-0.89056987,0.10815132,-0.46353006,-0.3184517,-0.4984222,1
-1.1883751,0.11959303,0.73736274,-0.4322083,-0.61445576,-0.34543276,0.1579943,2
-0.59980464,0.18789707,-0.7420516,0.59804887,-0.8100625,0.7835485,0.04646212,2
-1.9557444,0.06631237,0.2414739,-0.33230737,-0.16498977,1.150715,4.3492393,2
0.833628,-0.18854445,-1.2290108,-0.71512955,-0.7329937,-0.84289044,-0.5743556,1
-0.7439043,-0.29546198,-0.024820805,-0.4184833,-0.43908828,-0.6197733,-1.0607495,1
-0.951676,-0.66312385,-0.85950017,-0.75338817,1.427089,-0.353423,-0.3938073,2
0.46350706,-0.07468574,-0.3153344,-0.8185348,-0.36685035,0.3255365,0.1944842,1
-0.67388564,-0.25382134,-0.6646346,-0.37333006,0.23514962,0.020614535,-0.5849955,1
1.8280201,0.104990475,-1.144419,10.174301,0.014206067,-0.6188152,-0.57828104,2
1.4669417,0.010183655,1.2547835,-0.117863744,-0.96119714,0.8563522,0.13941753,2
-0.30530137,-0.35475245,0.7344714,0.75053984,0.25472993,1.2195144,0.11662716,2
-0.30345735,-0.008443773,0.4110845,0.04432574,-0.4255991,-0.9405641,-0.26580757,1
1.0497177,-0.8364774,0.843853,-1.0321918,0.6424814,-0.6032989,-0.86286616,1
0.32119283,0.26838902,-1.4247583,-1.0119339,-0.4498409,2.2629168,0.59431183,2
0.17752768,-0.49533454,1.8606412,0.3776675,0.6582783,-0.40860766,0.06324825,1
-1.3747033,0.09818649,1.8744801,2.42143,-0.9314667,-0.5968026,-0.310054,2
-0.44393203,-0.3353331,-1.6102878,-1.0297527,-0.51539344,-0.07996538,-0.7916554,1
-1.1663815,0.2142852,0.23500896,-0.74496204,-0.32571667,-0.3786994,-0.83152604,1
-0.8897653,-0.713534,-0.636679,-0.48923466,-0.3097644,-0.1763213,-0.4175578,1
0.695805,-0.25486055,-0.19406608,1.0915357,0.0075520873,-0.9997735,-0.26371685,2
0.09115611,-0.53659934,0.41450536,0.1316739,0.5828916,3.003066,0.04408601,1
-0.52479565,-0.44356135,0.10162483,-0.6931882,-0.2669638,0.121234685,0.4925129,2
0.9374167,0.018384993,-1.3296845,-0.9641084,-0.535951,-0.53386307,-0.2540248,1
0.78142154,0.5648554,0.9683218,-0.31531167,0.42388508,-0.48587134,-0.35970137,1
-0.93238384,0.07744178,-0.9313473,0.30404627,-0.15269007,2.8591564,1.3415279,1
1.7148061,-0.8558893,-1.3421835,1.2055424,-0.5358003,-0.08755177,-0.05365497,2
0.75169736,11.44697,-0.27084497,-0.55682075,-0.56900024,4.621443,0.077552676,1
0.53929275,-0.27719903,1.3614011,-0.23947367,-0.5950282,-0.26590773,-0.27753517,1
-1.2963331,-0.18948108,-0.29171622,-0.36511046,-0.08043943,-0.4589483,-0.638952,1
0.95474255,-0.10815194,-0.645682,-0.9304631,-0.67052245,2.903461,-0.0049808994,1
-1.5027683,-0.21096972,0.6586261,0.47171712,-0.07278097,-0.56175405,-0.61389405,2
-1.6231735,-0.15074179,-1.2990359,-0.30849963,-0.42241737,-0.6940267,-0.21090598,1
-1.1436698,0.29710308,-0.859565,1.8973937,-0.24420263,0.27910098,0.18509603,2
2.1056113,0.9626161,-0.22720794,2.058533,-0.2835757,-0.5055736,-0.9208807,2
-0.4355397,-0.5643082,-0.68649423,0.24978802,-0.48841846,1.3694944,0.5194069,2
-0.0391794,2.834522,0.5089929,-0.18414864,-0.59423566,0.76742005,1.0306776,2
-0.5714296,-0.1446853,1.3929392,-0.94518244,0.25832927,-0.44461167,-0.4934827,1
-0.9241071,0.16855058,0.48224035,-0.5965766,-0.12886694,-0.407277,-0.21446644,2
0.7602402,0.043626696,-1.128386,-1.3254819,-0.23818628,-0.4914834,-0.32504374,1
-1.3248549,-0.70063674,1.0376397,-0.6158068,-0.15563339,-0.48265567,-0.43769467,1
-0.5734167,-0.4564333,-2.0507264,-0.046026826,4.440337,-0.65964204,-0.2536486,1
-1.0803287,-0.37139452,-1.3930078,-0.8926956,-0.54697824,0.24578167,5.634429,2
0.9837207,0.90408957,0.050617754,0.28842998,-0.6119932,1.8046494,0.6894169,2
-1.0166883,0.3277199,1.1385734,-0.5912723,0.018778488,-0.062076032,-0.0017936528,1
-0.071548656,-0.7994243,-0.5181524,-0.45058215,-0.16739304,-0.8616122,-0.68001246,1
0.6016057,-0.36918032,-0.21526124,-0.45802504,0.5217922,-0.23096603,-0.43699726,1
-0.3565983,-0.45412937,1.6920573,0.33306772,0.13017039,-0.121192634,-0.2863447,2
1.2479649,-0.10547775,1.7519114,-1.1379312,0.20333275,-0.26266873,-0.49652117,1
0.92000365,-0.0375067,-1.6530013,3.5235827,-0.075302325,-0.5332166,-0.5023934,2
-0.65727997,-0.28841332,-0.12631375,1.2251244,-1.3182508,-0.5153642,-0.45791516,2
0.04486814,17.627007,-1.0992166,-0.540812,-0.24832149,-0.4360883,-0.08039847,1
0.42292097,-0.31048572,-0.5669972,-0.7351002,-0.6061857,-0.49333268,-0.19945095,1
0.33619636,-0.21185231,0.028495818,0.49469817,-0.49223083,2.7037823,0.2509662,2
0.32429555,0.22970626,2.0730772,-0.083859265,-0.5693322,-0.38109845,-0.601445,2
1.3753445,-0.17017396,-0.30723262,1.5963732,-1.027703,0.45843387,0.5805891,2
1.5189105,-0.072401434,0.07006587,0.0008353591,0.030314922,-0.5349312,-0.5777608,1
1.1758676,0.23846078,-0.93357503,-0.08327538,-0.7985654,-0.45276973,-0.25032172,1
-0.64791495,-0.42071992,1.1593422,-0.49881193,-0.0063090622,-0.88193655,-0.68602276,2
-1.1238045,-0.45336786,0.12970376,-1.2641714,-0.35903603,-0.81097263,-0.1292508,1
1.3509109,-0.20684338,1.179402,-1.1126257,-0.3201862,-0.774387,-0.41717696,1
2.0857165,-0.15564336,0.9392142,-0.46255347,-0.1853931,0.14442275,-0.3472201,2
1.8671746,0.16020358,0.69613093,0.5353017,-0.2844536,-0.8176589,-0.3927339,2
-0.6151128,-0.5803313,0.9873181,-0.6480383,-0.22632095,-0.7110591,-0.12910625,2
-0.6681956,-0.67299175,-0.809337,-0.23567554,-0.48288858,0.074920446,1.6455854,2
-0.61975974,-1.2260761,-1.7462294,0.20971015,-0.9923279,-0.25301245,-0.5821807,2
0.83405936,-0.30985832,1.0062139,-0.41199583,0.16111124,-0.68275136,-0.31717306,1
-0.16604398,-0.36722794,-0.20893034,-0.92095125,-0.29264605,-0.27156514,-0.44397464,1
-0.6890005,-0.6311544,-1.1007683,0.1526612,-0.50288177,-0.60079527,-0.35116073,2
-0.57057333,-0.46546304,-0.024688378,-0.6785214,0.8873941,-0.52402353,-0.0031290948,1
0.796905,9.019026,0.3428719,-0.9040078,-0.27444142,-0.56856126,0.028018296,1
-0.33371082,-0.8387257,1.4914603,-0.8512941,0.20402858,-0.65817654,-0.1055502,1
-0.27977908,-0.1798507,-1.0109342,-0.82122654,-0.67415404,-0.3877112,-0.4856148,2
-0.8411111,0.60936856,-0.19827193,0.5187646,-0.27374464,-0.19634002,-0.05025235,2
-0.17237705,-0.41253433,1.8627415,0.62257934,-0.7072171,-0.34089136,-0.2732669,2
-0.15137585,0.49782416,0.61766285,0.15440057,-0.097681105,-0.8771496,-0.067697495,2
0.1271798,0.43457586,-0.8457932,-0.93593925,-0.46219814,0.3167299,0.90684736,2
0.5218606,-0.47193384,0.017349228,0.26928487,2.5443814,-0.9275781,-0.56029224,1
-0.2999158,-0.48247367,0.36251462,0.483436,-0.44684955,-0.76359904,-0.14809273,2
-1.6063063,0.9473448,-0.8060103,-0.3261055,-0.7554849,-0.8101597,-0.16403012,2
-0.29351717,-0.49725762,0.6329082,0.45084086,1.1799141,-1.0306948,-0.4506876,2
-0.38265055,2.1789837,0.56376976,-0.5135051,-0.05656743,-0.51429415,-0.567595,1
-0.97398806,-0.47104615,-1.0987222,-0.226627,0.42690435,-0.33148026,-0.8414159,1
-2.267924,-0.07219845,0.17202547,-0.83912116,-0.463986,-0.6664125,0.06505239,1
1.8287588,0.011216059,-1.190695,-0.702314,-0.44319868,1.6236159,3.2135522,2
0.8686973,-0.35399938,0.74104726,-1.1833152,-0.32265055,-0.18938056,-0.83333254,1
1.0054514,1.0324523,1.3449975,-1.1637805,-0.29842335,-0.26053172,-0.25691575,1
-0.34437504,-0.47624758,-0.30284268,-0.80364794,-0.7988524,0.7693885,0.3067956,2
1.8276848,0.44480482,-0.09439096,-0.62220955,-0.78608286,0.5436693,0.35333645,1
0.099253505,0.4687425,0.012230203,0.33410716,0.20890048,0.33784214,-0.54080516,2
1.2453327,-0.38148442,1.4887681,-0.9491868,-0.1067153,-0.31708896,-0.2813172,1
-0.24557337,-0.6031656,0.020204604,-0.53542763,-0.030521318,-0.7186793,-0.35897323,1
1.302531,0.3710041,1.3975604,-0.9447209,0.38074708,-1.1171652,0.0021779835,1
0.24517915,-0.8086636,-0.8986746,-0.2547984,-0.29292914,-0.87731576,-0.48381984,1
0.9531558,-0.27593914,0.3364238,-0.64993644,-0.25670308,-1.0485942,-0.29892495,1
2.2727103,-0.23370332,-1.385133,-0.70404154,0.09378591,-0.57537663,-0.5019748,2
-1.4892926,-0.19827504,1.5981654,-1.1212556,-0.6239411,-0.62416047,-0.14258225,2
-0.7016125,3.6715634,-1.3715056,-0.87463206,-0.7174351,-1.0872642,-0.2936456,1
-0.2727006,-0.5954624,-0.33378494,-0.5253427,-0.43311214,-0.8186382,-0.012837678,1
1.5497487,1.2688227,0.34150308,-1.4709244,-0.3633757,0.6304022,-0.3774485,1
1.3726573,-0.26183593,-0.29849494,-0.43557873,0.4327008,-0.7005539,-0.37231958,1
0.33094308,-0.5899417,0.29331946,-1.0744667,-0.16541493,-0.14731535,-0.53482234,2
0.7754258,-0.11477533,1.4172943,0.20323195,-0.3806781,2.109796,3.2977283,2
0.5914271,-0.008859187,-1.485158,-0.086993515,-0.43345985,2.7604537,0.3420346,2
-0.58746064,-0.29016688,1.1219294,-0.31139648,-0.4108469,-0.7040231,-0.73944354,1
-1.3617861,-0.5638825,0.7326142,1.1002866,0.24017212,-0.60326576,-0.09758553,2
-0.028016567,2.9305031,-0.22375658,1.9879024,-0.54032654,-0.53326917,-0.21517217,2
-0.6347973,0.017907202,0.39278957,-0.8698795,-0.23028526,-0.8015799,0.01734522,1
1.021504,4.5241847,-0.40279436,0.4839779,0.39262515,-0.13341525,-0.39432752,1
0.33654273,-0.81563675,1.4340115,1.5057505,-0.45996183,-0.09055498,-0.00069335103,2
3.3003156,-0.15931715,-1.2160299,-0.14719978,-0.7626437,0.08972886,0.30845225,2
-0.423185,-0.22877122,-0.106386036,1.1567199,0.11602791,-0.8115177,-0.5146755,2
-0.4670762,-0.51792,0.66828334,-0.92268336,-0.564461,-0.59115267,-0.32006302,1
0.2098902,-1.0387753,-0.2992844,-0.31082466,-0.5978034,-0.17842886,-0.4473673,1
-0.3786919,-0.258341,-0.45262975,-0.27413464,-0.37171465,0.041136175,-0.26227197,1
-0.8029585,-0.14309672,0.44636023,-0.27295116,-0.10879853,-1.0211515,-0.31573942,1
-1.1587832,0.62691194,-1.6458664,0.55657613,-0.5613162,0.06340557,1.5364786,2
0.17898172,-0.43624562,1.5321655,-0.29081455,-0.57273614,-0.12060282,0.11678192,1
1.4838313,-0.1421695,-1.3145841,-0.51127136,-0.45885754,-0.51675385,-0.16294111,1
-1.0692234,-0.1093781,0.93393016,-0.79282784,-0.42953476,-0.35661036,-0.4386369,1
0.1677752,-0.9055382,2.2440183,-0.12697393,0.5217153,-0.46272233,-0.3696857,1
0.644237,-0.09271754,-1.9720634,3.2307472,-0.009521455,-0.24146536,-0.24195999,2
0.15405342,-0.41590542,-0.6166084,5.391004,1.0096086,-0.4297011,-0.33366695,2
1.5438468,-0.21482545,0.40697783,-0.092782125,0.75406325,-0.81542224,-0.48067778,1
0.9490122,-0.3712566,-0.2976684,2.3360333,0.6476587,-0.5814919,-0.72856104,2
-0.47390527,-0.8064079,-0.08331621,1.5795803,-0.91378695,-0.75543207,-0.8059445,2
-0.96439666,-0.7637866,-0.5182221,-0.32718965,-0.52419716,2.3281252,3.9357152,1
0.60170645,-0.2715623,-0.15460682,-1.0840486,-0.47987777,-0.5948123,-0.62786514,1
0.61095035,0.2254424,0.64055836,1.423248,-0.6414064,1.5800116,0.39747965,2
0.515495,-1.0141642,-0.9012643,0.71407557,-0.666918,-0.44490284,0.021501213,2
-0.056148484,1.3672107,-0.68098795,2.7648547,-0.19965526,2.173708,1.3263927,2
1.0913074,0.8646564,1.3775948,-1.1491836,-0.19184254,1.5959523,0.18315062,1
0.39512545,0.5130105,-0.65894926,-0.63072276,0.15148722,-0.6889211,-0.56106985,1
-0.3121296,-0.48201418,0.5704353,1.2151225,-0.20642757,-0.7173551,-0.20969898,2
-1.1950791,-0.24796121,-1.1827649,0.87072,3.7223957,-0.84628385,-0.19616003,1
-1.0719097,-0.7136098,-1.8892254,-0.7112179,0.9587178,-0.7741723,-0.49656582,1
-1.0352967,-0.32600683,0.31589228,-1.0407679,-0.30340418,-0.3714345,0.0593037,1
-0.79168123,-0.67544603,0.4893997,-0.32085478,0.3660277,-0.5006502,-0.11984658,2
-0.6102542,0.7720819,0.74861854,-0.82480043,0.96327525,-0.62046456,-0.31467122,1
0.28732884,-0.10632476,0.016770601,0.4479081,-0.3094774,2.1452765,0.33207002,2
-0.47294745,-0.09082151,-0.029094696,0.849399,-0.40825486,1.392799,0.0592679,2
0.3074453,-0.45069426,-0.6447211,0.16692299,-0.94864684,-0.55221796,0.0922178,1
-0.53815347,0.12678236,-1.203015,-1.1562934,2.5575237,-0.23839673,-1.0409379,1
0.31115165,-0.2617845,0.42157722,0.69094986,-0.627775,1.5304259,0.31997555,2
1.7722242,0.025018856,-0.9846113,3.2332788,-0.6005597,-0.31700474,-0.37505183,2
-0.23427114,-0.81617653,1.6658429,0.85081196,-0.42700392,-0.44742253,-0.47007746,2
3.8669891,-0.40451458,1.0679395,0.40325412,-0.31989604,-0.86054695,-0.3279413,2
-0.94285333,-0.6913543,0.27426472,-0.7753268,-0.6347245,1.9051553,0.44780567,1
-0.10088299,0.00029093027,1.1716512,-0.46155685,-0.30831927,-0.5356509,-0.50758684,1
0.2817407,-0.5105251,-0.3740452,-0.66206825,2.0779996,-0.85603964,0.26078483,1
-0.6003773,-0.09476763,-1.1931888,0.048296697,-0.7141131,-1.0487299,-0.44286472,1
-0.16747904,0.10140319,-0.66400343,0.502128,-0.09894295,0.7908054,-0.74682164,2
-1.1259745,-0.5033451,-0.41723225,-0.695103,-0.77987975,-0.4244855,-0.49519652,2
0.9110838,-0.20596962,0.88865954,0.09076047,-0.3300297,-0.3343019,-0.06893885,1
-0.41475043,0.17024644,0.8640032,-0.66495335,-0.4304387,0.09902108,1.4097265,2
1.3399346,-0.48563412,1.5660216,0.011032283,-0.4335768,0.2734502,3.5988538,2
3.2959728,-0.077736914,-0.15479924,-0.15879944,0.45188713,-0.8980272,-0.72361207,2
-0.07653558,0.76988447,0.06733991,0.19221959,0.51364124,-0.09925699,-0.43886387,2
0.67901707,-0.01249665,0.32186997,0.20012993,-0.289286,-0.303047,-0.57590675,2
-0.84474134,-0.88593554,0.6207035,-1.3152752,0.77777815,-0.7882153,-0.15372206,1
0.3059445,-0.26412633,0.98716897,0.15481119,0.89015263,-0.49456027,-0.35834357,1
0.34156364,0.61718416,1.3127681,-1.0797412,-0.63939685,-0.6367996,-1.0726111,2
1.1143816,1.3702531,0.053591967,1.8508253,0.59002817,-1.0027874,-0.3654918,2
1.9980377,0.010185927,-1.3812895,0.16516756,-0.38055694,-0.47981668,-0.61860615,2
-0.38579243,2.1252828,-0.74170655,-0.23161127,-0.99077106,-0.20859718,-0.6571823,1
1.591891,0.0152872205,-0.63031757,1.3767768,-0.47599176,-0.39294082,-0.36272275,2
-0.60078704,-0.36460888,-0.51241064,-0.98606175,0.055135563,-0.684734,-0.4645305,1
-1.5435772,-1.1269608,0.7602576,-0.38573587,0.6822431,-0.20898318,-0.56191456,1
1.570288,0.104896426,1.9204357,-0.8676778,-0.26925322,-0.6674311,-0.10720134,2
-0.66932297,-0.16155472,0.21137159,-0.69839233,-0.13241991,-0.3073118,-0.42600805,1
-0.24423316,-0.84172297,0.32623762,3.0322018,0.3615235,-0.595031,-0.65412414,2
-1.6103218,-0.5497972,-1.6083901,1.5703608,-0.2873331,-0.9967009,-0.044767857,2
-0.97622293,-0.29562712,-0.43684155,0.004979998,-0.50135577,-0.85518944,-0.4764338,1
-0.47539917,0.10228975,-0.14407234,-1.2289553,-0.18615296,2.8974044,0.39078718,1
0.9702335,0.8940375,-1.276395,0.13809046,-0.71698064,-0.5632404,-0.1108596,1
-0.27088094,1.4049891,-1.0540919,1.4332263,0.18410088,0.046170264,0.29486814,2
1.0621785,0.18777227,-0.30525708,0.79194105,-0.73870224,-0.6493281,0.16743234,2
-0.7855187,-0.13048628,-1.2473996,-0.7515789,-0.018874869,-0.18505636,-0.3497173,2
-0.46300784,-0.17838144,0.21464382,0.2415554,-0.39771754,-1.0441495,-0.475198,1
-1.6635833,-0.50569236,-1.1145627,-0.30671522,0.5309531,1.153388,2.2760139,1
0.34049618,-0.6498384,1.1629578,1.749628,-0.6801473,-0.67033696,-0.09888193,1
-0.28379852,0.7845793,-1.495141,0.75936174,0.20085758,2.7710402,0.37210375,2
0.043813944,-0.47227198,1.1927006,-0.40477923,-0.57943654,0.6380428,-0.030136444,2
-0.08919199,-0.04013285,1.9772096,0.22972482,0.25871468,-0.38375553,-0.44860452,1
-0.19344737,-0.20469883,1.8603321,-0.006365642,-0.836637,-0.6868914,-0.6510717,2
-0.23662445,0.012003645,0.22323707,-0.9566819,1.1737978,-0.44086283,-0.52411383,1
0.83933747,-0.062541775,-0.5632529,1.0035458,-0.25010756,-0.525246,-0.026643246,1
1.0972846,2.2258768,0.501459,-0.42167968,0.12285775,1.1002269,0.6214289,1
0.7909547,-0.6933299,1.9258615,2.4957874,1.2999121,-0.8416494,-0.29046482,2
-0.57474077,0.37632823,-0.78302664,1.4114555,-0.128844,1.1401803,1.9653486,2
-1.0645238,0.84089935,-1.2443455,-0.21168703,-0.290081,-0.4628954,-0.5948975,2
-0.43686312,-0.5082942,2.0099301,0.56900483,-0.5318644,-0.54019725,0.3628807,2
-0.75049734,-0.5970403,-1.7328014,0.678232,0.22110866,-0.7286756,-0.775927,2
-0.13699217,0.056605224,-1.0551436,-0.7473463,0.1723104,-0.86739945,0.066443354,1
-0.34332514,-0.16825962,-1.8332142,2.4175053,-0.45664948,-0.86772823,-0.26040658,2
1.0359627,3.943847,0.340232,-0.74235004,-0.45165405,-0.4861295,0.045503348,1
-0.6927292,-0.5041086,-0.7833473,0.70993966,-0.25287396,-0.37569237,0.024757773,2
-1.0046643,-0.06736025,0.33490065,-0.25781584,-0.3899582,2.9473174,0.42607233,1
3.4763906,0.037552267,-0.72508276,-0.32082397,-0.67029375,3.185901,-0.1527741,2
0.77152324,1.1940681,-0.9102707,1.3801371,-0.5011141,1.5373901,0.11790247,2
1.3020916,-0.577361,0.7431521,0.10230285,-1.0778378,-0.31110373,-0.4283805,2
-1.8038168,-0.74828184,0.3735215,0.98394734,-0.42239678,-0.90590394,0.06674868,2
1.3687383,0.1334453,2.1996732,0.80845237,-0.18146981,-0.7765217,-0.7298516,1
-1.0573925,0.856555,-0.14234796,-0.10027945,-0.8130958,1.416578,2.1857758,2
-1.342818,-0.16533521,0.007655412,-0.74306005,-0.376131,-0.3415263,-0.041008353,2
-0.9680893,-0.5368439,1.1808062,-0.12877661,-0.5446914,1.5979427,-0.5476615,2
-0.40028715,0.34127262,0.3850323,1.2036672,-0.37117487,-0.6234047,-0.6359844,1
-1.4402785,-0.45589185,1.3503642,0.06381828,-0.64338267,0.5186776,2.9069471,2
1.4599792,-0.28964597,0.38304803,1.5329794,2.9631426,-0.74247885,-0.6483172,2
