,V1,V2,V3,V4,V5,class
75,0.16699065,-0.01792828,0.8006706,-0.027629048,1.1073991,2
76,-0.7777147,-0.6550177,0.027141122,-1.9186848,-0.873467,2
77,0.07096796,2.2568038,-0.41617554,0.2187994,0.71311015,2
78,1.0153269,1.4124216,0.40164188,0.26015535,0.22245115,1
79,-1.7683994,-3.1208892,0.9102824,-1.6085521,-0.06921562,1
80,-0.6874132,-0.40198925,-0.8570682,0.8837345,-0.10264872,2
81,-0.73509955,-0.76016295,-0.36986256,0.99296373,-1.2125987,2
82,-0.15501663,0.367822,1.6410306,0.685086,-1.13317,1
83,0.6603686,0.018741487,0.059086442,0.68728656,-2.1485178,1
84,-0.9224687,-0.99152577,-0.20845887,1.1539865,0.46125743,2
85,-0.8964337,-1.0565023,-0.7800178,0.9627862,-0.57312167,2
86,-0.59469855,-0.3240624,0.12640753,1.3300567,-1.8447349,2
87,-0.27852458,-0.28799176,0.7803507,0.46100414,0.70606756,1
88,-0.30913305,-0.70670307,0.24231732,1.3152493,2.6110818,2
89,0.122404374,2.6943095,0.10364628,0.50625,-0.29682755,2
90,-0.72885877,-0.34483224,-1.053688,1.5261115,-1.2411976,2
91,-0.5991353,0.44092685,0.3313604,-0.73199683,-0.13963485,2
92,3.0609906,-0.57527125,-1.1739292,-0.52844757,-0.23004614,1
93,0.27858418,0.93316174,-1.4856666,-0.38598257,0.29142118,1
94,-0.42220038,-0.96395224,0.010875881,1.1698016,3.3296633,2
95,-0.67973137,-0.73439527,-0.22501132,1.0929501,1.9086142,1
96,-0.6344439,-0.19441521,0.15635465,1.8256528,-0.42057383,2
97,1.6158807,1.3957028,-0.20814544,0.15780847,1.6478264,1
98,0.41728497,1.8256942,-1.3755553,-0.38151306,-0.40421087,1
99,-0.0561499,1.8743616,-1.9746017,-0.076136455,-0.13588655,1
100,-0.29052168,0.33761314,0.9064461,0.51017606,1.7744434,2
101,-0.21192321,0.5163288,1.3538666,-0.49715477,0.046870515,2
102,3.614565,-0.42762464,-1.4455104,-0.7791295,-0.048096612,1
103,-0.69665146,-0.64245194,-0.38198477,0.20225087,0.66295797,2
104,-0.8517165,-0.56819785,-0.5035038,-0.6415598,0.014514089,2
105,2.4075708,0.24105313,-1.3608832,-0.73818994,-0.077026844,1
106,0.5289172,2.3705666,-1.6891354,-0.8196979,0.33481902,1
107,1.7206205,0.27501792,-0.91030866,-0.3392253,-0.5336082,1
108,-0.023450404,0.9791086,1.6572753,0.5314737,-1.0080798,1
109,-0.5925981,0.04919195,0.3365852,0.43537527,-0.27952018,2
110,-0.08837928,-0.23413387,1.0159699,1.5135974,1.2469295,2
111,-0.49646515,-0.4569856,0.09459609,-0.104247436,2.2538383,2
112,-0.4351579,-0.5866551,1.239966,-1.4043785,-1.6552005,1
113,-1.1074798,0.08455688,-0.6478324,0.0020969212,0.197049,1
114,0.015853398,0.004876714,0.3923111,-1.1125771,0.9512949,2
115,-0.6566033,-0.36265475,1.3359604,-1.5442171,-0.8847176,1
116,-0.91999304,1.1839241,-0.93274415,-0.79301,-0.22848082,1
117,-0.41860723,0.9319446,-1.0159012,-0.3437806,-0.14825705,1
118,-0.46220517,-0.16726181,1.4947658,0.71080667,0.15514609,2
119,0.29313782,2.819941,-0.8942275,-0.97012246,0.28272355,1
120,-0.5784611,-0.44892654,0.046303183,0.3056904,2.9439175,2
121,-0.27190658,0.6267308,2.7165856,-1.3997602,-0.48820233,2
122,-0.07769181,-0.7546355,-0.36154008,1.9167496,0.7749508,2
123,0.98307955,0.12531522,0.6049041,1.0610983,-0.08866075,1
124,-0.544453,-0.56507516,-0.24513626,1.2496742,-0.43281308,1
125,-0.69717604,-0.9033007,-0.3659839,0.3408195,0.49479586,2
126,0.4070598,0.52527297,-1.1253474,-0.47241575,-0.08085804,1
127,0.52281207,2.3577142,-1.9184436,-0.3076483,-0.3497256,1
128,-0.29585594,2.2653174,-0.9351543,-0.009816676,-0.010009661,1
129,-0.08817676,1.9121379,-1.0974749,-0.22850168,-0.045667537,2
130,-1.1805125,-0.9273504,-0.16099633,0.73744226,1.338047,1
131,-0.4364661,-0.40247276,0.66971576,1.5160742,-0.0013173372,1
132,2.4674122,-0.23373973,-0.48113528,-0.14050958,0.39804187,1
133,-0.0015202612,1.6909254,-0.3545283,-0.13722545,-0.20109075,2
134,-0.45447427,1.510886,0.6428491,0.18450314,-0.023286551,1
135,-0.104766995,-0.15735057,1.2186645,0.8428892,0.050796732,2
136,-0.22561744,-0.71177053,0.17633814,0.7716309,-0.6423367,2
137,0.014543645,-0.16076607,-1.5982624,-0.6988971,-0.28354394,1
138,-0.82525325,-0.7689501,-0.1376541,1.4893687,-0.26910555,2
139,2.2189953,-0.4395463,-1.2051331,-0.6583569,-0.040151954,1
140,-0.5800765,0.56839526,1.5001218,-1.7597488,-0.37918705,1
141,-0.9699743,-0.90793574,-1.1362581,1.513267,-0.17668323,2
142,0.12711677,1.6231673,-1.1521351,-0.22162743,-1.568414,1
143,-0.95537025,-0.5115924,-1.8065056,0.19786178,-0.5319065,2
144,-0.3331697,0.4019828,0.4480354,0.66544443,-0.29367745,2
145,-0.7680192,-0.9331579,0.40397865,1.6753893,-0.9068304,2
146,0.40268016,1.1388144,-0.8535306,-0.14859357,0.6929562,1
147,0.011221968,4.471466e-05,0.79033655,0.23769318,0.7392863,2
148,1.2241545,0.58888763,0.06394023,-0.9036523,-0.7842096,2
149,0.6488655,0.95606124,-0.689384,-0.06040054,0.73138165,1
150,-0.25126728,1.0597392,-1.1462044,-0.40767208,-0.13819948,1
151,-0.7108316,-0.34274724,2.757158,-2.2868085,-1.7665555,1
152,-0.93357587,-0.6209101,0.10888573,0.4108719,-1.2122445,1
153,-0.5148517,0.25635004,-0.15450943,1.7452962,-1.1883959,2
154,-0.831825,1.1116143,-0.5169457,-0.8882841,0.1136788,1
155,-0.70675963,-0.15037167,-1.1203458,-1.0907629,0.36874655,2
156,-0.6278214,-0.16559637,-0.4390283,0.38854572,-0.9592416,2
157,-0.37336916,-0.063310415,0.71588594,0.7843287,-0.47779605,2
158,-0.4027244,0.9702163,1.1769048,0.036906958,0.5993408,1
159,-0.16511364,0.7796076,-1.5385759,-0.42758566,-0.30505657,1
160,0.179579,-0.099293165,0.9759299,0.49384165,2.095735,2
161,-0.1909503,1.8462322,0.53405565,-1.2952468,0.38171548,1
162,-0.047121823,0.34099728,-1.2078242,-0.8240833,-0.571821,1
163,0.9874095,1.4885948,0.9618292,-0.26812166,-0.1481818,2
164,-0.8254817,-0.9543395,-0.22685078,1.3646814,-1.5342484,2
165,0.049083002,-0.111026704,0.36950016,1.2083828,-1.4486437,2
166,-0.51068705,0.72769207,0.368711,-0.028805882,-0.7494291,1
167,-0.37357736,-0.7460909,0.59713364,-1.0860593,-0.80208325,1
168,-0.10818019,1.584303,0.5361595,0.69449294,-1.258808,1
169,-0.5239921,-1.0788507,1.5447507,0.36257824,2.880122,2
170,-0.34754184,-0.016696483,0.3987577,0.41711855,2.1466951,2
171,0.40452993,1.2570477,0.9105356,-1.5737616,-0.47982663,2
172,0.67226475,1.1535254,-1.210043,-0.8107666,0.015801221,1
173,-0.30156648,-0.020232037,-0.3147577,1.5987308,-1.39326,1
174,-0.3356388,0.34627384,0.8362833,0.023929805,-0.73724663,1
175,0.07378772,-0.17205583,0.6809703,0.14493477,0.7967774,2
176,0.13367108,1.7840246,0.41006362,0.26803792,2.109371,1
177,0.086480305,1.0758399,0.38692418,-0.9906695,-0.41446418,1
178,1.9273018,-1.7294356,-1.1946174,-0.48294252,-0.72796243,1
179,-0.22648846,-0.29519472,0.6620869,-1.1642917,0.36786857,1
180,-0.72372794,-0.24972183,0.52433026,1.0678335,-0.9432335,2
181,1.561994,0.36728993,-1.3196698,-0.37454164,-0.14315048,1
182,-0.04693366,-0.21542272,0.025857434,0.5846875,0.29206058,1
183,-0.97219193,-0.8919922,-0.7778283,0.3498127,-0.036123455,2
184,0.9057386,1.5348752,-1.6363739,-0.7733946,-0.24292904,1
185,-0.83523446,-0.3656217,-1.1906227,0.59714365,0.12570858,2
186,-0.2792972,2.1193955,-0.2775435,0.3722747,-0.39126205,1
187,-0.73114884,-0.7664293,-0.54379946,0.82695156,2.3350396,2
188,-0.5118614,-0.39484298,0.554588,1.0712101,-0.8875202,2
189,-0.9175603,-0.85762143,0.23258322,0.33243537,-0.60479957,2
190,-0.45245436,0.4575128,2.24769,1.4258126,0.89333105,2
191,-0.49553007,1.5872045,-1.3699629,-0.19321157,0.5832902,1
192,0.20745715,1.3391669,-1.893422,-0.8913724,0.11586717,1
193,2.9466708,0.086658925,-0.9951875,-0.31851172,-0.13820785,1
194,-0.07689344,-1.5269382,0.7224157,-1.1338665,-0.39474925,2
195,-0.30998686,0.29926813,1.0347397,0.18048257,-0.343477,1
196,0.07727595,1.2370965,0.1800921,-0.49357802,-0.025699794,2
197,-0.90559876,-0.9535072,-0.19326772,1.3866717,1.1377985,1
198,-0.814002,-0.672325,-0.16863088,2.1107147,-0.5478668,2
199,-0.74109095,-0.19594216,-0.27702206,0.48564184,-0.4018376,2
200,-0.42688495,-0.38115028,0.45181608,0.8201122,-0.66084564,1
201,-0.34406388,1.3894669,-0.7423847,-0.19696595,-0.85848993,1
202,-0.70399594,-0.34247953,0.44294465,-1.0712855,-0.49077094,2
203,-0.47813615,-0.67525625,-1.0082119,1.779358,1.2369531,2
204,1.3413516,1.4690104,-0.86824113,-0.0528903,-0.012000233,2
205,-2.4246275,-2.4974718,-0.11356877,1.0220542,-1.2602592,1
206,-0.48274136,-0.4949165,1.4075772,0.64639556,-1.5474906,2
207,-0.46866268,-0.10856667,1.1860726,0.93547946,0.765201,2
208,1.5049884,0.06172654,-0.030765295,-1.0032258,-0.19120657,2
209,0.44859278,0.4714625,0.77120125,0.16171598,-0.44719347,2
210,1.4807496,0.4506388,-1.4487691,-0.7911811,0.13694865,1
211,3.0486906,-1.1846826,-0.7703054,-0.35908067,-1.0589051,1
212,2.4344614,-1.406933,-1.4390221,0.21833529,0.11519842,1
213,2.180276,0.023902684,-0.52849996,-0.33860147,0.31896976,1
214,-0.32526228,3.0574598,-0.8365051,0.12517396,-0.29674527,2
215,-0.4719445,0.9767833,0.27154005,-1.2993946,-0.17635684,1
216,-1.3484496,0.23912919,0.2204934,-0.30214489,-0.93613774,1
217,1.1497506,0.46828103,-1.2242662,-0.3475814,0.02691865,1
218,2.0750468,-0.46872026,-1.0861021,-0.61743355,-0.15846695,1
219,0.66890204,-0.31886172,-1.1612633,-0.713933,-0.20888191,1
220,-0.35189235,-1.1890454,1.9498332,-1.3723748,-1.3478962,2
221,-0.2874298,1.0581412,0.7315042,-0.6916822,-0.2282395,2
222,-0.41113198,-0.56870985,0.429603,1.4621418,-1.1473428,2
223,-0.9393895,-0.84539294,-0.19385418,0.91826105,0.2503782,2
224,-0.7283453,-0.8222088,-0.32677513,1.1295885,1.0062915,2
225,-0.4961512,1.5970114,-0.99362904,-0.8414174,-0.28214115,1
226,-3.3284435,-5.081944,-0.52398574,0.28980446,-0.64842904,1
227,-1.0416125,-1.7606153,-0.25824773,-1.1643982,2.725914,2
228,0.45275772,0.15569845,-0.50200117,0.15558434,-0.3727136,1
229,-0.057764463,-0.18558437,0.4513027,0.8895011,0.6814714,2
230,2.5670378,0.23972921,-1.083444,-0.50682366,-0.2668925,1
231,-0.6243747,1.2111428,0.3497605,-1.1736808,-0.58405644,1
232,-0.6498553,0.43768764,1.0948522,-0.8873278,-0.1532406,1
233,-0.8316378,-0.8903073,-0.23341388,2.2121842,-1.1813993,2
234,-0.9901464,-0.7047579,0.9114642,-0.98493654,0.8895744,2
235,-0.6055801,-0.092595756,0.7264529,1.1314641,-0.53667617,2
236,-0.86168915,-0.79813886,-0.74639046,1.6198342,-1.8867038,2
237,1.0105714,1.6119812,-0.09787351,0.38177428,0.4750352,2
238,0.36071986,1.008634,0.672038,-0.08834946,-0.35641384,2
239,-0.6786917,-0.9325156,0.17351711,-1.1684144,-0.6883029,1
240,-0.67813396,-0.5802041,0.25711575,0.6186061,-1.4369934,2
241,-0.7220208,-0.33539426,0.9884015,0.47042516,-0.084062286,1
242,1.2040987,-1.1921923,-1.0998763,-0.6310055,-0.062118083,1
243,-0.3391416,-1.043067,0.029589325,0.17402503,0.9212355,1
244,0.5469029,2.278361,-0.5766209,0.3376041,-0.016933024,2
245,1.3984457,0.061964445,-0.29972425,-0.25151065,0.53872,1
246,-0.74992454,-1.0526023,-0.778564,-1.4767733,3.1458664,2
247,-0.27380982,0.5912379,-1.2281101,-0.3353633,-0.16306113,1
248,-0.5760946,0.81288743,0.4913945,-1.6661123,0.660607,1
249,-2.8890803,-2.8699994,-0.47899032,0.06390399,-0.39725852,1
250,-1.4601557,-0.11732018,-1.0734584,-1.1345539,-0.4423976,1
251,2.4209673,-0.038801894,0.10292801,-0.11517689,-0.27158403,1
252,-0.31893384,0.7577914,0.5475085,0.48073024,0.32841432,2
253,-0.42479554,0.48984227,-0.45822394,-0.019976616,0.55268717,2
254,-0.55706173,-0.627675,-0.05436945,1.9717729,-1.2582424,2
255,-0.015877947,0.49097288,1.1210258,0.9031803,0.07921858,1
256,0.323352,-0.06607217,0.9006161,0.2984607,0.5108166,2
257,-0.58167726,0.3252045,-0.42227066,0.2630464,-0.84974384,2
258,-0.10898738,0.65257686,1.2742062,1.2540754,-0.60086197,2
259,-0.6151192,0.4892937,0.047788054,-1.0462581,-0.43548208,1
260,1.1767979,0.5271371,-0.083900996,0.68690276,-0.66046935,1
261,0.16922651,-1.4471126,0.8569044,-1.0626297,0.26367152,2
262,-0.14280213,-0.8039194,0.86532813,0.5242498,-0.09108907,2
263,-0.5423217,-0.62157816,0.028147519,1.2873555,1.547956,2
264,-0.18034045,-0.85937035,-0.35460073,1.8740897,2.4470327,2
265,1.8835366,-0.20452014,-0.9841927,-0.52734345,-0.07185632,1
266,0.08699998,1.2492982,0.5646496,0.7846277,-0.5312682,1
267,2.2464647,-0.8170272,-0.8070602,-0.36210412,-0.5569466,1
268,-0.37594736,-0.104653865,0.39429915,1.103853,1.8748531,2
269,-0.15739378,0.73500013,1.0669577,1.130144,-1.2459177,1
270,-0.71504253,-0.24249166,-0.48739502,1.4750726,-1.2540935,2
271,3.0382473,-0.065850735,-0.27249703,-0.13678984,-0.17418984,1
272,-0.5751833,0.025114894,0.9285741,-1.5684354,-0.31144267,2
273,0.32388884,1.540458,0.04460021,0.110464975,-1.3402449,1
274,-0.40457016,-0.06638226,0.5761193,2.5091941,-0.4489705,2
275,-0.5657363,0.598735,1.2293622,-1.6253082,-1.9541771,1
276,1.1431022,0.029470176,1.1648487,-1.3091052,-0.24078296,2
277,0.32707718,1.3041086,-1.1202909,-0.29375988,0.30545437,1
278,-0.5583896,0.13807714,0.19189551,0.5724577,0.21533117,2
279,-0.92667603,-1.0668977,-0.20745222,-0.11914089,-0.86723113,2
280,-0.69739014,1.4203167,-1.6956377,-0.085477784,-0.54781747,1
281,0.4336387,-0.019353539,0.19441545,0.15922973,1.7764364,2
282,-1.037912,0.21545929,-1.0425836,-0.4011064,-0.5435543,1
283,0.036290165,0.033846736,1.9137053,-1.2545156,-0.24548751,2
284,-0.03601174,1.1282995,-0.6230927,0.64151806,0.38025627,1
285,0.022543576,-0.24218279,1.0634053,0.49556497,1.769067,2
286,-0.026794218,-1.3462285,0.55704224,1.1701276,-0.023053333,2
287,1.5429528,0.29079562,-0.56624347,-0.27345914,0.44964355,1
288,0.0481067,0.10669717,-0.1493657,-0.052446038,0.045094054,1
289,2.6678362,-0.24728341,-0.33050638,-0.2921733,0.12274083,1
290,0.650477,-1.0200186,0.44410574,0.50624007,0.9534011,2
291,0.65695935,0.5122752,0.3194502,0.54371226,1.2706127,1
292,1.4712443,0.7416915,1.1099224,-1.2156312,-0.018536836,2
293,-0.6751902,-0.36061782,1.1782172,0.5776358,-0.06674746,2
294,-0.8127407,-0.43111622,-0.010509133,-1.0818541,-0.45044017,1
295,-0.8233125,-0.72737575,0.15477042,1.134737,-0.44606772,2
296,-0.40667105,0.28774238,0.5011703,1.0081327,-1.2402493,2
297,-0.80215967,-0.8413787,-0.14642039,1.6645913,-0.23063818,1
298,-0.86738646,-0.013857424,1.5027332,-1.0367467,-0.43378976,1
299,-0.6348625,0.14200604,0.2576481,0.18817878,0.2524796,1
300,0.25308567,0.6174801,-1.2138369,0.78584856,-0.21326719,1
301,-0.23383728,1.4092408,0.7442996,0.37041646,-0.380718,2
302,1.2072825,0.4228188,0.98500407,-0.87386465,-0.22765961,2
303,-0.4079426,-0.47358602,0.12271127,0.8262331,0.22702225,1
304,2.2122033,0.122822605,-0.8561159,-0.395064,0.2059327,1
305,1.0697279,-0.22334525,1.0016927,-1.4327788,0.27669746,2
306,-0.51306736,-0.06534171,0.31900567,1.3381642,-0.35657287,2
307,-0.8098712,-0.8195242,1.4770766,0.9087189,0.3090366,1
308,-0.84079885,-0.9268783,-0.09309289,0.4167669,1.4661282,2
309,0.63263535,-0.018291652,0.35501444,0.34795845,1.1080682,1
310,0.95008594,1.4234563,1.4059238,-1.2561629,-0.29456028,2
311,-0.14105564,1.6228963,0.16134496,-0.2517346,-0.6552758,1
312,-0.67730904,-0.45566314,0.3174663,2.1825016,-0.682471,2
313,0.19072971,2.087584,-1.7123585,-0.25947827,-0.29186177,1
314,0.19621561,-0.7344896,1.2104251,-1.664908,-0.16789563,2
315,0.9314823,0.96454436,-1.1846617,-0.40306684,-0.72181386,1
316,-0.89356756,-0.17564255,1.0250189,-1.1814508,0.19997409,1
317,0.47512686,0.62840384,-0.2833923,0.19210656,-0.05602601,1
318,-0.6826103,-0.8052876,-0.33087546,-1.7949668,1.5643618,2
319,0.011107832,1.1516615,-0.6393038,1.0286778,-0.49319106,1
320,0.6121159,-0.14746341,0.30575645,-1.2037802,-1.8897171,2
321,-0.48546043,2.3302553,-1.7139184,-0.9393099,-0.41959298,1
322,2.2027063,0.58506393,-0.9656472,-0.7703758,-0.21386215,1
323,-0.58760595,-0.29890567,2.0044165,0.4466182,-0.32381952,1
324,0.28390718,1.1738505,-0.1293462,-0.14863719,1.2230443,1
325,0.504187,0.53605396,0.80468607,0.025688529,1.1286391,2
326,-0.032335877,-0.9577425,-1.9940693,1.3806052,-3.19661,1
327,-0.66428137,-0.5389481,0.76865846,-1.0276442,-1.5912584,2
328,0.4400534,1.0866569,0.44528168,-0.746588,-0.6410595,2
329,-0.17103867,0.06043973,2.1300592,-1.2723572,-0.61259955,1
330,-0.1923392,0.91946363,0.8231625,0.42056847,1.1042519,2
331,-0.3392545,-0.33500493,0.4650809,-1.4642096,0.16779637,2
332,-0.7943579,-0.8321301,-0.072280176,1.6002414,0.50666946,2
333,-0.5802105,-0.088765144,-0.074543595,1.7173257,-0.21068943,2
334,-0.7313162,-0.563466,1.8586639,-1.8520745,0.10372367,2
335,-1.0290711,-0.907391,0.41496116,0.26351583,-0.8061614,1
336,1.2706587,0.6721109,-0.2611463,-1.107969,0.050150186,1
337,-0.089879975,0.98268825,1.2320132,0.2764943,-0.17237991,1
338,-0.40338188,1.2616271,1.1870645,-1.2595404,-0.5413988,2
339,0.21107852,1.4495934,-0.4619217,-0.27786446,-0.050536834,2
340,-0.045245364,1.1083407,-0.6813612,-0.15514548,-0.9032439,1
341,-0.10619581,1.1351228,-1.0423285,-1.4524931,-0.66348153,2
342,-1.0129037,-1.0208745,-0.28125304,1.00285,-1.6095197,2
343,3.2414343,-0.9498837,-0.5601558,-0.35259598,-0.23854513,1
344,0.09986279,-0.56367356,-1.601313,0.5041887,1.1229919,1
345,-0.52252954,0.5533244,0.046873927,-0.027299613,-0.266429,1
346,-0.17002293,-0.804566,1.2337117,0.66917264,-0.8893286,2
347,1.0543239,-0.28597704,-0.10933703,0.38238546,0.64001065,2
348,0.26696584,-0.2631567,1.2902207,0.84773827,-1.435442,2
349,-0.73682827,-0.47244564,1.8789945,-2.1186452,0.48183212,1
350,0.9522835,-0.6030868,1.1801287,0.82057726,-0.53775686,2
351,0.76695794,0.28218094,-0.71166503,-0.5969801,0.27650076,2
352,-0.08706267,0.13517979,0.6494615,0.38529277,-0.71542925,2
353,0.42807752,1.2972883,-0.4479246,-0.9822575,-0.4173153,2
354,-1.1131678,-1.6408648,-1.0695903,-1.7305858,1.8496164,2
355,-0.50948477,-0.41377738,-0.1470865,0.9084277,-2.6173532,2
356,-0.28814864,-0.081634745,1.274745,0.5504453,2.5671508,2
357,-0.8442652,-0.29688668,-0.7229157,-0.9809698,1.169834,2
358,-0.56593037,1.7398849,-0.47654474,-0.96932006,0.11303665,1
359,1.0780393,-2.2879827,-1.4620671,-0.6039245,0.039252937,1
360,0.6125461,1.3274628,0.61681724,-0.08144075,-0.4979502,2
361,-0.5127374,-0.525354,0.8776928,0.49968097,-0.5674246,2
362,-1.3092438,-2.275783,-1.3278158,-1.2821563,-0.39700037,1
363,-0.64362234,-0.24365088,2.0536397,-1.5909934,0.6051464,1
364,1.7587869,1.2925876,-1.0431023,-0.3212729,0.20739976,1
365,-0.43209872,-0.39999342,1.2928308,1.04471,0.38564557,2
366,0.7617879,1.3579471,-0.81652164,-0.97739524,-0.36149365,1
367,-0.75686777,-0.69901395,0.046502665,0.34632692,-1.9097315,2
368,0.34383586,1.995508,1.6195071,-0.21331257,0.29074952,2
369,-0.78674304,-0.8886664,-0.50650835,0.2472215,1.2313333,2
370,-0.21337,-1.3303714,0.6090448,0.87205946,1.298302,2
371,-0.04710358,1.5019209,-0.19397122,0.3537439,1.908318,2
372,-0.428311,-0.5449934,-0.011377513,-1.427734,2.206369,2
373,-0.4894829,1.2232805,-0.11181301,-0.08821179,-0.46949887,1
374,-0.48150647,-0.82743895,1.1083852,0.63921416,0.3605395,2
375,0.018675096,1.5326866,-1.514135,-0.82049394,-0.55344784,1
376,1.194945,1.2569602,0.55410135,-1.139286,-0.2129297,2
377,-0.5971347,-0.7753249,-0.9588371,0.87098205,1.4766381,2
378,-0.514998,0.029704273,2.2667394,1.1133406,-1.4348185,2
379,0.8944561,2.0686972,0.12794058,0.40753323,0.21262845,1
380,-0.93869114,-0.83900046,-0.5313842,2.7098126,-0.5853475,2
381,-0.52070266,1.3887566,-0.9283432,-0.2712127,-0.514779,1
382,0.09638737,2.376161,-1.8515882,-0.20682283,0.57636154,1
