f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,binaryClass
0.3261777,-0.94894356,-0.14484206,-0.43212265,-0.101531565,-0.20278277,1.8284031,0.32340434,-0.46080467,0.25157478,-0.6378827,-0.5380707,-0.8215983,-0.25892746,-0.46454877,-0.20249951,-0.18591943,-0.3630976,P
1.2314379,1.5450847,1.2820477,-0.58538014,-0.23998861,1.2351921,1.6578337,-0.89264596,0.4888789,0.43687898,-0.62761503,-0.32294387,-0.16426714,-0.63000834,5.8258624,1.2771106,-0.6122931,0.015743643,N
0.32422936,-0.97316647,-0.24458826,-0.37667766,-0.10190067,-0.5577567,-0.5990663,0.41360366,1.7057824,-0.6313964,-0.84021723,-0.024110027,-0.11124608,-0.12602854,-0.45771176,-0.38471168,-0.09863168,-0.26448795,P
-1.4077438,1.2818447,2.3861663,-0.2447379,0.21969126,-0.31066817,-0.35568994,-0.62325656,-0.30339128,-0.6524929,-0.21786195,-0.28899884,-0.39182165,0.11137658,1.8698379,5.4609103,-0.31889057,-0.05501841,N
0.08408317,-0.6541841,-0.396816,-0.2574184,0.053675637,1.1068175,1.9108251,-1.0414331,-0.9136473,-0.39419305,-0.557342,-0.32672817,-0.0944403,-0.11596117,-0.6101437,0.20053473,-0.41738617,-0.41284662,P
1.2569592,-0.44956636,-0.15341851,-0.3355846,-0.46259087,-0.11627722,-0.74490774,1.6626621,0.13333306,1.7460518,-0.25136894,-0.05448273,-0.31635997,-0.41617608,0.04859042,0.04049325,-0.10423109,0.05842653,N
0.16347814,-0.031454384,-0.32804176,-0.017985761,-0.3518485,0.98969775,-0.6739935,0.02511949,1.097933,-0.5262646,-0.92103624,-0.84325975,0.019630767,0.7421182,-0.49547035,-0.49148571,-0.32064342,0.07986748,P
-0.16206336,0.7360268,-0.34024382,0.018909872,-0.29598105,-0.62333345,-0.3964583,-0.19586578,-0.61918235,-0.7895306,0.18415056,3.28517,-0.2740287,-0.18889338,-0.03933101,-0.10946858,-0.060390413,-0.19020797,N
-0.073712364,1.1812942,1.4660933,-0.26294413,-0.19351445,-0.37450436,-0.56949395,-0.47166824,1.2125838,1.4037153,-0.73280925,-0.5955686,0.010011792,-0.6106665,3.8411822,1.5781968,0.021377504,-0.03320138,N
0.39561784,-0.8295129,-0.298523,-0.290516,0.17019339,-0.5896612,-0.48320556,0.091978796,1.48773,1.1547822,-0.67096466,-0.6015759,-0.45272106,-0.28244618,-0.18119967,-0.562881,-0.27953553,-0.17429818,P
0.33339593,-0.16312332,-0.5341212,-0.23540097,-0.58378804,-0.5451281,-0.61876416,0.8504192,0.30381435,-1.0899888,2.5118513,-0.59734285,-0.3333306,-0.18008672,-0.24790835,-0.37727994,-0.328712,-0.015109152,N
-0.35450253,-0.14565372,0.047705144,0.27433458,-0.364057,-0.53728914,-0.0647791,-0.2560786,-0.41961014,-0.67683446,1.5074482,-0.45371303,-0.16711952,-0.30605623,-0.6962004,-0.23002009,-0.37432152,-0.04419443,P
-0.8631286,-1.0150585,-0.36643064,0.13953444,-0.042595744,-0.49620354,-0.753171,1.3044796,-0.15005478,-0.83385444,-0.51185936,-0.35855204,-0.32821783,-0.43034565,-0.4050469,-0.19857265,-0.0082877055,-0.24745059,P
0.8254888,1.043122,0.05785948,-0.44004798,-0.09678806,-0.18445067,-0.64681894,-0.7363663,1.8399913,0.5343672,-0.78089,0.08755128,4.109285,-0.36561388,-0.37555134,0.06453851,0.0450138,0.17675504,N
-0.016026855,0.023150444,-0.8442362,-0.3275688,0.2363606,-0.18033116,-0.59733546,-0.4981475,-0.9751872,1.563559,0.9655386,-0.5489359,-0.19653597,-0.4789446,-0.3341163,-0.18296024,-0.19892097,-0.31242314,P
-0.001099512,-0.9803332,0.043229192,-0.3466258,-0.15043952,-0.37013847,1.6969104,0.92621684,-0.43360245,-0.5191612,-0.64795834,-0.421914,0.044739455,-0.5468448,-0.14197661,-0.22171795,-0.29384115,-0.31457323,P
0.3111581,-0.8220975,-0.5005549,3.282448,2.2490213,1.0780191,1.8808254,-0.7680569,-1.0031228,-0.5982858,-0.51019835,-0.96800977,-0.44027343,-0.46241224,-0.22408485,-0.060808852,-0.4630261,-0.16141342,N
1.8665006,0.91399246,0.38146573,-0.33976078,-0.123742074,-0.524581,-0.7326677,0.3689916,0.5520175,0.6888571,2.754699,1.5788791,-0.25555277,-0.4036911,-0.16066937,-0.21299359,0.38166115,0.700117,N
1.5913943,-0.78610957,-0.4157481,-0.33189145,0.23406373,-0.14481941,0.25256482,5.6348634,-0.72094846,-0.5676857,-0.32743907,-0.7288611,-0.3926877,-0.60458696,-0.026263714,-0.3008074,-0.5254365,-0.2266403,N
-0.15498175,-0.81895185,-0.6567229,-0.50312537,-0.5261919,-0.6700514,-0.64108396,0.27838773,2.0330777,-0.49752143,-0.19934005,-0.4501752,-0.21230131,-0.44061297,-0.7581551,-0.19173433,0.1948255,-0.24857779,P
0.06968697,-0.91566604,-0.4643488,-0.73223114,-0.3137213,-0.60388863,-0.93667376,-0.3370236,0.53956616,1.8373208,-0.6619491,-0.32362986,-0.37898678,-0.096187726,-0.29394358,0.24975732,-0.15613991,-0.006242335,P
-0.70319164,-0.89699894,-0.28479508,-0.4762349,-0.04183325,-0.27483433,0.6279581,0.35304004,-0.80849206,-0.5557388,-0.29109582,-0.773087,-0.12035908,-0.066721514,-0.24102345,-0.33464378,-0.44096047,-0.14953415,P
-1.9876932,3.2083774,0.6562406,-0.24168222,-0.45819277,-0.37861016,-1.0432174,-0.64656395,-0.4271865,-0.78356415,-0.5336055,-0.8966328,2.5194435,2.9378943,2.2505836,1.7363316,0.019291807,0.34114817,N
-0.29238445,-1.0081731,0.12877823,-0.21331382,-0.43764418,-0.5314218,0.48029947,1.0490105,-0.59533846,-0.60534954,-0.60154605,-0.062680095,-0.03295833,-0.044784665,-0.29282507,-0.30487934,-0.41457546,-0.18672661,P
0.6072326,0.3380857,-0.63718414,-0.018725306,-0.18246566,-0.30147198,-0.5265136,1.8411492,-0.24076739,-0.53756666,-0.4906999,2.9251852,0.84293264,-0.3149971,-0.27081847,-0.51871705,-0.029589072,-0.4707723,N
-0.95936376,0.38612074,-0.20105667,-0.19365038,-0.43378177,-0.3276024,-0.64012665,-0.6533827,-0.60791135,-0.59997386,0.8685529,1.1354502,-0.08899593,-0.068323955,-0.3779606,-0.51858425,-0.29451042,-0.28940153,P
-0.40580943,-0.50698507,-0.27039838,-0.25654632,-0.26338524,-0.38158682,-0.14627683,-0.90828407,-0.26755053,-0.18599491,1.5210012,-0.8806117,-0.42929006,-0.36793342,-0.24840024,-0.042776376,-0.12169601,-0.5060853,P
1.2804607,0.2401645,-0.53077906,-0.62317866,0.24822171,-0.45494294,-0.44712842,-0.3291318,-0.7332012,1.0759754,4.2393312,-0.33159485,-0.47524485,-0.1605578,-0.47854143,-0.14688218,0.20835543,-0.26407313,N
1.9737839,-0.8338973,-0.47277328,-0.03242457,-0.16724756,-0.17462218,3.1058958,0.16219053,1.478184,-0.35884124,-0.57583225,-0.6226887,-0.13685313,-0.34260964,-0.53464603,-0.16256404,-0.23423383,-0.500654,N
-0.45850945,-1.0155648,-0.31747586,-0.65638894,-0.1932342,2.0205069,0.77821183,-0.5207832,-1.1798373,-0.8798398,-0.72348785,-0.10432932,-0.6968131,-0.55162585,-0.40564078,-0.07196562,-0.20835187,-0.4921809,P
0.9497709,-0.6598152,-0.30592436,-0.14422548,-0.16411154,1.6696731,1.4632378,-0.35583332,-0.7831656,-0.62997407,-0.4469995,-0.28373146,-0.31277615,-0.47345078,-0.4859378,0.021382123,-0.42657423,0.3578785,N
-0.5696037,0.9996371,-0.2630656,0.082932994,0.11914654,0.39477903,1.2567445,-0.30382562,-0.68832415,-0.82107633,-0.5181867,-0.095324665,2.580441,0.9032881,-0.13427426,-0.29596633,-0.2229608,0.02960457,P
-1.9855527,-0.65095454,-0.45254928,-0.09727155,8.914188,-0.5100362,-0.79180115,-0.37235218,-0.93192124,-0.36117923,-0.7985138,-0.44420218,0.05779165,-0.5126585,-0.26774633,-0.1662395,0.07411149,-0.33344275,N
-0.6781646,-0.086235605,-0.36951596,-0.5427515,-0.5085514,-0.39311045,-0.5256363,-0.69271916,-0.40652546,-0.4802622,1.4209516,0.4776682,0.03674254,-0.29378107,-0.04551868,0.06631574,-0.09566894,0.1464752,P
0.78852355,-0.5482008,-0.03721264,-0.07787667,-0.11855689,0.8805715,1.9477624,0.6824163,-0.36994433,-0.38813365,-0.59393996,-0.23606732,-0.565422,-0.13695613,-0.59068143,-0.2608121,-0.2187646,-0.16425642,N
-0.06751123,1.2117331,-0.7724105,-0.18125984,-0.24251805,-0.7811326,-0.51191103,-0.42616838,1.302508,-0.08224827,-0.62453496,-0.42200163,2.4427547,1.2508548,0.000793159,-0.5693085,0.07232764,-0.30687526,N
-0.079459764,1.3763448,-0.44118398,-0.5178741,-0.13139209,-0.5058335,-0.5090645,-0.31106734,-0.5619415,-0.30258653,2.27591,2.8073123,-0.07427846,-0.52907145,-0.00090023875,-0.16379592,-0.38828748,-0.2858783,N
1.0780863,-0.95680165,0.05832675,-0.6263885,-0.107249364,-0.48609048,-0.73079693,-0.75113,2.1065352,1.30447,-0.034861878,-0.50018036,-0.7509606,-0.8444859,-0.40597034,-0.22187458,0.00411427,-0.18978263,N
-0.17263688,-0.0894115,2.057352,-0.63646483,-0.6072169,-0.562182,-0.79627,-0.9948575,-0.85350305,2.100288,-0.4844864,-0.6261066,-0.08273052,-0.14268243,-0.7566786,-0.12581548,6.325917,0.5084167,N
1.1686546,-1.5811613,-0.5895431,-0.034351856,-0.009590194,2.5014362,3.251273,-0.41073334,-0.82560027,-0.6689792,-0.46170473,-0.22567892,0.03007102,-0.59041977,-0.66236556,-0.3441712,-0.508975,-0.2379998,N
-0.6567092,-0.6673655,-0.079392105,-0.6203522,-0.15357976,-0.7143972,-0.8234766,-0.8636006,-0.38279188,1.1100568,-0.28612092,-0.09902513,0.19034764,-0.36174688,-0.8814599,-0.45213223,-0.14480431,-0.25098214,P
0.018366404,-0.8640934,-0.31629562,-0.5359017,-0.051974386,-0.16865282,2.4082139,-0.12666897,-0.41044015,-0.70651627,-0.570068,-0.4300013,-0.035966486,-0.44244176,-0.17583802,-0.09627843,-0.12823197,-0.19463028,P
2.456943,-0.96831244,-0.31111944,-0.5257926,-0.4146212,-0.5021972,-0.889068,1.7807829,4.043483,0.6923959,-0.07204741,-0.5556302,-0.40241387,-0.3613736,-0.23258457,-0.31057468,-0.22167772,0.081962615,N
-0.68442976,2.3943791,-0.38141042,-0.38253897,-0.47833574,-0.31267962,-0.5335494,-0.35993722,-0.9111141,-0.7957976,0.25378478,1.5280672,3.8805099,0.71006775,-0.49513206,-0.25321764,0.07358277,-0.29175448,N
-0.59684014,0.24889033,-0.40953746,-0.36572635,-0.10948136,-0.43876034,-0.6504848,-0.6717932,-0.48977944,-0.5843172,2.2164917,-0.013258136,-0.072607026,-0.14538248,-0.24117026,0.06353623,0.013206974,-0.20585647,P
1.4617848,-0.9052516,-0.36174503,-0.35018066,-0.74079686,-0.15529495,3.1980324,1.295078,-0.68083954,-0.33296093,-0.775747,-0.484368,-0.25816303,-0.595181,-0.2022808,-0.38087225,-0.47684366,-0.12424773,N
1.0653331,0.52930355,-0.6315326,-0.5561607,0.0893182,-0.67037463,-0.37074822,-0.4093612,0.9107101,0.2299273,1.3755684,1.3937311,-0.28223512,-0.34486884,-0.030311346,-0.17002225,-0.26043084,-0.2050761,P
-0.7448303,0.025302082,2.4363072,-0.2791978,-0.24587567,-0.40020886,0.193013,-0.35312808,-0.6012428,-0.4591344,-0.54004705,-0.5531523,-0.41045913,-0.5683602,-0.19496158,2.08158,4.8158765,0.054285977,N
0.24835095,-0.7912589,-0.5161054,-0.16642113,0.048656687,-0.86462057,-0.26412246,0.061776966,1.2859356,-0.4570556,-0.1116972,-0.19750434,-0.41794705,-0.6549723,-0.33879033,-0.052689984,-0.11023521,-0.3767513,P
1.6793321,-0.97098887,-0.3394976,-0.115394965,-0.5373655,-0.5436041,-0.51969916,-0.039811283,1.8475857,1.676657,0.099478334,-0.12794647,-0.25834095,-0.495666,-0.6418848,-0.4711939,-0.46040457,-0.21675065,N
-0.34669065,-0.5499017,-0.23449033,-0.09085387,-0.29147977,-0.18566939,-0.16909403,1.4485179,-0.78667474,-0.42119485,-0.35469455,-0.18096656,-0.1243048,-0.63564837,0.013499439,-0.23552766,-0.06859605,-0.30111513,P
0.3034383,-0.9281683,-0.06947957,-0.15550965,0.24908204,1.6395613,0.97466326,-0.5409762,-0.6351068,-1.0958363,-0.3316918,-0.6788677,-0.27603057,-0.35963222,-0.022702143,0.31520888,0.18677679,-0.3649686,P
-0.38363144,1.0844971,-0.53639376,-0.3724726,0.4642677,-0.6444217,0.156918,-0.5757494,-0.32182944,-0.53396755,-0.2362544,3.220262,-0.039664567,-0.052775517,-0.46347162,0.07328752,0.11369854,0.09750885,N
1.0762285,0.48335755,-0.3352558,-0.3648764,-0.32001644,3.5995636,0.67788845,-0.89998466,-0.60341597,-1.0111737,1.5665228,0.12627646,-0.06107536,-0.24723566,-0.02035591,-0.25245398,-0.3353628,-0.4139428,N
-2.1746764,0.16167195,1.7716801,-0.11433859,-0.105755016,-0.5680134,-0.77063745,-0.6474494,-0.788429,-0.3599551,-0.43260896,-0.5777705,-0.15812977,-0.6706177,0.10437596,3.9124389,-0.37610507,-0.17223392,N
-0.3292269,-0.7303047,0.030414186,-0.4915585,-0.039521337,3.0296829,0.5548031,-0.5173255,-0.48660183,-0.69931656,-0.22142634,0.009817481,-0.64504004,-0.24113466,-0.19984445,-0.40645438,-0.23010917,-0.2844369,P
0.89217174,0.57045054,1.5431161,0.18973184,-0.5066172,0.0011440217,-0.6752217,3.6348839,-0.54870135,-0.84725845,-0.515674,-0.35130858,0.007086754,-0.40086174,1.0331819,3.3028693,-0.39907548,-0.323311,N
-1.0476964,3.0713634,-0.33908322,-0.12107285,3.5258021,0.023539513,-1.1391714,-0.743038,0.12105352,-0.6977079,-0.28016776,2.0810628,-0.51700604,4.728475,0.6972903,-0.3710155,-0.5705632,-0.7345171,N
-0.31189784,-0.8541787,-0.17929697,-0.44137168,-0.2741264,-0.5886672,2.3983455,-0.939643,-0.64099425,-0.6753511,-0.58615613,-0.5793149,-0.07630776,0.38089365,0.2330578,-0.60677546,-0.27359542,-0.21294466,P
-0.55913067,-0.9280689,-0.6840425,0.008163184,-0.24509978,1.7451923,0.42288727,-0.7524446,-0.30475307,-0.8814683,-0.49488765,-0.50811374,-0.18025438,-0.4501121,-0.28890955,-0.6097524,0.102494776,-0.4169445,P
-0.9972461,0.40980786,-0.570034,0.5707834,-0.21717702,-0.53227496,-0.55224085,-1.2618065,-0.92365134,-0.8604345,-0.9059218,3.2657998,-0.37777406,-0.23953412,-0.18519196,-0.26174676,-0.26128817,0.07712281,N
1.8020461,-0.054204017,-0.48576123,-0.4253468,0.017858699,4.0489354,-0.5451437,-0.78798795,-0.85169005,1.1502597,0.92368853,-0.43608084,-0.1577568,-0.4285557,-0.10898045,-0.19710958,-0.17269208,-0.08353631,N
-0.38913614,0.19155155,-0.60281074,-0.28421733,-0.2539829,-0.5086584,-0.62857395,-0.4339285,-0.6118256,-0.54170674,1.6173857,0.27074218,-0.12887955,-0.20517196,-0.15389109,-0.29241046,-0.38178778,-0.79128444,P
0.4857796,-1.2539153,-0.41426802,-0.49587756,-0.081324026,-0.14229032,-0.6406574,-0.6108556,0.10575579,2.6576653,-0.47652587,-0.72743344,-0.298903,-0.24322101,-0.29521123,0.07474613,-0.40372157,-0.25061253,P
0.29836315,-1.16928,-0.34322956,-0.17495552,0.18112119,1.0924368,0.40505308,-0.8262851,-0.21545261,1.2975125,-0.54634154,-0.37883312,-0.15911779,-0.48306814,-0.28444132,-0.03640473,-0.3047607,-0.14312829,N
1.1555651,-0.81033033,-0.23582152,-0.49194562,-0.43348226,-0.30296344,0.08312458,2.4846408,1.7629744,-0.8427088,-0.44693482,-0.3529216,-0.56111366,-0.2859172,-0.11330207,-0.32115877,0.17307273,-0.124725685,N
0.12138152,-0.5253039,0.09026011,-0.44673616,-0.5748743,0.09912869,1.9933734,-0.23181796,-0.458847,-0.4365244,-0.31908387,-0.50078315,-0.325823,-0.64739263,-0.17681766,0.029855892,0.44697842,-0.13323429,P
0.064086944,0.7491632,-0.4178357,-0.1624569,-0.06517871,-0.4220654,-0.7699832,-0.63640755,-0.8083632,1.6197106,-0.053331107,3.2939599,-0.30335936,-0.50507414,-0.2524499,-0.4247598,-0.1777466,0.29719555,N
0.50758624,-0.28654906,0.14825052,-0.65685743,-0.32491398,-0.34707525,-0.05510187,-0.1391893,1.45296,0.21110095,1.6575892,-0.30187553,-0.34814706,-0.11029954,-0.2820707,-0.3178609,0.10933098,-0.22980298,P
0.041317098,-0.687197,-0.005514443,-0.35811824,0.029861435,1.6971234,1.5045245,-0.75291014,-0.51789755,0.011614621,-0.8518568,-0.1389865,-0.35930616,-0.3517017,0.20420605,0.04771164,-0.49655387,-0.18986419,P
-0.30462283,-0.9328742,-0.25559506,0.06548517,0.54157114,-0.5690581,-0.5768233,0.09420252,2.0107687,-0.6294175,-0.6626891,-0.47579935,0.09647107,-0.08715165,-0.039672583,0.2928753,-0.30316103,-0.26656994,P
-0.020224497,-0.9957169,1.8569813,1.8230954,-0.26904103,3.7750478,-0.15753077,-0.73733026,-0.8001342,-0.52424955,-0.7560822,-0.63191086,-0.10428305,-0.5596298,-0.17908879,-0.09366401,-0.32030347,-0.28305054,N
0.6385727,1.1704066,1.1814675,-0.30839244,-0.06385662,-0.3501912,-0.009889811,-0.3707287,-0.6793181,2.4439328,-0.33149213,-0.7253736,-0.030590236,-0.27031747,1.7475957,4.1444087,-0.0039209127,-0.17215179,N
-0.7021077,-0.8011691,-0.24127895,-0.5246673,-0.17971674,-0.35846332,-0.5808475,0.81805426,0.22956255,-0.66855043,-0.54527617,-0.5498823,-0.17049111,-0.0836495,-0.1479444,-0.12793647,-0.40144002,-0.31315905,P
-1.0312338,-0.27376437,5.2635365,0.14596945,-0.0021804422,-0.49894816,-0.97394663,-0.51170146,-0.41710287,1.2328491,0.26170632,-0.47769818,-0.2052386,-0.06167607,-0.65768003,0.10787377,-0.3298229,9.080834,N
0.167054,-1.0455577,-0.5229065,0.9190429,1.5691966,-0.5897938,-0.8502259,-0.08156475,2.0049102,0.031200837,-0.7444954,-0.6633941,-0.3709396,-0.42536592,-0.2670271,-0.33539498,-0.33554178,-0.092423685,N
-0.59792596,0.46527216,0.12710315,-0.056595556,-0.07778251,-0.823475,-0.51180124,-0.24142398,-0.97222066,-0.72070074,0.3643699,1.2790179,-0.69111645,-0.24879342,-0.2607339,-0.46646646,-0.241555,-0.28661865,P
-0.0329478,-1.0513116,-0.5131799,-0.46853817,-0.42683882,2.8091884,0.6376978,-0.10524058,-0.4494984,-0.81910837,-0.57419556,-0.53368104,-0.38582703,-0.24586537,-0.1992298,0.25759238,-0.5472102,-0.01092574,P
-0.29685235,-0.5858431,-0.44725293,-0.09683469,-0.13693643,-0.36270872,-0.5486359,-0.5523772,-0.44997865,1.5604712,-0.750729,-0.7265171,-0.20867738,-0.381613,-0.24390934,-0.06127271,-0.48785996,-0.39964196,P
0.5522993,1.1599861,-0.17866829,-0.37506253,-0.68196297,-0.14750278,-0.38833666,-0.5866066,-0.7962047,-0.27544385,2.5512714,2.6805933,-0.083483025,-0.17869465,0.026494384,-0.31830475,-0.05626963,0.22905532,N
0.8097841,-0.79477787,-0.608866,-0.46791226,-0.030182257,-0.3549795,-0.59886456,0.9616722,2.5205355,-0.35638663,-0.52826583,-0.5319532,-0.577461,-0.0074644685,-0.48926973,-0.18662772,-0.20441936,-0.48671165,N
-0.2717121,0.17504668,-0.6042949,-0.29232323,-0.21827312,-0.43144047,-0.3539579,-0.8172674,-0.6880455,-0.13120529,2.510738,-0.5844724,-0.049196124,-0.113125324,-0.31806532,-0.27887878,-0.18920755,-0.5497261,P
1.5104648,-1.1965173,-0.19571096,-0.46071726,-0.30267328,0.95610064,-0.4627413,0.5566585,2.7174072,-0.43678963,-0.5550073,-0.90380275,-0.29042992,-0.38441157,-0.6800432,-0.3505721,0.112473994,-0.31816357,N
-0.12244981,-0.6968603,-0.5500587,-0.23693356,0.22140136,1.9321388,1.5819335,-0.31090236,-0.5863611,-0.3491524,-0.47995055,-0.7874265,-0.22458005,-0.32713804,-0.14320092,-0.34146407,-0.6037719,-0.19225766,P
-1.6788235,0.65455216,2.1902664,-0.23575446,-0.32319814,-0.45447546,-0.49116093,-0.7817797,-0.25705746,-0.44736084,-0.53614914,-0.6830146,-0.34208322,-0.46744624,-0.33646446,6.290744,0.0126140155,-0.34693968,N
1.7065295,-0.75228286,-0.1362845,-0.1083169,-0.1364983,-0.37430862,-0.6762744,0.94544685,3.4211667,0.14982013,-0.52545244,-0.096770495,-0.25289932,-0.23228453,-0.2798917,-0.13821259,0.064077914,-0.22661649,N
-0.38349992,1.3381772,1.1235142,-0.40405154,-0.047034577,-0.35207355,-0.7396327,-0.6885184,-0.7247189,1.3623328,0.0040752664,-0.48499838,-0.31193507,0.18458667,5.334719,-0.22549818,0.024662033,0.028879255,N
0.0024920106,-0.7327291,-0.3488806,-0.58021426,-0.1946736,-0.6983869,-0.54574203,0.8356563,1.2933445,-0.5574518,-0.5665351,0.063456915,-0.1903039,0.2812104,-0.07584517,-0.24038452,-0.27927983,0.048878,P
-0.014615342,-0.6258234,4.5283995,1.5265787,-0.08724718,3.6960716,0.28724903,-0.53168446,-0.30370313,-1.0487779,-0.4746981,-0.5799425,-0.2632133,-0.15794428,-0.40322587,0.026854604,-0.15232089,2.262957,N
0.5683878,1.1519003,-0.12563631,-0.1450457,-0.27296838,-0.14164731,-0.6985455,1.1326237,-0.11451149,-0.8884337,0.37886515,2.6597204,-0.27663308,-0.20547704,-0.24033971,-0.05560419,-0.28164622,0.36186558,P
-0.050408036,-0.5974166,3.0203602,0.15614122,-0.20684887,-0.4374136,0.24222171,1.7535286,-0.36709702,-0.91186285,-0.8698714,-0.82148373,-0.63591313,-0.4831649,-0.08457421,-0.4013269,3.358446,3.4179785,N
-0.48137268,-0.08988933,1.904906,-0.52847296,-0.14736235,-0.30564317,-0.69819486,1.3058683,-0.23470148,-0.43159884,-0.9633105,-0.3653916,-0.40391624,-0.24214812,-0.74161106,2.8202639,2.3322523,-0.2902756,N
-1.8450506,1.9669803,0.49522883,-0.018235564,-0.3320043,-0.37245268,-0.7832187,-0.3136424,-0.24932429,-0.4953448,-0.6376262,-0.47131467,-0.44801,3.3486128,3.1392388,-0.38235715,-0.3703816,-0.5025407,N
-1.7245915,-0.57901216,0.482769,-0.161441,-0.30669153,-0.4233238,-0.5186088,-0.7810817,-0.7770087,-0.67572796,-0.6321505,-0.88774943,-0.49639437,-0.5202551,-0.031503588,1.7128499,-0.5193747,-0.13628866,P
0.29806885,1.3482528,-0.52777076,-0.52206355,-0.06019488,-0.3098185,-0.72877884,-0.8574195,-0.38848916,0.49854732,2.919958,0.13474397,3.2127569,-0.11706273,-0.17201003,-0.6647563,-0.67320514,-0.3695228,N
1.7436956,-0.9572523,-0.6786796,-0.19659635,-0.39019316,-0.5525304,-0.6504979,-0.89278156,1.0818756,4.1973457,-0.557908,-1.0229125,-0.030508876,-0.6518588,-0.3959889,-0.47934008,-0.24578074,-0.21062477,N
1.5143292,-0.50524944,-0.13064858,-0.38003945,-0.49063584,0.8015113,1.0560051,-0.9961903,-0.60568595,0.9551178,2.395881,-0.5484258,-0.43819126,-0.56393313,-0.07545443,-0.2746318,-0.27832264,-0.37797523,N
-0.7091942,1.702942,7.319539,1.0608268,0.32281917,-0.5928942,-0.70022786,-0.7542445,-0.8552244,1.4589413,-0.93900186,-0.08920139,-0.029034853,-0.21980959,2.4575675,5.2063723,0.060706288,5.3623824,N
0.097000994,-0.9726213,-0.44275966,-0.04873568,-0.46782434,1.173193,0.8737134,-0.15145655,-1.1604273,-0.803581,-0.694718,-0.019282997,-0.4638765,-0.42521155,-0.14666122,-0.3233291,-0.38696128,-0.15076327,P
