,V1,V2,V3,V4,V5,Class
7446,-0.30556896392867,1.4620027359200714,0.9471990482319764,-1.3555539832139891,-0.38282910056530284,1
2984,-0.5018505916229337,-0.6126597131170535,0.2619293122180335,-1.2119322467048335,-0.2328292842641681,1
11008,-0.8977684405972952,-0.7376298788579274,-0.11866139694740654,0.39328529077908714,-0.259711108144996,2
1826,-0.5514867168316869,-1.0899785629151733,-0.29028804421880583,-1.6804497553138353,2.1053235193945548,1
5745,0.5050456334712823,1.1602329506401121,-1.5749256205502253,-0.8926685857415779,-0.5686584264218856,1
7292,-0.32345500649238185,0.1213893023543659,1.0215519561247262,-1.2884441231555934,-0.10054315255806702,1
13970,-0.5670727027406738,-0.6313573321964936,-0.3888687096279187,1.1919553136527103,1.3736026820271132,2
6701,0.049713613986961794,1.2216920634350532,-1.5775614149603545,-0.7982777252272069,0.08946456087919655,1
3884,-0.6589075297329436,-0.2555982550486712,1.6964970348057455,0.4225546711055603,-0.6894684268237821,1
13027,-0.4059320099169086,-0.43939201443457787,1.5159196956070418,0.1726231319617858,0.9854952785690739,2
1180,-0.88205033377664,-0.766121840311327,-0.3558480667999371,-1.363867152447753,2.355362872876051,1
4004,-0.5677511438331644,0.12039920724956311,1.1840304527869354,0.11324019566062474,-0.9415165827744106,1
2440,1.7704234874773725,-0.02721045904918591,-1.337550291319006,-0.310060374269027,-0.7444819287652181,1
1495,0.5151693340492817,-0.5053292427143444,-0.986603408819337,-0.43409950195435676,-0.2948974616176532,1
13026,-0.6127739904545689,2.3809620765259933,0.3850049387870649,0.2702183106650049,-0.4214271498589227,2
13010,-0.29840658076261456,-0.8070088717626612,1.1813275389959206,0.8359244136771917,0.9732023047486409,2
12129,-0.5749603008889017,-0.35200315468522636,0.6388958323096274,-1.3746386166631595,0.5088864512338197,2
8461,-0.6705566616035812,-0.7193771370606847,-1.8020531704691953,1.0566274085150331,-1.0815581708614443,2
9675,-0.9957408995824429,-0.863936615058235,-0.539771526321471,0.00816732949212845,0.00862939732065629,2
14944,-1.119048237803086,-0.7877572479187043,-0.3253940518221098,2.3129484471372104,-0.025110921483357612,2
13494,0.04380010582786242,-0.004145568847804398,0.5932970524712873,0.5437151494762851,1.1789094309525212,2
6377,-0.2405585753579105,0.9255061351263675,-0.3419035690419665,-0.3730167050324863,-0.3939382268652176,1
13446,1.1216142952682926,0.14574331756240008,1.3142538042573193,-1.3100553050457733,-0.7655134802651666,2
1581,-0.5461198654227495,-0.4802913644900644,1.0476210333969176,-1.2221536806607838,-0.8040875916570859,1
7943,-0.6983674939040425,-0.7950183053791857,0.7980195763226621,2.6228802232829196,-1.065298062290592,2
3538,1.395913062385448,-0.7416189489148269,1.4202422565124333,-1.2862470858462887,-0.23005928696880704,1
7502,-0.7239966809217475,-0.9693448570050869,-0.4611832714848962,1.0436111513059279,-1.5177692272562635,2
12769,-0.3458447192391789,-0.48891910542891104,1.3782598725782376,0.8291021490848224,1.6248232791036166,2
6928,1.9595711075216329,-0.709705310944805,-0.49004215170744847,-0.4000482031434416,-0.28925556426703,1
5845,2.684351344751759,-0.98450568050396,-0.717198070057858,-0.5323919217183883,-0.3570855081791745,1
4436,1.0312300474396197,1.4354744881457915,-1.50107574106287,0.0976124671509045,1.4708084932952834,1
6161,1.001989863524881,-0.8961392112141972,-1.082261109768734,-0.39855813305867704,-0.03650469773600458,1
643,2.882161879590303,0.6319006014439316,-1.3300820292685185,-0.817125581475878,-0.26481813654877867,1
6582,2.4221578299900077,-1.558454338361732,-1.0327634381383597,-0.8633641647796509,0.10503052332966398,1
6619,-0.6961881638863145,-0.8907433687652677,-0.4390142193983901,-1.0016938917492775,-0.5143648656599642,1
1087,-0.9572739085942839,-0.12633504096813106,0.42378937295213354,-1.2305037783968478,-0.6430566639227886,1
3319,0.01563250078670722,0.6459867098240156,-1.311668502077798,-0.33453455537417215,-0.7083951640813084,1
7826,-0.2142953201002869,-0.8086061472930881,1.8501732595579592,0.5778155460966642,0.7812132072517061,2
5979,3.808743554229883,-1.7258806443584582,-0.6787133656059361,-0.03355575637949326,-0.15439216839312886,1
11259,-0.9463872481614543,-1.7364033701900181,-2.1863363881790177,-1.7253551491524326,-0.12424879463304007,2
13818,-0.4347495288798564,-0.8452106229117755,0.23254415597586728,0.8293227558406895,-0.3158926978830913,2
5664,-0.6441265228544159,-1.2821788180108005,-0.31851149229161835,1.788129681646227,-0.14152503973898511,1
13158,-0.6019935937466289,-0.1480823153301244,1.4471665027068477,-1.4661192460574175,-1.0548170718185028,2
4144,-0.5110998744327608,2.200499594517333,0.09200507235556175,-1.3860599820929462,-0.6815607962972771,1
467,0.022344002772260035,2.6295052160120203,-1.7099161036914736,-0.8978857577389747,-0.468044185978138,1
8740,-0.7504267553520139,0.41446786949294356,-0.2245757613496719,0.8837796003641628,-1.61477765864069,2
489,-0.43966013898723494,1.6250530580837839,-1.5303656310928746,-0.7968151902919441,-0.11766844428901131,1
7082,-0.23495623462776713,1.7428067644506653,-1.8619396095495717,1.1506061071003897,-1.0025382646956333,1
12406,-1.1540983525880324,-0.3151884729425625,0.8070183074761555,-1.5952360106183412,-0.9308072409904711,2
3023,-0.06802755666246404,0.6503321342771559,-1.4055997554168773,-0.7213563034601042,0.006071356238822934,1
1191,-0.6176857236702327,0.6490138035350381,1.3850010530636172,0.47125435411933947,-0.17406298333310485,1
4750,-0.5925173762531031,0.9741457258189934,1.1372058927354964,0.08019478727851409,-0.837832301941766,1
7100,-0.3213977665630583,0.6666921997631964,-1.0829854996041997,-0.9413767192193829,-0.26466163749714294,1
7453,0.9778887153778201,1.3649598698507897,-1.2947426443927708,-0.030722379297081465,1.5919523968905536,1
11109,0.5067659560472839,-0.47352984661246145,1.1789333852993966,0.9781807620727314,0.7557681471033084,2
8716,-0.46804982106541115,-0.4957984670696785,1.789345191068305,0.6809029556985408,1.3146921944206416,2
14715,-0.30900106268585653,1.2956908491932433,0.40828156848012814,0.5262325284199573,1.0544571939141707,2
12397,-0.5151443572390848,-0.6503156401679064,-0.20002538793259225,1.3117757233459304,1.7029727384516324,2
8818,0.9241876529675389,0.4992825876138718,1.0948003542206852,-1.146434573991352,-0.6361844241489735,2
12762,0.28183215406678735,-0.45803687951225647,1.5123496298049153,-1.3241887754330068,-1.138250477316015,2
9925,0.39291022606435944,0.4335485351914138,0.831649184883659,0.7766209052808453,-0.6932745081795529,2
13227,-0.30397345162113987,-0.4495363037491136,0.4520439018682147,0.11720532040857153,-0.44404660850514105,2
6465,-0.14841056833112803,1.136685130037708,-1.4776003559605035,-0.8597099715387041,0.040763763944745526,1
6328,2.1196608725937174,-0.37393393502657873,-1.044626050739722,-0.5955630784088025,-0.026341974063083286,1
13013,-0.510879336209951,-0.9247895550197641,2.1280417789429555,1.0611465420456507,1.3834769619711442,2
8512,-0.36678436709668905,0.3722966612723584,-2.4077157300897176,-1.5703858127460997,-0.7122408577896069,2
14004,-0.6053075508118282,-0.793051332783749,0.3647781310148306,1.2921912881453799,-1.1939679719382954,2
5053,-0.0910591392622915,1.4564880084810181,-1.4677082171927929,-0.43606878722509046,-0.6759399642215194,1
11879,-0.6702789275511287,-0.30813887322292777,0.015418902963749453,1.9606466451937552,-1.7077647413495092,2
3256,-0.17935087428505456,2.167235166809809,0.4414390426610705,0.33233230711213213,-0.4429088186020355,1
3598,-0.3014560132263938,0.8021258598240928,1.4889730007170656,-1.398924053635857,-0.4237051808168581,1
12093,-0.25762719832196945,-0.6966362666806081,-0.2967221554286896,0.8108321627584505,1.3996904737021882,2
12298,-0.5237662626163021,-0.27984032783407964,-0.1151485490787692,0.46535129083293697,1.5851324099582143,2
9832,-0.645515693863033,-0.7541314471086161,-0.1797666567151921,-0.05911480991850912,1.1510847689213883,2
11610,-0.7782120591796149,-0.9265700134907536,-0.4322652952619058,-1.0051517775435768,-0.12572758835618333,2
13327,0.10888350790465348,-0.003424150787409541,1.0571772474567434,-1.1229780235307665,0.48773553568719263,2
3442,-0.5405518706413759,-0.6295996813019924,0.5359605900508787,1.2826829103262611,-1.1445875741817746,1
9530,-0.5173631228775564,-0.2343009050557957,-0.3839279221672621,1.4215633229041618,-1.2796449787134028,2
12795,-0.6333072860318928,-0.6577332865541384,-0.49496283340662844,0.9614635160110379,1.976920798605053,2
10776,-0.18141004271358524,0.15570319766952928,0.6996107376730668,1.7027098385288302,-0.015432849098278023,2
6609,0.4408106199514976,1.0522516450864179,0.8863483587441187,-1.213470262999135,-0.28213901124283086,1
4957,2.0259987581526215,0.06693594411686188,-0.24581478389331257,0.06690474885933195,-0.4799917546821202,1
4519,-0.6356675778559434,0.13930295399816006,1.043994106677625,0.013967249441717566,-0.8069173159036738,1
1136,-0.544705857247544,0.2803470670186556,-1.187671992555059,-0.8419383698991986,-0.2765443016191485,1
12854,0.32054898453272807,0.3032246154429838,0.4141430830088928,0.06543739135732458,1.9119939803369475,2
8694,-0.759061164216574,-0.8034349367298537,-0.886354827966655,-1.4405833717875143,1.4930923289601334,2
7401,2.5174740128592505,-0.34424334896039516,-1.3149145879878326,-0.27143765018870325,-0.29592789950754045,1
10835,-0.6089596551891365,-1.4100464768067407,-0.2733062495171802,1.0246909491749268,2.3591201869855656,2
9798,-0.21294353876532318,-0.5041184911275399,0.21664147396148503,1.086304480519739,-1.262616082328765,2
8634,-0.3994922787204906,-0.9664959537792845,0.383934028713791,1.3047573018678589,2.4640377294079623,2
13047,-0.5463830774177169,-0.7398618728692455,1.4206833974617865,0.3800288460117269,1.284210641885995,2
1651,-0.24979681659952535,-0.7456786989540538,1.1272070036476436,0.5681284703405054,-1.1308040341836425,1
12647,-0.6289986955917185,-0.7916493599948738,-0.5150576406152946,0.5788464454600781,-0.22366756826751474,2
2595,-0.5141538501429801,0.3329820405761913,0.4661368395266647,0.3373481809320792,-0.8496623112129793,1
14790,-0.46506341548850383,-0.582738485931981,-0.15667667610093328,-1.1250464682420391,1.8944347478269892,2
7327,0.0026301967450798394,1.4473289501664626,-0.04569975582116967,-0.24711615020935385,-0.7135003486952276,1
11524,0.7400492198552023,2.4045464772955514,-0.11799706716017376,-0.6609846854945518,-0.49201044003547184,2
10293,-0.23426106478364622,0.619791517463977,1.3658348804278682,-1.0518668632489858,-0.5972569114174571,2
4308,-0.7995848811607544,-0.90324653834156,-0.11003453346085593,1.2376006347039008,1.2245852265223303,1
6710,1.036472411421672,1.8375644064794747,-1.7178521727900817,-0.7747546575683416,-0.48966862431200275,1
2861,-0.12400166928625846,1.2728184813934933,1.059079790677004,-1.2334618986906987,-0.2834386872999086,1
4424,-0.39641198320159177,1.9587495072319472,-1.6073351279982235,-0.7545968601050295,-0.5790513765338317,1
11279,-0.088035763852363,-0.13124252846839463,0.8791480559231757,-1.2472264136992308,-0.3926751671969476,2
4929,1.3127837329031924,0.4165982502847948,-0.4797716652779233,1.150642153118319,-0.829268988244809,1
11569,-0.5308255824416763,-0.6366228455007168,1.7122968862119705,0.028451013054024227,0.8886620569395824,2
4447,-0.7853789757374293,0.6974400068483319,-0.1599418883347482,-0.3574816626924066,0.1008362714357714,1
9020,-0.834064466580569,-1.5576937691922388,-1.5386261989234316,0.5995573231548585,2.473155116061736,2
12594,-0.3618677061666171,2.384409462120881,-1.5762611064390784,0.2850187864087624,1.0793387940798342,2
13716,0.4560693652087544,1.3149046757144411,0.5598073287968074,-1.116491087631448,-0.5005906986971176,2
2118,0.28560411051901174,1.6913954746545916,-1.6805404720749249,-0.38462461254546204,0.7559685745062661,1
3970,1.5187178212100672,-0.49667877059117094,0.2571647800534687,0.4641213985650928,0.8324219673042312,1
11479,-0.4987994710657516,-0.6388635553754479,0.039549350907094244,0.5789562387462323,-1.1111443776464294,2
10375,-0.7893258455265862,-0.39802473677161504,0.02158853520271367,1.9876426732116752,-1.6969058233422742,2
10427,0.512946542555584,1.0667432328884427,-0.37469425569401327,1.2375188582302583,-0.8851279491648947,2
11776,-0.32586925342667183,-0.8029257416254657,-0.12774542369253883,1.0771623752224844,3.333722460169481,2
13252,-0.8928088594441649,-0.9061591906148752,0.35059872456040625,1.394760281901572,-1.3146132847447625,2
7575,-0.5393663411554057,0.16214423643374654,0.030261545783989707,1.762067017978113,-1.0453842512028313,2
12422,0.3246962661888906,0.5365625613054525,-0.23326004096326922,1.3176489341953943,-0.5094642117057706,2
6116,-1.0346291879978446,-0.17402415778027344,-1.1219634177824604,0.23672722857822032,-0.5808849567945605,1
4911,1.5859894963537298,-0.08065990328770256,-1.1932311312716317,-0.2897562725114329,0.029087409699299627,1
13569,-1.1854498994792981,-0.4586126266864936,0.1629723798319534,0.8911237759410092,0.9432178903867451,2
214,1.2898850364835373,0.32589673582520734,-0.07672378865181659,0.12000171776091464,0.952233115799987,1
3754,-0.3653882600126728,-0.1981524303202694,1.9432353445836381,0.3967851916879551,-0.8023938134300106,1
13573,-0.8803394082953417,-0.5631188593971005,-0.6665294311752408,0.41239906577341995,-0.5436971946384844,2
6032,-0.8025056511009698,-0.990853887002948,-0.5514139120871041,-0.011226200136445715,-1.3861257323738103,1
11687,-0.2100048835196526,-0.7269009342040099,1.4553613308983495,0.7605634607377012,0.5278058492522654,2
5168,1.8062501352850782,0.6416398282804466,0.01636752000134037,-1.0937203575167043,-0.33047308985752427,1
10415,-0.5731801887842363,-0.737776994556144,0.8312311764014526,-1.066519617330124,3.3894907294375316,2
13736,-0.3157304378325662,0.2315724687763852,0.19892149150319416,1.7637425857593265,-0.5095159690991062,2
10664,-0.5379946500974091,-0.7921581610239573,-0.36214534317623487,1.536750669314101,-0.45391044892900856,2
13981,-0.11747667927047863,1.5047244002691555,0.6068648939041476,1.0256933816330858,-0.4674705736004349,2
4502,-0.3560583388456315,-0.3553527167632397,1.7769345374899226,-1.1650855575680048,0.17316619784600054,1
5975,0.21808150524256434,2.059824152223929,-1.2912567956900765,-0.9429591806469819,-0.30980206651678377,1
4727,-0.6038659956148524,0.5748952457952935,-0.19969043800260755,-1.0676709318872986,-0.49271882691729846,1
4145,-0.5033325583939847,-1.005920275016899,1.9856215590725226,-1.8472911303227582,0.3852844864845625,1
3485,1.2785193833356603,-0.42386390385293193,-0.7862719372806671,-1.084142717229925,-0.09571291969330592,1
5505,3.844592392297748,-2.059562851375191,-0.4915190688832357,-0.9551715678842057,-0.36852130802020844,1
9129,-0.7397485976062353,-0.9430355332550484,-0.4793162206931731,0.7863332301215609,-0.2713681768151261,2
5407,-0.5416849385896679,-0.4416464302985663,1.2155487362053785,1.6428174484818816,-0.18202012929640374,1
12897,-0.4220629468168373,-0.9342115116145325,0.24214687202072285,1.9535277714603367,2.245126997862906,2
13386,-0.45114452169857483,-1.1487802919712358,-0.6858342570108701,1.2009890092139264,1.3368182443631464,2
10815,0.2502407269088039,1.0297495925479299,-0.0648657487927258,-1.092004781481402,-0.4342339963640646,2
9551,-1.0869425501523304,0.3174738113611403,-0.20412546905678822,0.7758877335854937,1.83084833244162,2
11119,-0.01894481324291586,0.5577331226111062,0.2275767553186828,-0.8707205398211669,-0.23965464098837788,2
12371,-0.8196218014483408,-0.5956024646169542,-0.08533616117656294,-1.4578032959960985,-0.023821990623012046,2
13268,-0.7455878501945569,-1.0499292664400168,-0.03584557739163123,2.3618691567199397,-1.7011646456076641,2
11988,-0.8578249879257296,-0.8199699513682936,-0.8636544127287856,0.03320965602621019,0.5846698148420346,2
13706,-0.3700952622757283,-1.0815341800998706,0.9520001347074979,0.742525879082934,-1.4484824644492564,2
3872,-0.32590020748686405,1.5156727431653745,-0.11532014443233281,-0.8208096217634102,-0.5894591218258675,1
8553,-0.7528883136005098,-0.7716094820233388,-0.23488029072406597,0.835189025150086,1.4922270597663463,2
10172,-0.41244786710448417,-2.430180404735405,0.25066767753071106,-1.0497828612483855,0.6021760273296483,2
8217,-0.5241070484745577,-0.12062951861036558,1.251674196032846,1.1936787121257189,1.2349977484226486,2
