X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
0.74369764,-0.7503575,0.5054684,-0.9717104,-0.8962445,-0.45100427,1.4913812,-1.7772241,-1.7789837,-0.85632825,1
1.2432431,-1.1277401,-0.8542918,-0.058371216,0.6136818,-0.57479817,-0.088223934,0.18265733,-0.21545371,-0.12799183,0
0.15801123,-0.43693933,-0.13033727,0.09294461,0.7671064,0.8542918,1.1047455,0.1554443,-0.5572031,0.39057395,1
1.7960035,-0.8725662,0.7482419,1.6773479,-1.1344318,0.96225107,1.0179174,-0.98824143,-1.6115397,0.2668599,0
-0.060991883,-0.5877452,0.20324749,-0.8158349,-0.14409156,0.044434145,0.9302574,-0.6992222,-1.4359112,0.39370093,0
0.07335016,0.9228879,-0.6042006,2.5351486,1.4779582,2.5427158,-0.079752654,0.8416179,1.181056,3.0909328,1
-1.1831801,0.8539611,3.1943464,-0.9605769,0.13550426,-0.5988008,-2.6736624,0.7397512,1.7374842,-0.5434566,1
0.9319041,-0.015174307,-0.49014592,0.41670817,0.6841191,0.4513355,0.36190128,1.0713007,0.05840461,1.0182567,0
0.14954948,0.7128521,-1.2230732,-0.83297145,-1.1299169,-0.48441923,-0.027073495,1.2730238,0.42991638,-0.111792594,0
-2.4310741,1.189294,2.7866488,-0.7177839,0.05760461,-0.94871604,-3.9686418,-2.2427201,1.7433718,-1.256935,0
1.5030313,2.0825737,0.5055829,1.4947066,1.301567,0.396439,-2.0201738,-1.0013521,0.54783773,-0.98448706,0
-2.3371766,1.6996613,1.067308,-1.0980706,-0.39328286,-0.7520361,-1.3709403,-1.2948774,0.1445997,-0.9252457,0
0.043820605,1.6844453,-0.32654628,-0.27111048,-0.11015469,-1.063976,-0.04336381,0.32233205,1.0567591,0.43162975,0
-0.8472215,-1.1095364,-1.0524886,0.3972776,-0.44263065,-1.160826,0.16554159,-0.037168734,0.09798347,-0.96081555,1
1.193454,-1.3475342,2.2652202,0.3155433,1.264153,0.098871365,0.029390931,-3.2737055,-4.068681,-1.3425447,0
-0.09019694,-0.9295626,-0.9311984,-0.38589612,-0.8545077,0.30290723,0.5648668,-0.7750091,-0.77367747,2.9813838,0
0.31692782,-0.3699857,-1.0285838,0.25861955,-0.9041983,-0.6587484,0.8310584,0.14779626,0.22599971,-0.062141567,0
0.37595206,0.51211774,-1.6940936,-1.4040365,-0.5049913,0.19234808,0.18087843,0.93696713,0.9225909,0.2022689,0
0.997052,1.3616004,-0.63266164,-0.17759983,-0.48628637,0.4100546,-0.34202516,0.04655704,0.5798933,1.4340224,0
0.67392886,-0.702912,-0.2823938,0.43759832,0.38705462,-0.00024613738,0.36875868,-0.43912554,-0.52173334,-0.62745315,0
0.5177751,-0.48946413,-1.332952,-1.7018209,-0.83044565,1.3903139,0.41621226,0.9569745,-0.024402037,-0.41910005,0
1.219259,1.3575668,0.5232359,1.0359071,0.8509594,0.64500004,-1.2528791,-0.006597936,0.47396085,-0.7300739,1
-2.2416213,-0.5026439,-1.0979234,-0.9108733,-0.61914504,-1.5692203,0.28304887,0.35689968,-0.37086645,-0.625662,0
-0.40547505,-0.04899884,-0.43257797,-1.2049302,-0.46581492,-0.7538251,1.1587824,0.8030213,-0.86563945,-0.4210866,0
-0.094697885,1.6104106,0.025460184,-0.76007104,-0.052095413,-0.06232886,-0.7522529,0.0085437,1.0588412,-0.6053691,1
0.46146634,0.34061313,-0.49626085,-1.098656,-0.8261964,-0.08247748,1.0554312,1.2506486,-0.2738154,0.6188946,1
0.27050197,-0.7182589,-0.07115708,0.54658735,0.9945288,-1.4448014,0.03126914,-0.79100764,-0.8147962,0.44313237,1
0.60498863,0.8571931,0.91248333,1.225647,2.221872,-0.46667746,-1.8269267,1.3354878,1.4735968,-1.3681458,1
1.8538213,0.5969027,2.2842855,1.1608379,2.9556253,0.10268858,-1.6561564,1.1219444,1.829329,0.74254495,0
0.60909677,-0.45119643,-0.5671644,0.6201351,0.14875674,1.0038397,1.588666,0.09355045,-1.3839693,1.5928,1
0.55372024,-0.87360144,-0.8912187,0.984483,0.13903224,2.589156,-0.10067598,-0.09007654,0.18265219,-0.877543,0
0.8434255,0.51023716,-0.41417462,-0.651667,-0.74673796,-0.7243302,0.2910784,0.7067522,-0.2486376,-0.34932154,0
0.15115914,1.3209939,-0.36239684,0.9643594,1.1693771,-0.17288364,-0.08912149,0.31921914,0.6536653,-0.47202697,1
-0.5841645,-1.2138444,0.059017733,-0.22612655,0.14210999,0.90198076,-0.29274732,-0.9796505,0.19743928,2.6038074,1
-3.8011193,-1.6547366,2.192175,-0.370601,0.047603685,-1.1361829,-0.21259493,-3.4786947,-1.1673927,-1.242824,0
-1.5142567,-0.27622026,1.9833196,-0.30414122,1.4370929,-1.3190556,0.92720544,1.1550757,0.3054812,-0.29581285,0
-1.2497039,1.4512722,-0.65401506,0.7218486,0.79756343,-0.84835434,-1.1791651,0.27609566,0.7415748,-0.843818,0
0.83215606,0.9860988,-0.37131593,-0.73699105,0.3464372,1.3881571,-0.7723533,0.800526,1.1642318,-0.47079787,0
0.21508949,-1.4534993,-1.1710124,-0.9927334,-0.69805247,0.8325208,0.7335339,-0.0086758435,-0.17654076,0.2577145,1
0.99668294,-0.85149455,-1.0639706,0.12216847,-1.4001508,0.33063558,0.76244366,0.41191578,-0.592464,-0.9675846,0
0.6621806,-0.120199315,1.175065,-0.37181115,-0.63527983,0.39724854,1.062152,1.0749066,-0.57545805,0.767548,1
-1.9289435,0.73660815,0.3177479,-1.4795727,-0.74192387,-0.49603352,-1.4850721,0.40700954,1.2494829,-0.65671825,0
-0.79750216,-0.7551911,-0.4470051,-0.667575,-0.5791851,-1.0887433,0.7909752,-0.70659167,0.019307911,0.5477271,1
0.6491324,-1.3597339,-0.6311514,1.957515,-0.36551023,-1.053796,0.09467447,0.39951262,0.36528242,-0.44557697,0
-0.29025745,-0.1000061,-0.092898875,2.1591911,4.1897264,-1.2122481,-0.11529842,1.7266701,1.0905257,-0.058767475,1
-0.044792563,0.15080377,1.0954661,-1.5223866,-0.6551645,1.6044064,0.3911912,1.1330992,-0.16130953,-0.8074101,1
1.1907141,-0.78827107,1.4148474,-0.28967908,0.15745229,-0.13090296,1.0766897,-2.1061575,-2.7254407,0.43182606,0
0.9740462,-1.2939348,-1.2567554,-1.3854904,-0.94042623,2.4471946,0.15097952,0.24829054,-0.025768187,-1.2868098,0
-1.5516762,-0.36301276,-1.0420356,0.46663204,0.6674927,-0.8867758,0.49954152,0.62878025,-0.36810488,-0.6084212,1
0.78024864,-0.9727001,-1.4312676,-0.65549284,-0.70554954,0.9498904,0.25282267,0.6288402,0.2366433,-0.724618,1
1.6762033,1.4521313,-0.5370147,4.0710807,3.0727243,-0.42492768,-0.30607432,0.44453648,1.2028377,0.24433243,0
0.90981555,0.88787174,-0.6503608,0.35739657,0.62634087,-1.4662236,-0.50167537,1.459718,0.87208796,-0.20671609,0
-0.9315654,-0.30316404,-0.8324621,-1.3115274,-0.9064854,-0.832294,0.5730406,0.369982,-0.41554612,-0.2379244,1
0.5221786,-0.73147035,-0.54303694,-1.3281845,-1.4035294,1.4580576,0.049597457,0.1968655,0.12478805,-0.014459603,0
-1.274045,0.9173709,-1.4114776,0.8500497,0.17810778,-0.32810214,0.028612964,1.1808338,1.0039505,-0.4584502,1
-0.39032814,-1.2791203,-0.41576597,-0.080477,-0.033702664,1.1614804,-0.6119564,-0.7005169,0.013649568,-0.36276996,1
2.139578,-1.1027887,2.1661913,3.4505935,5.309242,-0.27082905,0.5642537,-3.4899786,-2.1337209,-0.47720343,0
-0.19883762,-0.023614552,0.59723735,-0.84830046,-0.61084354,-0.6839576,0.9315389,0.32824972,-0.6963328,0.077780515,1
1.3685493,1.1232696,3.368399,-0.9662663,-0.3009539,0.5678284,-3.3562322,0.5560991,2.7098646,-0.76924866,0
-1.0167663,-1.0292493,-0.15884145,0.028358385,-0.85971445,-1.8377857,0.30578086,-0.30818155,-0.10520309,-1.027505,1
-1.1453791,-1.487687,-0.5687826,-1.0576622,-0.8916224,-0.4099326,0.78776276,-0.0023218244,-0.08053124,0.6425917,1
1.4442266,0.29333055,0.2773193,-0.88692623,-1.0252931,0.30179307,1.2596707,0.30414796,-1.0797993,-0.96398056,0
-2.0330627,1.2163591,0.2235367,0.059028387,-0.88744813,-0.7974887,-1.1623381,-0.13296872,0.32092762,-0.37743455,0
1.1565658,-0.5441513,-0.32503825,-0.2276306,0.18957576,-1.2520247,0.7609347,0.40080556,-0.35035852,-0.66519254,1
0.94314265,1.5152509,1.078545,0.24873294,0.66408974,-1.1815667,-1.9915226,0.7119965,1.5694128,0.61707556,0
-1.1454076,-0.94617945,-0.82576656,-0.55799496,-0.014310181,-0.30858195,0.53030145,-0.2438953,-0.60057557,2.8410482,1
-0.8156087,-0.44476372,-1.235047,0.18667087,-0.19913355,-0.06170695,0.6081998,0.15400869,-0.4948716,-0.33029884,1
-0.7558266,-1.0469755,-0.32389373,-0.2419725,0.11638372,-0.9457592,0.22686225,-0.35066065,-0.15764612,-0.06692486,1
0.73930985,1.1883762,-0.03485766,1.6520981,1.575356,-0.21189988,0.035742044,1.1745713,1.2974472,0.55969167,0
-0.03863952,1.5692835,-0.5608782,0.3288051,0.3229542,0.46119702,-0.5398237,-0.030733913,0.47742957,0.3429469,1
-2.0810437,-0.708549,-0.01091738,0.15044275,2.062228,-0.5169494,1.5103416,0.18366003,-1.0383179,-0.56262213,0
-1.6530588,-0.4693805,0.4189717,0.4357946,0.31960672,-1.5222484,1.283047,0.06686753,-0.64788514,-0.7938993,0
-3.0484843,1.3408091,-0.21475306,0.3045966,0.14312443,-0.92802423,-1.1016744,-0.17398855,0.99735856,-1.4994738,0
0.7343929,-0.09848735,0.7025827,0.6042101,0.15870625,-0.813723,1.1204749,0.34096843,-0.89152277,-0.012490347,1
-1.6829977,-1.1252594,-0.07445046,0.7116342,1.5378755,-1.0757985,-0.2150801,-0.93343174,-0.005761344,-0.3339043,0
0.36194167,-1.0809301,-1.3858589,1.1867073,-0.3687853,1.2553862,0.35112143,0.42042357,-0.26114428,-0.1873894,1
0.23626631,0.47672218,-0.42302418,-1.1246285,-1.223468,-0.05871655,-0.7388397,1.1305029,0.63187766,-1.3972788,1
1.4672868,0.92874825,4.2492704,-0.48411375,-0.9867183,-0.00064092875,-5.546566,-2.2498565,2.7160642,0.13418466,0
1.9393054,-0.0035876036,-1.2845542,3.428377,2.8913858,-0.828467,0.82120883,1.11734,0.21959314,-0.9571548,0
-0.568813,0.1951532,0.95515245,-0.34653512,-0.81657463,-0.67277646,-0.273533,1.1909778,1.4665936,-0.9462515,1
0.7759968,1.6004399,-0.51030374,3.371889,-1.6308341,-0.46870482,-0.8379007,0.27101514,0.43049347,0.92372096,1
0.22146332,-0.4057341,-0.7777169,0.7997496,-0.9175606,-1.1172495,0.41767538,-0.086564384,-0.3564674,-0.37624538,0
-0.9000783,0.16999537,-1.3570342,0.7722548,0.73454535,-0.933699,0.5726445,0.5263876,-0.5237707,-0.19178164,1
-0.08506429,0.37781206,1.5862198,-0.84735614,0.16888368,-1.1288669,0.12610164,1.4257538,-0.32199335,0.74652076,0
1.0454767,0.9732318,-1.8443083,-0.3935414,-0.056486066,2.488221,0.25149283,1.2851176,0.68504417,-0.9464667,0
-0.4666037,-1.5587034,-1.375368,-0.023986207,-0.6611494,-0.77772355,-0.091250926,0.6458855,0.15308638,0.18104397,1
-2.6989145,-1.0200329,0.63753635,-1.7369307,-1.1503233,-1.1877215,-1.0955889,-1.3176215,-0.027389346,-1.1261857,0
0.705084,-1.142789,-1.5477602,-0.7330507,-0.9887475,1.1179936,-0.277046,0.1343205,-0.01779981,-1.0272027,0
-1.6202908,-0.37241268,0.20231286,0.10444406,0.20370692,-1.046034,1.7752118,0.6981315,-1.0039471,-0.5706979,0
-2.713948,-1.1193601,2.0590982,-0.41937482,0.88972867,-1.2677416,-1.1518239,-1.9687985,-0.6628784,-1.6320448,0
-0.39537016,1.1131685,0.20523539,-0.16886674,-1.4410694,-0.52593815,-1.6470957,0.42978558,1.220852,0.14141294,1
-1.0081816,1.6079903,0.96693057,-0.7015474,-0.35536182,-0.41868836,-1.6654538,-1.4308499,0.8200227,-0.32469124,0
0.10893462,-1.2211123,0.56388235,-0.6111194,-0.63426113,-0.9583351,-0.06453856,-1.097031,-0.8083117,0.52017367,0
-0.35903203,2.0124779,0.8477659,-0.7149006,0.2845339,-0.49057296,-1.8732383,-0.8856168,0.57365763,-0.31196415,0
1.2539594,1.530399,-0.70395774,0.20261255,0.3471337,0.5437633,-0.28927624,0.49565446,0.7011877,0.64119184,0
-1.0938005,-0.42042556,0.21576789,-1.1855245,-0.6528498,1.0315696,0.96992457,-0.25230318,-0.8680434,2.5813723,1
-0.94385314,1.1937056,-0.23948617,-0.59995025,-0.3309141,-0.9930858,-0.9360553,-0.17679304,0.70787644,-1.0261981,1
-2.669439,1.3176925,1.6612326,0.5629921,1.1129818,-0.8126854,-3.2277622,-0.03448613,1.6927521,-0.5640048,0
0.39006427,-1.7765313,-1.1514003,0.7808599,-1.4346778,-0.9351936,-0.42340168,0.026708469,0.7037265,-0.51650333,0
0.124099165,-0.09688455,-0.1272185,0.65847886,1.0977365,1.240856,0.59927493,0.9423513,-0.19093254,-0.49653393,1
-1.0358763,1.1677998,1.1410705,-0.15170446,-0.16659275,-0.81980777,-1.0992396,-1.2109426,0.35520282,-0.12881823,1
-0.08532182,-1.1416744,-0.65134645,1.0475675,0.6021345,0.107204735,-0.22821823,-0.12478286,-0.023539618,-0.1488499,1
0.21766938,-0.8891102,-1.420347,1.6315001,1.2692561,1.7782607,0.023587137,-0.20278701,0.23314416,-0.16668278,1
-0.5378349,-0.91865724,0.17206532,-0.69409513,-0.14252299,-0.041609317,0.7428999,-0.7428843,-0.49036187,-1.323223,1
0.24772567,0.59715766,0.24574733,0.8490375,0.5578267,-0.34447885,0.70293045,1.6744225,0.5243526,1.0188718,0
0.19717163,0.75831497,1.1420912,0.6234426,-0.2370739,-1.1212267,-2.0514266,1.5261748,1.8358034,0.32658985,1
0.96706456,-0.9117189,0.77007616,0.32659063,0.8803749,-0.76945215,-0.39436564,-0.47570938,-0.16486701,2.2021341,0
-0.52064866,1.1113398,3.1554015,-0.7977971,-0.62977916,-1.1267159,-4.298469,-1.5495898,2.5530457,-0.06585811,1
1.0886414,1.3242161,-1.3577654,1.0684804,0.035226047,1.0852792,-0.12573877,0.61102104,0.48165983,1.7485974,0
-0.31920195,1.9066993,-0.8252897,-0.51613903,0.55433077,0.058096826,-0.0680017,0.8540945,0.44121757,-0.33322698,1
-0.18202795,-1.3688389,-0.046788335,-0.09982002,-0.17358273,-0.24185066,0.07119577,-0.1779947,-0.1002841,-0.8990769,0
0.58157575,-0.26722497,0.5328673,-1.1492972,-0.2946681,0.088971674,0.4932913,-1.0325809,-1.0313578,2.3082974,0
0.27654198,-0.59942967,-1.2960274,-0.17115238,-0.79575515,-0.7969729,-0.009100147,0.23071013,0.23245823,0.6567384,0
-0.7975429,-0.6450665,-0.5168746,-1.3224597,-1.178838,0.98095894,-0.067482084,-0.82459146,-0.5354192,3.4419038,1
-0.16524202,-1.0450035,-0.5985004,-1.023615,-0.7488862,1.9322661,0.57787144,-0.26423997,-0.825586,-0.52940047,1
1.7515266,-1.4080051,1.603838,1.0514138,-0.23734868,0.23811346,-1.5723943,-2.7389157,-0.39677584,-0.10663855,0
-0.4807508,-1.3644212,1.1110066,-1.1410885,-1.1777179,0.22451669,0.60412574,-1.4244874,-0.77425325,0.5171566,1
1.6668595,1.2604882,-0.154258,1.3749752,2.6636353,0.98570436,-0.8978927,0.849082,1.6261454,-0.20552751,1
0.0022892058,1.0875946,-0.011742979,1.5604259,5.1904182,-0.27197567,-1.3790615,0.8024854,1.9262688,-0.32205397,1
1.0061688,-0.26204872,-0.8676217,-1.2501743,-0.39518082,-1.020698,0.6533259,0.3380137,-0.4469138,0.14772752,0
0.90363437,-1.3771671,1.7751584,1.6717422,-0.26298872,-1.3172216,-0.33380434,-2.8278115,-1.6885298,-0.4109052,0
-2.0931644,-1.4230876,-0.40901583,-0.021579206,-0.31271675,-0.7102699,0.35469258,-0.19372004,-0.82882774,1.6582675,1
1.2368336,-0.82179326,0.11004222,0.16964954,-0.52092695,-0.56427586,1.0646825,-0.04973787,-0.6113249,1.3032521,0
-0.17520998,0.55614847,-0.3602281,-0.0772399,0.36407846,-1.0844088,-0.8708917,0.73771095,0.9112621,-1.0394791,0
1.4439193,-1.3056718,1.1778796,-0.49123803,0.94160575,0.85983825,-1.1452372,-1.8373401,0.1482514,-0.2861136,0
-0.9156085,-0.9762375,1.4878993,-0.32622564,-0.38845187,-0.26269016,0.5883148,-2.217505,-2.6468513,-0.34719473,1
0.33898097,-1.1083835,0.084298074,0.5032711,0.23506045,0.021243572,0.56990826,-1.2504308,-1.4894513,-0.7946495,0
-0.03276521,0.360359,-0.7541268,0.7117818,-1.2412372,2.3327315,0.09672007,1.1735723,0.6676371,-0.5135764,0
-0.34968576,-0.72930145,-1.6373093,-0.49761564,-0.9850232,-1.3254561,0.13231808,-0.1065948,-0.3864523,-0.14276361,1
0.21535134,0.88936734,-0.40302145,-0.7890066,-0.08204886,0.76131266,-0.73152024,1.6757481,1.3434993,-0.017533552,1
-0.053815544,-1.1543424,-0.3294561,-0.666572,-0.65159005,-0.550537,-0.5753032,-0.56948906,0.07683031,-1.036143,0
-2.8043954,-0.8408446,2.2174554,0.13087282,0.2799261,-1.0807778,-1.300588,-4.050567,-1.214571,-0.5640648,0
-1.8615601,1.5020667,1.4126863,-0.5264656,1.670792,-1.5158877,-1.8898538,-0.3741266,1.1741725,-1.1176968,0
1.7152324,1.4051629,-0.77951443,1.4995732,1.4306824,0.12711787,-0.49061367,0.054759443,0.05324924,0.31801918,1
-0.47719246,-0.50123996,0.52300036,-1.178167,-0.040544182,0.17094414,0.8882936,0.43047044,-0.5134253,1.7068644,1
0.18720457,-0.103266254,-1.6172149,-0.26971897,-0.3755983,0.02430442,0.32699835,0.5162177,0.06825344,0.007831167,0
1.4416988,2.184687,-1.1810616,2.5369906,-0.21061298,-0.83259606,-0.77295136,0.043141603,0.6201654,-0.76010376,0
0.27732188,0.81645274,-0.30883792,-0.53350186,-0.8135341,0.21376991,-1.2950643,1.233597,1.5924208,-0.3182,0
1.2197925,2.0621684,-0.4300502,1.5370705,0.9195048,-1.0413291,0.21660274,0.06419632,-0.28809115,-0.43894356,0
-0.08032532,-0.010079332,1.8369048,3.5317943,1.5889802,0.27771878,0.79234767,0.00819844,-1.1602224,-0.26378995,1
1.0293916,-0.2205483,-0.6175628,0.14496636,-0.10575147,1.4442146,0.72278297,0.773082,-0.20226514,-1.3588991,1
0.97164035,-0.48484233,1.6404724,0.39243117,-0.23678872,0.78277236,1.2222941,-2.0865364,-2.2637115,-0.6370527,0
0.6950428,1.7762474,-1.2275575,-0.7715418,-0.3281315,0.354562,-0.11770056,1.362027,-0.08580166,-0.592109,0
-1.8161879,-0.72765946,0.061092407,0.91008884,1.462638,-0.4406104,0.2873879,-0.84883237,-0.9981177,-0.53661346,0
0.9533388,-1.6087312,0.3597763,-0.37719584,-0.3659005,1.8788328,1.0941682,-0.45604682,-1.1510507,-0.31198502,0
-0.5872028,1.3590596,1.6806215,-1.7507906,-0.425863,-0.4028717,-2.2653356,-2.251789,0.26884776,-0.55895245,1
