,f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,class
10,-0.6356529,0.5210312,1.1187024,5.97002,-0.64378506,-0.753933,-0.8916431,1.0711889,-0.83868897,0.25923145,-0.57971895,-0.43241376,-1.2647569,1.2098088,0.9785706,0.15892372,-0.115312755,-0.24204981,-1.8956189,-0.76928574,-1.0680375,0.20972541,-0.757111,-0.5069451,0.5689254,1.5852995,P
11,0.002907604,0.22868562,0.55337924,0.066692635,0.63270545,0.33684236,0.40513623,-0.34690344,0.2052986,0.5357657,1.3014731,1.0984343,0.7544353,-0.743613,-0.15432483,0.38085538,-0.24083143,-0.854473,-0.951733,0.8865673,-0.46609697,1.2760892,0.70689505,0.223355,-0.16542077,-0.78221774,N
12,-1.1893893,-0.4135627,1.7513247,0.13047,-0.12490642,1.609139,0.21379451,2.2043035,-0.06264962,1.3422976,-1.4739233,-2.681635,0.04303337,1.4758084,0.4769716,-0.9737756,-1.2199727,-0.17530048,1.2373495,0.4326746,0.12779722,-1.3053269,1.2294184,1.2737576,2.5951061,0.62130284,N
13,1.828871,-0.8470129,2.6730244,2.5132642,0.8268612,2.032316,0.58988094,-0.0022594854,0.29061195,0.51799595,-1.0403323,0.26022905,0.623377,-0.06490873,-1.1489786,0.6824852,-2.1588633,-0.4769943,1.4775586,-1.0224315,1.4934506,0.43862125,0.39673418,-0.6962577,-1.0222828,-0.6904244,N
14,0.85969937,0.43972093,-0.561365,-1.459065,0.5088999,1.064461,0.24797852,1.3382579,-0.5875259,0.58266133,0.3896422,1.139678,0.42512864,-0.08169635,0.9609748,-0.11555138,0.07185209,-0.89605,1.5648746,1.1620152,-2.436643,2.298658,0.0655693,0.75955915,0.4470553,-1.2543528,N
15,0.682413,-1.0066115,-0.55027854,1.9073813,-0.117902756,0.27185744,2.3069675,0.7536417,0.62301785,0.26184717,-1.6956748,0.94097435,0.124619484,0.3532886,2.3629408,-0.33085606,-0.27686125,-0.057700753,0.13422817,-0.7441834,-0.673362,-0.07617526,-0.45639753,-0.23297094,-0.33095938,-0.7741102,P
16,-3.413456,-1.1918502,0.40967172,-2.5604346,0.6421981,-0.8760285,-0.07625789,-0.568671,-0.30213758,0.67870736,0.6899266,2.1283498,0.4941628,0.90148425,2.0513551,-0.10961987,0.8870568,-0.28857273,0.9951642,2.2984314,-1.3847039,0.26239783,-0.15442266,-0.17035109,-1.2479817,0.03531252,P
17,0.28490955,0.4978829,0.73883843,0.386118,0.8085662,0.24202508,-1.1489413,-0.29616982,-0.4935512,0.23952861,0.44109994,0.14457262,-1.231268,-0.62814033,0.24775514,-0.72461665,-0.87238735,-0.17530328,1.1772356,1.7109075,0.013707876,2.2688158,1.7763096,0.88783634,-0.9061185,0.94861394,N
18,-1.0124488,-1.4840076,-2.1944745,-1.7446151,0.21371424,0.01922971,-0.85231394,1.9198767,-0.77601683,-0.2656033,1.2364991,3.1718712,0.018014356,0.5209885,-0.40916404,0.13742,0.27347696,-0.82762086,-1.880239,-0.8478403,-0.69190097,-1.2445166,-0.3495204,0.7505376,0.588117,-0.5441336,P
19,-2.960203,-0.06698048,0.044186592,0.53391874,0.51085657,-0.6139803,1.1210083,0.579614,-1.5748335,1.1515162,0.13720196,1.0105257,0.26065567,1.0147598,0.54727006,0.11728844,-0.82722497,-0.5726411,-1.7880704,1.2781906,0.2916898,-0.12927774,1.1782664,1.2756835,0.12703383,-0.91497153,N
20,-1.920588,-0.60470545,0.5256956,-2.2732115,0.4482049,0.16995054,0.72499347,-0.9804162,-0.2739213,2.7416131,-0.9508045,1.7852794,0.043609373,0.63490105,-1.8854305,-0.31934112,0.27049714,-0.42582518,-0.5899271,0.8121349,-0.1879482,-0.28978315,-0.75560695,-0.6666091,0.9623749,1.0438076,P
21,-1.5304984,-0.07498059,1.8500061,-0.7136985,-0.36639166,0.1297459,0.74468046,-2.1182923,1.413719,-0.020964652,0.36303058,0.14859039,0.55314076,0.1020804,1.45119,-1.2874864,0.96352386,0.2953968,-0.19719523,-1.2863586,2.4272532,0.7133852,2.000549,0.3145385,-0.046167552,-0.9409866,P
22,1.7063777,0.31541246,-1.3486788,1.6085713,-0.3864016,1.2367511,0.66700673,-1.5338457,0.5853192,-0.40608835,-0.651876,-0.76577365,0.39792466,-0.43569133,-0.48168504,-0.10734177,-0.115330786,0.5816969,3.0838516,-0.06872386,0.51412547,-1.9031769,1.2283822,0.8014316,-0.93642163,1.7518883,N
23,0.4945721,-1.147563,1.366276,0.9563899,0.20971623,1.587831,-0.8374744,-0.11596434,1.767597,1.784898,-0.13334876,-0.31988877,0.6731804,-0.47866026,-0.11074555,-0.35409185,0.36173296,-0.3666325,-0.05297208,-0.23841268,1.3438371,-0.46704236,-0.3459252,0.2562699,-0.07345545,0.21080972,N
24,-1.5276406,-0.73270357,2.2804794,0.35947704,0.31963578,-0.74844146,-1.1116865,-0.0064358264,0.46180588,-0.43687254,0.495613,-1.1249607,0.6292648,0.59511054,-1.4711545,-0.8318883,0.41301835,-1.7172725,0.77464306,-0.3883604,0.6418654,0.2611102,-0.71259916,0.47886363,-1.9614805,-0.11985789,P
25,0.13988501,-1.168815,-2.2164612,-0.5282726,0.09640181,1.2479863,-0.45102924,0.52538776,0.4861323,3.247766,0.32233042,2.4346457,0.6591228,-0.8433368,0.32695058,0.53822064,-0.8916726,-1.2480721,-0.97009516,-0.1445185,0.06301138,-2.1806395,0.048702136,-0.4293013,-0.32288015,0.32642385,P
26,0.078338176,0.30276275,1.2454113,-2.7272775,1.3512125,1.2314241,0.8513713,-0.03891045,1.0773263,0.53124624,1.4736767,1.2729379,-0.47772828,-1.4504354,2.1217477,-0.7646165,-1.1519747,-0.5079792,1.8628268,-2.4108663,0.16373233,0.018481553,-0.79599166,0.71237886,-0.94340336,0.69180095,P
27,-0.7449821,0.86801976,-0.23288423,2.1944897,1.5680575,0.3187111,-1.3190677,0.33443543,0.23837855,-1.7550716,-0.27718067,-0.991338,1.4996147,0.322838,1.6254396,-0.15940097,0.36379182,-0.74467367,0.9933661,-0.8984256,-0.6168667,1.8721172,-0.18337904,-0.19662666,2.4350767,-1.5265114,N
28,2.144132,-0.7279196,-0.27523178,-1.4105097,-0.3891188,-1.6684834,1.1431427,-0.13059127,-1.8354256,0.3950817,0.91997194,0.9585569,-0.18986627,0.20526311,1.1378165,0.29040295,0.81871665,0.017380655,2.0597074,-1.0193926,2.0680835,3.0749729,-1.4072236,1.3058517,-0.121236086,-1.6302623,N
29,0.97546947,-1.6612802,1.1904223,4.314191,0.60572886,-0.0898034,0.61647373,-0.28887343,-1.3099004,-0.8848012,1.1579081,1.0414882,-0.8907024,-0.010625467,-2.351183,0.1713789,-2.185184,-1.2636265,1.0836773,0.19795567,0.82670546,1.1547021,-0.7261131,0.16293566,1.4938018,-0.98096365,N
30,1.1202896,-0.86808413,-1.420289,-0.65757406,1.7431612,0.43011147,-0.4447716,-1.6010411,3.4428842,0.37628147,-0.47997057,0.31282926,-0.4870077,0.68331623,-1.9130028,-0.56074524,0.5291035,-0.7097079,1.4334261,0.542466,-0.541657,-1.3823546,-0.54447514,1.0744755,-0.15787405,0.40266,P
31,-0.13882554,0.3636281,-0.27479577,2.0506237,0.918841,-0.6397971,-0.9536948,1.0998526,0.07903101,-0.46132532,0.957921,-0.41176987,-0.18695354,1.0714991,0.3658372,-0.1136345,0.37385678,-0.8662293,-2.1826923,-0.28449982,0.6885103,0.5268762,-0.8932419,-0.42264345,0.53743404,0.8363602,P
32,0.92076457,1.7957673,1.5181086,-3.7333927,-0.021036088,2.188671,0.30013216,-0.28795326,0.77093434,-1.6458764,0.23868477,0.49889034,-0.33224303,0.20582399,0.10478574,-0.24272752,0.7172512,-0.20290351,-1.0523857,-0.96368635,0.43280095,-1.0180273,1.9548169,0.73667043,0.32635298,-0.5762075,N
33,-1.3481946,-0.5382139,-1.7489429,-0.9184114,-0.5500514,-0.78700876,0.3843822,0.53327155,-0.57505226,0.48814154,1.3295207,3.0319004,0.39592183,1.0485758,-0.3356753,-0.17738613,-0.12711442,-0.28203994,1.3797779,-0.7827771,0.09934685,1.3059291,0.4414531,0.8834479,0.2696551,1.266443,N
34,2.400333,-0.3121,1.8089998,-1.1736934,-0.4350171,-2.112548,-1.1699663,-0.41148975,-1.0723398,-0.70833623,-1.422988,2.4664822,-0.3399288,-0.622471,1.8165345,0.0054503605,0.69253457,-0.4682191,-1.3033054,-2.3744955,0.46708328,-0.94601655,1.2974011,-0.19209677,-1.0168402,-0.025014296,N
35,-1.4822682,-0.4368269,0.7882321,0.15801238,0.3106115,1.3107381,0.300981,0.6879333,0.12044332,-0.45591438,-0.56131303,1.720852,0.39916617,-0.5930623,-0.75475246,0.25868925,-0.9105742,-0.8209008,-3.301395,-0.46316522,0.00059738755,-0.44311696,-2.2235801,-0.18452956,-0.55710053,1.4019257,N
36,-0.6414265,-0.7385329,-0.9511257,-0.4774079,-0.026539266,-0.98944396,1.5031508,1.7442319,1.1038799,-0.109671086,0.676404,1.7387143,0.45559943,0.78125286,-1.2132121,-0.16967604,1.3006091,0.07824576,-1.6192863,-1.0187379,0.8779069,1.8467149,-0.92587316,-0.37281471,-0.5626208,-0.02511768,P
37,1.5113599,-0.093188256,-1.7678325,0.87549436,-1.2913334,0.6988954,1.6288347,0.43606073,-1.3877544,-1.4596488,1.8629808,1.697843,-0.8476009,-0.18325171,0.98339725,-0.967113,0.4410264,-0.4427458,-2.5114439,0.27672702,-0.038305014,2.4066498,0.9090244,0.061967798,1.074256,-0.02924952,N
38,-1.043468,0.1532901,4.168602,-3.4898314,-0.35337687,1.8760109,-1.6209904,0.305525,-1.4034425,-0.5198695,-0.6377245,-1.9614793,-0.15489632,0.2256722,2.3957918,0.7298783,-0.5652574,-0.507223,0.60784924,-0.74638873,-1.5475864,2.000004,-0.26672852,-0.22653754,0.46039432,-1.1893173,N
39,-1.9448249,-0.97418934,-1.4638684,-1.6757171,-0.0023880303,-2.3799198,-0.88598543,-0.4371539,1.0396196,0.2520128,0.41764724,-2.6021566,-1.334193,1.2666911,1.1436915,0.6951102,-1.8784274,0.16971475,0.02192688,1.0361948,-0.5172856,-1.7395694,-0.87215316,-0.77135605,1.5633899,-1.5363656,P
40,-1.7759045,-0.32957253,-0.29085112,2.8721914,-0.5945148,-0.27427232,1.4232637,0.6197076,-1.8622988,1.9184403,0.25747967,-1.9086386,0.95195854,0.3181339,-0.103959695,0.08537674,0.77878904,-0.5956111,0.2410974,0.41238993,1.1580812,-0.61466444,-0.21260001,-0.073718525,0.4194459,-1.1974897,P
41,-0.6004119,-1.051942,-0.91113204,2.2043388,-0.08611435,0.49903375,-0.2918712,-1.8099881,1.0896214,-0.9116904,-0.39747167,-2.0347016,-0.5178684,-1.0847075,-2.2020028,-0.10013318,0.38051623,-0.8931101,0.551118,0.3115989,0.76255023,0.8314768,-1.5150814,0.5761015,2.049923,-1.3460757,P
42,-1.2958854,-0.59307855,0.5878569,-0.07173562,0.2583044,0.37540036,-0.16058952,-1.7214328,-0.7048957,-0.25926045,-1.7922634,0.1101225,-0.35455936,1.0900902,0.3153744,0.89366734,0.33817917,0.0483402,-0.7990221,0.8004715,-0.09162247,0.16280708,0.5258687,0.6692357,-0.35978878,-0.57218874,N
43,-0.016611576,-0.9643351,1.3372378,-3.0912097,-0.36151522,-0.26711679,1.9632001,-1.8325777,-0.3262862,0.8837087,-0.114114344,1.7491726,0.40486184,-0.37616462,2.4011962,0.012159824,-1.0259552,-0.07909936,0.9715811,0.5005936,-0.20414087,2.0817518,-0.15509404,0.23023754,-0.8050133,0.8480916,N
44,-0.3930429,-0.9200975,-0.3479982,-2.3753006,0.42009556,0.017519534,-1.7034868,-2.1199584,0.22101322,0.77919537,0.24876183,0.35479337,-0.73956466,0.8544421,-0.18338613,-0.33952707,0.27511817,0.24990183,0.9720717,-1.2220832,1.2511849,-0.9508517,-1.2324445,0.0234199,-0.31793106,-1.683651,P
45,-0.97731686,0.15312135,1.2477102,-2.4182808,-0.27883977,2.222954,0.36674207,2.2651465,0.1672369,-0.26000607,3.3608794,0.89707637,0.68723536,-0.36715347,0.1303088,-0.6949756,0.3179794,-0.15391469,0.73852193,0.8329968,0.7922862,1.5495309,-0.12103145,-0.5039699,-0.6592405,0.0064398795,N
46,-0.3643256,-0.61113346,-0.16780138,0.7561581,0.60157645,-1.2644777,0.4776047,-0.5014826,-1.172193,0.8799406,-0.040276587,2.9753947,-0.3475092,-0.19614807,0.84471834,-0.23550043,-0.1898514,0.25657004,2.5358438,-0.8614403,1.5694237,3.063701,0.036894023,0.4242471,0.8491471,-1.7339141,P
47,-0.21571179,-0.4596455,-3.0390701,-2.7621267,-0.25937688,0.3422529,-2.051095,-0.43491873,0.36611676,2.2824218,1.5858338,-0.79142356,0.28551292,-0.57384956,2.403784,-0.0034292787,0.17220372,-0.8060395,-0.8936249,0.06590319,0.70422244,1.2300545,-0.9407551,0.80224735,0.336044,0.18569422,P
48,-0.026375115,0.6129895,0.8598389,-0.12415269,0.49120304,-0.38871086,-0.526022,-1.1839889,2.9941697,0.24496989,-0.69566786,1.4268876,-0.0042231083,1.1018738,1.3456444,0.7294555,1.2593416,-0.6344152,-1.8079715,-0.14782906,0.1700934,-1.4420824,0.7845586,0.61891985,0.71852136,1.041063,P
49,-0.31453317,-0.8085477,-1.125257,1.846926,0.8153803,0.6989648,2.4245524,-0.12308797,1.5421964,1.2851431,1.4931142,-1.352767,1.833215,1.299563,-1.7421137,0.17595986,-0.7255302,-0.46244395,-2.3275206,-2.4437387,0.9547436,-1.3872995,-0.53102785,-1.2722534,0.21149117,-0.6043963,P
50,1.7073987,-1.4360192,-0.58245724,-1.1192043,1.1501186,-0.6022898,-1.3546727,-0.9348531,-0.7941844,-0.61679405,-1.7067348,1.1320732,0.61229676,0.3694054,-0.7450102,0.05127513,1.1977665,0.14312154,0.3156569,0.43668574,0.7476639,0.58977604,-1.2684944,0.25143492,-0.3210563,-0.6077016,N
51,-0.83847654,-1.3066456,0.88382936,-0.52136457,0.61386615,-0.47956228,-0.5880022,1.0848112,-0.11814514,-1.4820893,0.6484158,0.94999456,0.16853069,-0.7010877,-0.9443916,-0.07971292,0.70117533,0.28045917,2.7844837,-0.15657234,-0.26846495,-1.9087421,-0.3464355,-0.5561625,-0.8612503,1.1660553,N
52,2.0034218,-0.2934696,0.036052257,-0.94374454,0.6741314,-0.7023991,0.99990386,-0.07964526,-1.4015296,0.5562507,-1.4007236,-0.042151064,0.7634104,-0.97357535,1.5842088,-0.42240706,0.88524723,-0.42387754,-2.2716172,-0.81615037,1.9283441,2.0433426,0.20165351,-0.34748954,-0.41020823,-0.18008451,N
53,1.0639381,-0.18118766,-1.1871102,-1.1208742,0.28908572,-0.407476,0.28148812,0.41485173,-0.17527282,0.3617053,0.462859,-0.21679275,-0.50775576,1.3807255,1.1682861,-0.022678904,0.090085626,-0.927075,-1.2342592,0.05249256,0.6569237,0.6523776,0.67581207,1.4595215,0.35180157,-0.18017642,N
54,-0.3191554,-0.5839889,1.708441,-1.868887,-0.0055992603,0.1840437,-0.28488183,1.1542794,-0.38780594,-0.42156357,0.064252794,-0.07652667,-0.3122262,0.639243,1.2006567,-0.5508808,-0.20931908,0.337972,-0.14552951,-1.9885056,-1.1866797,-0.6311804,1.8037866,-0.46961415,-0.74983346,0.19031462,N
55,-0.31392685,0.010299414,0.16069752,0.8332981,0.6414233,0.05811608,0.15788613,0.96948385,-0.951549,0.96591824,0.77370954,0.34090722,-1.2538718,-0.46224716,2.5982368,0.040271092,0.07583368,-0.5499397,-3.317886,0.8377815,-0.54023945,-0.88387,-1.2900981,-0.5918836,-0.17097896,0.7952931,P
56,0.2292797,-0.08857694,-1.122226,0.4247472,-1.3400645,1.3368685,-0.20009638,0.2551247,-0.22298706,0.72395307,1.1523129,0.33098394,0.7380249,-0.61926746,-2.6641433,-1.1993992,0.34726113,-0.1239835,0.5645547,-0.3926876,-0.13499156,0.23319584,0.8052722,0.35523906,-0.3205163,0.22521217,N
57,0.15355027,-1.2279861,-0.65593016,0.92598176,0.2906074,-1.3262217,-0.3036048,0.6127795,-1.755479,-1.3287518,1.3280407,0.5368385,0.45369208,-0.79287255,-1.3346462,-0.8206724,-1.1897892,-0.07650125,-0.7273228,-0.06685287,0.82417595,-0.39838648,-0.61157084,-0.5053956,1.4659336,1.0052041,P
58,0.4784028,-0.30186266,0.24464634,1.7377346,0.67839503,-0.5912335,-3.0877283,1.9101714,-0.41756994,0.6453138,0.10397667,0.090514004,0.61231107,1.1519415,0.40827224,-0.62229097,1.7725081,-1.4864507,0.15884724,-0.9733944,-0.14946118,0.050668404,0.6003298,1.6366293,-0.5483502,0.2341243,P
59,1.201792,-0.13245991,-0.31804675,4.1683154,-0.40291888,-0.22924507,0.083126664,1.1978343,-1.2378165,-1.3468654,0.32317802,0.9022486,-0.9344686,-0.7511685,1.9845369,0.31311357,-1.0259507,-0.9221612,0.9334281,0.8479664,-0.46816632,-0.29121876,-1.9607377,0.8174779,-0.11457205,-1.1768656,P
60,-0.9033668,0.5128187,0.031665027,1.3310177,-1.7474692,0.31040603,-1.0603188,0.09348542,-1.2859756,-0.7403478,-0.8941431,1.2038746,0.4686681,-0.9407884,0.84575725,-0.1410137,-1.0024588,0.46347398,-0.62610465,-0.7590169,0.8859689,-1.1945877,-0.59830636,0.065652266,-0.6246762,-1.0054272,P
61,-0.7478173,-0.601928,-0.34357262,2.8862994,1.3728757,0.3721692,0.3420468,-0.17903915,-2.6591237,-0.117704004,-1.1187086,-0.31822032,-0.4569989,0.044664472,0.4730985,0.7554836,0.39354062,-0.032787383,-2.4913821,-0.15364769,0.6667515,-0.26517984,-1.168036,-0.8567794,0.098367035,0.58291924,P
62,0.26562685,-0.806759,-1.7330949,3.6736448,-0.4967186,1.6660807,0.32361633,0.44981983,-2.0011177,-0.88123745,-0.43574095,-1.9074548,0.5978046,-0.2307173,-2.146896,0.15290478,1.3102541,-0.7294922,-0.93690383,-0.40273893,-0.067130685,1.1428666,0.8420784,-0.17206545,0.6405095,0.10596901,N
63,2.6761167,-0.9955925,1.4665837,-0.34979734,-0.46553522,4.3489757,-0.43396956,2.4610844,-0.56242055,-0.60197824,0.7924155,-0.7695608,0.6916929,-0.9656477,-1.2820771,0.52374154,0.24484992,-0.45988595,1.8313726,-1.3529904,-1.5069087,-0.8943994,-0.33843482,1.067282,0.93214905,0.652207,P
64,-0.20713805,-0.020062745,1.3614764,1.8594348,0.58673257,0.22559816,0.37996072,0.60464823,3.091881,-0.5518975,-1.4873148,0.51306176,0.8655305,0.81867194,-0.039708585,0.35358068,-1.2183932,-0.94757044,0.08270489,-2.2195284,-1.4321167,0.8712362,0.102928974,0.61221474,-0.6137258,0.005087048,P
65,-0.6908697,0.26305163,2.4788322,4.096343,0.15967748,-0.86024374,-0.90401244,-0.113966495,3.350265,1.6626537,-0.43388486,1.0527682,-2.2868934,0.45725402,-1.1978334,-0.066429205,0.18263078,-0.8460567,2.2701807,-0.21850795,-0.14088646,0.054471716,1.301368,0.09452945,0.2640053,-0.79066724,N
66,1.5745268,0.8115358,-0.9575413,1.3672522,0.5724234,-0.089086235,-1.1839868,0.8404522,-0.8806457,0.23089272,1.0902967,-1.1628387,-0.39210144,-0.09181909,-0.44107243,-0.6354556,-1.5410831,-1.0612872,1.1234386,1.067348,-0.32244965,0.4149082,0.6031052,0.31945324,0.89063305,-0.32890332,N
67,0.4885401,0.5555367,2.2279334,-1.1439826,0.8687651,0.3720401,-0.491686,-0.43007228,-0.36428773,0.22679949,0.2791217,0.38053125,-0.412053,-0.10155453,0.9749527,0.23818193,1.3163785,-0.89886,-0.970543,-1.2316655,-1.8124181,1.5764401,0.016684845,-0.7370629,0.43150985,0.9571004,P
68,0.104281545,-0.37361127,-0.14305678,0.12485348,1.1980631,0.65107447,0.7642171,-0.54547596,0.81956893,1.0668805,-1.4413887,2.085712,-0.84674597,-1.5499214,2.1534557,-0.54109645,1.4364134,-0.7946346,1.5109801,0.44111007,-0.063752264,0.046523675,0.72540504,0.39371985,0.59665614,-0.55521625,N
69,0.5301688,-0.37227088,3.1004546,-0.15039062,0.6216594,0.59040886,-0.4611647,0.82227635,1.5764272,0.20688184,0.792135,1.5299633,0.69817036,0.46591377,0.2306489,0.3965258,-0.7231028,-0.17398453,0.9164784,0.35862476,1.7817794,0.76141596,-0.3856548,0.5671556,-0.74103785,0.50755376,N
70,-0.2867632,-0.63127804,1.4983017,2.0154455,2.009642,1.1704834,-1.8730427,1.6027231,0.6243901,-0.8507713,-1.4523998,1.2186139,-0.35200995,-0.80754006,2.3326967,0.17220557,0.9112127,-0.70570505,-1.0312505,-0.3510431,-0.40993068,-0.056600496,0.320289,0.44456303,1.7350299,0.38604993,N
71,0.4650371,0.55669993,4.005768,3.5094485,0.64173746,0.38618642,-0.023300216,0.32778162,1.5521157,-0.48361164,-0.5185001,0.30637747,0.5812368,0.617241,2.502589,0.3060869,-0.56971,-0.5371945,-3.4281702,1.2323272,0.9226718,0.35062268,0.7433872,-0.4842378,-0.904475,-0.3935889,N
72,0.972857,-0.59596854,-0.6134319,0.81008387,0.69689196,-0.2512802,2.1571686,1.1302335,-1.873537,-1.8593593,0.26038975,0.83599234,-1.3690176,-0.6768031,1.1083125,-0.7286316,-0.73128235,-0.4597249,1.5329595,1.3994076,-0.61109984,-2.0363238,-0.67111593,0.87469494,1.5239023,2.0343926,N
73,-0.26336938,0.06787759,2.9540017,-1.4260751,1.1556864,0.4485585,0.019000411,0.27232212,2.1334312,-1.2167192,0.7003113,0.38195646,-0.310466,-0.4911717,-0.16003679,-0.5616497,-0.72579336,0.42487675,0.8367018,-0.4477874,0.22159639,0.3717158,0.36340073,-0.32088503,0.7458964,0.71432465,N
74,0.5658119,0.069248736,0.43728817,-0.1716229,-1.1495047,0.2827049,2.019479,0.79882145,-1.2712535,0.44062665,-0.029806614,1.241022,0.9870807,0.30016464,-0.85943055,-0.27650726,-0.7905848,-0.09782475,-1.5986854,-1.6972799,0.025646567,-0.31190628,0.7402512,-0.01993786,-0.58737266,-0.07805161,N
75,-0.98458755,-0.29898,-2.5860891,-5.9145513,-0.9961187,-0.33928955,-0.11848115,0.43658915,1.9552631,-0.95853555,0.5699691,-0.036386073,-0.13200136,0.4969635,-1.238114,0.19238615,1.5861526,-1.5635153,-2.7409468,0.16563338,0.324429,1.4417717,-0.06839256,-0.1022884,-0.48843384,-0.032569557,N
76,-1.5163046,-0.3727874,-0.45828742,-1.1799065,-0.016190171,-0.10586649,0.81959087,0.53931296,-0.36536074,2.4431183,-0.8052559,-0.15895674,0.312784,-0.9197079,-0.65014863,-0.18732375,0.89593816,-1.0898759,-2.726436,0.22446686,1.2910358,1.3703687,0.8649029,-0.7471811,-0.9516591,-1.4352545,P
77,-0.6619917,0.712004,-0.92305845,0.92957914,0.17035407,-1.3364643,-0.85943884,-0.39142686,0.5884363,-0.4701782,-0.8597584,-1.2519054,-0.08454849,-0.59135747,0.10948792,-0.24294621,-0.6670988,-0.5378308,0.17082815,1.3500886,0.01825893,1.7911158,0.824587,0.64723617,0.3854261,-0.2902696,P
78,-0.13124152,0.66598314,0.20808491,1.1655929,0.16145244,0.36350578,4.035676,1.3052293,0.7688225,-0.9945381,-0.78683853,0.67547,0.64195156,1.8797086,1.0664659,0.12715775,0.78023005,-1.1387739,-3.656811,-0.8653436,-0.038495123,-0.24243157,1.1697813,0.0057504717,-0.13017792,1.516847,P
79,-0.016032636,0.89895386,-0.19629481,-3.3255055,1.4142427,0.96859187,1.4168706,1.4564767,1.8589538,1.0477433,0.40182114,-0.9952506,2.0808067,0.26822156,-1.6180693,0.20043929,-0.58455825,-0.17499614,-1.3963954,-0.8328471,-0.05476007,0.6508728,-1.6412165,-0.009257361,0.21752633,-1.6313001,P
80,1.0454676,-0.25705838,0.29709938,2.76013,0.72109,-0.76802635,0.96702236,0.20514086,-0.6159782,-0.50599587,0.80326694,2.53518,-0.025470294,0.6909245,-0.5690821,-0.80179787,-0.31190392,-0.70224893,2.8810296,0.009241641,0.20233852,0.9855803,-0.61842585,0.28437406,0.42250553,1.6150718,P
