date,period,nswprice,nswdemand,vicdemand,transfer,class
-1.5959483,-0.8751958,0.23404661,-1.171891,-0.28976527,-0.48906907,UP
1.2122356,0.42906886,-0.13631383,-0.5882328,-1.9516743,2.25037,DOWN
-1.5977943,-0.9182995,-0.2854785,-1.733422,0.07662843,-0.6075217,DOWN
0.009623796,-0.71880263,-0.5395409,-0.16169101,-1.9782238,1.1242099,UP
1.1692368,1.3967938,-0.5768415,-0.8533126,-1.8835199,1.7990494,UP
-0.11165399,0.5972084,-0.24456672,0.0067082494,1.0224131,-0.7675434,DOWN
1.211431,-1.5504413,0.42175657,-0.32219154,0.1924442,1.5140396,UP
-1.2528138,-0.09153952,1.086164,0.6462142,0.021781221,-0.36127144,UP
1.2740039,-0.89691895,-0.9028276,-2.094279,-1.8313743,2.0396426,DOWN
-0.2325201,1.3099797,0.19383556,0.035496473,-0.24326868,-0.57528365,DOWN
-0.26762176,1.6987314,-0.5391992,-0.29461408,-1.4358821,-0.8284255,DOWN
-1.2998645,-1.880296,0.018829837,-0.16780594,-0.1291779,-0.30014914,DOWN
-0.2611932,-0.016521163,0.6908213,-0.16395004,-0.17169969,-0.5908823,UP
0.94378257,1.3266042,-0.8269839,-0.33283615,-0.5164332,1.3148334,DOWN
-0.1814308,-1.201081,-0.8958764,-1.8305427,-2.3573472,0.3010909,DOWN
1.3077072,-1.2817649,-0.54799426,-1.3068671,-1.3088311,-0.14873871,DOWN
0.96312195,-0.7117404,-0.5035491,0.099090375,0.46125957,1.2034103,DOWN
-0.09835098,1.1616633,-0.72641116,-0.7530561,-1.5353771,1.1386551,UP
1.0861712,-0.88273364,-0.80147314,-1.785475,-2.6057177,1.6738399,DOWN
-0.14721039,0.19655758,0.29448843,1.1451614,2.2461936,-1.6370248,UP
-0.530658,-0.65258336,0.45229033,0.32572806,0.06937012,-0.35124716,UP
-0.06802212,-1.2064703,-0.6309452,-1.9039727,-1.9029152,0.30045366,DOWN
-0.17075995,0.7677981,0.7817094,0.0017743409,-0.11350535,-0.40848425,UP
-1.2986001,-1.2473966,0.43374208,-0.85787773,0.07255626,-0.5648314,DOWN
-0.09694254,-0.09426588,-0.36466122,-0.9469135,0.13562004,-0.62528455,DOWN
-1.4505342,1.1727853,0.24237604,0.10316171,-0.20793726,-0.6502777,DOWN
0.046779893,1.1717193,-0.6233523,-0.29114985,-1.0236943,2.0570142,DOWN
-1.5331275,0.020650953,0.28392953,-0.55444074,-0.010482475,-0.60994166,UP
1.261883,0.51464856,0.11676873,1.6473545,0.76355857,0.95708954,UP
-1.4258016,-0.12809348,-0.5177833,0.714839,-0.02656227,-0.42548034,DOWN
1.1148223,1.1057311,-0.8291104,-0.29968938,-0.6527593,1.6712852,DOWN
-0.31546068,1.2255448,-0.6306628,0.301645,-0.52071476,1.7423971,UP
-0.08509028,0.40488493,0.44110307,-0.8605564,-0.35085508,-0.5793055,UP
-0.12894407,-1.1828804,-0.77116525,-1.1297663,-0.95523864,0.2777026,DOWN
1.0279242,1.4906182,-0.78954947,0.28093374,0.19838122,1.486991,DOWN
1.2488668,-1.335038,0.13104993,-0.9296781,0.11262938,1.1996831,UP
1.1139255,1.7217827,-0.735814,-0.92736346,-1.2240379,2.219265,UP
1.2184894,0.5428229,-0.2727808,1.0058475,1.2590879,-0.6501864,DOWN
-1.4665254,-0.2714194,1.0219119,0.51907635,-0.10372798,-0.6385778,UP
-0.18143326,-0.035269283,0.26522094,1.2503124,0.90858936,0.13477294,UP
-1.6522104,0.1508125,1.2630653,0.69118565,0.08884925,-0.45407778,UP
1.1021012,0.08493771,-0.8611363,-0.83087265,-1.6533428,2.0321424,UP
1.1623471,-0.49380338,0.23385578,0.30567625,1.4347907,-0.40040863,DOWN
-1.23837,-0.19340435,0.43054694,0.8275696,-0.02562065,-0.39023337,UP
-0.21748465,0.8670863,1.6175491,1.0144699,1.8512398,0.03127463,UP
-0.33866614,-0.9357446,-0.42846465,-1.3773532,-1.9810585,1.1513215,DOWN
1.1718072,-1.0765123,-0.57108897,-0.48653692,0.17655611,0.29571974,DOWN
1.1217262,-0.42507306,-0.19347416,1.9008105,3.0463815,-0.25149056,UP
1.283961,1.4406543,0.69937044,1.3879645,0.23718633,0.19981107,DOWN
1.3397875,-0.4127707,0.81099397,2.145967,2.5644784,-0.6202097,UP
-0.054168113,-1.3032212,-0.2020857,-1.1004891,-0.4129767,0.008021498,DOWN
1.4077866,-1.1203922,-0.57133484,-1.4620066,-1.1679384,2.1022773,DOWN
-1.4041553,-1.6765689,0.9815533,0.47681847,-0.07878791,-0.17936283,UP
0.045129865,0.34351647,-0.25867188,0.614683,0.8792102,0.6691199,UP
-0.24901119,-0.3838715,1.0134629,0.38259938,0.47726595,-0.6512149,UP
1.2527564,-1.6747692,-0.014059871,-0.70536566,-0.024515256,0.5207881,UP
-1.0959839,-0.75929034,0.2259917,-1.261985,0.049411755,-0.7330309,UP
0.13934788,1.5172062,-0.27168524,0.9794467,-0.45520377,1.9826192,UP
0.041420884,-0.8483596,-0.90712464,-1.5282333,-2.1880276,2.516539,DOWN
-1.5636792,-1.1121554,0.41338527,-1.5182827,0.05871119,-0.43502247,UP
-1.1862421,-0.9346717,-0.414208,-0.82440466,-0.08422202,-0.4631922,DOWN
-0.38741714,0.8071699,6.230515,2.4162982,2.233519,0.6724248,UP
-0.21346644,0.62608457,-0.14060391,-0.14485878,-0.26808152,-0.8734932,UP
-0.0652544,-1.0751746,-0.5257396,-0.89624214,-1.4797168,1.7728187,DOWN
-0.033524558,-1.0376921,0.08432537,-1.4646286,0.0066134296,-0.6044377,UP
-1.3661169,-0.13425076,0.25428224,-0.6580497,0.07399069,-0.5367514,UP
1.1231892,0.75438106,1.0687602,1.8610518,3.3274436,-2.357329,UP
0.98672205,-0.5235139,-0.56630033,1.0283478,2.1715708,0.29198477,DOWN
0.1501146,0.65808195,-0.28474677,0.48038942,0.45616317,-1.05642,UP
-1.4778036,0.48712003,-0.22697367,0.10378805,-0.12165719,-0.7302136,DOWN
-1.6101122,0.4135052,-0.36277312,0.41561633,0.18699285,-0.6371603,DOWN
-0.09454047,1.4108992,-0.7671099,0.16237232,0.6554574,0.61851764,UP
1.4216236,1.0388298,-0.48308676,-0.070567295,0.45632696,1.7384193,UP
-0.30341342,-1.4405725,0.17218679,-1.3616793,-0.14851905,-0.522308,UP
0.020160407,-1.0331378,0.06309721,0.13268465,0.3906845,-1.571315,UP
1.1251326,-1.6364548,0.7702194,0.46069628,0.98612857,0.49105614,UP
0.09737466,-1.4548737,-0.7820012,-1.8427972,-0.865198,1.1145258,DOWN
-1.488315,-1.023152,-0.26471847,-1.639796,-0.032350924,-0.5559683,DOWN
1.2569561,1.4890523,0.25880015,0.25516415,0.11918067,0.9021888,UP
-1.4329398,0.7827287,-0.22383142,0.58469415,-0.055329636,-0.6571978,DOWN
-1.4853768,-1.3507773,-0.2594337,-1.65444,-0.08351304,-0.62762564,DOWN
-0.14769389,-1.4014645,-0.613032,-1.4982878,0.12696865,-0.304145,DOWN
-0.08506325,-0.20029306,-0.6145402,0.4653403,1.1138223,-0.6426141,UP
0.06061151,-0.37088257,-0.7887078,0.20861594,1.1368132,-0.4057623,UP
0.06597984,-0.33680558,-0.07457059,0.28828564,0.54689413,-0.5455504,UP
-0.14047754,0.30334458,-0.63641465,0.44305083,0.7740932,0.07360085,DOWN
1.1864433,0.82165927,-0.783999,0.38927823,-0.31521204,1.3869942,DOWN
-1.3488977,-1.3826954,-0.29475263,-0.88943195,-0.06860774,-0.80429685,DOWN
0.054498583,-1.1256922,-0.42730546,-1.719027,-1.9298185,0.25220925,DOWN
-0.13421379,1.6570132,-0.8640343,-0.5138813,-1.33645,0.7623471,DOWN
1.1354233,-0.07146476,-0.0652055,1.2866135,1.7128743,-0.14882195,DOWN
-1.5892333,1.6002477,1.3921973,0.97919255,-0.12585232,-0.52894825,UP
-0.204532,-1.5278261,-0.291497,0.8455255,0.49548957,1.4231789,UP
-1.1904544,1.0112915,0.7632187,-0.07342582,-0.12858492,-0.5610266,DOWN
1.24222,0.46321583,-0.21884616,-0.4322826,-0.35889176,1.4943521,UP
1.1124878,1.1494523,-0.37684518,-0.14787957,-1.0657394,2.6367302,UP
-1.4259025,0.73027325,0.47552508,0.14666204,-0.22173826,-0.3249191,UP
-1.3188044,-0.3264261,1.0325698,-0.07828215,0.035236467,-0.42904252,UP
1.0684366,0.3416715,-0.628353,1.1402694,1.8633047,-0.94644046,DOWN
-0.18768005,-0.7148136,0.30079088,0.014599359,-0.13561337,-0.44420835,UP
0.23882866,0.28240705,-0.29675984,-0.003811285,0.004933264,-1.5332043,UP
-1.1892803,1.3423959,-0.057264753,-0.04282525,-0.1139773,-0.72057354,DOWN
-1.4928197,-0.33791196,-0.24225812,0.7418706,0.0808631,-0.61461407,UP
0.02217649,-0.11518241,0.82244253,1.0893078,0.96287,0.121020325,UP
-1.6489398,0.29881054,0.673311,0.41143805,0.090974435,-0.33385372,UP
-1.3177013,1.9073567,1.012008,-0.4965172,-0.053882144,-0.65016836,DOWN
-1.5071936,-0.33901843,0.021920294,0.82899505,-0.05907859,-0.47480473,DOWN
-0.12912254,1.8704427,-0.5394525,0.66873646,0.4600557,0.76097876,UP
-0.2754582,-1.6262348,-0.7930974,-1.9919035,-1.3976984,0.68150747,DOWN
-0.0389983,-1.5843571,-0.14861618,-0.77560157,-0.4160675,-0.8341705,UP
-1.5289007,-1.7168827,-0.37153015,0.52320033,-0.112267345,-0.35800546,UP
-1.438039,-1.4856302,-0.30276355,-0.025304392,-0.1411286,-0.7481397,UP
-0.011395395,-1.7214727,-0.8144966,-1.107417,-1.374695,0.1857332,DOWN
-0.14603114,0.24908942,-0.29752377,0.26639965,-0.20832507,-0.58046895,DOWN
1.0546987,0.05386708,-0.57703304,0.0895337,-0.6176468,1.1320992,UP
-0.27028477,-0.1112134,-0.64074886,0.29611635,-0.7362851,0.44268414,UP
-1.5947391,0.97122955,-0.37870234,1.1288645,-0.16908605,-0.433359,DOWN
-0.07504892,-1.494122,-0.9311333,-1.7078718,-1.4591323,1.3023015,DOWN
-1.3411905,0.064928964,0.18457666,-0.38306314,0.14893863,-0.49991062,DOWN
1.003587,1.0682565,1.1111472,1.5181037,0.6096704,0.9438731,UP
-1.3341144,0.13994709,0.7257602,0.5013218,0.1460732,-0.38375485,UP
-0.4116727,1.255595,-0.30532473,0.8145928,0.21315642,0.22930348,DOWN
0.98616093,-0.68047124,-0.240655,1.4143964,1.2723417,-0.99009144,DOWN
-1.2533215,-0.4227541,2.0998604,0.5646446,-0.20745668,-0.47529358,UP
-1.2938901,-0.3918969,0.36901557,0.07824494,-0.11007552,-0.69330794,UP
-1.5213765,0.4020148,0.24413586,0.7726239,-0.14220321,-0.6491473,UP
-1.363429,-0.26091006,1.1072958,0.04489494,-0.029850647,-0.5411711,UP
-1.5037415,1.6529028,0.91141874,-0.10396685,-0.16214953,-0.74506855,UP
0.058564596,0.8706126,0.20790076,0.22811985,0.38189805,-1.6424055,UP
-1.533638,0.57955843,-0.2357424,-1.1498799,0.030186314,-0.60003895,UP
0.07068102,0.8607534,-0.5374993,2.3307285,2.5570848,0.22256054,UP
0.01381277,1.2447891,-0.6886535,-0.22863027,-0.492427,-1.2405494,DOWN
-0.07028322,-0.8212247,-0.6034705,0.20729432,-0.4914462,0.6894488,DOWN
-0.22789358,-1.4099327,-0.8345435,-1.844046,-1.3071378,0.542687,DOWN
1.2520772,1.0968323,0.007046789,1.2489443,1.4673436,0.08544065,DOWN
-1.3845104,-0.6710219,0.54121363,-0.835124,-0.16466229,-0.6681602,UP
0.0018456876,0.6308381,-0.31953192,-0.4378221,-0.8818834,0.64650553,DOWN
1.2186195,1.1246521,0.6039316,0.13616323,0.04924436,0.6932977,UP
-0.29915068,-1.5257577,0.045803964,-1.3489746,-0.12583779,-0.6417852,UP
1.1914017,0.22265111,-0.30758995,-0.18132593,-0.81258285,1.3481872,UP
-0.34743682,-0.44706264,0.1118647,-0.059321307,0.09046523,-0.32556906,UP
1.232532,-1.6013744,0.671996,-0.5685656,0.38818792,0.294512,UP
-0.13057582,-0.59848106,-0.6288366,0.90975654,0.8153992,-0.53644514,DOWN
-0.025418952,-1.4325869,-0.20644423,-0.43591043,-0.547263,0.6641499,DOWN
-0.18100467,0.822626,-0.8263579,0.71284306,1.0616976,0.5678441,DOWN
1.1153661,-1.4597808,0.2070539,-0.9452149,-0.22417846,-2.2895577,UP
1.1991229,1.0843893,-0.8528094,-0.122783296,-0.8601476,2.2569077,UP
-1.3790448,-0.29987732,0.34470898,0.54654324,-0.17660819,-0.54792756,UP
0.8273995,-0.017193913,-0.77766,0.5346042,-0.54413503,2.5871003,DOWN
-1.440715,1.9431252,0.16543604,0.69904023,-0.25840545,-0.7290546,UP
1.1394308,0.6046169,-0.5779562,-0.9865215,-1.6689742,1.3226578,UP
-1.5211009,0.5874882,0.34298435,0.41728756,-0.071883574,-0.26910678,UP
-1.3443729,-1.0820322,0.22815402,-1.9250188,-0.02858666,-0.44572967,DOWN
-0.105391584,0.65367883,0.34832156,-0.6953965,-0.23179051,-0.42147094,UP
1.1033195,1.0672089,0.2757818,1.708583,1.8784816,0.42838407,UP
-0.1806413,1.3431078,-0.4489913,0.7805636,0.25096577,0.68830574,DOWN
0.81691456,1.3247689,-0.9438887,-0.13145372,0.097764984,0.8475275,DOWN
1.131408,-1.8936795,-0.6549979,-0.9499591,-0.96843284,2.3353164,DOWN
-1.3311554,0.14425756,1.1187654,1.1171728,0.030078162,-0.46633774,UP
0.045694873,0.19915862,0.0051050335,0.1762444,0.15218425,-0.39189795,DOWN
-1.4641572,-0.9008049,-0.20603901,0.77238727,0.169406,-0.5802649,DOWN
1.2791815,-0.77208734,1.2901691,1.85992,1.292144,1.7416575,UP
1.0668926,-1.5992615,-0.7309205,-1.8301028,-1.1742874,1.861886,DOWN
1.2166859,0.9672648,0.5372829,1.2160245,1.5613393,-0.62994534,DOWN
-0.28564242,-0.52055764,0.5652438,0.82581663,-0.14214471,-0.49887738,UP
1.217044,-0.99031156,-0.65357405,-1.1535249,-1.6880718,2.612247,DOWN
1.281009,-0.23059663,0.7114924,1.7182406,0.48639938,1.9209677,UP
-1.412806,0.19132169,0.71860546,0.20623668,0.04854468,-0.643487,UP
-0.14928827,1.2788818,-0.056864165,-0.9962594,-0.08451252,-0.65516233,DOWN
1.1668823,-1.5423279,-0.44697958,-1.4958981,-0.9424677,-0.39843982,DOWN
-1.3871902,-1.3155178,0.33052084,-1.1093329,-0.11508918,-0.35866943,DOWN
-0.06463444,-1.2605917,-0.79384047,-1.646549,-0.9427118,0.20376238,UP
-1.5662948,-0.73696434,0.2562351,-0.5843851,-0.007677356,-0.6394682,UP
0.041347146,0.086967856,0.64992535,1.1294206,-0.25711894,-0.5290496,UP
0.051628575,-0.27159986,-0.7529774,0.83445984,2.1192908,-1.1629684,DOWN
1.3064939,-1.5915827,0.2553077,-0.38962305,-0.047043253,0.5523331,DOWN
-1.3674612,1.4364858,-0.36862403,-0.050481625,-0.3131463,-0.52256864,DOWN
1.296726,-0.16948405,0.38964748,0.3068066,1.1704895,-1.1675738,UP
-1.2637252,0.77480906,0.8950417,0.6087056,-0.23409757,-0.495165,UP
-1.383774,0.6958825,1.2352496,1.2312288,-0.024312833,-0.5316603,UP
-0.19394997,-0.8278376,-0.36963207,-1.3332665,-2.494737,1.7821456,UP
-0.18602242,-1.6379557,-0.09951464,-0.81238544,-0.11415513,-0.5589036,DOWN
-0.006857112,-0.61967146,0.9996208,0.9912232,1.1244112,-0.045923386,UP
1.0144848,0.4799532,-0.7328769,1.4436224,2.3050091,0.8471814,UP
-0.20048644,-0.41476637,0.76815176,0.9368635,-0.17899291,0.6124427,UP
-1.3655272,-0.9041012,0.52189,-1.0308126,0.04050671,-0.2778848,DOWN
-1.481743,-0.048118085,0.19865613,0.250854,0.0445144,-0.5608954,UP
-0.28685415,1.6227176,-0.5386248,0.5172163,0.74104595,1.0362188,DOWN
-1.444503,-1.0423632,0.24514693,-1.8301272,-0.060037583,-0.65240395,UP
1.1160218,-0.9744106,0.8208595,-0.002187238,1.2149258,-0.44992402,UP
-1.5208073,0.20414196,0.38073376,0.16895008,-0.054533526,-0.5012355,UP
-0.22039644,-0.6658145,-0.5989568,-1.3655487,-2.4268746,1.6390958,DOWN
1.3606657,1.448822,-0.4928862,0.5794095,-0.5558131,0.80969787,DOWN
-1.5413198,-0.83695745,0.3721943,-0.4145767,-0.14496636,-0.5018883,UP
-0.31398928,-0.022512347,0.26991612,-0.8941134,-0.031263262,-0.5413987,UP
-0.23552495,0.7939656,-0.15362097,0.04895124,0.02518342,-0.47257036,DOWN
-0.064979054,-0.12462637,-0.15924495,0.4750527,0.39271548,-1.6246955,UP
-0.045422673,1.1466314,-0.19710287,-0.8261514,-0.12770833,-0.58237416,UP
0.92581695,0.99695873,1.702559,2.5764818,2.6506352,0.625843,UP
1.2384468,0.41277063,1.79741,1.6865802,1.1795915,1.7663237,UP
-0.021814309,-0.82994604,-0.6076182,0.33732012,0.6528398,-0.6286263,UP
0.9423941,-1.1674986,-0.4383313,-1.5171951,-1.7941037,0.7001709,DOWN
-1.3182503,0.6066127,1.6464293,0.80610895,-0.05563005,-0.45166147,UP
1.1684818,0.58013797,-0.8132352,-1.1664068,-1.7187822,2.5169384,DOWN
1.3035822,-1.147395,-0.39023882,-1.1485707,-0.7367841,0.82711107,DOWN
1.2947192,-0.087381884,0.7576571,0.6768044,0.256353,0.49599114,UP
-1.5655903,-0.69214433,-0.65084404,1.0639521,-0.012523364,-0.29216576,DOWN
1.2455401,-0.24716225,-0.21043527,1.3265076,1.6306943,-0.1656286,DOWN
-0.4455186,-0.79058623,-0.57861656,-0.9413541,-2.6240911,1.7768754,UP
1.1439575,1.7451473,0.9745283,-0.44078624,-0.12721635,-0.8082391,UP
-0.11436944,1.4130586,-0.61231816,-0.49628592,-0.9320797,-1.5931252,DOWN
1.2848144,-0.8911192,0.64849055,0.18586269,0.65877986,0.32301986,DOWN
-0.11159438,0.47444314,-0.2892785,0.3979081,0.8515626,0.031845123,DOWN
-0.29849052,1.5017385,-0.79338366,0.074496016,0.17294988,0.8201481,UP
0.9968591,1.6302911,-0.026158242,1.1261278,0.6799477,0.34420562,DOWN
-0.2595047,-0.14476135,-0.82447755,0.9513012,1.0119506,-0.2941069,DOWN
-0.29884672,0.6355512,-0.037110027,0.14930096,0.61936694,-0.26761073,UP
-1.3250469,1.1430888,-0.07556477,1.8348652,-0.23246127,-0.49623242,DOWN
1.393292,1.8122661,0.57625747,-0.0009096479,-0.5725976,0.75064373,UP
-0.030261949,0.32348388,-0.8827551,-0.8017776,-1.3315712,1.6246796,DOWN
-1.3709527,-0.9846146,0.007891536,-0.044912517,0.28126904,-0.39121637,DOWN
1.0735081,0.031080335,0.16812521,0.7100362,2.1165626,-1.240127,UP
1.064168,-1.36196,-0.817885,-1.8121848,-1.4373637,2.0465589,DOWN
-1.5325186,0.47726503,0.42175528,-0.9836316,-0.12466489,-0.76105785,UP
0.9614978,-0.29403675,-0.39071947,0.7230978,0.42997056,1.9680713,UP
-0.26319742,0.65428793,-0.16486494,-0.87055546,-1.6265306,0.06290134,DOWN
0.050628558,-0.51359975,0.134165,0.051452525,-0.077913366,-0.43713024,UP
-0.40388387,1.4191062,-0.64136475,-0.17236039,-1.1977686,2.0559468,UP
1.1023749,0.6370613,-0.17392522,-0.1796104,-1.9617192,1.3148601,DOWN
-0.44059336,-0.74514365,0.30926636,-1.4323542,-0.16749276,-0.42353073,UP
-1.343859,0.76456916,0.3845481,-0.9464181,-0.16635951,-0.46869653,UP
1.3741981,-0.30690262,0.6651364,0.44595844,1.2109722,-1.3672475,UP
-1.4170818,-0.069267526,-0.4191721,0.61580294,-0.035851877,-0.4759255,UP
-1.3507288,-1.0842999,0.22704157,-1.0167719,0.027609494,-0.63150674,DOWN
0.07317017,-0.50509316,-0.68130827,-0.32300636,-1.1580857,0.4257557,DOWN
-1.4720082,-0.6984626,0.25220916,1.5825349,0.095888525,-0.4454799,UP
1.2483871,1.3944615,-0.655087,-0.6219959,-1.3903393,0.8588625,UP
-0.18341866,0.92638457,1.5703894,0.6850232,0.035468068,-0.42091686,UP
1.0103698,-1.294444,0.38071865,-1.085552,-0.005453676,0.8596423,DOWN
-1.5200166,-0.1425286,0.49793878,-0.3176344,-0.072048336,-0.37300563,UP
-1.599197,0.15438779,0.5703846,0.6933429,0.051369112,-0.5479036,UP
-0.10293311,0.5472441,0.25856525,0.008629024,0.5826121,-1.5643532,DOWN
-0.045132972,0.1706689,-0.3264019,-0.8073521,-1.593487,1.806045,DOWN
-0.24932748,0.8210475,-0.44824457,2.2310114,1.9174213,-0.77015424,UP
-1.4236382,0.513746,1.1838483,0.5003786,0.015168078,-0.44433343,UP
1.1551998,0.872144,1.0121603,1.0146135,0.061673537,0.5831445,DOWN
1.3855221,1.3277045,0.28471982,0.33279806,0.7444147,0.20616657,UP
0.94257164,-0.28835034,-0.73866254,-0.3389943,-1.7475982,2.260646,UP
-0.18958911,1.3100774,0.0050975233,-0.4349673,-0.05433166,0.5680859,UP
0.23455006,1.7976577,-0.37743202,-0.9136981,-1.9754922,1.110577,UP
-1.5823755,0.027181635,0.57987183,-0.21863058,0.081596434,-0.69693303,UP
1.1460468,-1.6964142,0.49053386,-0.7564092,0.062076673,0.62279665,UP
-1.5521196,-1.4843178,-0.08617577,-0.068630755,-0.28300622,-0.49239075,DOWN
0.9084991,-1.0114878,-0.58038616,-0.3872249,-0.26711622,0.3409527,UP
1.175954,0.025754973,-0.77222085,-0.5752418,-1.1909741,1.221725,UP
-0.17977118,-1.1938533,-0.37825164,-1.3589859,-1.8241473,1.410586,DOWN
-1.260298,-0.1552565,0.28297886,-0.783167,-0.12964167,-0.6013194,UP
-1.4896823,0.721779,-0.6461222,-0.6677761,-0.004800942,-0.48442993,DOWN
0.9553282,-1.2281963,-0.32475382,-0.95261675,-0.17520142,1.579468,DOWN
0.069381565,0.7500042,-0.5523819,-0.28429788,-0.9073443,-0.58440834,UP
-0.11114082,0.6054309,-0.42519164,0.56929326,0.23356608,-1.0617965,UP
-1.6833194,-1.846249,-0.24310206,-0.2761805,0.029077884,-0.54442203,DOWN
1.026007,0.35363936,-0.056033175,2.2849448,1.6586357,1.0599407,UP
1.2545084,0.3727309,-0.71566534,-0.9463008,-1.9127581,0.5516547,DOWN
-0.15022865,-1.1371398,-0.6960653,-1.3341221,-1.1892496,2.4691772,DOWN
-0.32001096,0.13049123,-0.8764596,1.081867,0.124321036,1.1807313,DOWN
-1.3960019,-1.2689563,-0.30461508,-2.0284724,0.072225496,-0.5227151,DOWN
-0.20681685,0.054534845,-0.62344587,-0.68603426,-1.2859921,1.4546098,UP
1.045907,-0.46407598,-0.7033054,0.42057034,0.7418673,0.35738263,UP
1.1948496,-0.7740777,-0.36844411,-0.48596418,-1.1699924,1.572655,DOWN
-0.4595157,1.5915838,0.23984665,-0.16514406,-0.13716215,-0.5726267,UP
1.0443453,-1.4354382,0.7299479,0.17688856,0.7775702,0.88832545,UP
1.3809028,0.2927952,0.3829303,0.9192234,1.6627916,-0.04869292,DOWN
-0.005493298,-0.1490958,0.04061825,0.689385,0.5405922,-0.8841635,UP
0.032362565,0.4592994,-0.4405988,0.6342658,-0.97925913,1.7998255,UP
1.1561518,0.068387896,-0.6652117,0.8350371,1.9339285,1.0275326,UP
-1.3439373,0.5198584,-0.36890686,-0.87837017,-0.23409799,-0.46823248,DOWN
0.0370635,-1.1321766,-0.57884336,-2.2198591,-2.5552108,0.27241352,DOWN
-1.4859223,-0.7686033,0.13146418,-1.9898472,0.0069369674,-0.69366825,DOWN
-1.467703,1.4015852,0.31356943,0.7891077,0.021466482,-0.79398334,UP
1.2076545,-1.487711,-0.67565054,-1.1790293,-0.33594605,1.2105308,DOWN
1.0182452,1.1695089,-0.24693537,-0.36359286,-1.4549191,2.1185136,DOWN
-1.7906065,-0.81141484,0.51052266,-0.3137993,0.2386377,-0.5175956,UP
-1.3968453,0.21402012,0.26644498,0.7000648,0.041381117,-0.55321044,UP
