fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.63069314,0.27055103,0.089322716,-0.27982306,-0.3926352,0.30010155,-0.76817,-1.9605289,-0.024262086,0.021486163,2.6249132,True
1.5213106,-0.6062823,0.912133,-0.9987473,0.4069491,-0.88570017,-1.9994357,1.2621843,-0.92064154,1.3970921,0.57417285,True
-0.1342556,0.44083402,0.39134976,0.73974276,0.29895478,0.95816994,0.34834462,-1.0306435,-0.6357329,0.21524729,0.6090877,False
0.1532468,-0.1521019,-0.49025685,0.15416618,0.29571956,-0.5187078,0.73792696,0.45058122,1.1095585,1.0267504,0.46723318,True
0.336397,-0.08984071,0.6731397,0.7056435,-0.73105913,0.99905586,0.023598343,-1.7436278,-2.0634687,-0.6558316,1.0336835,False
0.36133602,1.4106747,-1.4053354,-0.96243674,0.56108946,0.39694545,-1.465179,0.07216911,0.9966235,1.335802,1.1365228,True
0.1271163,0.188115,-0.97138196,1.0256895,-0.2586535,1.7960374,1.394722,0.6798934,-0.60968757,-0.37649447,-1.1277509,False
0.14162555,-1.0112655,0.91177523,-0.30824727,-0.24814421,-0.93210137,0.25120583,-1.1268064,-1.1807071,-2.2174966,1.4020517,True
0.6141951,-0.22231904,-0.14998466,-0.91413456,0.13238707,1.0442325,0.6428098,0.37880605,-0.3884704,1.7176273,-1.727725,False
1.2268658,3.9507704,-2.6552055,-1.1314473,-0.09406784,0.009910256,-1.9247675,0.33353487,0.28550974,-0.8297127,-0.6663408,False
-1.2891653,-0.59968114,-0.054928243,-0.44545472,0.12225838,1.556244,0.76612085,-0.64701134,0.5622064,-1.0392398,0.028186187,True
-0.17465526,0.3151238,-0.6838492,0.99238145,-0.5228405,0.5203685,0.95777774,0.8000713,-0.055374313,0.26949438,-1.1346073,False
-1.1486094,-1.6598439,-0.5376571,-0.3811487,-0.3713074,1.3519912,1.1241806,0.667187,2.3488588,-0.922251,-0.3035009,True
1.2265097,-0.6269617,0.51491904,-1.0288997,0.13620138,0.9148024,1.2719128,-0.7330225,-0.2581301,-0.6126266,0.43878263,True
-0.31992662,0.6440898,-0.4203369,0.18317235,-0.0034729466,1.1346824,0.17272398,-1.3743131,-0.4639313,-0.25931472,1.1587045,False
6.5046835,2.241618,3.2086573,-0.12692522,1.3654563,-1.3051926,-0.9122962,3.0409384,-1.6868949,0.8093447,0.31518516,True
-1.8923738,0.4241367,0.31374454,-0.37247598,-1.0699301,-0.1991499,-0.295102,-2.9350078,-0.3426535,-1.0059651,1.8666668,True
1.1142143,1.5157366,0.09182973,0.69336283,-0.6945767,-0.7644245,-1.1118321,-0.47600293,-1.7797928,-1.1222934,0.00844419,False
1.0778105,0.63709974,-0.38137224,-0.48751307,-0.84172237,-0.8943842,0.7371418,-0.20167992,-0.7672565,-1.0110537,-0.38202217,False
0.8984444,-0.37856463,-0.87651765,1.0237491,-0.9633064,2.7291596,0.57474405,-0.52230334,-1.4058815,-0.7279246,0.24140346,False
-1.3636131,2.0701454,-1.4111407,1.0903163,-0.6554061,-0.12397486,0.2537188,-0.5985176,2.0467818,-0.7487134,1.1891474,True
0.4853603,-1.8973851,-0.10827124,2.15987,-0.24178238,0.9941824,-1.0729591,1.059734,-1.8273134,0.24658673,0.5033387,True
-0.91282535,-1.3029461,0.69352937,-0.8435263,-0.9276395,-0.66669834,-0.72081214,-1.1110612,0.5175553,0.59225655,0.24281505,True
-0.47545645,0.11496019,0.90896565,-0.5941522,-1.5311208,0.4719777,-0.3387873,-1.8383455,-0.49587905,-0.8530628,0.9533196,False
-0.5246782,1.893443,1.531791,-0.91484255,-1.3535593,-0.16648932,-0.7839736,-0.9084743,1.1953354,-0.98067164,2.0463867,True
-0.15124422,2.1259365,0.2120917,1.5947399,7.7039413,0.197754,1.2766141,0.98107696,-0.8896301,0.65186846,-0.57574767,False
0.036815584,0.10467002,0.15584257,-0.6115366,-0.41541186,0.06327465,1.4216859,-1.1308398,-1.5199227,-0.5881951,1.1075109,True
0.33894446,-0.9340149,1.4599543,-0.43993264,-0.79088247,-0.13877603,-0.8064203,-0.98164326,-1.699766,0.778813,0.33827546,True
-0.7015066,-0.233884,-2.0618703,-0.7858058,-0.16865692,1.2705836,1.2190788,-0.71703273,-0.80132604,-0.5740931,-0.7050538,False
-1.0259591,-0.099181265,1.5708189,0.47087765,-0.925073,-0.02840057,0.5552974,0.10618213,-0.8532795,2.7776577,0.09933707,False
-1.5971308,-1.0478791,1.2227746,-0.9346645,-0.94871044,0.059719816,0.60473895,-1.7956264,2.0669582,0.25025433,1.7554133,True
-0.90342355,-0.76447666,-0.2401468,2.7929964,-0.110465415,0.8069854,0.49161503,0.80745363,0.18995972,-0.5621085,-0.33984908,False
-0.37067798,2.005315,0.79878485,-1.0036916,-0.8103546,0.35370433,-0.6845955,-1.8647183,0.54763544,-0.9267091,1.6988512,True
-0.5773523,-0.96288025,-0.75867426,-0.25166684,-0.15506884,1.1166855,0.076223016,-1.4292693,0.48891008,-0.953906,-0.33782792,False
-0.3155871,-1.4147139,-0.95103884,2.345831,0.14726265,0.8639755,0.10523695,0.94224715,-1.7880297,-0.67593014,-1.3126127,True
-0.08842924,-1.0674014,2.2693167,0.88717026,-0.050744116,1.3481153,0.98692596,0.39641875,-1.3095088,-1.0108364,-1.3992922,False
2.2568567,2.8337483,-1.6759808,-0.002113402,0.9830837,-1.1358399,-1.1505847,0.44519982,-2.554301,-0.11867511,-0.95058215,False
-1.5972614,1.8661528,-1.7719007,-0.5830066,1.1211884,-1.2979741,-2.0371807,0.030641735,3.6041863,0.024053097,0.2899307,False
-0.7429453,-0.21811903,0.84823287,0.25125682,-0.26212564,-1.1805903,-0.80703986,-1.2157123,-0.6978464,0.27427053,0.010746807,False
0.66853154,0.32585734,0.3826642,0.525543,0.63174736,-0.10035341,0.40944016,0.9356039,1.9675702,0.64122474,-0.60848457,False
0.45386627,-1.3669772,0.0057014525,-0.28856206,0.9360626,-0.4558216,1.0773242,0.14846121,0.0049660304,-0.9534254,-1.1874316,False
-0.06372945,-0.3451022,0.37917376,-0.66174203,0.088368535,3.1865206,1.1112988,0.1782037,-0.3673268,0.87793815,0.69158506,True
0.37847668,-0.96390665,1.2271943,-0.16518372,-0.1818747,0.72114384,0.4055279,0.5337248,-1.2286336,-1.6683079,0.38235986,True
-1.2914066,-0.68241954,-0.4280057,3.041369,-0.3855471,0.14573571,0.09297209,1.7153502,-0.1305147,-0.29872948,-1.6840849,False
-1.5648462,-0.7581564,1.6459578,-0.2133845,0.029592007,0.52369875,0.8249252,0.24003859,-0.123704955,-0.6555778,-1.0313845,False
1.4773238,-0.6721802,1.4418683,-0.147425,0.8327655,-2.0532634,-1.2707958,0.22589678,-0.81466174,4.3562727,0.93034524,True
4.2331405,0.24126944,2.508491,-0.55908275,0.7736382,-0.79842365,-1.3637956,2.387149,-1.3923825,2.0438075,-0.52996624,False
-0.94365084,-0.051335156,1.0305411,-0.15148991,-0.5989119,-0.20212169,-0.2797603,-1.3608698,-0.9939274,-2.0116696,0.6897559,True
-0.6019204,4.6480546,-2.6268568,-0.7054546,1.9288319,-0.99952614,-1.9810643,-0.0004184842,1.0011778,-0.26612204,-0.5357958,False
-0.67656,0.69492185,-0.25687307,1.259862,-0.8387521,-0.5585049,0.30327588,-0.37580106,-0.42223278,0.23328793,1.5588554,True
0.06255128,-1.2376995,0.86522186,2.0571892,-0.23849739,0.73453814,0.71682554,1.9101149,0.59114265,1.4664835,-1.6174433,False
0.40071884,-0.72080064,-0.81510246,1.8521215,-0.42774814,-0.5948072,1.5438075,1.3764855,-1.4927146,-0.34784573,-1.5738608,True
-0.1097433,-1.7896473,-0.48995006,1.7836195,-0.30814844,0.80245745,-1.0559547,0.71769565,-0.10695622,-1.0353124,-0.8179251,True
-0.66831434,-0.43068746,-0.36196992,1.8417453,-0.6620151,-0.023189578,1.5019989,0.89323294,-0.66777825,-1.2888618,0.17939231,False
1.7486813,-1.1948423,0.051857296,-0.4977755,0.105259985,-1.4704032,-1.3742056,0.26749173,1.8997009,-0.5136858,-0.64781237,False
-0.858407,1.1768093,0.33735886,2.8657422,1.0596983,0.9459499,2.1388748,1.9655622,-0.1747555,0.7995165,-1.7366219,False
0.046418637,-1.3277761,-1.0066854,2.3587024,0.63716596,-0.39128414,0.35882267,0.92655563,-1.928386,-0.37813234,-1.4253117,True
2.342244,1.1369526,0.8949566,0.14813012,0.2337285,-0.08005929,-0.9262266,1.4807811,1.3807194,0.67889327,-0.90351725,False
0.39564726,-0.27039838,0.35170484,1.9338757,0.041467324,0.7904541,1.6475508,1.3699993,-0.39501777,1.0887202,-0.53601325,False
0.7530531,-0.6032063,0.21145377,-0.41921967,-0.24776745,-1.6529024,-2.0012164,-0.24275467,0.75114036,1.0415175,0.9121487,True
-0.53313524,1.5819731,-0.70984644,1.5487133,-0.41317943,1.5406203,1.8904527,0.55077237,0.88660127,0.07691698,-0.64650714,False
1.2586591,1.43859,-0.78531,-0.4527406,1.6988001,0.26511258,-1.6619624,1.3167728,1.0789852,2.009367,0.29022726,False
0.103167355,-0.13493326,1.0154142,0.7876583,0.12337066,2.3243976,0.6456042,1.2758013,-0.33551022,-0.6625951,-1.8696549,False
-0.301722,0.55959153,0.31068555,1.9346867,0.3714156,1.5076299,1.4826827,1.2896751,-0.8847365,0.5280061,-1.0824709,True
-0.2560963,-0.5516504,0.34231555,1.9877812,0.012465376,1.2038217,1.9948664,1.3334837,-0.58672214,0.42538905,-1.3171101,True
-0.07998671,-0.22381043,0.2806921,1.9453069,0.097007476,0.29800174,1.2896721,1.2658907,-1.6362077,-0.86777574,-1.3969653,False
-0.19754368,-0.3282941,1.1837744,2.2769892,-0.02155514,-0.01442048,0.76211953,0.9268932,-1.1034806,-0.3333791,-1.4880915,False
-0.49469653,0.84865975,-0.51573235,-1.0155383,-0.6478432,0.69148433,-0.4938063,-2.526522,0.10870385,0.5460304,1.4004416,True
0.21309388,-1.2122188,1.3812184,1.9674922,-0.21287167,2.8512423,2.166168,1.4658004,0.06940684,0.8279016,-1.0477958,False
1.3825912,1.7731199,-0.03425595,-0.8318975,1.3162248,-0.53583634,-0.81906486,1.776534,1.2462977,1.5460159,0.6617828,True
-0.33344594,0.33050603,0.42853767,0.08517401,-0.61692005,-0.47930428,-0.6307558,-0.78411335,-1.5414724,0.38421452,1.354144,True
-0.8281374,-0.32032534,-0.23241949,-1.0789992,-0.6167792,0.24238953,0.053684726,-1.1617228,1.2190144,-0.41921163,-0.58037424,True
0.33062816,-0.48550162,-0.32544667,1.5856062,-0.2712235,0.42988843,1.8664004,1.2928653,-0.66240776,0.42046222,-1.6261832,False
-0.22883031,0.85172224,1.5079262,0.39711195,0.11907804,-0.43072984,0.56797373,0.46378547,1.5298778,1.6690352,-0.2815378,False
-1.520361,1.5658137,-1.0701901,-0.6036986,-0.24397841,-0.7724943,0.82617736,-1.979277,0.70124805,1.5618002,2.0093396,True
-1.3087882,-1.0040532,-0.7144948,0.27386463,-0.81545126,0.5432833,-0.21431865,0.04653258,0.66455704,-0.85327363,-0.5191899,False
0.4016809,-0.30392513,0.10835998,0.58134323,-0.38766953,0.708389,0.9374405,-0.3155569,-0.9482615,-0.5694408,0.124141924,False
-1.0495855,-0.040675372,-0.41769418,-0.9948305,-0.34409955,0.099507764,-0.30547288,-1.087319,0.38474387,0.015465856,-0.21207604,True
-0.57714474,-0.5137615,-0.58323634,-0.8237637,0.18985453,0.569736,-0.20548202,-2.7711017,-0.9503644,-0.7733927,2.5017817,True
0.5513342,-1.3081082,-0.22561087,0.9652779,-1.0369428,0.51759434,0.16446403,0.52178603,-0.88743246,-1.4594207,-0.5309287,True
0.8918681,-1.3886758,1.0533402,-1.2044168,-0.031472996,-0.15248685,0.7816917,-0.42418075,-0.30110592,-0.9535879,0.29035586,False
-1.422449,-1.0628252,-0.9487873,2.4613311,-0.2928472,0.43575266,-0.54515445,1.4565752,0.0008737021,-0.74250185,-1.6844397,False
0.003781736,-0.03925045,-0.05994016,-0.59486365,0.8170012,-1.445575,-1.93635,0.2731501,0.11071718,-0.100182995,-0.1262039,True
0.37536672,0.08065288,-0.11988475,0.83436155,-0.8862264,-0.862125,0.48079276,-0.052877113,-2.1778867,-1.0448289,0.76318276,False
-0.54051095,-0.48655948,0.5521644,-0.36508003,-0.4688514,0.5484498,0.12368339,-1.7373669,-0.14222628,-0.69410974,0.8134122,True
-0.559705,-0.09959,-0.5265842,0.093751416,-0.51645666,0.15753528,0.17728251,0.07274487,-0.54914564,-0.10679683,0.01619383,False
1.7107446,0.03602633,-0.8332861,-0.021933198,1.228891,-0.58783364,-1.2830601,1.5599632,0.70199835,1.2907329,-0.8737806,False
-0.83266085,1.4096665,-2.5060291,-0.74074554,-0.6658652,2.2573307,1.651756,-0.8355944,2.0346801,-0.8025309,0.56552,False
0.09740144,-0.09382358,2.1880581,-0.43458745,-0.85480046,0.5344344,0.076909214,-1.1691954,0.5598064,-0.91215336,0.29061967,True
0.6358797,1.9036275,-1.7241569,-0.50926375,0.5799821,-0.0045629144,-1.1200211,1.3849411,-0.01763022,0.6988257,0.017487573,False
-0.028838092,-0.34814718,0.39402157,-1.353507,-0.8587629,0.37760156,-0.29127502,-0.6006757,-0.28264844,-0.03447151,1.7345524,True
-0.4117571,-0.53849757,-1.4487506,-0.79692537,-0.3718287,-0.08231597,-0.058828913,0.3180154,-0.16495863,-0.9077458,-0.96568567,False
-0.06904379,-0.23669094,0.5022171,-0.7210828,0.037734754,0.33326578,0.5226215,-0.33021694,-0.14374316,-0.6382636,0.062792584,False
-0.026728718,0.8062575,-0.2920639,-1.0161709,1.0739974,0.23524295,-0.8331266,0.378121,0.76626873,0.9035998,0.27646127,False
-0.5351448,0.24261597,-1.0141091,-0.43136242,-0.3473384,1.0649812,0.255045,-1.8002961,-0.87738657,-1.3742828,1.5400896,True
-0.63496244,-0.90687597,0.047224134,3.0232928,-0.05116743,0.13614535,0.58528554,1.8179172,0.29425076,-1.2551286,-2.1335173,False
1.3374807,0.16675785,0.29576567,-1.0537521,2.17027,-0.3474543,-1.737502,0.6216444,-0.033263773,0.71232516,-0.7807307,False
1.3262601,1.2594763,1.2850677,1.8291986,4.9715095,1.4543619,-0.80318016,2.4964755,-0.04974723,1.0729504,-1.9290525,False
-1.2052279,0.59895957,-0.8465581,-0.8338826,0.40270057,-1.9807284,-0.07977489,-0.47176078,-0.1186989,-0.3889781,-1.384369,False
0.02149038,-0.47111434,-0.06591216,-0.45448765,0.020561606,-0.19288242,0.4591112,-0.8731171,0.9875442,-0.43266422,-0.13319065,True
-0.73814607,-1.0773813,0.60059816,-0.83816856,-0.40490782,-0.33002338,-0.5258013,-1.170479,-0.008983597,1.144577,0.7635201,False
0.368506,-0.874409,2.724899,-1.043531,0.09854074,1.1811068,0.35948884,0.007250905,-1.106761,-0.14876948,-0.009655118,True
-0.82119626,-0.68935305,-0.7372956,-1.0127177,-1.0264386,-0.17353457,-0.1081523,-1.0482984,1.3537986,-1.5422593,-0.36057466,True
0.16560516,-0.92168146,0.5226324,-0.21113168,0.40987387,1.1327366,0.075674474,-0.7795327,-0.6369766,0.54944456,-0.30166802,True
0.36207786,1.0268514,-0.0026637614,-1.3205488,-0.7369583,0.12458688,0.12437168,-1.0833837,-1.1476591,-0.6834751,1.4336265,True
-0.8966477,-0.8266246,-0.48243135,0.72254914,-0.8160001,-0.8378922,-0.013115048,-0.17891397,1.4424999,0.29912233,-0.079985544,False
-1.0098801,-0.7505112,1.390583,-0.5006685,-0.17975797,0.42721123,0.51220024,-0.58491486,1.1019161,0.69800305,1.2651601,True
-1.6381013,1.3190025,-1.917589,0.1504882,-0.5248531,-0.21445149,-1.3250842,0.3151895,2.368422,0.25109825,0.40409786,False
-0.0035374165,-0.92610973,0.5496703,1.4353323,-0.017393678,0.8552057,0.33054787,0.99956137,-0.12592763,-0.8286755,-1.177011,False
-0.035914406,3.0065482,-2.009785,-0.6930547,0.587144,-1.5069383,-1.2081213,0.43015933,1.6325777,-0.295255,-0.9587645,False
0.8138817,-0.5676031,1.267431,0.26935014,-0.4068631,0.14539322,0.7979937,0.22624305,-1.5053973,-1.2384863,0.72104895,True
-0.4699669,0.73946553,-0.024589451,0.65567285,-0.3242402,-0.61566794,0.32771233,-0.4236522,-0.019674122,-0.008451164,1.458884,True
0.24087715,0.28140584,-1.0866237,1.0561125,-0.50450593,0.3966318,0.8991847,0.6822064,0.8226336,-1.3210016,-0.11235145,False
-1.007816,-0.66826284,-0.32951584,-0.39334404,-0.52815783,0.75313306,0.7109233,-0.17219561,-0.61194384,-0.42523798,0.07106751,False
-0.29783273,0.07754618,-0.94051754,2.186594,-0.7883643,1.5777193,1.5859675,0.95809525,-1.2120868,-0.36475557,-1.2783363,False
2.1726325,0.6278811,0.92521393,-0.6624766,-0.040748715,-1.8804252,-1.9694273,1.1868447,0.26561055,0.30456257,0.7626899,True
0.82383215,-1.049511,1.8428904,-0.8480265,-0.5051479,0.07984449,1.0114788,-0.18755654,-0.9494665,0.483643,-0.19471334,False
0.09051484,-1.1380441,0.20549473,1.6973902,-0.34523475,1.337417,0.56553835,1.6953491,-1.5765893,-0.8394844,-1.9600698,True
1.5214086,-1.2243673,1.3692845,0.07171959,0.44450283,-1.0660894,-1.4559103,0.8203149,-0.08495459,0.06924362,1.8840666,True
0.69075274,-0.93203914,1.4433842,-0.27816278,0.13181691,-1.3704671,-1.3325965,-1.2053996,-0.23014314,-1.9581207,0.25756982,False
-0.5694607,-1.0190254,-0.12678301,2.1652658,-0.48179907,0.92551875,0.6605896,0.95278394,-0.010202371,-0.9322561,-0.2162455,False
-1.0892807,3.0098376,-2.4980354,0.24308258,1.0309997,-0.71351504,-1.9940021,1.1664683,2.435333,1.706652,1.0760733,True
-0.20300704,0.103793085,-0.07006252,-0.16224313,-0.5019849,0.47311258,-0.07128093,-1.0203407,1.2034767,1.0283645,0.72366416,True
-1.3055656,0.57290035,0.2066856,-0.014587283,-0.0628348,0.072111055,-0.27237082,-0.7825594,0.6545435,1.1304805,0.7845698,True
-0.5580249,-0.28903753,-0.7260788,0.094423294,0.33605272,3.6817453,1.1766069,0.25323606,0.17810777,-0.95302355,-0.1619271,False
-0.83383435,-2.1335692,-0.68968725,-0.44644147,-0.020990938,0.54641664,-0.8286803,-1.4235489,-1.5608687,-0.72558916,0.6540199,False
-1.1803689,0.9074065,0.016954198,-0.5896106,-0.44545132,-0.4839075,-0.8191308,-1.6714594,0.900038,-0.6902618,0.7756983,True
-0.14778364,-0.26629114,0.11931056,-0.04905963,-0.48628044,-1.0627968,-0.86485755,-1.3612541,0.17175502,-1.5368383,1.2683777,False
-0.4509381,-1.1784452,0.26459017,0.46405795,-1.010167,0.9821712,0.24901852,0.4789784,-0.18975563,-0.27363247,0.10716201,False
3.2558908,-0.6018917,1.933829,-0.21837285,0.15837917,-1.250015,-1.8688272,0.596175,-1.033168,2.1441104,-0.3830132,True
0.54256624,-0.8795446,0.897905,1.8406391,0.2178258,1.4304765,0.9883413,1.2791072,-1.6623458,-1.0131218,-1.942142,True
-0.54780644,-1.1585075,-0.34138083,-0.3707603,-0.43545008,1.5738586,-0.14056653,-0.6745616,-0.06433272,2.025619,0.4926304,True
-0.79402095,-4.8592687e-05,1.4725336,-0.09894216,0.31089878,0.70146585,1.1031829,0.13109583,0.801252,-0.44100413,-0.3756907,True
-0.15957677,-0.2866851,-0.7364642,-0.34367833,-0.31867006,0.92711323,0.6798442,-1.8411043,-1.5906829,-0.33839244,1.3947697,True
-0.8022376,0.31708285,-0.36554593,-0.3693912,-1.1086676,0.5000077,1.6425123,-0.41302198,0.5909404,-0.1906407,0.96301323,False
-0.90882504,-0.8621486,-0.07558293,1.1391952,-0.24142402,0.25515467,0.33958417,0.10676193,-0.70208126,-0.7186786,-0.43682265,False
-0.2848811,-1.5178347,0.15754673,1.2331059,-0.42847222,0.2768555,-0.07139539,0.3606828,-0.50092787,-0.019254267,-0.1310179,True
-1.1900554,-0.93396664,-0.57309365,0.15252739,0.04868558,0.650459,-0.69829124,-0.046794914,-0.42148447,-0.9939408,-0.7803627,False
0.1035364,-0.5780103,3.4963925,-0.6681367,2.649091,2.4706984,-0.33762094,0.27637583,-1.9391322,-0.58908385,-1.3433878,False
-0.07114981,-0.66723216,1.4882092,-0.9654976,-0.91236424,-0.47166014,-1.0926021,-1.4531655,-0.53047496,-0.15432021,1.563272,False
0.2380515,0.6101014,-0.38414997,-0.4991755,-0.25700906,0.8590098,0.17466733,-0.47714338,-0.3093122,0.03334388,1.678866,True
0.36189735,0.03686759,0.0063831434,-0.42945054,-1.4000399,-0.9231895,0.28774974,-1.124984,-0.831607,-0.10283452,1.5197964,True
1.7364193,-1.5516735,1.0277894,-0.9936793,1.0115538,-1.4480852,-2.2646272,1.1400985,1.2123328,1.3161263,0.5223161,True
-0.34191406,-1.3294774,-0.016325876,-0.8103284,-0.63386524,-1.211804,-1.0657109,-0.7120838,-1.1348526,0.73459935,0.41386783,True
-1.2358006,-0.83404315,0.93694615,-0.7176362,0.18595609,0.11239275,0.014957368,-1.2657081,1.4691409,0.6352216,1.1834847,True
-0.69388795,-0.8050798,-0.14447108,3.0418513,-0.49823788,1.2541955,0.5056828,1.0391645,0.032337397,-1.2909057,0.34642914,False
0.7171664,0.80616885,-0.11046995,0.16313985,-0.6498821,0.036169693,0.1264584,-1.9575667,0.033200204,-0.80765736,1.7369069,True
0.65153503,-0.45521533,0.73457503,-0.9902611,-0.6400785,0.0009760298,0.78413695,-0.46926868,-0.0731007,-0.93082786,0.38045505,True
0.19025245,-0.5885806,1.6398015,-0.71841204,-0.86031264,-0.62066805,-0.42996234,-0.6918954,-1.2363294,-1.5295662,-0.14831069,True
0.59533787,0.8512888,-1.2589068,-0.71870995,-0.9523774,-0.9984355,-0.3577686,-1.788909,-1.3150475,-0.8434488,0.74192435,False
1.5329931,-0.98953855,0.6351148,-0.21561515,0.3074603,-0.6966489,0.6422253,-0.20423388,-1.4225527,-0.121995196,-0.5134918,False
0.9970187,1.3305426,-2.2449632,-0.7313433,0.84915626,0.31736875,-1.1000528,1.1477907,0.5426478,0.85262436,0.5257129,False
-0.75690264,-0.51594967,0.93198407,0.17721774,-0.44607407,0.36652538,0.08906263,0.2525,0.98681027,0.13049528,-0.72914165,True
-0.4014101,1.1359503,0.41435742,-1.0065037,1.2816415,-0.9188871,-1.5522714,0.88919944,0.8487386,-0.37494373,-1.4411389,False
-0.3240886,-0.5212059,-0.62680316,2.0859714,0.6491611,-1.4598056,0.7754658,1.6236961,-0.49202514,0.008223077,-1.9288433,False
-1.2670356,-0.53529644,-0.11346111,-1.0675739,-0.9496143,0.58156323,-1.0937929,-2.0720294,-0.053574298,1.0629405,1.8305684,True
1.583753,2.74051,1.0967929,-0.5750703,3.0498405,0.5417987,0.20950633,2.500339,0.6483695,3.830444,-0.636575,False
0.78340983,-0.58490527,-0.19524951,-1.3487148,-0.6370606,0.22043422,0.56173193,-1.716454,-1.2518407,-0.80266523,1.685297,True
-0.67165804,0.6214203,0.69390047,2.6201873,1.0344721,1.4796603,2.1634448,2.2421134,-0.7382405,0.38164064,-1.1257069,False
-0.5073901,-0.10960105,0.61698854,1.8764697,0.35870814,2.0848331,1.32272,1.0026006,-0.9720751,-0.094420224,-1.5856688,False
-0.17974341,0.20044559,3.3018682,1.1297905,0.41296864,-0.83478695,2.5134609,-0.2125668,-1.7081898,-0.35354394,0.28232047,False
-0.49530745,-0.8118272,-0.07181768,-0.87329936,0.05303663,-0.8068862,0.14196777,0.38832295,-0.09423579,0.38103324,-1.2429606,False
0.52122223,-0.046296388,0.85212445,-0.9135318,-0.5094981,-0.46808058,0.6876991,-0.7560823,-1.0992181,-0.073199004,1.3443336,False
2.2680793,0.24427684,1.2551411,-0.77930754,1.4775695,-0.62957627,-1.180089,1.5397466,-1.2474306,2.923767,0.77892405,True
-0.41545212,-0.5188159,0.005385816,0.25923714,-0.5776728,0.4681368,0.021416306,-0.23311627,0.4745113,-0.48464465,1.1112671,True
-0.7073883,0.46206817,-0.7555289,-0.51544714,-0.38059342,0.29407567,-0.44912112,-1.2662497,-0.7142188,-0.93208724,1.3683916,False
-1.3485754,0.4620713,-1.579534,0.17353255,-1.2300458,0.20928991,2.0970697,-0.16021706,-0.17007114,0.7312921,-0.8426213,False
0.9799238,1.44386,-0.89124346,0.2559847,1.6811,-0.065901026,0.03252232,1.6015705,-0.48027208,-0.56988734,-0.8541183,False
0.09843418,-0.2103935,1.7212056,0.3219959,0.64977247,0.29627442,0.90920925,0.90348,-0.3029163,-0.6242083,-0.5069094,False
1.2987677,-1.5397702,1.2335396,-0.803002,1.0975064,-0.90151536,-1.9638226,0.70627785,1.0349315,1.7097883,0.9206081,True
0.64032423,-1.3562309,0.47190446,0.25850824,-0.33388892,1.0000427,0.9712766,0.20897576,-0.36484864,-1.0771312,0.020514086,True
1.5847995,0.6085894,1.0285708,-0.48954445,0.6944176,-1.0975287,-1.6347419,0.0031998158,1.1732253,1.7540107,0.50612503,True
-0.7103468,-0.44537818,-0.49322885,0.17166623,0.6173881,1.0287237,1.9849427,1.4511617,0.7516404,-0.58339506,-2.2606692,False
1.6626227,0.17854217,1.4613606,-0.5543803,1.0232413,-1.7657299,-2.1787574,0.77378845,-0.013173401,3.191555,0.8762886,True
-0.90671515,-0.34424528,0.14761797,-1.6432233,-0.67437524,1.044997,0.9371668,0.24647023,0.38614878,0.105802506,-0.9985523,True
-1.7107205,-0.2014697,-0.20334041,-0.8799228,1.596624,-0.38937712,-1.2441231,0.4809344,0.64911914,0.36284882,-1.4405051,False
