ParticleID_2,ParticleID_11,ParticleID_15,ParticleID_17,ParticleID_22,ParticleID_26,ParticleID_33,ParticleID_40,ParticleID_41,signal
-0.30781806,-0.216142,0.99707395,0.18976666,0.04413715,-0.33816895,0.34619898,0.1304224,0.48027432,True
-0.31200838,-0.74751955,-0.22518586,-0.013620615,-0.38332504,0.78165704,0.5359944,-0.39306793,0.24481928,False
-0.041315973,0.09265968,-0.5603443,0.5663246,-0.38488472,0.512647,-0.26276842,0.16438818,1.4016314,False
-0.3703631,0.57805365,0.14236274,-0.3405641,-0.48166376,-1.3527977,-0.30414176,0.14040521,0.56193626,True
0.16986346,-0.4944798,2.5818532,0.5307903,3.0485423,1.6948315,-0.10581839,-0.13400453,0.15366933,True
0.7249279,1.5417014,-0.40918627,0.21043958,-0.24273688,0.53888905,-1.616341,0.7714338,-0.2979845,False
0.04499978,1.5881574,-0.43732756,-0.018531596,-0.5243683,0.777984,-1.4237373,0.74966025,-0.22098202,False
0.22002122,-0.2765368,2.411136,-0.4583608,2.1055892,-0.38053524,-0.39639857,0.29429683,0.12631842,True
0.14602181,0.14785716,0.16513067,0.07205862,0.13128415,-0.35787487,0.35321748,0.60425603,-0.47344854,False
-0.27618718,0.8471763,1.6543648,-0.18727998,1.1452079,-1.0790879,-0.61117303,0.04607428,-0.18687731,True
-0.50261843,1.1277708,-0.575775,0.86656016,-0.58629847,0.49188095,-1.1639218,-0.23272653,-0.44695657,False
0.10413086,-0.42055357,-0.8107537,0.9431927,-0.61554754,-0.06423639,0.77196175,0.0417205,-0.7471285,False
-0.41511327,-0.71010566,0.9502249,0.5581269,2.1483874,-0.717977,0.9936882,0.34730214,0.9218405,True
-0.45827153,-1.3819523,-0.5349141,-0.20389909,-0.18942526,-0.48701012,1.2731373,-0.74733377,0.5331361,True
-0.06354442,0.3316399,-0.77509886,1.710092,-0.4653864,0.40736112,-0.59555125,0.48290327,-1.9054362,False
-0.14762282,1.0234462,-1.03561,0.06015846,0.020556927,0.34871572,-0.8630234,0.4039975,0.2805065,False
-0.06731128,-0.6865365,-0.42659342,-0.12743339,-0.0345062,0.31535053,1.0891492,-0.18535385,0.19187473,False
0.009713428,-0.26112363,-0.5779207,-0.011809781,-0.7078356,0.2867092,0.765755,-0.74843615,-0.48685825,False
0.5563563,-1.4071192,-0.39699873,0.3731818,-0.78627664,0.13458914,0.91215146,-0.93759644,-0.2792873,False
0.2962853,0.4520625,-0.49706385,0.38580102,-0.08809923,0.5545724,-0.2811844,0.4774499,-0.4095269,False
-0.3649161,0.20595005,1.9138219,-0.10948786,0.90046716,-0.97888005,0.3671383,0.5434247,0.46579537,True
-0.51595294,0.40602666,-1.0305982,-0.15116574,-0.777516,0.9832506,-0.2866149,0.012028772,0.63131493,False
-0.4989722,-1.0155903,-1.1295751,-0.17981073,-0.4667892,0.55107033,1.0919936,-0.86190087,0.24607213,False
0.33843806,-1.3473969,-0.30542922,0.4111504,-0.10765332,0.89763,1.032098,-0.38971373,0.41990826,False
0.6963196,1.3710309,-0.06854051,0.44521484,-0.57723767,-0.13737288,-1.5123338,0.8639306,0.3013851,False
-0.7047632,-0.69397014,-0.08778236,0.46985483,0.30787826,1.7305746,1.1402321,0.18362422,-0.036555365,False
-0.3599187,-0.93351805,-0.3949516,0.21106307,-0.6533754,0.5855632,1.1329703,-0.59684646,-0.50799555,False
-0.5268504,0.7771927,-1.0284774,0.5492931,-0.8578371,0.60250336,-0.10872041,0.38213402,-0.06964837,False
-0.21887074,0.3083875,-0.6780717,-0.7264477,-0.21080852,0.09889376,-0.62750953,0.0045731217,-0.012899697,True
-0.18052766,-0.29703653,-0.28251597,0.48008433,-0.38740745,-0.19380763,0.6322996,-0.60806084,-0.6522938,False
-0.062164582,0.058362067,-0.2815887,-0.06194437,-0.47124457,0.57719594,-0.8799241,-0.19193782,-0.4182058,False
-0.3690276,1.1198666,-0.8851612,-0.557606,-1.0055599,-1.2118715,-0.4582258,-0.3380658,0.13924482,True
-0.49277058,-0.7586708,-0.52824247,-0.30676904,-0.11731478,-0.9218637,0.36072415,-0.6975354,0.34747168,True
0.578912,-1.2138988,-0.3459432,-0.1505382,1.3343571,-0.5588246,1.0128615,-0.34984678,0.8303905,True
-0.8712974,0.102158144,-0.048449546,-0.4165062,-0.2373856,-0.93182814,-0.12110968,0.47993112,0.22971654,True
0.0097925365,1.2099493,-0.23992577,-0.40462446,-0.11186078,0.6843121,-1.510383,1.1786888,0.013814338,False
0.15139642,-0.18105893,2.726737,0.0035609305,3.0206857,-0.54889363,0.4328181,-0.0037072748,0.54220134,True
0.091046095,-0.8447584,-0.87004656,0.3597185,-0.3457686,-0.07699609,0.63120997,-0.35737178,-0.24179024,False
-0.21153781,-0.6760175,-0.92472196,-0.1419892,-0.68663025,-0.097114004,0.49843964,0.19202127,-0.4748468,False
-0.67022216,-0.2725457,-0.7464744,-0.26925856,-0.82507825,-1.0488186,0.6132726,-0.50949574,0.2970236,True
0.061139837,-0.5678157,1.1714005,-0.08905113,1.6910026,1.7426369,-0.13527752,0.7966495,0.3194232,True
0.011009105,-1.0954529,0.16734532,0.30187947,1.1750888,1.4454368,1.3139381,0.14578661,0.3756593,False
0.24777879,-0.33975607,0.12545478,0.33708796,0.0738045,1.0595001,0.68314457,-0.89184934,-0.45715615,False
-0.2885205,0.22585696,-0.25341952,-0.39266092,-0.48333472,-0.25902495,0.19053914,0.21264733,0.5000258,False
-0.119051166,1.0572369,-0.6691213,0.37198484,-0.103747785,0.33271098,-0.24081004,-0.06392551,-0.7935229,False
-0.40928113,-0.75609756,-0.8195449,-0.31511396,-0.37574434,-0.019618958,0.9438765,-0.57923084,0.6346997,True
0.24633142,-0.45808586,-0.7033619,0.10299847,-0.11741552,0.34975076,0.18651636,0.31424174,0.5198114,False
-0.41518337,-0.37714478,0.16740042,-0.63839304,0.63709635,-0.8975393,0.5719347,0.055760253,0.0912828,True
0.19091615,0.22790101,-0.42187166,0.5289855,-0.5412942,-0.7441767,-0.5195385,-0.19094603,0.61078846,False
-0.40652868,0.6849132,0.6192703,0.05263959,0.4264362,-0.45551533,-1.2805657,0.60306495,0.6916299,True
-0.2689507,0.5735614,-0.6433691,-0.16242817,-0.53216016,0.5731679,-0.3288861,0.9399155,-0.9664298,False
0.22855368,-1.4374888,3.469906,1.0795622,6.4266987,-0.80046195,0.8988341,0.41181183,0.6426598,True
-0.5727819,0.87473047,-0.7855974,0.010551035,-1.0159047,-0.55123734,-0.0071199164,-0.28079218,-0.3926777,True
0.30646527,-0.446117,-0.2570712,1.2827108,-0.521507,1.0934433,0.05014792,0.9348403,-0.80459905,False
-0.36571687,1.726566,-0.5674308,1.063844,-0.7276568,0.09805877,-0.67899525,0.73372287,0.7275295,False
0.3769611,1.2367965,4.1939387,-0.32214507,2.645018,-0.22780547,-1.1320181,0.69714224,0.69305277,True
-0.016741356,0.29351592,-0.2661093,0.1939834,-0.4422031,0.4471516,0.10876551,-0.5684728,0.28426218,True
0.07270912,-0.95873785,-0.44495714,-0.34810516,-0.35917357,1.4476298,0.49687317,-0.30973414,0.43892196,False
-0.22946224,-0.2525617,-0.75870687,-0.4688351,-0.8880576,0.063595414,1.0993736,-0.48898926,-0.8750246,False
-0.56935525,-0.9239464,-0.21822691,-0.48061046,-0.62491053,0.889945,1.020553,0.18925908,0.50063014,True
-0.1275314,-0.14819002,-0.14573734,0.6797468,-0.3530249,1.4195073,0.5445296,0.35329205,-0.49393773,False
2.5735176,-1.2766756,0.82160544,0.23913775,1.4830523,1.285142,1.2438277,-0.6899067,-0.10086122,True
-0.20746388,-1.1252508,0.47918344,0.01794687,0.990665,0.04923194,0.549364,0.5564776,2.256258,True
-0.36931598,-0.007750213,-0.8488711,-0.26501828,-0.29303542,-1.0058731,0.43774143,-0.14820082,-0.09562778,False
-0.6542216,0.8046323,-0.28857976,-0.2755094,0.06418748,-1.0420107,-0.9862026,-0.22802775,-0.3083094,True
-0.21735242,0.49288273,-0.42105848,0.56794095,-0.63541067,-0.06768064,-0.3220827,0.13171436,-0.3192605,False
0.4093466,-1.1154363,-0.14042732,0.026745051,1.0640409,-0.58925486,1.1363151,-0.33128417,1.1831552,True
-0.17317274,-0.6487261,3.3717902,-0.2779364,3.0274618,-0.66026497,0.3205753,0.9551526,0.39279372,True
-0.03769225,0.6303431,-1.2948002,-0.14230588,-0.37846434,-1.2440271,0.07823587,0.3902474,-0.09358563,False
-0.33062607,2.3704998,-0.43449402,-0.33299324,-0.22707772,0.07134909,-2.8708146,0.66157573,-0.9140539,False
-0.64087373,-1.1908059,-1.0597043,-0.54209685,-0.48901522,0.27260813,0.89650536,-0.11629966,0.6827617,True
-0.11873174,-0.68695986,0.3960973,0.19329795,-0.08528888,-0.8408682,0.58100355,-0.8185817,-0.31384224,False
-0.60522115,-0.9489847,-0.3426215,-0.5533989,0.054051712,-0.6427711,0.8211943,0.21457987,0.55426645,True
0.28786084,-0.26586804,0.15627725,-0.29047444,0.11508286,-0.28637445,0.37705892,0.3494913,0.60670954,True
-0.15956141,-0.8525623,1.4993724,0.46023732,1.9356432,-0.8388427,1.2877294,0.11565107,1.1937654,True
-0.23654541,0.25671598,-0.4530584,1.8736377,-0.6708845,0.08355163,1.3194226,-0.28545237,-0.21690509,False
-0.40404403,-0.710441,1.5465112,0.2793234,1.8024615,-0.66239965,0.6587393,0.3289286,1.1164354,True
0.13221863,0.011935511,-0.60013765,-0.25493938,-0.2949201,-0.76044494,0.77354,-0.73405695,-0.58413243,False
-0.39809954,-0.008844405,-0.16215862,-0.17141008,-0.1677064,-0.738747,0.42931855,-0.8653818,-0.15194,False
0.17335734,-0.22424534,-0.04386501,0.47975504,-0.01782243,1.0823761,0.80610996,0.0020345114,-0.52977437,False
-0.5187287,-0.36515865,-0.5557749,0.09299299,-0.5497067,0.10532361,0.74581647,-1.1580973,-0.6425965,True
-0.107316576,-1.4463478,-0.5586593,0.14617226,-0.5417804,0.8583276,0.93245006,-0.31788695,-0.7795137,False
4.289385,-1.5978129,1.3759569,0.4047984,1.706668,0.49269575,0.40659314,0.33615923,0.45527467,True
0.8244169,-0.98254085,-0.117753215,0.23058827,-0.18305933,0.11944048,1.3864039,-1.242311,-0.6220054,True
-0.06414555,0.7928103,-0.52305496,-0.32369998,-0.38675237,0.74382627,-0.4656652,0.70009136,0.3846594,False
-0.14851631,0.4884429,-0.8704752,0.11150349,-0.41492993,0.59174496,0.7986938,0.09942906,-0.27787668,False
-0.47954506,-0.79036665,0.5434468,-0.2884761,0.5962725,-0.986397,0.26493466,-0.26640177,0.5934009,True
-0.38526857,-0.3107633,0.81578386,0.25689012,0.12955482,-0.06531775,0.5648724,-0.26563442,-0.45771357,True
-0.4731633,2.662517,-0.5514684,-0.1615456,-0.46639043,0.46324483,-2.0782316,1.1366937,-0.060945123,False
-0.56028736,-0.7110996,-0.0049339533,-0.027862966,-0.6830242,-0.416422,0.83903944,-0.56387985,-0.2952322,True
0.2163337,0.14283204,-0.951986,0.19505157,-0.63666916,-1.3271838,0.49337405,-0.14861698,-0.8690835,False
0.5536434,-0.36725605,-0.7468133,-0.30980772,-0.49221653,-0.1867901,-0.0727693,0.0622715,0.3393971,False
-0.110534675,-0.34017307,0.6760185,-0.104933515,0.28157675,0.8233922,-0.07206252,0.9287259,0.091808155,True
0.11651172,-1.2725575,-0.6746424,0.6498746,-0.58561754,0.69100577,1.0627764,-0.6257608,-0.60588014,False
-0.17990535,-0.006421536,0.23079276,0.15005773,-0.078579195,-0.37768227,0.5470787,-0.22362292,-0.4546805,False
-0.18466228,-0.8437655,-0.5364315,-0.23991282,-0.47865254,0.6216594,-0.021346632,-0.54111844,0.5533131,False
-0.15705313,0.7277575,-0.7787438,0.7907437,-0.598984,0.49760714,-0.8422229,0.47400016,-0.99794483,False
-0.2577421,-0.9572537,-0.48662078,-0.34776837,-0.17719774,-0.6591112,0.32248068,-1.1649299,0.20026807,True
-0.043635644,1.522692,-0.10474473,-0.5807551,-0.96636313,-0.31824175,-0.04185208,-0.3862442,-4.783132,False
-0.16730233,0.16604437,0.054374516,0.11022131,-0.5445327,0.634511,0.07670231,0.48934174,-0.094307154,False
-0.20812006,-0.1883968,-0.512794,0.055915743,-0.6669266,1.0698726,0.50981677,-0.07755837,-0.3045721,False
-0.20783766,0.21251875,-1.272888,-0.2976066,-0.88444996,0.32667637,0.19909438,-0.028937086,-0.18270968,False
0.35144585,0.4131834,3.635197,-0.082219794,2.8926666,0.35704613,-1.1096809,1.8038592,0.85263324,True
5.9980316,-1.3241591,2.5262609,3.1148317,2.1613533,1.0087773,0.7281735,-0.32620987,-0.30275682,True
-0.72586274,2.0818772,-0.83314574,-0.118122116,-0.57302165,-0.1751664,-2.3732748,0.36812434,-0.015414592,False
0.09350672,0.30096322,-0.70366496,0.7166598,-1.0203837,0.4054443,-0.42942733,0.02000397,-0.679809,False
-0.8999413,-0.6416626,-0.34420758,0.25376043,-0.5483619,-1.213911,0.7396706,-0.65640444,0.15530261,True
-0.47407955,-0.31951666,-0.17546979,-0.17881048,-0.33731133,-0.7380944,0.026880294,0.0056765284,-0.00493899,True
-0.25175425,0.61018544,0.7161567,-0.17156662,0.08147837,-0.51968783,-0.9211443,0.40656453,0.84291714,True
-0.32525587,-0.45239797,0.7947617,0.3377908,0.65665823,0.10951345,0.6266018,0.078400046,1.4931176,True
-0.31756443,0.7345193,-0.9635216,-0.4686706,-1.061163,-1.0361748,-1.7325906,0.07058287,0.07102767,True
-0.18792316,0.31982517,-0.6760093,0.19295146,-0.726917,0.7499348,0.10358605,1.0057415,-0.05435559,False
-0.41730365,-0.29601917,-0.07669464,0.19173792,0.12390801,-0.96707565,0.53808033,-0.48079032,-0.2722383,True
-0.2797846,-0.34824038,0.19987991,0.27346933,-0.11889839,0.26685956,1.2010506,-0.6912979,-0.16430128,False
-0.5560769,-1.528836,1.1617564,-0.3001261,0.55194163,-0.24479336,1.1516399,0.26035526,0.5865897,True
-0.050330482,-0.607612,-0.68914646,0.3657222,-0.6015227,0.63605857,0.22669122,0.5074239,1.0708568,False
-0.3430804,0.42272243,-0.42027473,-0.5996773,0.049754933,-1.2295221,-0.1550684,0.07970765,0.27145156,True
0.15352935,0.39011496,-0.4849723,2.0713587,-0.5382769,-0.11296508,0.35054508,0.31667492,-0.773562,False
-0.18364215,-1.0560067,-0.50414044,1.0562557,-0.60585344,1.0718102,0.52630556,-0.55855155,0.01930815,False
0.222226,2.8567894,-0.45950413,0.5557855,-0.7265806,0.7066124,-1.584477,0.12612045,-0.047846884,False
-0.24646047,0.8202301,0.117991455,-0.04669778,0.26772106,0.18968515,-0.4878322,0.30499995,-0.43557543,True
9.242272,-1.2972027,3.0895689,0.27965078,2.1136575,-0.1308218,-0.09273717,0.060865693,0.34465462,True
0.103220046,0.017516434,-0.5804534,0.06161368,-0.91167104,0.012572922,0.29388097,-0.18884882,-0.3508138,False
0.08130714,-1.199083,2.2638898,-0.08358635,2.0222547,-1.2485859,1.0210944,0.85430944,0.3571502,True
-0.4104128,-1.1991731,-0.49856755,-0.07821447,-0.32005924,-0.8211829,0.52115554,-1.0918895,-0.0494899,True
-0.5995987,0.6744222,-0.43800086,-0.049518317,-0.42092296,-0.5191351,-0.43088222,0.036622062,0.06401305,True
-0.33360675,0.32678968,-1.1970822,-0.25335687,-0.72579783,0.34051692,0.41424116,-0.66226923,0.02382332,False
0.5815907,-0.29494822,-0.17624682,-0.343513,0.3518383,1.3303595,0.41851264,0.16856872,-0.7056378,False
-0.14586829,2.1250954,2.589627,-0.16337056,1.510349,-0.91999626,-2.0910857,0.6713024,0.90825045,True
0.79644024,-1.1385802,-0.3306554,-0.40313643,-0.51650727,-0.3994553,0.96465933,-0.16487452,1.1986386,False
-0.053497143,0.2676242,-0.5138791,-0.048434615,-0.47126707,0.4923762,0.23450556,-0.441199,-0.5979124,False
0.3775187,0.65591455,0.33935782,-0.007624775,-0.13471645,1.355035,0.30619955,0.15453956,-0.9971818,False
-0.52917457,-0.93372345,-1.0973053,-0.21070716,-0.9193414,0.2674341,0.6856197,0.23991664,0.7191,True
0.029644608,-1.1241218,0.018715411,0.19595064,-0.5865787,1.1748353,1.3285925,0.7329309,0.9694797,False
0.103762075,1.1654714,-0.30591384,-0.108236976,-0.4192916,-1.0543298,-0.366107,-0.23059584,0.3909908,False
-0.056887805,-1.1888736,-0.26704383,0.04004273,0.54618233,-0.21830705,1.2904766,-0.35029548,0.51893353,True
-0.11305344,-1.1473744,-0.7116957,-0.2355727,-0.026926868,-0.28314176,0.63626325,-0.7598532,0.44629225,True
-0.13069442,-0.5967633,-1.1520356,-0.246812,-1.100744,-0.10631046,0.42772278,-0.8741286,-0.9198041,False
-0.45363927,-1.4984188,-1.0662254,-0.13629243,-0.76093876,0.49544293,0.50173265,-0.015206933,0.021314595,False
0.15924636,0.10040623,-0.9122294,1.5091172,-0.44998097,1.228034,-0.6172515,0.6916082,-1.2626134,False
0.3741317,0.04836782,-0.18787014,0.22768661,-0.15402767,-1.0349555,0.10717187,-0.37886158,0.41119868,True
2.2764351,-0.9769587,0.5993906,0.16284832,0.059628725,-1.0079023,0.37434733,-0.27768436,0.46372712,True
0.17515649,0.3840184,-1.1101521,0.1495153,-0.83960915,0.21708061,0.011883553,-0.57059145,-0.31197506,False
0.0013003051,-0.42520604,-0.81543237,0.22770788,-0.91494024,0.0147699565,0.65990746,-0.15947607,-0.36543372,False
-0.069231115,-0.6041988,-1.1125073,0.40416735,-0.4637191,0.36540186,0.5795656,-0.83405316,0.19280487,False
0.029696,0.24082586,-0.1290912,1.2854552,-0.50475895,1.1772786,0.19119287,0.63692755,-0.5137818,False
-0.2780277,-0.73259944,-0.889023,-0.23957086,-0.86947304,-0.52668303,0.54448545,-0.2238063,1.0751092,True
-0.11430779,-0.99944395,-0.6991694,-0.42804503,-0.42521262,0.20195518,1.6048251,-0.8046653,-0.25094515,True
0.18389562,-0.42927074,-1.0030274,-0.059203602,-0.57261795,0.41464052,0.3937507,0.19521436,-0.4874287,False
0.093363315,-0.5345021,-0.5557104,0.04829055,-0.46853673,0.8174991,0.6741464,-0.71447235,-0.6122502,False
0.94555104,-0.9938148,-0.17366251,0.77215606,-0.5120759,0.31751144,0.5073949,-0.123906165,-0.014527082,False
-0.024659932,0.106864005,-0.6534527,-0.34876847,-0.3224687,0.7369751,0.69805163,-0.46063694,0.14384879,False
0.0691787,-0.16764802,0.16643515,0.082729235,0.34940404,-0.34312654,0.33035913,-0.045125224,0.40458775,True
-0.1310327,0.37127325,-0.50903106,-0.42036694,-0.72284794,-0.77197015,-0.12774798,-0.95252913,-0.06254616,True
0.3660612,-1.0619959,-0.11682773,0.3385387,-0.31175205,0.56946754,1.1016725,0.004045844,-0.71837467,True
-0.5087975,0.610982,-1.1334946,0.10059689,-0.60033375,0.5424669,-0.22208731,-0.8694202,0.07230879,False
-0.14128324,0.039010927,1.4029946,-0.23192498,0.71830875,-0.518948,-0.2710095,-0.0014414527,0.43652558,True
-0.21538737,-0.23861657,-0.6076342,0.43758947,-0.98638076,-0.5607466,0.50046027,-0.8011235,-0.51001555,False
-0.119480126,-0.04216641,-0.8569768,-0.32057732,-0.12628904,0.04893311,0.54565126,-0.14373586,-0.87282634,False
-0.60082245,-0.8471125,-0.2721833,-0.23003614,0.5041046,-0.5530825,1.2695493,-0.38597274,1.1632239,True
-0.5003931,-1.0706549,0.34229746,0.3293722,0.08342509,0.6693673,1.5529963,0.081441715,0.6662878,True
-0.36121616,-0.17232528,-0.12419667,-0.24522722,-0.013032448,-1.2623248,-0.14692925,0.3129103,0.35136017,True
-0.4813936,-0.7069642,0.79745895,0.06991261,-0.1162034,-0.04256183,0.22944438,0.79463303,0.63975376,False
0.20639937,0.11309316,-0.9957184,-0.3846795,-0.7174888,0.49018416,0.26751947,0.8223609,0.15679052,False
0.2724449,0.969759,2.3967998,-0.048323497,1.4382455,-0.34775984,-0.501017,0.08776504,0.056701496,True
0.16592729,-0.27414796,-0.19814962,0.13599676,-0.5495278,1.4560435,0.4983426,1.0162774,-0.24278717,False
0.8031124,-1.2171873,0.114046946,0.006334126,0.47750497,-0.51151806,0.21211691,0.06554416,0.13866268,False
0.57916707,-1.3288761,0.9438937,-0.37897462,0.50966763,0.71103615,0.63047695,0.032194585,0.26927465,True
-0.12536386,0.736376,-1.0709883,0.1726719,-0.3572369,0.14815955,-1.3770666,0.28684333,-0.43565255,False
0.5396826,0.42938536,-0.119576514,0.09415537,0.40631512,2.3348658,0.3401055,-0.8292793,-0.8455343,False
-0.17396234,0.59385246,-0.87626076,-0.04570934,-0.5765852,0.4189295,-0.30041885,0.9033183,0.460006,False
-0.11476101,-1.1548172,1.6747079,1.5236866,0.28286594,-1.0094794,1.2728401,-0.2762941,0.30245858,True
-0.78553325,0.16501577,-0.75082797,-0.64155495,-0.6087362,-0.76554626,-0.11235105,-0.7204287,-0.47238538,True
