,fLength:,fWidth:,fSize:,fConc:,fConc1:,fAsym:,fM3Long:,fM3Trans:,fAlpha:,fDist:,class
10783,-0.6309772463963794,-1.3400841768042953,-0.33340861763634083,0.9659853232197168,1.203957365732621,0.8328499819794467,0.004079144559655523,0.3330317522030657,-0.281442009432468,-0.22995477957361685,h
575,-0.9047845504015358,-0.19622601180447957,0.22773231195557242,-0.0708403774356646,0.29692887587984756,-0.03544962183626793,0.5345061864344167,-0.6330730752276859,-0.21668361041375045,-1.572547167723891,g
10280,2.631772984867417,2.6662685000470416,2.953332839260034,-2.0057163534165316,-1.2281595537723866,-0.9227982941161482,-2.6206358935498373,-2.230505477702682,1.2938716283459317,0.15555993626237724,h
12986,1.5017084564634322,2.499760794440644,1.6114275981721715,-1.7148932109642407,-1.3528302898282898,-1.0586425827507284,-1.5177398029984703,1.7244490881226424,0.5215269335546308,-0.33570562991437886,h
6183,-0.17257550730127041,-0.21289842622354735,-0.009415609730662189,-0.3306487466416494,-0.6209724806567474,-0.8230761528233483,0.5887749343964384,0.3720196698607796,-1.1204501199738082,0.38711448315290226,g
11135,-0.10590227944823556,0.1501737296038676,0.521714658737036,-0.9304507750920944,-1.031065073914365,0.9654675976834373,-0.08221873945751043,1.0529043929629287,1.4538013245655428,-0.5517412018272578,h
5890,1.1557411167992842,0.5368409290258587,1.1072993733529075,-1.1381023447735237,-0.5303784071460003,-0.12640699020957055,1.0465436557979575,0.9506080077916583,-1.1873378789648168,1.9945979122419053,g
5073,-0.5571767743277513,-0.6995700247599725,0.7130227008035299,-0.10827548908193113,-0.061245320129528213,0.7356454336286278,0.5705343141116722,-0.6119137869920115,-1.0121018872165815,0.5396493197919302,g
1844,0.5537498617919872,0.4672200341938092,1.6515883717796371,-1.0081708720700366,-1.32621817338444,0.45695799176759827,1.5532940072809323,-0.5463645296758779,-1.6247054771232061,1.1256331052268764,g
4019,-1.1123459026629288,-0.922705461968343,-0.8746368204495616,1.820547970355513,1.625766497499145,0.6528067080546245,-0.29770968836544376,-0.5578150309528406,-0.26258926055545256,-0.316939790471177,g
154,0.15655519468802526,0.7579889817632558,0.3768816034459463,-0.7353782106162878,-0.9646884932297176,0.3380475216756857,0.8286008950815308,0.5473496838698695,-1.1898588738644098,1.7272041285430735,g
14825,1.5703900943782971,2.80963436349969,1.2400795454360773,-0.9136486970418818,-1.1276918906278794,-1.6975803740386128,-0.9712481994752615,-1.7354888726825783,-0.800487382073138,1.7739387802663211,h
5205,-0.7997512509611703,-0.4622849169129753,-0.747881786782428,0.8301310891205052,0.6710406638199717,0.27422958915916607,-0.1670233647175638,-0.1235558794481379,-1.288035724521368,-0.4058575472374507,g
5900,-0.6075446226129804,0.022950196348374696,-0.5010910787137779,0.4796938883834907,0.5407338215677265,0.24983827034712053,0.6844633822549112,0.04829074398138905,-0.4882227490205162,-0.9439399464008967,g
8910,1.0813719103900856,2.27454484170335,1.4198885323958503,-1.0115363855433146,-1.2641041053241973,-1.0766402757038391,-2.5070097343889906,2.4715257619004536,0.5772985825716699,1.8864258783098338,h
9059,3.229195535335173,0.31513781674565716,-0.24025247531322982,0.3502322444261336,0.9080415072911451,-3.3694052991491006,2.1182128607517297,1.1000661164478447,0.6523873234269524,1.0809395988483192,h
14291,-0.9075260106644734,-0.688379430190987,-0.3499056588655947,0.558117002077174,-0.428949326111036,0.036286611587983325,-0.013708518375944723,-0.784066312248975,0.21947992209439393,-0.1363394080187716,h
5873,1.2694113116820527,0.954101063725766,2.616450002184212,-1.8155179584632872,-0.9731679507009074,-1.892987502653454,1.3647976582118897,-1.0247435023315152,-0.7118369491350305,1.6525145351718817,g
3719,-0.9495192723639568,-0.5205426879195763,-0.488920796070223,-0.5403291376793149,-0.9044379377121622,-0.2322853756032348,1.1627433472114763,0.631203613392783,-0.8842969149108966,-1.1201773407554247,g
12620,0.04752096626313307,-0.3955230394631986,-0.24177771463053316,-0.07641327813138496,0.649634916561587,1.2188861558716975,0.4789232791349832,-0.718024720276013,-0.5905410246832633,-2.3233133801025794,h
6842,-0.5923660093525186,-0.706926292321408,-0.8426271061960406,1.2829326576810605,2.1487624070403166,0.5956510141815857,0.001105649971303746,-0.3624229017639059,-0.16439550596198105,-2.1894638536311977,g
11251,-0.6622244701747347,0.15755516182964224,-0.7265717258242897,0.40661195051186416,0.8797581486140701,0.8390235193971849,-0.06048426695013781,-0.047524047469648306,-0.6625231563926416,-1.3238143473586295,h
6201,-0.4768507711681913,-0.43120781170061495,-0.9773470891682194,0.3016189481016232,-0.14963261686202106,0.4779118369570055,0.4806768559051488,0.5361891894695703,-1.340691505903104,-1.754248046583811,g
11857,-1.493592175770691,-0.710086280933243,-0.5901816628246058,1.3110294947423247,1.0499691102876987,0.3632005000054681,0.4091517569271738,0.4681571534161221,2.273828945089754,-0.35662772163836054,h
5642,-1.4073056846159622,-1.233748487441771,-1.2854953586290798,1.9141216530641771,1.611820323029848,0.5316383584652573,-0.2525859051902886,-0.2042842805519471,0.32541705445216895,0.4187977174027744,g
13582,0.6852220454337553,-0.059599400708609945,-0.45182792393356785,0.20233556902213312,0.24478328344662678,-0.5647111568666487,-0.5127345461204299,-0.8071688693811353,-0.23711890791528073,1.1291418804981028,h
5225,-0.8080294363487259,-0.6518362986644135,-1.129669769031809,1.1446940277572542,0.855920924564463,-0.0475237211913499,0.1758437575074937,-0.003845172438177724,-1.070001560461601,0.03512446691494668,g
14355,-0.47045305540722476,-0.7019420818115703,-0.7907179540774609,0.4680307870693465,0.4008756704994874,0.9302979016146313,0.5442498983796178,0.37229658326296344,1.6578599016257571,0.11741538819006321,h
10004,-0.5909461834310216,-0.7376057324367054,-0.20230757654069312,-0.6344895264976055,-0.3432723142939534,-0.48662726503534076,0.3219055249213326,0.25370672691535234,1.3922355857286197,0.6314748993181712,h
1096,-0.5473218263891786,0.1738262052537971,-0.9150662587726095,0.1298644497346833,-0.4270835093483457,0.02067129020118924,-0.44779539203703345,-0.26645016413651357,1.0998023829312922,-2.0514457722545423,g
10365,3.2711064203253226,5.162645278308931,5.127810023488619,-2.004292960413595,-1.639908713959886,-3.0788976968797264,-2.9598156871772003,3.5892727788473877,2.1534121848124155,-2.429888873292785,h
5206,-0.5796864954035869,-0.06381811853676789,0.8265442319536995,-0.3225755653768857,-0.7332902822365471,-0.14133296706533505,-0.7918106982518094,0.4677752223710113,-1.0988165644971868,-0.38744391592970034,g
14478,0.7028448187934132,0.28031104681332136,0.7618456794814064,-0.23857666174553613,0.5321341123872547,-0.6743698222346156,-0.8507408959060178,-0.15399778789165686,0.21944054062467638,0.7808426807230455,h
14385,-0.9302916145208356,-0.08490991710778012,-0.4903340926788345,0.5360181991441352,0.3397350269389399,0.7372885206835121,-0.2755538258279098,-0.06696528798251891,-0.7020534510954046,0.43810288596553887,h
10267,2.4520420476302047,2.3248841488612966,0.9001171449672642,-0.6816932075305817,-0.5859795964719952,-0.07909558285883239,-2.010290463135567,-1.723612619748191,0.8268536835407618,1.5204133508507414,h
13077,-0.2346846116088993,-0.3857837021395305,-0.1673672516273791,1.7366435084248015,1.503372718205989,-0.41658118956263585,-0.6128802494363028,0.8632326178057776,2.235195892033939,-2.4036156458720077,h
14174,0.505094859180097,-0.26602293385068987,0.13581176768536463,-1.085721001965922,-0.9926347333498144,1.4598543990887463,0.9224884853609622,1.133445390224234,-0.13534009621178666,-0.6117474556627981,h
9163,-0.39730913782325217,-0.44745967805804443,-0.9338458530012282,0.7137655421648696,-0.20431878179456264,1.0166265794482774,0.35991602165894265,0.5037944545682953,1.2717584946182363,0.5120462977400633,h
9725,-0.5860756100588989,-0.6424047393420599,-1.2409353145857362,0.56174252755807,0.6257738896647999,-0.5541382452732553,-0.4534513398373894,-0.6294472477644407,1.082893304777571,-0.950338608793218,h
5911,-0.7869818684055165,-0.7579046805185401,-0.04719015542152148,-0.7186064609901625,-0.6421837526293155,0.0854805582469057,0.19176501045620428,-0.1515469215320132,-0.7285755741244109,-0.6185856158586945,g
4919,0.13743930372673455,0.3952780378722126,0.3006157423293834,-1.0686005319233252,-0.7493755697384425,1.1227956601836917,1.3620472670173946,0.37852244773274185,-1.2155747122189788,0.9216989606444704,g
3879,-0.6126362695358252,-0.7569925321624908,-0.7836127638238676,0.2542472267553287,0.4749215010711044,0.39709884458418443,0.4876938047085482,-0.2677006498304973,-0.475579934891897,0.5135024641838559,g
486,-0.019980447370846754,0.0017112714723210853,0.3765335166355254,-0.5831873088512444,0.15970073518579447,-0.10843981949135156,-1.098977116839137,-0.13662965020940465,-1.5590621952365242,0.6690890606369331,g
13813,0.09032692075085214,-0.4587345179724751,-0.14253512293114634,0.21254377496390695,-0.2592278542270085,0.8296486832653892,-0.20382625040031263,1.1943829823413479,-0.6646242100936876,0.392723234686616,h
6879,-0.5655210136270741,-0.5603214104029735,-0.8479828401490713,-0.3752343280655067,-0.7417847380266522,-0.6700704433203855,0.2547102114497059,-0.02085791867359732,-0.8122396814869453,-0.5688908811370774,g
13953,0.0541612348166708,-0.8676626752971507,0.5911853029080507,-0.404515464847604,-0.535679989413582,-0.12241581751301905,0.8314871903311964,-0.1376976268715963,1.025443364495741,-1.9194816453351782,h
12030,-0.7292436080125291,0.2393442478975153,0.9827907915301262,-0.9999099411254184,-0.9281228036841824,-0.14501145049255432,0.4149184081417281,-0.49343169196099473,0.7241569259065916,0.7133723890713298,h
5590,-0.34981328957688257,-1.2824232217927456,-0.5575716109469985,0.29146909918672864,0.584945763498632,0.8548467243817887,0.16751624491755157,0.47426932477478095,-0.11475765467742516,-0.35007011398134497,g
8664,2.039693741795949,2.416935532859258,1.321272446093797,-0.40219669544920456,-0.3290186082997762,-0.5477571303619716,-2.0914276648622487,-1.8460820410904724,1.1773465118062323,1.4820857497335385,h
3144,-1.058361025897492,-0.7487605327382127,-1.229456950284733,0.7762123432684591,0.3375480477923346,-0.21377214733189467,0.575248147044502,-0.28736912310293194,0.6289541054001233,-2.1897840866990625,g
10018,0.47521980790106166,-0.1210948015175473,0.3454748937998766,-0.08067559751232045,-0.5840897998405573,-1.2658763549300782,0.910997683259237,0.6552220705292318,-1.0809074320242584,1.110145348407044,h
9158,-0.6221559512191976,-0.3906288257658612,-1.006325659548295,0.15447486311859104,-0.6766586073678126,-0.3750449266796235,-0.37125232995380975,0.10775442470085739,-0.7435730462115601,-0.028229616605546393,h
7235,-0.3413631354817919,-0.5133476365965275,-0.9475634601738182,0.22407675489996742,0.33126517849539766,0.5106984370105622,0.2873954744779479,0.5384527824050442,-1.3591544730342713,-0.006546638521909287,g
5036,-0.6928892314486851,-0.3602748925757333,-0.8166325857449663,0.4185734505015237,0.7002188217201905,-0.12121556242621871,-0.6138970836207995,-0.3790388032934118,-1.2795836748649765,0.5589794144990925,g
4951,-0.40987226883207034,-0.17783373055715831,0.005837271174514158,-0.03939717231067247,0.015532539050178207,0.04639789184523896,-0.10780009041864352,-0.5651223945001352,-0.8182443903287613,-0.06253508322352327,g
12420,0.0817221607938074,0.147424462036228,0.0977044875649492,-0.18069726196415534,-0.027849045356474117,-0.7042753113528305,-0.7951245488986962,-0.8855483108646454,-0.04124155732332868,0.8909332758180578,h
2060,-0.7501440955920231,-0.27984040930000925,-0.6179313180433859,-0.27033710938478855,0.15195897233208971,0.417254612310869,-0.12451425552971374,-0.7628848146466695,-0.7193853058155606,-0.7882195517146058,g
7603,-0.9702300150940839,-0.3891814207998264,0.2954956602385755,0.2839641449616887,0.06181354146602813,-0.2218348984473815,-0.2736732932810554,0.7665103187581666,0.40036463444954806,-1.768997083567827,h
2095,0.7379456288075589,0.20661163901985097,0.32717164479543537,-1.2730271314570156,-0.72421364650291,-0.786186955960484,-0.5819873578813003,-1.1763405736758668,-1.0919263923460227,1.715802657931458,g
13422,-1.0745019248165277,-0.8921284152258285,-1.2575449082694752,1.6605787302793082,1.2134266717881965,-0.5338597056615657,-0.5768820461131854,0.36505710598736296,1.9180277965689214,-0.43452373139967515,h
12886,0.4189772620294218,0.31150717490534097,1.5047819726059786,-1.0537946809294563,-0.32224883785949776,0.4591712497222355,1.0467621099966675,1.1168400849816575,-0.4454185275012066,-0.01219063044871467,h
6952,-0.8877641717052253,-0.7819911557248426,-1.640071820006,2.000231283501891,1.5138960209817531,-0.22950822819353534,-0.10009529523294344,1.0536038054758428,-0.3106331250983975,-0.8746285796692455,g
12644,0.49911352403391146,-0.9033712373183225,0.7907892209748053,-0.9327794764099131,-0.9110788427035832,-0.7928064722675813,0.10836934172255314,0.2739600616656053,-0.3088144860972654,0.5431546699646338,h
8656,-0.865981152616559,-0.4276087730705739,-0.8898944053692733,1.37440880720267,1.0027386158788363,0.15723711499716003,-0.11369333260134687,0.7838716852533385,1.1387767138646976,0.1326901773016172,h
13006,-0.6282730066182131,0.17230121470624504,-0.9237983296255144,0.28098943258597614,0.2743749399861719,0.6511096164957941,-0.19093152493195506,0.6757114317240319,0.9380901431910041,0.29801222819252826,h
14827,1.167361566745998,0.5665136711979336,1.389898535496844,-1.117580632923549,-1.104174515889032,-0.4109238289057807,-1.6959837764597538,-1.3262812001790416,1.1336046976107808,0.8965861131918578,h
521,-0.7263334975280188,-0.4476555643703666,-0.4373285737033208,0.6018953396082894,0.5779719760427773,0.6719916305130056,0.1926707396873724,1.0700525909304766,0.8030332419129284,-0.10690270039165728,g
4639,-0.8542792934987371,0.1352139769763966,-1.720647506899208,1.06074247634588,0.9504979021068796,0.14136600506799885,-0.6363503346940912,0.8126847227895864,0.0829908379137338,0.5063718194601194,g
5828,-0.28081810114802136,-0.8336515704114437,-0.44242967779381676,0.9908116805197453,0.4431256460742779,-0.7425661540148212,-0.7445298671023799,-0.48627653498456347,-0.5763000232352197,0.6122915887767741,g
13612,-0.2420542444377889,0.019218841973172876,0.3334476589442578,-1.3773825321809348,-0.6122045345783542,-0.017344309766953697,1.2680353309265797,-0.9897770991287257,0.1596022237283355,0.3431067661250755,h
12714,0.03337869099676587,-0.24975673084995678,0.42810371259471436,-0.5410995335236624,-1.2454483379344188,-0.6372935350710629,-0.43259855324972,0.4980521697540186,-0.7670443820057726,-0.7913137598940708,h
12513,0.3297292877535119,-0.030871117298118783,0.228515430004598,-0.4147331292947207,-0.2725067862909774,1.0831789134758083,0.4138304655593281,1.1377965896386797,1.0877511949827015,-0.07195205957375389,h
11500,-0.2951134943399357,-1.0525769409845593,-1.6521769566441615,1.7609125773635732,1.8327916685198777,0.24152327051408803,0.15129180164955286,-0.706271596533856,0.2188596875312766,0.7455979922947478,h
6807,-0.1254697532319089,0.5134322604583639,0.38097951148287323,-1.600565229578531,-1.381154310678004,-0.3074487850170995,-0.13535886144385267,-0.8715104759774237,-1.0398894423737688,0.44433083587461925,g
4534,-1.2017310306419153,-0.9724270756622935,-0.016686232792898742,-0.2905962302239567,-0.5666453482279813,0.1883196376952827,0.04107543859667606,0.018508985725047222,-1.3906269607514512,-0.20126545493649842,g
675,-0.5500136915868735,-0.7388166901766764,-0.8517887299417856,0.4974019721465693,0.6797987328093976,0.09809120177806374,-0.5040416870210771,-0.5341197470513644,-0.043607540702954556,-0.36011152345773784,g
3146,-0.8419058588140448,-0.4684913242282609,-1.6133854431689088,0.9380460174305351,1.1917014679440623,0.16784318246943683,0.10145093291283352,0.33467156303255297,-1.0732076162750912,-1.9416416880743075,g
397,0.42560920349731496,0.05007850907339942,0.8790246531415365,-0.9606512764409566,-1.5045476676117757,1.0780783780182954,1.6061419091173494,-0.24727900652446544,-0.8411876081704223,1.2159413214382648,g
7126,-0.2122214024567865,0.18609135241120536,-0.3749534548629402,-0.421868329260826,-0.8643483095414962,0.2330833860511912,-0.013949392855585385,0.6460757430195733,-1.3923324093571845,-0.8541340406527314,g
10370,-0.18152455576582888,-1.1669276739398546,0.5749037186090662,-0.16135584793788846,-0.4054590698824997,-0.046818276459664965,0.6569206457224878,-0.5271779070560126,1.0039167189428602,0.18935314212494525,h
4392,0.4082677264144225,0.5665552847288435,-0.1820345570778979,-0.5213569568479928,-0.33318547657443565,0.5283158007433922,0.5374464808202819,-0.955280845265146,-0.6166108967514444,2.407219372253086,g
11730,1.3988464074831166,2.278100068793897,0.9717951288527666,-0.025479467755866347,-0.9467643822365781,1.4614623776961144,1.7723204589448813,0.5356780498379403,0.8860444435308877,2.151227832530395,h
14752,-0.34672250278760736,-0.9820302232874802,-0.4798415772126588,0.08837639642557055,0.7686309975597525,0.1640916808873715,-0.006084949615138065,0.272018740440518,1.3774088375295654,0.007886171868889291,h
33,0.6126119129357895,-0.06037483753704381,-0.5028390719927394,0.14762963661514245,0.47821747833476075,-0.18065462615326594,1.020132243093678,-0.15481025456420794,-0.8718149862028017,1.2075642168716718,g
8645,2.003712768827756,2.4566492644306526,1.103812909818144,-1.0018834188390973,-0.7697255052088637,0.44861171132673977,1.1748531582696142,1.0089943974299742,1.014495900416757,2.0187906639127036,h
9258,-0.13131652742420657,-0.5606466193744613,0.0697489264661286,-0.21351421260274872,-0.6899021124584206,-0.9539940381038079,-0.8566758006123412,-0.515639945334015,0.38288061479272256,-0.3229981767453286,h
845,-0.90653217089583,-0.3581258343524234,-1.4351368584141342,1.3639174242981227,1.271573316648148,0.3485317388050741,-0.4375710600645274,-0.49071756065879935,-0.4032458130248035,0.21448889549683975,g
7118,-0.9101765745850638,0.5385582020082438,-1.210024088113326,0.3717047052134606,0.5579804212109473,-0.03646778039576676,0.06462820778092648,1.0704397794934748,-0.21101055497109952,-0.3758110760589186,g
10688,-0.1075246787214158,-1.0443678034161485,-0.15234275239689654,0.8273864678377749,1.1342638870576662,0.1782152026073906,0.07619241727508738,0.2187469636693014,1.7683301566043361,-1.5876802769677671,h
13428,-0.7610825457471623,-0.6932873961658809,-1.171480599113507,0.9296292893671042,0.7646462297849754,-0.08080864730981076,0.07157049169697927,0.5645030631030559,0.0052543319003586775,0.3815937250761891,h
7968,1.3475628834961608,0.6326684235789902,1.2548356483499816,-0.11430838339183377,1.064698093134095,-0.7418476743618276,-1.361416405301036,1.5853460969023239,-0.003235903570759757,2.2296572937003742,h
3771,0.5617308763851592,-0.12076654533032898,0.595616652712893,-1.0586737628602931,-1.1930305807499804,-0.4156993579447089,-0.7913722370993553,0.2927038333637313,-0.31951911519225984,0.6769931586720179,g
11772,1.101580144184477,2.6451099346905744,2.8755889126398624,-1.6929061288060165,-1.371500459494444,0.7322145541731631,1.8884427275614608,2.6905268237348006,0.25585398429238543,-0.7557583040532418,h
13052,-0.5965762808954579,-0.17433640562995895,-1.0606173841550413,0.48027805546472196,0.3874213217136302,-0.7612215481750568,0.17368870626092606,0.19011832973499757,-0.8869081450589242,0.7932081331616547,h
4672,-0.18097121925387938,-0.13077715017205327,0.7185782111334096,-0.17391685808023383,-0.3861386217508467,0.38624275636779526,0.5682406467218685,-0.6696325323759493,-0.9662765471410109,-0.316888847036957,g
5569,-0.26801385700627867,-0.7156107069126386,-0.6210489554155387,0.25345686309074855,0.5575079667224675,-0.30747610429558386,-0.0526586401292925,0.0874635897667016,2.6635103783054297,0.41387262570532135,g
13239,-0.5137198947048625,-0.28591795475374265,-1.3566399109304763,1.55592116652911,1.614864284467606,0.2109708719267304,0.19488940717991685,-0.1776403235010995,-0.8673043875579844,-0.7210460076004332,h
7419,0.18350167832250963,-0.6687866047040234,-0.9042241404207865,0.31690836270503553,-0.18860443906326663,0.34308257786473456,0.08343957847743397,0.5207689909202554,-0.9488698229329895,-0.7583708515661719,g
9426,-0.5373042437934656,-1.350307183599829,-1.2400257821610698,1.5721083262421516,2.7776042070473896,-0.04161072337838523,0.34781423193772487,-0.1605756318366316,1.9049806059473882,-1.0791639116588878,h
7446,2.3275161984952124,1.3044171805257527,-0.15309662251698433,0.29791409188239715,0.7103606358277912,-1.4382622174008872,-2.5454974294794925,0.9723687387647261,-0.49226419155039974,1.1959790708949156,h
2984,-0.817824455968069,-0.41898790209689263,-1.8572944818931205,1.7050888132962396,2.2142934305389574,0.40689355027617513,-0.19392214525732632,-0.15216186724416858,-0.012626276145683707,0.0881060118992199,g
11008,0.8584933663296003,-0.028367431820818967,0.1392854961908414,-0.9078303605268883,-0.4701388497349746,1.1133809054190726,1.1482607855407903,-0.6991360274721798,1.2270232864298718,-1.6869511858413038,h
1826,0.6899017640880201,-0.5248316747822813,0.12098210778335738,-0.5093794235627931,-0.6860605800715007,-0.6337124676583572,-1.7830781728385137,0.2248701658004015,1.828391383969126,-2.311298116471716,g
5745,0.6485729895092158,0.2876312724607617,1.7320595346843106,-1.3125543275160467,-1.2670208257382805,1.110297359791304,0.6462417411541764,0.49076777453907144,-1.1648445139948087,0.6336200654262416,g
7292,-0.5391660354741488,0.22376774629425328,-0.23804261944671273,0.3433118232593653,-0.1031391125579797,0.37998833998864934,-0.08671851405728978,0.6952958939993729,0.8688655074627047,-1.9955829928720796,g
13970,0.2616483762538762,-0.9370324199651774,-1.0659870609283322,0.6949593469022817,0.7853567428095805,0.8288507670597982,0.8300269499453419,-0.8846152627091075,1.8118677713643525,0.4140192832361803,h
6701,-0.633089804149777,-1.1475428705951576,-1.807537811401049,1.3091191603295678,1.8175778885771519,0.3171804252103867,-0.03254740595865825,-0.07744134866601422,0.8405941039772811,0.1480064546877719,g
3884,-0.21847636131761217,-0.09097949214374201,-0.16543767678526067,0.052716738395858304,-0.2360382998184511,0.926930671786078,0.8394803003479329,0.7926270169713973,-0.7949646231929156,-0.8306179765189965,g
13027,-0.7133351304646927,-0.002481181733416521,-0.6564527188117203,1.0538922598108742,0.7250137500087832,-0.01702816066154624,-0.6403704441353737,0.37526205236747845,1.326163533407299,-1.1520558478154763,h
1180,-0.612074718701475,-0.3705209784135629,-0.015829783023627197,0.6397677463144681,0.4623850438727669,0.10006938779291841,0.20396558105303045,-0.6017291784148077,-1.4729945672821168,0.7789946935355874,g
4004,1.1808823900556822,0.26270295707428215,2.6401212270382213,-1.6601625058715967,-1.719349979377203,0.27610213203885386,0.9732799924767067,0.6197216228653089,-0.5422202423432059,1.2028038403964667,g
2440,-0.6265227428567343,-0.23207684228132172,-1.2287407857207533,0.8497362526945553,0.6906485643268122,0.07600932643039272,-0.7019715794632433,0.8477292469079494,-0.5783192443524439,0.4474287731732249,g
1495,0.5269245743518357,0.26945414230011716,0.6775188069460981,-0.5878944954261901,-0.48167006889018416,0.5583011828230309,-0.1213447735229018,0.8313020977911492,-1.4917459835342939,2.6098653592460734,g
13026,-0.557934335978432,-1.0318017107943076,-1.2298518531734695,0.9423448966530161,0.7905076311227812,0.3133812797703383,-0.08477281197441405,0.19883201605076328,-0.5095783340324302,0.07571504142586741,h
13010,0.0878363004080931,-1.0320278212396756,-0.5259337823738294,0.3495892936247379,0.2430629194067745,0.5375019486418672,-0.1631572116545481,-0.3761138943464811,0.2769167392151829,0.30920399407469856,h
12129,-0.7557881154447874,-0.127935155403267,-0.7426903272923728,1.1271693880398415,1.4898828668667086,-0.09580830479837173,0.21349221858412792,-0.2953064770877559,-0.22041577926027367,-0.3099655236267197,h
8461,1.0660091310940059,2.1985841003852897,1.600431258180204,-0.7569778058664225,-0.46571447460051885,-2.5788820517713615,1.9317489622473738,-2.389043838700725,1.1217449911534676,2.5686554821530447,h
9675,2.032815552644441,0.49183868515854445,1.1344222752812712,-1.3051545023967608,-1.318195865776934,-3.4239584041070503,2.1309756440346246,0.8390366949551185,-0.15569213848915864,0.05932726752137858,h
14944,2.0052920304153456,1.1831826011447142,0.6495104281549903,-0.6804121854050635,-0.004184888718926527,-2.0545461144990416,-2.448959296057498,1.6778966783164415,1.5022405676083423,1.4763686107147052,h
13494,-0.8670767874882269,-1.1377886289371666,-0.38555866714478637,1.436935785950488,1.709052037770009,0.6113506904988124,0.5588964638621379,0.15358634450901826,-1.0096570572591919,0.7269029428923994,h
6377,0.2408404723488282,0.07017458533322485,1.203518273642711,-1.4984930735304693,-1.104995738825353,0.3698623336822089,0.9952042246054735,0.5386130142090324,-0.7866335497685166,0.626055747913323,g
13446,3.4930721604524573,5.022875482426042,1.795848916307215,-1.318367209328354,-1.17082864016004,5.684892571457664,1.6790169681584244,-4.360617208125908,1.431322279599768,-0.09986241734462323,h
1581,-0.6484547307915334,-0.5745866245552157,-0.45359060029236326,0.584543248451611,0.6288885365261847,1.2795079117483974,0.07435823978173858,-0.426270914180802,-0.33209243953019774,-1.2302239532109005,g
7943,1.4576102869981256,-0.27176886748976536,1.8356974793033696,-0.621656422217204,-1.0594572862352098,-1.1644191570160307,-2.2695609682704343,-0.759593106523981,-0.7123304315827311,1.4378865276865502,h
3538,-1.0870830510125655,-1.0514484077628117,-0.7209772960547236,0.3820533375280826,0.36697398268067616,0.05740071529191202,-0.39082341564026896,0.0760689761776342,-0.6595431999799617,0.9186872621838271,g
