V1,V2,V3,V4,V5,Class
-0.36595187,-1.3081704,-0.07772817,0.92956895,1.1656867,2
-0.5438462,-0.36386377,1.590371,0.78466594,-0.28750283,2
-0.5543146,-0.74309015,1.3417712,-1.1659737,-0.08978168,2
-0.5430128,-0.28325105,0.111604154,1.2446187,1.9341526,2
3.0404153,-0.9253832,-1.6017106,-0.4274559,-0.35263133,1
0.86637527,0.3444981,0.876486,-1.0568657,-0.29174685,2
0.5968656,1.5789292,0.2607459,-1.1076614,-0.5581986,2
0.5611347,1.3795993,0.9866246,-0.6818614,-0.29298443,2
0.73389924,0.58162355,-0.42396796,0.23357187,-0.64544547,1
1.3945067,-0.3833526,-1.1504183,-0.23061517,-0.20550111,1
2.161837,-0.880448,-0.6404831,-0.41404617,-0.09703605,1
-0.52346134,-0.5038744,0.014039756,0.60106164,0.9649321,2
1.6547718,-0.92276096,-0.81642854,-0.53713906,-0.11759812,1
-0.7197691,-0.941987,0.07224403,0.5194877,1.3047662,1
-0.16220175,1.42411,1.3441678,-1.2988774,-0.5691011,2
-0.78729486,0.16240537,0.8955452,-1.1461136,-0.3870504,1
-0.9291662,-0.80779445,0.06500756,0.27143878,-0.18240884,2
1.8409861,1.74969,-1.3237815,-0.9999715,-0.13237016,1
-0.0682562,-0.8028292,0.6978357,1.6823556,-0.88430715,1
-0.18523009,0.2761124,0.8322953,0.08637072,-0.68389046,1
0.5264473,0.03541074,-1.3275056,-0.9371047,-0.087502435,1
-0.81771797,0.5283166,-0.09262614,-0.35587355,0.18778357,1
-0.10924795,-0.28338724,1.0409276,0.7538242,2.2485526,2
-0.62751687,-0.61085063,-0.019243225,1.8598979,-1.3817251,2
-0.72344226,0.003584668,0.41877025,-0.8882359,0.15497276,1
0.7004613,-0.33394656,1.3715292,-0.12295581,0.49269453,1
-0.56552273,-1.1751084,-0.63900054,-1.1362351,1.3407997,1
-0.48701328,-0.7368056,0.2033516,1.5989038,-0.35355395,1
0.75217175,0.31168747,1.1762773,-0.88056874,-0.7675879,2
-0.61145306,-0.9720222,-0.25421554,2.1208994,-0.114005476,2
-0.32853714,-2.9124944,0.66184056,-1.8003696,-0.54681265,2
0.3061499,2.3450027,0.2281332,-1.1696312,0.37095445,1
-0.7725979,-0.58163565,-0.49870306,0.6241944,1.3519362,2
-0.48926395,-1.1251445,0.67949176,1.4327403,3.265821,2
-0.81231356,-1.0861403,-1.0261884,-0.30727828,1.1030883,1
2.1196017,-0.7536684,-0.5645464,-0.49249655,-0.2569908,1
-0.49985072,1.4248066,0.44010234,1.1772709,-0.8593613,2
-0.37611896,-0.3867694,0.72483146,-1.4681339,2.3202355,2
-0.8413268,-0.49450248,0.75456214,-1.693022,2.2092524,2
-0.5691131,-0.42172003,1.5938559,-1.363214,-1.1815652,1
3.6409554,0.5211512,-1.4886262,-0.58986986,-0.0396301,1
1.280142,0.16369455,-0.2752649,-0.4067182,-0.55487067,1
1.5903959,-0.41800547,-0.8008965,-0.3938236,0.28719404,1
-0.9075786,-0.8156782,-0.112829424,0.36360395,-1.1550124,2
1.8224564,-0.1776083,-0.5839316,-0.5429316,-0.12760027,1
-0.9167669,-0.7349314,0.44901425,1.7240067,-0.16801675,1
3.958667,-1.5140975,-0.99770504,-0.5890373,-0.301042,1
0.6597714,1.3636266,-1.6140567,-0.34617856,0.05207091,1
-0.19365413,-0.60009193,1.6330402,0.69264776,1.7378308,2
-0.16647494,-1.1852357,-6.055087e-05,0.6429138,0.896712,2
-0.35962313,-2.3264992,0.039267242,-1.1087736,-0.45529294,1
-0.53942996,-0.13345906,1.4465612,-1.429387,-0.72524196,2
-0.2444185,-0.8914341,0.6261468,1.3509375,2.7311344,2
1.0788673,-0.5222677,0.12940425,0.4834261,0.46077436,1
0.92517054,0.4426861,-0.62773883,1.2766445,-0.6988005,1
0.35657716,0.15087472,0.8081262,0.8616066,1.3950859,2
-0.3453985,-0.23223402,1.1020211,0.671351,0.78974193,2
0.54189336,1.8363736,-1.327851,0.07222259,-0.71897125,2
-0.29428768,0.9624978,-1.0886604,-0.38619468,-0.23279798,1
3.2035816,-1.0029185,-1.0191747,-0.6476525,-0.5415135,1
-0.37349117,0.212345,0.7811653,1.4990184,-0.71872246,2
-0.15656355,1.3618883,-0.424654,-0.043813616,-0.42327482,1
-0.21263719,1.3823829,-1.473471,-0.78385735,0.0015052557,1
0.6034816,1.5018618,-1.4702919,-0.3781101,-0.59417117,1
-0.39840278,-0.5400456,-0.1963609,2.0428152,3.1304662,2
3.4151025,-0.7261166,-0.99154645,-1.0082016,-0.06701555,1
-0.13246436,-1.005616,0.6533529,0.005852163,0.687822,2
-0.9899011,-1.7824721,-0.52119493,-1.5335889,1.9370162,2
-0.81971294,-0.93731576,0.8204295,0.6951027,1.0967897,1
3.2144086,-1.3815558,-1.0258372,-0.663557,-0.31835464,1
-0.9497423,-0.6850077,0.2598264,1.8716583,-1.723106,2
-0.8296102,-0.59614056,-0.04726647,-0.07817341,1.6920801,2
-0.679822,0.03374249,1.4160371,-1.2892281,-1.0861659,2
0.35777545,-0.61154896,1.053596,0.6211168,1.9095576,2
1.6758381,0.9858193,-1.1177709,-0.5704083,-0.117067285,1
-0.14738323,2.7164924,-1.409478,-0.08002601,0.6931875,1
-0.6036992,0.19175297,1.0056534,0.34454003,-0.4900761,1
-1.1157484,1.2507019,0.16184174,0.20286816,-0.3093794,1
-0.4881488,-0.5596615,1.6078912,0.25567323,2.1290643,2
0.48404697,0.3624896,0.6270436,-1.2957904,-0.31331593,2
-0.9638724,-0.7397486,-0.13237666,1.1999332,-0.40622795,1
-1.0888813,-0.82356465,-1.6430459,-2.0352633,0.08039646,2
-0.7452695,-0.259439,1.6643019,0.5806674,1.5739008,2
-0.7454822,-0.62625384,0.66706455,0.29705626,-0.35226545,2
-0.80823433,-0.96652126,-0.74279636,-0.20360185,0.118373975,2
-0.6751287,-0.42108202,0.011370733,0.3346676,-0.05370847,2
-0.029916644,2.3302631,-1.7109163,-0.13498953,-0.53023773,1
-0.34078002,-0.27357352,1.3874347,-1.7419015,-0.78470105,1
-0.42314512,-0.54640305,1.0925068,-1.5502222,0.4996829,2
-0.7624257,-0.2935388,0.006924793,1.655822,-1.9057791,2
-0.44814253,-0.34133983,0.97575986,-1.2317972,2.2154102,2
-0.46899503,1.2408961,-0.068833105,0.21156335,-0.34430498,1
-0.67975974,-0.7554692,0.43669683,0.12140712,1.8467532,2
-0.63468534,0.8931342,-1.4284542,-0.9083231,-0.27965552,1
0.93485385,0.6352039,-0.3862273,0.48195374,0.9067455,1
-0.6431887,0.6493996,0.7614571,0.22671187,-0.8021089,2
-0.9318394,-1.1729523,-0.1891864,-0.071483955,0.020838842,1
-0.51831526,-0.16015583,-0.17132798,1.7729176,-1.5605552,2
-0.1892965,-0.44958034,0.31422,0.42668408,-1.5136509,2
0.62086576,0.7543721,-1.4562842,-1.1895896,-0.089161314,1
1.0130262,0.8224866,-0.10437581,-1.1697874,-0.45002478,1
-1.2331303,-1.2485137,-0.3878398,0.86908007,1.9303812,1
-0.3996826,0.0383089,0.19808583,0.70716023,2.2418072,2
-0.15792575,-0.29904783,0.8236692,0.47049335,1.8859493,2
-0.48880357,-0.7879187,1.2285956,0.93388885,2.6625495,2
-0.79355717,-0.8706694,1.1773916,1.1313443,0.96236724,1
2.7608263,-0.07642163,-0.36649406,0.24139187,-0.35724097,1
-1.0807502,0.2864484,1.5205952,-1.8214717,-0.20133124,1
-0.71902996,-0.09891196,1.3604696,0.834003,1.1627396,2
-0.82495064,-0.4823199,-1.7314188,1.7163148,-1.6873906,2
1.1233848,0.4430039,-0.27154502,-0.13160712,0.13210194,1
-1.1245767,-0.87819797,0.08401567,1.2713717,-1.2717097,2
1.0317141,1.5350182,-0.39026815,-1.6140397,1.1220104,1
-0.41770795,1.169883,-0.31628725,0.13613635,-0.9719103,1
-0.6755316,-0.9774289,-0.8870318,-0.2971151,-0.7147661,1
-0.067108154,0.06298223,1.3087342,1.3714434,1.6125649,2
-0.81331944,-0.88790053,-0.3012449,1.4769927,-0.2715785,2
0.6780252,0.6146208,0.8475136,-1.2677962,-0.41352484,2
0.14579043,0.2428924,0.7067259,0.79446197,1.237245,2
0.62866056,-0.12737273,1.9122508,0.44736016,-0.7835677,2
-0.7749361,-0.73548996,0.71803993,-0.4654926,-0.1574584,1
-0.97329926,-0.8299006,-0.37658915,-0.12574825,0.73605263,2
-0.5239966,2.1331291,-1.9080774,0.14606626,1.0317266,1
-0.832962,-1.1947762,-0.0030403584,1.4637116,2.2268157,2
1.3325046,-0.7028692,-1.0083561,-0.5667993,0.05043719,1
-0.02789402,-0.08792907,0.29566076,2.2200203,-1.0275345,2
0.07268931,0.17488296,1.1982157,0.94931614,-0.74509555,2
-0.39338598,-0.33348337,-0.2331618,2.25175,2.6047077,2
-0.85972863,0.031655036,-0.073632024,0.52102464,0.8595727,2
-0.56357783,0.1260557,0.30276406,-0.8212739,0.06111434,1
-0.52487624,-0.25351855,0.029402733,0.22973862,1.4431043,2
-0.5374707,-0.31948796,1.2688268,-1.1915383,0.4153211,2
-0.6920739,-1.0786127,1.0494187,1.0663462,3.295728,2
2.937442,-0.24940485,-0.53431344,-0.46058083,0.80024284,1
-0.65984327,-0.24920122,1.3132164,-1.7740101,0.015332758,2
-0.5329004,-0.32857934,-0.7158217,0.082218274,-0.004267797,2
0.17402394,0.120706305,-0.47713795,0.22731882,0.93966794,2
0.101403326,1.6803588,-1.6466671,0.70225686,-0.69602346,1
1.1468514,0.09645195,0.5607279,0.029160947,-0.8885196,2
2.1781535,-1.0384619,-1.2081437,-0.6123556,0.03509756,1
-0.44591528,-0.57085234,0.7892505,1.1358649,2.5973759,2
3.2941303,-0.79084855,-0.43406817,-0.38399634,-0.14667256,1
0.23337327,2.1187859,-0.016416319,0.1345802,0.5037959,1
-0.48382556,-0.46042553,1.0250306,0.51857054,0.6195198,1
1.395202,-0.532557,-1.2070856,-0.60190845,-0.21407656,1
0.2607064,-0.16642186,0.2710812,0.3773894,-0.7408229,2
-0.050460555,-0.089603364,0.74963075,0.08806902,-1.2538666,2
1.1494561,1.2578979,-1.4090669,-0.42555004,-0.27365443,1
-0.2958545,-0.5221403,0.89004725,0.71243274,2.4683747,2
-0.74960196,-0.9295728,-0.42061514,1.0477881,-1.0500559,2
-0.082134016,0.8497591,-1.4944004,-0.9722637,-0.22031718,1
-0.49224824,-0.61116695,1.1144719,-1.3293926,0.212494,2
-0.88224155,-0.86476207,1.8284466,0.49561864,-0.14836672,2
-0.76209325,0.36989844,0.49193737,0.028455138,-0.5945271,1
0.9912404,1.4338437,0.40542805,-0.7880604,-0.3230265,2
-0.71526986,-1.0420266,-0.108505756,1.1316913,1.0924557,2
3.3354394,-2.0425959,-1.2249402,-0.55071586,-0.46558213,1
-0.50515366,-0.31055716,1.3707899,0.28489533,-0.24608976,2
-0.38309428,1.4877379,0.24645495,0.25218016,-0.20215653,1
-0.6948995,0.3433984,0.8258102,0.102650404,-0.41948092,1
-0.7664454,1.8139266,-1.3992944,0.9868087,-0.66136605,2
2.3146796,-0.0028320402,-0.41476652,0.5712147,-0.5785708,1
-0.7276852,-0.49917698,1.3284259,-1.585643,-0.1490793,1
2.2552598,-1.8726851,-1.0756748,-0.64827746,0.061673313,1
-0.66983545,-1.0329239,-0.117709726,1.62012,-0.9836241,2
2.0255935,-1.4587041,-0.53170544,-0.2732431,-0.2447976,1
-0.88997126,-0.9100763,-0.6658937,0.7546822,-1.522666,2
0.009682484,1.7740542,0.2741111,-0.049065158,0.1268685,1
4.0509977,-0.752586,-0.80605966,-0.021135844,-0.44446605,1
1.5391167,-0.75136214,-0.84650844,-0.25057995,0.2751008,1
0.28159338,1.5795325,0.29951143,-0.1476691,-0.50302815,2
0.29826283,0.1628226,-0.54411495,-0.029085323,-0.664048,1
-0.10171063,-0.5573563,-0.48782682,1.9405069,-0.9448191,2
-0.36593837,0.90018654,1.5698675,-1.358658,-0.5692053,1
2.658335,-0.9409894,-0.7366851,-0.389461,-0.48645663,1
-0.2545417,0.11290188,1.0537024,0.42610484,-1.2590868,2
2.7434795,-0.45538336,0.1883745,-1.0025681,-0.5426934,1
0.43064556,-0.41901457,2.285355,-1.3451945,-0.5207672,2
-0.8987325,1.0670121,0.30822587,-0.9076879,-0.19702408,1
2.3713112,-0.9705161,-1.2955866,-0.4354968,-0.18727392,1
-0.8910134,-0.7562639,0.4051159,1.2547846,-1.000761,1
-0.71268946,-0.9465288,-0.1777924,1.5218986,-0.79998815,2
-0.10805465,1.8785536,0.25850832,-1.0175284,-0.4524737,1
-0.4602646,-0.12069845,0.87363017,-0.783903,-0.3068905,1
-0.57792616,0.6693157,1.8152828,-1.172864,-0.3061814,1
-0.050048456,2.4335513,-1.6120869,-0.96392244,0.077871546,1
-0.17639619,-0.30131063,1.2239267,-1.3477646,2.2492058,2
-0.20357274,-0.8942201,1.1662571,0.55294824,2.3380375,2
-0.77054614,-0.8182427,-0.35167998,1.4100771,-0.07890447,1
4.0737095,-0.5483669,-0.5443468,-0.08929271,-0.55401146,1
-0.70854795,-1.309341,0.24572408,0.7589143,0.87372553,1
-0.47779375,-0.45468706,0.896558,0.3391146,-0.5668508,2
-0.5503159,-1.0538597,-0.028734356,1.0706589,2.539999,2
-0.85697794,-0.98448116,-0.8973477,-0.2531147,1.01393,1
-0.31307632,-0.3100621,0.5821632,1.3987728,-0.9673835,1
0.5640056,-0.58412075,-1.1893269,-0.4698406,-0.2958539,1
-0.36565763,-0.42825523,-0.18852398,2.0334415,-1.9389299,2
-0.9109273,-1.1837332,-0.21409449,-1.7274817,2.9181554,2
0.27520096,0.68704134,0.32407516,-1.2509986,1.5345372,2
0.14168592,0.67304254,1.3580263,-1.0713664,-0.6160979,2
-0.5032152,-0.9706611,0.5457269,0.43902814,2.7124782,2
-0.70858806,-0.5202173,0.19130471,0.7733315,-0.688272,2
0.07721549,0.9499334,0.78338146,1.713521,-0.997315,2
-1.0054605,-0.8556783,-0.3797592,0.23659989,1.0432642,2
-0.56952155,-0.9442427,1.2948065,0.17906311,0.41716754,2
-0.6296883,-0.50174713,-0.14982781,1.6395124,-1.520244,2
4.118074,-0.23337257,-0.918934,-0.6961563,-0.30285946,1
1.1463766,0.78743076,0.4688096,-1.3430259,-0.1556946,2
0.40036473,1.2608471,-0.2985749,1.2893597,-0.43667918,1
0.17232592,1.1748947,-1.7365179,-0.95291233,0.12123318,1
-0.51967764,0.108302966,1.6030993,0.48985347,1.8184947,2
2.9787369,-0.94349957,-1.0543021,-0.76194525,-0.4009167,1
-0.7631032,-1.1452641,0.123000145,-1.0691118,-0.66861504,2
0.5406612,0.3176655,1.3307272,-0.94780064,-0.588428,2
-0.24634835,-0.65360224,0.5413523,0.5844465,1.5068449,2
0.4907104,-0.1468133,-1.4229558,-0.45718127,-0.101921625,1
0.81310594,0.8652841,-0.080945484,0.089591525,1.2644473,2
-0.7779975,-0.39105278,-0.5982419,-0.21099536,-0.4467408,2
0.17616506,2.3731327,-1.7417728,0.05103274,0.41887972,1
-0.6316833,-0.0926629,-0.1390315,1.2866626,-1.4650538,2
-0.0069654677,1.8814267,-1.4000735,-0.37247968,-0.50969565,1
-0.51460475,0.13336805,1.5493016,-1.5562148,0.0022948086,2
-0.70213306,-0.87247914,1.3719013,-1.3783588,0.10719283,1
-0.40751505,-1.0276402,0.039292917,0.7625549,1.6823112,2
0.0716469,-0.9214716,0.9889987,2.2966313,-0.961578,2
-0.3724321,1.1606871,-1.7418491,-0.9491878,-0.25650913,2
-0.8225623,-1.7487422,-0.38004366,-0.073602915,-0.33034128,1
-0.5090368,-0.6983566,1.3745538,0.42101026,0.49742693,2
-0.80888665,-0.6837135,-0.5537969,0.38073143,-0.14150181,2
-0.71803564,-0.55678046,0.17179272,1.9089422,-1.2858615,2
-0.5433903,-0.5947835,-0.32161927,0.86167496,1.8941796,2
-0.9424775,-0.48460943,-0.5300599,1.0666625,-0.36445487,2
-0.22562791,-0.833361,1.8774076,0.30456722,0.8220477,2
-0.5328166,-0.6107969,0.3987531,-1.9137561,3.5922368,2
2.7499652,-0.55212367,-0.7664344,-0.5376809,-0.043911487,1
-0.41569892,-1.2180495,-0.3040775,0.33057308,-0.7857765,2
-0.274702,-0.35847118,-1.5786271,-1.1838378,0.5684607,2
0.3373463,-0.30041537,0.8090242,0.87943995,1.8895397,2
0.39657763,-0.48442864,-0.43021643,-0.49964458,-0.38352352,1
0.39598614,0.33925688,1.2202208,0.6723295,-0.9989159,2
-0.5493304,-0.78118163,-0.23428816,2.3004777,-0.50826085,1
0.62171274,-0.61020374,2.0675075,-1.6946796,-0.5498178,2
-1.09219,-0.8417573,0.091388,1.5320855,-1.6140764,2
-1.1254253,-0.9755782,-0.45767808,1.4595739,-1.8609778,2
-0.6577484,-0.65040064,1.7170856,-1.1563697,0.32559812,1
-0.8703793,-0.5782306,-0.28533223,-0.006542746,-0.3896773,2
-0.35649422,-0.45023385,0.64554054,0.877574,0.5307337,2
-0.56295043,-0.833364,-0.25358826,1.2412847,2.1612046,2
-0.3543867,-0.5186045,1.242183,1.4214327,-1.1134051,2
