,x,y,class
76,-1.1817267,0.77547884,b
77,-1.3155185,-1.1367042,b
78,-0.060302805,-0.053395182,a
79,0.46420607,-0.5826646,a
80,-0.4520684,0.5131526,a
81,-0.53899384,0.5463155,a
82,0.45894164,0.56154734,b
83,-0.031647444,-2.6217973,c
84,0.8109999,0.41914755,b
85,0.1338903,-1.5052873,b
86,0.73590076,-0.9203652,b
87,0.8114238,0.13308296,c
88,-0.22511312,-0.40248415,a
89,0.7438407,0.089828745,c
90,-0.96353954,-2.6010804,a
91,-1.4764732,-1.6351492,a
92,0.9977392,0.46496207,b
93,-0.12548557,1.0966196,a
94,-1.21201,1.2211006,b
95,-0.18005323,-0.3464261,b
96,-1.1807688,0.69455075,a
97,0.84252906,-0.7925929,c
98,-0.32976505,-2.0514953,b
99,0.7492707,0.42173705,a
100,0.19532025,2.882473,c
101,-1.6105062,1.1733738,a
102,1.1103444,-0.42532983,a
103,-0.540759,-0.45435426,c
104,-0.1760733,1.6490067,a
105,1.4636749,1.9177519,a
106,-0.7311599,0.6617966,b
107,-0.48915687,0.57998115,a
108,-1.3535566,0.35470638,a
109,-0.17332774,-1.5754263,b
110,0.68478805,0.059631616,a
111,-0.8114065,-0.20063895,a
112,-0.2930461,-0.36902905,b
113,-0.8496531,-1.036177,b
114,1.2806497,0.34720993,b
115,-0.41162202,-0.036323056,b
116,-0.6040826,0.07509346,b
117,0.21670568,0.26628816,a
118,-0.7450367,0.25853208,b
119,1.7716229,-0.2604122,c
120,-0.6846695,-0.6825386,a
121,-0.83319914,1.6226814,a
122,0.1848658,-0.7928915,b
123,-0.39638996,-0.9112027,c
124,-0.5118002,-0.16099064,a
125,-0.6512641,-1.092349,a
126,-0.39554983,0.08310454,a
127,1.0799971,-0.41990548,c
128,0.3455014,-0.1474279,a
129,0.98984057,1.161975,c
130,0.19347349,0.1608002,c
131,-0.8694381,1.9258884,c
132,-0.14638495,1.3555492,c
133,0.11982915,0.93003505,b
134,-0.026797771,1.8557836,c
135,-2.178244,-0.03919724,c
136,0.11846474,0.44995058,b
137,0.6712292,0.649627,a
138,0.40390205,0.9729195,b
139,-0.237164,0.156111,a
140,-1.0323621,-0.04576128,a
141,-0.4468806,1.040623,b
142,0.7612424,-1.3496898,b
143,0.16742948,0.46354985,a
144,0.8109594,-0.4679824,a
145,1.2516418,0.18305834,c
146,1.384175,-0.5912854,a
147,-0.9663367,0.92853963,b
148,0.88962394,-1.397946,a
149,1.0339994,-0.12482567,b
150,1.5220987,-1.1553276,a
151,0.35675615,0.7819598,a
152,-0.23648486,-0.5437867,b
153,1.3247505,0.09506007,b
154,0.65143216,0.89755946,c
155,1.3171349,1.5658827,c
156,0.61362094,0.20401645,a
157,0.41212586,1.3735871,a
158,-0.87438035,-0.5528211,a
159,-0.013989205,0.96086,a
160,0.5613049,0.6951785,a
161,0.81062996,0.6232142,c
162,-0.9186387,-1.6770043,b
163,-1.915344,-0.90209323,b
164,-0.30674967,0.8583641,a
165,-0.45642415,-1.1312879,b
166,2.947247,0.31901497,a
167,0.52778417,-1.1875281,a
168,-1.5031857,0.043381013,a
169,-1.0386968,3.3702564,c
170,-1.1590588,1.026564,b
171,-0.36869475,-0.71819496,b
172,1.9394315,1.6322894,a
173,-1.0636533,0.7678525,a
174,-0.26754037,-0.23812002,a
175,-1.3823054,0.19496204,a
176,-0.840322,-1.6430357,a
177,-0.059824795,1.5540835,b
178,0.66601604,0.26473293,b
179,0.8193851,-1.355012,a
180,-0.021823525,2.1012738,c
181,0.783764,1.8697752,b
182,0.058513045,0.23919567,b
183,-0.7002133,1.3375539,b
184,-0.535682,-0.9873668,a
185,0.23918141,0.39913744,a
186,0.67574126,0.4160776,c
187,-1.0671259,0.6141029,a
188,-0.22756022,-1.2770352,c
189,1.5569239,0.24743642,c
190,-0.49340385,-1.6647696,c
191,1.3186988,1.8569088,a
192,1.0988078,0.58790374,a
193,0.45121148,0.20867476,a
194,1.2044946,1.9698958,b
195,-0.20097683,-0.90728366,a
196,-1.6296228,-0.4150257,a
197,-0.56431437,0.62425107,a
198,-1.4702616,-1.6809627,a
199,2.3150418,1.4527514,c
200,-0.42052928,-0.7706789,a
201,1.7336903,-0.374018,a
202,-1.3363242,-1.29467,a
203,0.04038777,0.6023018,a
204,1.2257414,1.0433468,b
205,0.13966818,-0.12007914,a
206,0.38419786,1.0268707,a
207,0.09343709,-1.4489548,a
208,1.182932,1.5618346,c
209,0.28147554,1.1354662,a
210,0.32585147,-0.23953857,a
211,-1.7839658,0.34596065,b
212,0.6028472,0.9316988,c
213,0.40777883,-0.67930204,b
214,1.8236473,1.0065771,a
215,0.040811002,1.0630673,c
216,1.5990293,-0.61591184,a
217,-0.5802583,-0.5656019,c
218,-2.1847851,-0.8683062,a
219,1.1690944,1.3448632,b
220,0.1220645,1.0547307,b
221,-1.3676835,-0.30995762,a
222,-0.97341526,-1.4112107,b
223,0.28669512,-1.2025863,b
224,0.24867421,-1.8843731,b
225,-0.478359,-1.4024345,b
226,1.4289062,0.32687697,b
227,1.1858969,0.9953914,b
228,-1.2242805,-0.8599358,a
229,-0.080276996,0.66295564,b
230,0.25406373,-0.88503146,a
231,-2.0918036,1.0023153,c
232,-0.9775314,0.7772916,c
233,1.4613246,0.56037974,b
234,-0.12383926,-0.51606923,c
235,0.069025755,0.6685746,c
236,0.35234773,1.3061082,c
237,-0.6817323,-1.467285,a
238,0.37361175,0.028605765,c
239,1.0158833,1.6123681,b
240,0.062445164,1.2813988,c
241,2.7853086,-1.1213213,b
242,-0.35827252,-0.2450794,b
243,0.5149934,-1.791715,a
244,-0.7478364,-1.0821247,a
245,0.35324585,0.64139783,b
246,-0.78072506,-2.2657073,a
247,-1.5808805,1.6096034,b
248,-0.83878326,0.020614224,a
249,-0.3656692,-0.6153225,a
250,-0.04930428,0.115316376,a
251,1.472489,-0.42884278,a
252,-0.22451624,0.85022277,b
253,1.0170294,-0.64256686,b
254,0.040611744,-1.3680668,c
255,-0.023450583,0.90907085,b
256,-0.9577992,-0.052271955,b
257,-0.60565376,0.25835124,a
258,-0.68948346,-0.19099629,c
259,2.083051,1.4902847,b
260,-1.1952112,0.24176745,c
261,-0.31082043,-0.94402254,a
262,1.5664071,-1.807515,b
263,0.34089372,1.6987909,c
264,1.1310964,-0.0043850103,c
265,-0.005396962,0.50145876,c
266,-0.5801934,-0.3755598,b
267,0.014162292,-1.5544174,a
268,-0.14268045,-1.2952468,a
269,2.1372716,1.9458796,a
270,0.019518912,0.45061836,c
271,0.86419094,-0.33978266,b
272,1.9378523,-0.30280036,a
273,0.64801824,0.3013433,a
274,0.28073674,0.19264258,a
275,-1.4201868,-0.4696104,c
276,-0.50599504,-0.16544503,b
277,0.49209893,2.3327513,c
278,1.1318532,1.0637498,a
279,-0.88622904,1.8603202,a
280,0.76883864,1.0885091,a
281,-1.0090795,1.2349824,a
282,0.9176079,0.48413137,c
283,-1.1359318,0.06455268,a
284,-1.829902,-1.7894046,a
285,0.688609,0.25367883,a
286,2.865652,-0.29500613,a
287,-2.3313909,0.9481272,a
288,-0.18226567,0.45737588,b
289,1.4442383,0.47028765,b
290,0.8706856,1.7283204,a
291,-1.3010855,-0.2971424,c
292,-1.2073215,-0.12432997,a
293,1.9632533,-2.292902,c
294,-0.31598672,-0.9200819,b
295,0.53711593,-0.70900327,b
296,-1.7782648,-0.62680554,c
297,-1.9870243,-1.4379696,b
298,-0.97671264,0.026949221,a
299,-0.96775824,-0.9121977,a
300,0.13195586,0.056020804,c
301,1.7517816,-0.49846792,a
302,0.3261091,1.2254509,b
303,1.106039,1.2109237,b
304,0.20778924,-1.9277472,b
305,0.029871017,2.765264,b
306,-0.4729732,1.1344618,b
307,-0.44281533,-0.69869673,a
308,-0.6534812,-0.3295364,a
309,0.8108342,-0.23318163,c
310,1.9079211,0.6769844,b
311,-1.2980866,0.26820317,c
312,0.32910877,1.5258948,b
313,-1.216869,-1.0397226,b
314,0.88784313,-1.4049143,b
315,0.83164865,-0.6068203,a
316,-0.67391133,0.44509116,b
317,0.596871,-0.39205658,b
318,-1.3847964,-0.35767964,c
319,1.2138841,-0.3340293,a
320,1.7035712,0.86332136,a
321,-0.048651133,0.75943714,a
322,-0.76548,0.7535158,a
323,1.1148766,0.45522594,a
324,1.6281543,-0.46137202,a
325,0.3243357,-0.08560539,a
326,0.8990525,0.4433636,a
327,1.0973452,0.31182387,b
328,0.14423203,1.0776877,b
329,-0.12027791,-0.8649584,b
330,-1.5969537,-1.0824933,a
331,-0.8666852,-1.3597906,a
332,0.46402675,-0.871837,a
333,0.99528766,0.0415781,a
334,-0.6819592,1.841911,c
335,0.015820054,0.57896197,a
336,1.5569525,-0.2489083,a
337,0.803661,-0.21119773,c
338,0.4499451,1.3118678,b
339,-1.5477731,-0.6576384,b
340,1.3852514,-0.6096842,a
341,0.50741553,0.47586462,b
342,0.9912424,1.5268493,b
343,-0.06962758,1.1520007,a
344,-0.44316152,0.64806163,b
345,-1.3390622,-1.8325841,a
346,0.6517237,-0.83757794,b
347,-0.15555313,-0.7248203,a
348,-1.0087769,-0.11018855,c
349,-0.51113474,-0.087150656,a
350,-0.020208683,-0.46341422,a
351,-0.23710069,1.01567,b
352,-0.33888626,1.6111885,a
353,-0.43760368,1.570671,b
354,-0.32752505,0.90938455,a
355,-0.46577698,1.1006752,a
356,-0.955895,-1.023505,a
357,-0.19589613,1.0213661,a
358,-0.89813745,1.3864027,b
359,0.0064641237,0.33868453,b
360,0.20717904,0.83644265,a
361,-0.32064834,0.710946,a
362,-0.5315082,0.14190425,a
363,-0.10579366,-1.6292257,a
364,0.011421468,0.17798282,a
365,-1.5444771,1.3887862,b
366,-0.045091152,1.6491467,b
367,0.3715096,-1.3670213,c
368,-0.06264491,-0.445485,a
369,-0.14763317,-1.827833,b
370,1.2198774,0.35774374,b
371,0.018612146,0.121423714,b
372,1.0530618,0.12051002,b
373,0.4463517,0.39124098,b
374,1.5196357,-0.8551312,b
375,-0.13836162,-0.40578166,a
376,-1.0734204,0.1927661,a
377,1.0392367,1.30969,c
378,0.30431035,0.6734422,b
379,0.17122635,-0.21644256,b
380,-0.65677035,0.87539214,b
381,0.17467554,-1.1183946,b
382,1.277582,0.7214468,c
383,-1.1262074,-1.1633847,b
384,2.154307,0.93085605,b
385,0.8930483,-0.9902053,c
386,1.368039,0.00028894842,a
387,0.52004564,1.0167555,b
388,-2.040957,-1.0729223,a
389,-0.1372741,-0.8507191,a
390,-0.6504819,-0.6587077,c
391,1.0886439,-1.014527,a
392,-0.23996255,0.8215296,a
393,0.024054231,1.9491582,a
394,-0.6311243,-0.76542646,a
395,1.011361,0.82891804,b
396,-0.40524536,2.1551576,c
397,-1.5797374,0.2242249,b
398,0.31240734,0.54222995,b
399,0.3209202,0.42660725,a
400,-0.46161026,-0.16378796,a
401,0.35058284,1.4199,c
402,1.0974047,-0.008204281,b
403,0.20155303,0.3861091,a
404,-0.19942217,0.96728337,a
405,0.060468942,0.63193464,b
406,-0.24334276,1.1504362,c
407,1.3887748,0.03224767,a
408,-1.7444241,-3.5171456,b
409,-0.22404179,1.0850711,b
410,1.6940227,-0.72936356,c
411,-1.0578862,-0.8615368,a
412,1.3018824,0.43167868,b
413,1.4471781,-1.1338042,c
414,-2.3288844,-0.13445298,a
415,0.26088685,-0.021002438,a
416,0.5835246,0.2862696,b
417,0.18733835,-2.163702,a
418,-0.4156434,-0.38383326,a
419,0.8015472,0.74692196,b
