,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
4067,-0.8169244597275779,-0.9287075222311274,0.19107864302522062,-0.4702681107683575,-1.3343241840161393,-0.907421861168119,-1.2981028608059928,-1.219580645778215,-0.17955251353201068,-0.19070191577875506,0.29376423155077164,False
10783,-1.5890160653925864,0.9216364291753731,0.952024297353063,-0.7370725997882355,0.38465185384064393,-1.1023382812761624,-1.8934043141687256,0.27399526160215815,1.8183503674308716,1.7182094039876672,0.5073325027911515,True
575,1.0522561588094352,3.0146033937252166,-1.790473163793239,-0.6850687397803243,0.6893033464697307,-1.6713899685967153,-1.6839523195132218,2.444561064594854,1.0783767695289925,0.22662501025893395,0.44048051045421,False
10280,4.349600231149984,-0.15341642316879323,3.277304981565986,-0.801545706765254,1.567626587048648,-1.845113311720008,-1.630009140574027,1.7865318716081533,0.021222023028589027,0.8253137695526165,-0.09516201877679302,True
12986,0.20119627510673144,-0.3300841790962927,0.6021525017418589,0.9813419401586646,-0.9943354178853203,0.19794794698086327,1.0622105691211914,-0.6882125375162963,-1.130178957392846,-1.1742254868863327,1.2925283528594746,True
6183,0.6362034901223228,-1.5523887747481038,3.0814016846606522,-0.28648529544197787,0.030871721804034795,-0.2650113095938637,0.509676949525405,-0.4559753061601732,0.2198651688926957,-0.7129082992813931,0.722138172419009,False
11135,4.247903248430371,-0.010625490749598732,1.7729298118736398,-0.8585192448157924,1.2666924090190912,-0.74758773708964,-1.4946846011078774,1.6387339716271823,-0.5880427566605906,5.314817325594634,-0.6828145025961274,True
5890,0.18133090512983874,0.33578638016202433,-0.16038169190250373,0.8422207951647869,-0.1884860883702687,1.6429645112796518,0.9160523389471511,0.16313499898206252,-1.3155344758337817,-1.1682176287284298,0.6101968684689831,False
5073,-0.020880746350606605,0.0070991136415044995,-0.16804125596786407,2.6116883752684648,-0.5475392872045086,1.9110337338851897,0.9362229017641814,1.454416007049862,-0.577015996018889,0.6913215147852025,-1.162880322283596,False
1844,-0.4019333236892335,2.4029833463014687,-0.8760216469168992,-0.16115231773962502,0.3427915443231818,-1.4818912891470577,-1.7690269864148813,0.8306662235561606,0.5748571048807747,0.38458376010262496,-0.4198956932311596,False
4019,-0.19360387622623404,1.4853985992722119,-0.7059517894842056,-0.11260819632737659,1.4206480021605743,-0.5174864645737292,-1.0922332018228438,0.8847571196579922,0.7190069284972963,1.0301403812642969,0.25392342971537335,False
154,-0.5194391018253036,-0.552338633331759,-0.6427137988059202,0.5092283796746198,-0.5898722571174448,0.06172551927117104,1.1171556288479922,0.5095523420308611,1.3812305902956392,0.07455106689458074,-1.1452222911501109,False
14825,-1.0823494245008192,0.09149349948898011,-1.489011478161584,-0.18490942887948458,-1.0434974517084885,0.24431559099005212,-0.500329455950716,-0.8785580112683378,0.7332358319766163,0.7790823730042407,1.3998183342484936,True
5205,-0.8211997958238747,1.6699010996705117,-0.07031180176826907,-0.1917237305179953,0.0857984060297496,-0.9466189842261656,-0.062037102233351904,-0.8919043791347516,-0.025039443610291312,-0.8248693367593358,-1.02457436529668,False
5900,0.07127174212972293,-0.25678622671222473,-1.4966604088291338,0.9785514567927003,-0.8462132833473228,-1.189801640471253,0.3544324600066465,0.16073449652326088,0.601107079196745,-0.9144249137345568,-0.551833536578774,False
8910,-0.9731854450332462,0.4134840981792971,-0.4532255203422052,-1.0926984651916054,-0.8698553864776103,1.476530565223122,0.48278208064343275,-1.681618320474618,1.290842616819967,-1.0787791460243343,1.1023769542308384,True
9059,0.031759341201234914,-0.3343527835886873,-0.4654622597765615,-0.47717271609239587,-0.00020986035661116342,0.08661605996178463,0.5768432665862079,-1.7558671664171621,-0.5439722366695385,-0.7474219956525012,0.5230032402594278,True
14291,-0.9095147704128357,-0.49122737052303456,0.6505421972472885,-0.7742018637795174,-0.1502173688664724,0.30436700727945143,-0.5613928178665643,-0.930281274811277,0.6847863329936773,1.1249927247293474,0.10203805928366586,True
5873,1.9898046558677251,3.5426085090072323,-1.405154917025154,-0.3417263841286823,-0.21289679757953595,-0.05686648880924672,-0.4637070219268095,1.7602033182990984,0.8660107137593217,0.3805602131791133,0.20433244056100158,False
3719,0.09240519265046532,0.3747393684526085,-0.42028810139343936,1.855785482297639,-0.4614881958594491,-0.28291990891820973,-0.7942804270578963,-0.4197958733126752,-1.1903144519489102,-0.7275012708132514,1.4217131086937307,False
12620,0.24357065869626088,-1.0689514207007473,-0.0066656618598470024,0.12015523962665917,-0.22367544148749624,-0.4502669496862039,0.13402950521494875,0.9332003738267963,1.0858597422857519,-0.9559394614370998,-1.4463776517496114,True
6842,0.8057574522371573,0.845654112102582,0.9138942847647422,-0.29631221552936493,0.07045665713519228,-1.3784114140782484,-0.856725088014964,-0.7024179870676083,-1.3337726663867087,-0.47105119500370923,-1.426429904773649,False
11251,-0.7581549182911982,-1.1881835167039325,-0.5378466438283447,-1.3412437016658088,0.18021221179573926,-0.21742278029473758,1.5059904095550385,0.641531005588502,0.5961669061248797,-0.4397694749419843,-0.9769469468520267,True
6201,-0.1863770250553397,-1.5889572374572518,-0.09723423271139062,2.444679082175612,-0.4402548066055907,1.603169545449808,0.4896194171382257,0.25950964689076517,0.509036757299244,-1.3916614696448935,0.2650230511961505,False
11857,-0.5745681762232959,0.38918074054486584,0.12154436071109044,0.6480613317261041,0.12355345553693753,-0.09137891620209382,0.9450551781941676,-0.2892520652632824,-0.9885155806682502,-1.3480617919515354,0.15923129644945744,True
5642,-0.6180475311991169,-1.4122580620509242,0.7957495234587302,-0.9342685961732927,-0.5162097987605849,-1.666067120565778,-1.8933897000786257,-1.1242067714029025,-0.4676961204652783,-2.2022151942419734,-0.11195245565415042,False
13582,-0.8888956058157349,-0.8655572402248701,-0.6667493564286288,-0.42347510767096197,-0.36211245269632075,4.85508963748175,1.9541664694761993,-0.9826852784756286,-0.674623255890012,0.4708438138249793,0.31256575709607803,True
5225,0.1001872379549098,-0.6745498975105118,-0.897623081603375,0.04065948811115272,-0.0854545231878664,-0.18756350421130408,-0.5940327794202437,1.048312410226818,-0.005592189539504272,-1.0468487439758376,-2.0427694117284037,False
14355,0.49604859153673286,0.7139023265071076,0.3905955390053669,0.1526726169096405,-0.8140754422301857,-0.019474126884403115,-0.1815501257506621,-1.0357575250026265,-0.17488731484234615,0.2658450401840313,1.1846004754007593,True
10004,0.3808341114773764,0.1803476933525609,-0.08427900412334456,0.0673843965501929,0.10581681639532148,-0.16234357083505158,-0.24409316550378365,-0.3883609279766109,0.36652919010229235,-0.4390243465466266,0.660146615012258,True
1096,-0.05049422624638585,0.3094693377615906,-0.2520994547155212,-0.1955356924485851,-0.20099623548692366,0.2122569764921668,0.5874610248071928,-1.2135407576729542,-0.10875843703240157,-1.3319364530587932,2.2084479761486584,False
10365,0.915694937937644,2.36244149660462,-1.2742971441995306,-0.8406246763857251,0.15141252549848822,-1.6639015533949775,-2.9020031448345334,0.39869790024041846,1.246139003177286,2.2660426962381193,-0.7002724776019098,True
5206,0.4633915808005359,0.049076172763857784,0.005700057985402129,1.5112986098427612,0.1298465000648115,2.4778961796833054,0.8268621532591698,2.041406214504667,1.5486989494802443,-1.6532525887677532,-1.3315775622360708,False
14478,-0.9153222078661706,0.41072979418563715,0.06038625462258401,-0.7773252466266937,-0.44524187991257114,-0.020675295685671502,-1.1025096808042074,-0.9644665395773893,0.21254814260149557,0.5867845736976894,0.45973230342962657,True
14385,0.21484326012352306,-0.2109473908263195,-0.34856276697356137,0.4760878898770791,-0.10471342415500062,0.1297084447815146,-0.026480907059860233,-0.18531220525957603,1.4867952411858376,0.20515907696187463,1.7125288579446691,True
10267,-0.7070765900250036,-0.5044539690721077,-0.3364758903721117,-0.21011639025064022,-0.7793230751823879,-1.4785327889945052,-0.9112594141428763,-0.7544165310661116,-0.019227998474176666,-0.976656373748965,0.23052268340360124,True
13077,-0.87915365180011,1.1277054282883452,-1.6454195189056127,-0.6189678344806318,-0.368046082146142,0.7261551376709546,-0.3886591495013947,-0.9572145855795129,0.2288221869973646,-0.6048181727351936,2.465190150239279,True
14174,-1.3414992067903497,0.5728160064279835,-0.7306022646855084,0.18620924681627024,-1.105777585659907,0.7111495914793066,0.3087689452016083,-0.4716593572046621,0.6517292051112185,-0.5908124401909882,0.5664364494861536,True
9163,1.3050210707210144,0.3992654307220583,0.18259632290941208,-0.5666988551966151,0.12268736521233631,-1.3642918819897745,-1.7001615856874173,-0.1260098748662028,0.48975116199215124,0.9346651637114722,1.0914179289978785,True
9725,-0.1768055998147966,-0.39814959162293806,-0.49351128038641173,-0.4844550929260501,-0.1596736170063897,0.6459227023573736,-0.039676115139257284,-0.1740962602358882,1.9331693438528583,0.7689458219042409,-0.49564357891960675,True
5911,-1.1078405576928103,-0.7576972522060852,-1.4987780938567605,0.17125827149987183,-0.5187634169468053,0.15497356433088705,0.5630121815372292,0.3476079148962351,0.7388373076945329,-0.6037723452337218,-0.914857740530771,False
4919,0.9816652984636244,1.1551981902214186,-0.31817700728211634,-0.7939760446171598,0.6809696728396099,-0.5093346194208491,-1.5694107923369325,0.7731965282040671,-0.5768647643572176,2.2906983062033013,-0.17830752285394835,False
3879,0.1356306059890275,-0.02796905883094869,-0.38784590167488714,0.9381155932246856,-0.6440987547175762,0.19419193409303392,1.4095738611622681,0.1642729516088524,-0.6380212843317747,-0.01915228870515881,-0.27200929154960124,False
486,-0.9724113249050826,-0.7898737124026551,1.59043372128088,3.104501706629178,0.019670677731289832,1.050419765731616,2.0030461055306645,2.224273850020798,-2.0619312420817324,0.47543613889970715,-1.6427747025080717,False
13813,-1.2011097024314605,0.3878143964061888,-0.1063106422595489,-0.1833563073538123,-0.5948567721521707,0.5194098937247327,1.166031526657203,-1.1186114253135524,0.4513767095473815,-0.5379335886515973,-0.2091769221800379,True
6879,0.5989233562958551,-0.48229031258584554,1.4733364274988088,0.77904505277017,-0.024678635175531427,-0.042093397721623516,0.5276831747176237,0.33384125524184693,-1.0764102012818364,-0.9109050368880701,-0.4189695668263983,False
13953,0.1784262216556929,0.18871115992579013,0.41554271017622274,-0.2744366913372727,-0.5212809728885037,-0.5123106190994691,-0.4137451358438837,-1.4972796938348978,0.4101054946283253,-0.7119380380341986,1.0514531669527987,True
12030,0.27471200170323523,-0.9681107265034142,-0.24672937227637975,-0.6276719713337526,-0.7936623419230263,0.4866054474710003,-0.17399912453316968,0.5280822826498409,0.7917400979003197,0.00045937041534996337,-0.7639461906994908,True
5590,-1.0857008283853826,-0.8454154335564765,0.30232109656450634,-0.8691793071067848,-0.8472879201443723,-0.0928134442235651,-0.7640802539210291,-1.3583915523378502,-0.612630982358067,0.4012084265346031,-0.004241437250793456,False
8664,-2.1825764566670034,-0.8561531359075947,0.14305222726548705,-0.8922308465039068,0.0737980277077771,-0.08408268525598389,-0.5038946957680034,-1.012288031096097,2.6241440258471096,-0.6868838709518452,-0.34374549272036325,True
3144,-0.7426873473707774,-0.570418748337117,0.13401707227095266,0.6336511581220888,-0.6263065198326476,0.9028239456427388,0.24502709836450431,-0.9258077860221376,0.25776690639537997,-2.1623741424179155,1.0814881330958532,False
10018,-0.07308771590369176,-0.05567552139666149,-0.3396166627033315,0.3427091882219271,-0.9151384709601991,0.3514872060039086,-0.887045526376888,-1.3998181993768162,-0.6425598406293576,-0.48414796453225645,1.9633833533914036,True
9158,-0.7116519413335238,-0.6529461073242948,-0.25793483128837297,0.9977715853256902,-0.7299992754190985,1.0078374741191714,0.841893693361182,0.9833265305294885,1.4529618195594713,-1.0389547694971744,-0.4220577902136156,True
7235,0.7796225915498562,2.312108515236544,-0.5329032376837621,-0.881561762526092,1.1472851462100586,-0.7289703473773674,-0.2160641528720286,0.6372686543182768,0.6481717784560145,-0.2463811201990356,-1.3644858659189794,False
5036,1.981625310451452,1.1368518641601932,1.5283600293204853,1.9551686985810166,4.9784872540969705,0.530061461750696,-0.33614309382635527,2.689819457469749,0.26602620691165046,1.7773200850065471,-1.3185406463671283,False
4951,-0.2919322749453541,-0.697260354764108,0.1116366886899592,2.680844864016532,-0.05106561433612683,0.5798695757475643,0.9709123282434987,0.7183921481663731,-1.6270497517845732,-0.47097404571038337,-1.6635277017849077,False
12420,0.29773622862117993,0.13051412656655564,-0.541116027247535,1.7694694166325413,-0.689408987002837,1.0505516351104875,0.37337925195652955,1.0143200789743556,-1.5783773314300118,-0.12283905432955683,-0.350602709784084,True
2060,-0.3569211647420043,2.6039873418311763,-1.5559545145437357,-0.058104918752674095,-0.7098522496535148,-0.8096780573353692,-1.4226026646489014,-0.16131089973522714,-0.40454454299173825,-2.3549715208564885,0.6894177121970236,False
7603,0.19290254216600244,-0.8094571545801332,0.7072903962217506,0.38047187833747415,0.42835615356739465,1.2046101887792213,0.8486337862789889,0.1726703392646805,0.1208441804492234,-0.47356017465491973,0.17834182127155948,True
2095,-0.9267295002771178,0.041422603885274106,-1.0258226842900802,0.7093670162471893,-0.6662895678618552,-0.560591479289743,0.4350815589431098,-0.9982895044935289,-1.0743727198234232,-0.24700311752300352,-1.0373910393575985,False
13422,0.6539906513419613,-0.20511507490875974,0.4609969842766837,0.4770969001389328,-0.40542379821626867,-0.8391297977901042,-0.5322263471062351,-0.7403415791738661,-2.036147013813494,-1.3283835287499766,0.495067111078653,True
12886,-0.23487595915007187,0.17244184585487182,-1.0186721234637237,-0.1179569031018844,-0.21905293993863206,-0.30713533223552125,0.39275081437507475,-0.2892882278011999,1.1345906840977806,1.5669937846474795,1.9168833984687224,True
6952,-0.27763884062481914,-0.45687536384117466,0.4483377250284288,1.4587884670428108,0.4828821597505543,-0.01023381312418107,0.8304980334793881,1.3670075856437796,-0.9139346123938459,0.14876977378760353,-1.2443189838022601,False
12644,-0.4489277961455789,-0.03779225694946581,-0.9553046161337222,0.29012021172167207,-0.6110815415692101,-0.49434554523337104,-0.5713620195295582,-1.8058731464223754,-0.33367848360469743,-2.135083807679779,1.709425113783466,True
8656,0.6998450052606584,-0.6648686056750196,0.213050243885361,-0.3797913785708001,-0.030303638807289257,2.120443272332204,1.0913711629161194,0.18565444411940626,-1.374927836351861,0.6716908363395687,-0.5457582225424557,True
13006,0.19391238102365727,-0.5380646089263295,0.7014682163551755,1.397623740850987,0.5239149285102939,0.9148249038664562,-0.02959981851375837,2.4094145260413207,0.06809166115841647,1.879426965092068,-1.7998551359161226,True
14827,-0.5103884237192446,-1.1445153982260026,0.8943262276873346,-1.6733374316098613,-0.557848529102756,1.8947787863985077,1.0127910736553902,-1.029354041624809,-1.008698190018542,1.2952782813377008,-0.41569805252430453,True
521,0.5346698564581873,-0.2498293497464364,3.165065689644408,1.110846701250727,-0.9323098018352064,0.23050826504104738,0.05074399318137113,0.3069741856735001,-0.9151028677449745,-0.22039924685285495,-1.7760842660808465,False
4639,1.525399781479003,1.1583717345489286,0.8544146253561349,-0.26528515948329967,-0.28914651005991415,-0.8773006342522796,-1.4517284320160881,0.5435417649211776,1.0319395334149963,0.5360859562177853,1.0426450994383996,False
5828,-1.521989780370652,2.2582459389658593,-1.3826999847913377,0.26646309379887456,-0.16720170654028324,0.6359947881747999,0.06470319772556177,-0.31610128305216545,0.7778557543497399,0.10834514044861418,-0.45598002339472055,False
13612,0.8237856991255097,-0.6063906759719004,-0.09080008762618694,1.9510229524241431,-0.17397984369362116,0.6987946187556805,1.0256931154780005,2.02609529740743,-0.4884506983110034,-0.5395364515747635,-2.079087969631658,True
12714,0.37952685013388426,0.008483884175644496,-1.292834758906843,-0.41582286495199167,-0.460942581831953,-0.09956335010712102,-0.9698852324026195,-1.0718514444944691,0.4308770667155587,-0.4937911028535656,1.6090000946929282,True
12513,0.47962526181355464,0.40381915706421223,0.6780562386250895,-0.8138579624737352,0.9548755233425005,-0.6380182842436315,-1.4853783755109777,0.7098099703754224,1.889315762143629,1.996516449330908,0.04406790715801079,True
11500,0.054638019679773955,-0.5861839897793606,0.28788260248822606,2.164114581540987,0.22663290150444615,0.23107572843796653,1.694803660046707,1.2162157621750844,-1.9674695083007743,-0.6819661929628775,-1.0055976429974183,True
6807,-1.557289754485145,-1.0652015755321733,0.4587394792961821,-0.40157917854005254,-0.8578398879034318,1.514368179299483,1.3286679914632546,-0.8461072337999571,0.5608373307273031,-1.2553702649211707,0.8895094612953511,False
4534,0.7789188890932435,-1.2656940975573294,0.7543760763870231,1.6985700817693719,-0.29264272237406097,1.269327221512122,0.46258272721200877,1.6973547765891217,0.5292681819222279,1.6880285159977242,-1.0332375131880664,False
675,-0.0029953771465629497,2.331826272817759,-2.7239173930756446,-0.1853803222394581,0.42604964885430374,-0.3467401776198925,-1.3095268320414057,0.17063608930147917,0.8255548980699665,0.6621289210154124,0.12960783097719597,False
3146,1.82160074215439,2.097777957433149,1.3969480571935564,-0.7215177641797192,1.0691160405970588,-0.3371329717732303,0.032996465430294,1.481116725190169,1.7011127283742589,0.30318124050108614,-1.1030129039513905,False
397,-0.15469898399591497,0.4640987245970787,-0.25452375438607144,-0.7466504447330442,-0.348206266275188,-0.5325349739428209,0.647314713515567,-0.9937330758641963,-1.5346158346016296,-0.4944929511599527,-1.2473405040543886,False
7126,-0.2690067789977291,-0.7915551007848023,0.8641855665547852,1.8012994186527747,-0.07554118584489722,1.5443889265402062,0.09061077749628232,0.8029661874888084,-0.31857977355343836,1.6891350086141628,0.16611807585043253,False
10370,-0.9325769088255604,-0.26102739559255594,0.5049736762045938,-0.26199354272221875,-0.6757413170522457,-1.4421701188225402,-0.9702610027164025,-1.488502429242981,1.7906992348830064,-0.4222873410444064,1.7954762795776442,True
4392,-0.21516784786429954,-0.15806510951944663,0.4274774946855497,-0.5406847618718069,0.34575089966649614,0.45310943312852586,0.04006126065079388,0.44539906092226983,4.11385328557124,-0.24593041084023276,-0.37234176820774273,False
11730,-0.805314791988161,-1.4725863112234312,-0.11670073791922285,-0.9843928771610382,1.4858502377089562,0.6196977142541682,0.432476626582798,-0.16674258663370672,0.1889316348685257,-0.6137702631104691,-0.9546432091413161,True
14752,-1.0633619910621421,0.637355432508935,-0.4021254540767416,0.2930078511562257,-0.8485474466318232,1.0359471602659371,0.31444080246570566,-0.6583951513361626,1.3156193685934991,-0.1899392785676518,-0.1603549214707488,True
33,0.07327850677686842,-0.3765442251926778,1.0126166128629381,-0.09692706631336656,-1.5536305142095983,0.910632984686688,-0.521965857685555,-0.8981151664291175,-1.632830640352944,-0.016302246432132073,0.85298731492115,False
8645,-0.3797246850931907,-0.03092967640360761,0.49933829841465827,-0.06260546991314828,-0.5801364836438694,0.7946483188786806,0.6341756990051989,-0.26473706353040577,0.3862514857164589,-1.299381410524666,0.2048297013403694,True
9258,0.7364995269350089,1.9686441263798118,-2.04344211722475,-0.7354966377774009,0.19062165381242568,-1.389735978469711,-1.7864801900516498,0.2892068114647651,0.9494741855819486,0.047587403163172365,-0.4742548722934228,True
845,-0.5968551393070294,-0.3500362121164301,0.2959136052695167,0.9619353545535586,-0.002873798028504626,1.3586145149658742,0.5884624992456741,-0.5060840223137869,0.16333922897291556,-1.8159770945434768,0.6218013784769638,False
7118,2.26492588768424,1.0208499109054336,1.7993561397500204,2.242461123041249,5.220301417992981,1.3843275275991713,-0.7353931879821928,2.797505404059948,-0.2823809143896754,1.2985340667167757,-2.200479592896941,False
10688,-0.558487942642192,0.4905951228841668,0.3959343227818819,0.5723074633737929,-0.5619054033104457,0.10434551984685533,-0.03940547787335777,-0.35751260876697033,-0.4398927060398831,-0.4289178065426942,1.6025676005805098,True
13428,0.45627475786478283,-0.27957880824503045,-0.5072493923437287,-0.6075149304216225,-1.1866908433954946,0.48318464467414407,0.614040302958317,-1.6070737807038373,-0.3822317685653907,-1.7914940062976679,0.9364411854579305,True
7968,-0.2924658229655287,0.5335462516299256,-1.3188644914649907,-0.5708972990503227,-0.6630359068466318,0.632137892581724,-0.4727565310115689,-0.9879411036778433,1.045487626954828,0.6011140704314099,2.486411911513442,True
3771,-0.002475717264332801,-0.9592739002292463,2.2305789327007792,2.3757240995908337,-0.22560330935004713,-1.6278961089151962,-0.09821368077457804,1.5307428712728504,-0.8743931372399286,-0.8406731143903209,-1.0297945929509338,False
11772,1.0630646909856367,0.806504300024685,-0.22154272238205003,0.5791755047917406,1.1601093525175556,-1.6873773167708608,-0.98699807478456,1.373997117758458,1.609855175474677,2.13265487226776,0.08734759762875749,True
13052,-1.4862010685917566,-0.7224833237566173,0.23706543970037552,-0.847225866367824,-0.04307819133040924,0.8580657716321343,0.4993530907385781,-1.2232795465364201,0.7845765162753118,-0.7445794487464099,0.8028798068510418,True
4672,4.380627943999493,0.049458092255201924,1.7047129228470008,-0.3807752138865538,2.3708731714653464,-0.9000016580032044,-1.0521052075151496,1.7622695381184699,-0.7574730930606053,2.384068302180535,-0.8348962249674708,False
5569,-0.04094903320636045,-0.505069152730256,0.7527182236731094,0.4419422226830785,0.10189638078514565,1.38035527193968,1.7399650480469107,0.2936618643503024,0.08014682107938592,-0.07958713011895224,-1.2915249549109287,False
13239,2.531209850747255,-0.05039659562672483,1.169800671941912,-0.5683126706237307,0.2807683105393074,-1.3246181115859923,-1.6898215916111006,0.7193747168322271,0.04169016880017812,1.799334495611567,0.2575492943030756,True
7419,-0.35640181338774457,-0.8952599176697003,-0.722834596718612,-1.2795851314257927,-0.751403388178921,0.8246587795423377,0.5432859024428139,-0.30416233644715845,0.6509327731942972,0.012487035206807773,0.27602168132911575,False
9426,0.25552034630078774,-0.8511281347812782,0.35273938974331526,-0.9630489094717649,-0.4385463116271334,-0.3461182286010086,-0.11011669960236325,-0.24519740161545775,0.13520939705701718,0.2666821899829422,0.05153882300907632,True
7446,2.288585519646462,0.9540681623018124,-0.6920568853212223,-1.5168909030974205,2.789062585251256,-1.6203900225288148,-1.6697202641955582,1.143313611753286,0.35909319817476915,0.9867785804205431,0.3527196521196414,False
2984,-0.5210956295543606,-0.1600921622142849,-0.8134513596147028,-0.044413929103616634,0.6332073913401066,0.6643399810272242,1.3154947929382192,1.1530489060231952,-0.0801310912208563,-0.4989239766794026,-1.5997258807081376,False
11008,-0.2224804486890859,-0.5163557710031521,0.7824823155764239,0.6331479807509433,-0.34693148288073533,-0.5387377976551114,-0.37873660669444464,-0.1771769277018096,-1.5601119312119693,0.7861175564999603,1.2215502506760214,True
1826,-0.383915424296644,0.806499358480893,-0.13893305995444338,-0.6161339157889848,0.2124753946336354,-0.49511791539350225,0.6231415321218166,-1.1813133124090676,-1.4883930113351278,-1.049680907495763,0.9129591402845166,False
5745,1.4515677894662784,1.3346333215304287,0.02574341228501159,0.17586002487264535,-0.6355302219959663,-0.7342000085535494,-1.5099276602953053,-0.0007280093970716273,-1.6290099493455048,-1.3630260204408078,0.26509809273783913,False
7292,-1.389966035208859,2.7045497472252475,-2.19336289603887,-1.5807896200006657,-0.35122091565304575,-1.3502644795580214,-0.8616116601430099,-0.7966191952698238,4.909476998214557,0.3664081663317592,1.5805228739947037,False
13970,-0.20171488633832416,0.1308141029137841,1.679205904513886,0.45749557601591406,-0.7407819788125348,-0.41161477756607423,-0.4396080918309765,-0.041542593759096136,1.391805590352514,0.9105796180356391,1.1560337794093805,True
6701,0.1042250985296247,-0.9517792667935747,-0.63614359229363,1.8805122152337677,-0.521709690885213,0.018853599742399862,2.1294461373372657,0.5607571342765689,-1.1023968205953003,-0.6828882687237998,-0.6429950932725487,False
3884,1.4861514133360796,-0.33574149367104844,0.929878490607174,-1.607291202315448,-0.3575564520421167,-0.8823301785917554,0.30008757201279135,-0.27176854539829537,-1.417054507453355,-1.0061572369955838,0.1508109157897948,False
13027,-1.2457757426083873,-1.0696743702409055,0.132197665801069,-0.3130075297620927,-0.9649983689579809,-0.46369550538375204,0.6262237241069214,-0.10946989901653627,0.39735506191802217,1.2024935953789544,-1.0832268848339885,True
1180,-1.0530154299469765,0.46772545722062836,-0.7472608121379334,0.5578986836350514,-0.41497895653101824,-0.9114066376173329,0.3032248233633482,-0.9721780336213931,1.0311814576547145,1.391827632060141,1.0827557811963087,False
4004,-0.755711840378734,0.054956398371361626,-0.4442620126072367,0.269897308444567,0.047360406313445846,-1.3187337741377867,0.04294607376914539,-0.6163497198573611,-2.0793582582708914,1.2080443097734688,0.3295654759752556,False
2440,-0.9834874698653927,-0.6049550692878922,-0.6690740392791714,-0.8172295763201537,-0.3852489533696175,0.2870049746536625,0.624042611152502,-0.3928200465731527,-0.1358776789653452,-1.3843914932567076,0.33803155466093215,False
1495,0.493495421311773,-0.6601352563675129,0.5119464387905793,0.6742058991315799,-0.008432736277118824,1.2296906843805002,1.6199382754088123,0.28278792923351137,-0.38145665107665955,-0.04860649241742529,-0.9227949400165937,False
