,x,y,class
132,0.7538921,0.5646,c
133,-0.47581282,-0.64123726,a
134,-2.3884425,0.58172685,a
135,0.97909,0.6145278,a
136,1.2621852,-1.3808706,a
137,-0.21065539,-2.4275036,b
138,-0.12353934,1.1439902,a
139,1.4732213,-1.3098565,c
140,-0.6944232,0.45868272,a
141,0.25914225,1.0309159,b
142,-0.39228663,-0.40041092,a
143,0.44225082,-0.9989398,a
144,0.051246583,0.32131714,c
145,0.52874106,1.5881261,c
146,-0.27804342,-0.21300346,a
147,0.38679168,-0.2564562,a
148,0.10223753,-1.8917781,a
149,0.65245557,-0.8800609,b
150,-1.5325041,-0.40125763,a
151,1.201993,-0.29036587,c
152,-0.42203563,-1.2637322,a
153,0.089878105,-0.69926363,a
154,-0.20388806,-0.5210903,a
155,1.9203932,-0.40645033,b
156,-0.56996197,0.44238797,b
157,0.341188,-0.81417066,c
158,1.1276569,-0.73301,b
159,-0.5672746,0.45960218,a
160,1.8964641,-1.3944983,c
161,-0.54863167,-0.8751932,c
162,-0.39070994,-0.61552304,b
163,0.38884497,-1.5608389,c
164,-1.6293635,0.14692901,b
165,0.8432112,-1.3338019,b
166,1.5391746,-0.24963954,c
167,1.4265885,0.15004414,b
168,0.2920686,-0.053621843,c
169,1.3687631,0.4502772,a
170,-0.23960762,-0.30709118,a
171,-1.600059,0.8381318,a
172,0.31949317,-0.83538884,b
173,0.05308309,1.4776654,b
174,-1.1241418,0.983723,a
175,0.061152585,-0.39754128,a
176,-0.90200734,-0.59958106,b
177,-0.73501116,0.45594525,a
178,0.5650129,0.25368032,b
179,-1.5209424,-0.6814037,b
180,0.5183298,-0.12040384,b
181,0.8365702,0.05362442,b
182,0.503654,-0.6978252,a
183,0.591608,0.4883867,b
184,-1.1758866,1.0474346,a
185,0.33721805,1.7845178,c
186,0.32949424,2.913044,b
187,-0.8809434,-1.1726158,a
188,0.061296254,0.5005165,a
189,-0.7423855,-0.5503425,a
190,0.927756,0.16426203,b
191,-0.8212411,-0.9389442,a
192,-1.4759758,0.12877136,a
193,0.37459326,2.32403,c
194,0.5392381,1.152989,a
195,0.14988832,-0.36960855,b
196,-0.34256318,0.91055584,b
197,1.3102217,0.5604246,a
198,0.89541876,-0.09177518,b
199,-0.22862466,-0.3445924,a
200,0.6780242,-2.0712488,c
201,-0.08337269,0.011052836,b
202,-0.49065676,-0.63008404,b
203,0.97700894,0.35118484,b
204,1.4133948,-0.65749156,b
205,1.0313472,-2.4901812,a
206,0.30341285,-0.49249855,c
207,-0.9773917,1.2564023,b
208,1.1854846,-0.38705504,a
209,2.7190957,-0.761428,b
210,0.054882094,0.77341074,a
211,0.30509564,0.32460925,a
212,1.2211918,-0.236273,a
213,0.31051648,1.7143941,c
214,-1.1319772,-0.43058783,b
215,0.10068766,0.9787492,c
216,0.46844894,0.14606526,b
217,-0.06669377,-0.18381375,b
218,0.6329046,0.945105,b
219,-0.06993705,-0.38071224,a
220,1.0555356,0.9854586,c
221,0.64070696,1.073181,b
222,-0.3750701,0.2651391,a
223,-0.019324332,0.41962144,a
224,-1.1367705,-0.47533533,a
225,0.5531713,-0.020101793,a
226,-0.0077031096,-0.43732572,a
227,-0.9214678,-0.12358354,a
228,-0.58047545,-0.8657128,a
229,-1.0707397,0.6946658,a
230,0.54977095,-0.47026327,b
231,-0.37932146,1.3785264,b
232,0.9100808,-1.7261027,c
233,0.24767551,-1.2176045,c
234,-0.9917683,-0.22314134,a
235,1.1091235,0.783012,c
236,0.087450385,-0.15050247,c
237,0.16876899,0.40401295,b
238,1.4617438,-1.2824751,a
239,-2.1030972,0.26857555,a
240,0.39607984,1.1249892,b
241,0.24007532,0.25702944,a
242,-0.12878312,-0.49300328,a
243,1.660154,-0.94201326,b
244,-0.18984373,1.0352749,c
245,1.1025943,-0.2153554,b
246,1.2672421,-0.08576657,a
247,1.2656078,0.36515146,c
248,0.076542884,-1.5117986,b
249,-0.25631553,2.209604,a
250,0.14553967,-1.4377183,b
251,0.4980709,1.0846969,b
252,-0.07541381,-0.034176007,b
253,-0.28000954,-0.77237636,a
254,0.388757,-0.3428292,b
255,-0.9348722,-0.39431888,a
256,0.58433336,0.9667159,c
257,-0.43722168,-0.6960575,b
258,2.3073325,0.027801782,b
259,1.0331092,0.22754835,c
260,-0.005610533,-0.3360455,a
261,0.53688765,0.08063777,c
262,0.43135262,1.5821239,a
263,0.55942917,-0.1980666,c
264,-1.6156045,0.6148632,a
265,0.63071144,-0.27153793,a
266,1.5625762,-0.38514066,b
267,0.0037237033,1.4813251,a
268,0.9320011,-0.7020596,b
269,-0.07468914,-0.55093926,a
270,0.7663668,0.9957221,c
271,-1.6128592,1.08437,a
272,0.33268362,-0.6395768,b
273,-0.10614908,-0.9999957,a
274,0.39657605,-0.33516437,b
275,0.86702096,1.445333,c
276,1.6783078,-1.0614045,c
277,-0.27452826,-1.0648366,b
278,0.47181377,-0.3831471,c
279,0.2264683,-0.89799994,a
280,-1.2779124,0.50626856,a
281,0.570518,0.6394195,b
282,1.5830315,-1.8272936,a
283,-1.442343,0.041220788,b
284,0.35384336,-0.31263223,b
285,-0.6634621,-0.1043758,b
286,-0.7044976,0.9767786,a
287,-2.0014405,-0.010136538,a
288,-1.260984,-0.18877967,a
289,-0.31121188,2.0494153,a
290,0.91112304,-0.05243939,b
291,-0.64497584,-0.10371893,a
292,0.12170499,-0.08887704,b
293,0.30423155,0.31183195,c
294,-0.086099386,-1.0887512,a
295,0.724628,-0.94255066,a
296,2.3141885,-1.4971341,b
297,-0.6477774,1.0343124,a
298,0.17494106,0.38231736,b
299,-0.4325724,0.55795664,b
300,-0.19610326,-0.34354484,a
301,0.011961728,-2.042797,c
302,0.080201745,1.1439213,a
303,-1.1536218,-0.043852556,a
304,0.011857245,-0.890711,a
305,-0.9738231,-0.029757533,a
306,0.43038145,-1.0000596,a
307,0.2554486,-0.41795424,b
308,-1.2482622,-0.1390388,a
309,-1.864489,-0.058839,a
310,-0.012170628,0.47555232,b
311,0.013880357,-1.3658922,b
312,1.4528682,-0.78607756,b
313,-0.24279794,1.2728069,a
314,-0.18478732,0.5280437,b
315,0.8935398,1.313392,a
316,0.83304375,0.030593596,c
317,-0.019266985,1.3567474,a
318,0.7807695,0.86759037,b
319,0.615965,0.43792212,c
320,-0.34197658,0.5604698,a
321,0.059754252,1.2969517,b
322,1.061313,0.26309824,a
323,-0.7545785,-0.61117923,a
324,1.140386,1.3562924,a
325,-0.27156183,-0.9347848,a
326,-0.6850513,1.270749,a
327,-1.2146649,-1.3984888,b
328,0.6520675,-0.62869745,a
329,1.2971917,0.13944586,a
330,0.95494246,-2.6200683,c
331,0.63115394,-1.927546,b
332,0.6725516,0.8128281,b
333,-0.5231896,0.2929792,c
334,-0.76275,1.1841646,b
335,1.5290166,-0.5712941,b
336,-1.7333021,0.1723994,a
337,0.15311863,-2.2580857,a
338,-0.40825552,-0.46540803,a
339,1.0644915,-1.1087967,c
340,-1.0269946,-0.24238738,a
341,0.7726089,1.1593518,a
342,0.20314154,-0.32682544,a
343,0.70111036,0.45344207,b
344,-0.2747592,-0.49071792,c
345,-0.20230111,1.280578,a
346,0.038736276,0.3958184,c
347,1.3663256,-0.90577596,b
348,-1.1188033,0.13461946,a
349,-0.731572,-0.603362,a
350,1.9945512,-0.7525932,b
351,0.6017805,-0.9940088,b
352,1.054533,-1.585608,b
353,-0.35236785,-0.0953288,a
354,0.23841766,1.0874133,c
355,-0.026387297,1.8234924,a
356,2.3734963,-0.26770496,a
357,0.9984546,-2.348915,c
358,0.5510899,-0.6626988,a
359,2.2792006,0.007484898,b
360,0.9448661,-0.33556408,b
361,1.023759,-0.7793042,a
362,-0.6323863,0.5578113,b
363,0.11562574,-1.6557825,b
364,-1.8279239,0.97862923,b
365,1.6770891,-0.28801686,b
366,-0.5871937,1.4900982,a
367,-1.1482087,0.8647485,b
368,-0.615626,1.8200988,a
369,0.42596462,1.2468057,b
370,0.53794247,0.14382878,a
371,-0.45147514,1.048558,a
372,0.5967746,1.1225578,c
373,0.045332626,-0.31092763,b
374,-0.4966044,0.023140488,b
375,-1.4071516,0.6899752,a
376,1.2533767,-0.15066607,c
377,0.17641382,-0.41947404,b
378,0.3574381,-0.21114391,c
379,0.68820024,0.66140044,c
380,0.42533055,-2.0525157,a
381,-0.13482969,0.024507597,b
382,0.9623059,-0.78525454,a
383,1.1106603,1.3499428,a
384,-0.09824307,-1.4456344,b
385,1.0187322,0.13324437,c
386,1.5414073,-0.18129542,b
387,0.23138304,0.46231487,b
388,0.27268416,-0.88638425,b
389,1.3164282,-1.7043567,c
390,0.0020321007,-0.7539001,a
391,-0.22647846,0.13185373,a
392,-0.44751328,-0.08591086,b
393,0.63915086,-0.4529036,c
394,-0.37515724,0.94594526,a
395,0.6812899,1.2074745,a
396,-1.444562,0.26770604,a
397,0.8439393,-0.28298333,b
398,0.6985282,-0.2571451,b
399,0.91282797,-0.04141455,b
400,0.64602417,-1.8072613,b
401,-0.038782638,-0.41260153,a
402,0.8741519,-0.72058743,b
403,1.0364683,0.41004002,c
404,-0.16542739,-0.78001195,a
405,-0.5540916,0.13419078,b
406,1.360851,0.109913185,b
407,0.8038755,-0.92258406,a
408,0.4657675,0.079812124,a
409,0.08636171,-0.21114272,c
410,1.9606625,-1.0395632,b
411,0.8266122,-1.5131887,b
412,0.020603536,-0.5116018,a
413,2.1407316,-0.8964021,b
414,1.5115342,-0.7105604,b
415,-0.5147526,0.5795051,a
416,-0.5677882,0.0044778753,a
417,1.6359552,-1.0324088,c
418,0.48659974,2.2939572,c
419,0.17711753,1.0299695,c
