,f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,binaryClass
452,1.6278516138591033,1.0621080714325002,-0.07756327319728643,-0.7200710616209198,-0.5722948711611592,-0.196844515288571,-0.4465526315809747,-0.943474207601996,-0.9827468157386146,3.034047481287819,2.9764031848139334,-0.3909455548949844,-0.44094797758754234,-0.115164764033664,1.5609996062308036,-0.25258396054791943,0.10124783626039136,0.024089713134918145,N
12374,0.12205697758843304,-0.5023578495752462,-0.5454807622305221,-0.45123651651262286,-0.03389272572458013,0.913036926978583,1.2011375183038284,-0.5352663875222246,-0.6790010506665534,-0.6521621311755716,-0.542943693475338,-0.3810454527897435,-0.310878921767104,-0.14724085713734644,-0.2111581147509237,-0.11759081087136913,-0.20377559106487156,-0.10497832668066975,P
4067,1.9815324235206135,-0.08447758494802687,-0.3664171251402353,-0.6124653668542428,-0.03974859654872062,4.158793999566447,0.4091850592241364,-0.8667411436344885,-0.5933142057073818,1.9322677557745076,-0.24519018465500947,0.6300204487494145,-0.2813613660422311,-0.4771686599105327,-0.19184904678024517,-0.36720734193875504,-0.20928652904479217,-0.5446435324975801,N
10783,0.9796981918691612,0.6414010583306249,-0.8652999575560258,0.04735043685975604,-0.3264008812677277,-0.3448675162705299,-0.569923757946609,1.019854158952869,1.2027137866948199,-0.4008026897474383,-0.649877132274292,1.6070256799885647,0.6249154423167427,-0.444583114478482,-0.815244114628531,-0.2778541945438716,-0.12306935066246905,0.26621044112820147,P
575,-2.038875472498046,2.797440135860942,4.619212772050345,1.41745024923119,-0.4629973655650489,-0.7225197428419197,-0.6401857954049675,-0.3085760822978058,-0.6687689653226494,-0.4037215567909842,-0.599238521303546,-0.37916341320490465,-0.49881690954219154,0.012950144337385394,3.4020318313227027,10.724831533291502,0.048748290241566516,-0.13945645379202073,N
10280,-0.8974172581477493,0.24061671229877443,-0.12690104096161864,-0.18889766284740703,0.712907155390798,-0.5515410987348198,-0.8769646029198632,-0.6765995165448074,-0.21510600758851062,-0.5348533503756622,1.6212777820938329,0.8950571980506115,-0.5257129766801591,-0.16576325963626332,-0.15102702459324216,0.11454501202165751,0.12356364194490527,-0.3701193702974258,P
12986,0.5247249280578544,-0.570993693426526,-0.5848169050049552,-0.5434842937990363,-0.054001516371584096,-0.18502354441782537,-0.49862060623762494,-0.7666292230967403,-0.45956120702727643,2.51628768954796,-0.08793145218298101,-0.41996349827093843,-0.15503317907496303,-0.3688928192312159,-0.3084656687243925,-0.3732297293285497,-0.18669811744545212,-0.6733200001311177,P
6183,1.2034644331782245,0.18753589670323356,-0.08575139883823246,-0.26499475134856676,-0.2573083251798104,-0.3117367824484629,-0.9111778062475424,-0.31494002758650413,1.9891263179814225,-0.734861105084735,2.5624848749880895,-0.1575351701618105,-0.4534836784517868,-0.15646725452130553,-0.45333478160822327,-0.6109144124346118,0.11496210898069895,-0.316806574369937,N
11135,-1.1824927832723173,0.19978396352169372,-0.43606635011678063,-0.5743232557523152,-0.3762331533985949,-0.3449148534430286,-0.6853454708915641,-0.30695222606485223,-0.35682961876286456,-0.2684554449927823,1.301466109597687,-0.12060333639553854,-0.12786370301663263,-0.2443237614277525,-0.0507609197944906,-0.12050384196218417,-0.14412025477392523,-0.23788929253333171,P
5890,0.6362539623524175,1.3538265262922489,-0.4888623137272963,-0.4011469274917177,-0.6646426741201192,-0.21600136870518702,-0.47139149869139774,-0.29491577673463976,-0.6259314559124645,1.3538833232751801,0.13303334856444987,4.485121187752645,0.06858604809091437,-0.41446198753341223,-0.23074459322857643,-0.31107694194973085,-0.31542549560968886,-0.10733565875581626,N
5073,-1.561983836300317,1.2876412392948107,0.3518717612994807,0.07278510232560079,-0.3288481966728868,-0.21684227986996618,-0.806582430064732,-0.41043021053216133,-0.13131882431559772,-0.49109740252307477,-0.35674449772825784,-0.12324964692251958,2.741117964159191,-0.0686035850749912,-0.4553295311854739,-0.16981674170824934,-0.09304712691282195,0.12288603594084405,N
1844,-0.11823893195111108,-0.7921448901144877,1.0377308688254305,2.3011879095785095,-0.034622693731751863,0.960072769606078,1.404980824330359,-0.575133996436669,-0.7780803053180637,-0.1799043729020749,-0.5888865070433472,-0.35776234755422726,-0.3019226591627332,-0.026462328201827534,0.037585430093473926,-0.6046857234332067,-0.20805415804576213,-0.5724859943466271,N
4019,1.3256058294363235,-0.038070285582031044,-0.6266776832222173,0.0031174734347922395,-0.6165135473675807,3.6043613131314576,-0.32065168508170144,-0.6675321479853094,-0.4161906741881831,-0.5097410878269111,2.5219226580156064,-0.46451182500686305,-0.4514383087394226,-0.17905328088467476,-0.34464715845563043,0.13695148828983517,-0.26992854355064844,-0.10619609181764575,N
154,-0.23328543372480598,1.4843108256645845,0.6795406026908526,-0.49497099990273663,-0.07780928470668197,1.2797344653374805,0.4849832921258645,-0.2063857820469813,-0.6865095724032249,-0.4136280162451506,-0.5379005480244671,-0.4526173906386681,-0.25709255968183514,0.27258587751008256,5.683249885942445,-0.23470934900217166,-0.456728099374796,0.04027452675588253,N
14825,0.01012479332379973,-0.44304310192617546,-0.1166770361104758,-0.5142563905807933,-0.4411910779145778,-0.2865633162491781,2.4673344389650804,-0.4530438838393371,-0.4716898903002486,-0.41858146691239223,-0.5501231694089914,-0.9248212656618869,-0.4417808917568115,-0.2472594244228477,-0.4259515155648816,-0.3419957028328149,-0.013831150438245399,-0.371484471456633,P
5205,0.8967837588670446,-0.7572242143623323,-0.3628792078841731,-0.17381863913162132,-0.7674084385327054,0.8207456881315885,0.6129344229344191,0.38125000649313784,0.9443544076808235,-0.346467076887021,-0.32475641494294066,-0.8103671152176184,-0.2808569499334506,-0.5451432146177237,-0.26610885969935344,0.05335060055276636,0.029945323364661484,0.19054738577064198,N
5900,1.1119371531439495,-0.6132859728702811,-0.33817302046594905,-0.5302787235767096,0.21954791629584436,-0.38159395547887004,2.089329374233974,-0.2478521689810194,-0.9330106117979209,1.389543305194867,0.013964860588210386,-0.3951782291275887,-0.6917584907927234,-0.3866197143692369,-0.3542022574269143,-0.4924140559385951,-0.02549082380363768,-0.2170859894775291,N
8910,-0.8178315388960613,-0.24129437193743897,-0.007741051913542518,-0.32754798946454544,0.022044825385022913,-0.21588472015632174,-0.9533659926087814,-0.5367763871348297,-0.39681513858425266,-0.8495190898704141,1.136982416829025,0.11285793195715552,-0.4094815915242707,-0.31326731751142106,-0.23860356210102684,-0.19338889834718972,-0.26815773510766167,-0.2547933260514967,P
9059,0.8530121004249513,-0.12252598232994799,-0.5338811706118528,-0.27750331912099163,-0.2648293437457493,-0.05419454540195218,1.1970752891615288,-0.8193041546869325,-0.7765418968329989,-0.40506061236716967,0.8396981122475758,0.9560608391548522,-0.6216279636975421,-0.5106227325421593,0.16856383697147131,-0.41613801681365004,-0.1600640358891386,-0.36993186378883713,P
14291,1.0703332935459091,0.15608243284783302,-0.2690080644160232,-0.5015609455989224,-0.2758585322362562,-0.6091972862974752,-0.7658025199980398,-0.8596077985056589,0.9981673331544281,1.2561789662697351,0.8770192940343641,1.0912462590596275,0.022103667477760824,-0.4928859262698002,-0.3659425575961843,-0.4924236342323979,-0.15744120060157638,-0.3273361088108121,P
5873,0.07358281387873158,1.2687662973806946,-0.07658947053068052,-0.1144490496779248,-0.3413965626303056,-0.1357165276847408,-0.7331548142347161,-0.4442817504667079,2.137781510911206,0.12581578209859112,-0.7348071591300476,-0.28586924036769046,2.765008060177049,1.2464227819522575,-0.1726364476514263,-0.3481308537942163,-0.3395527768638419,-0.23297616519603714,N
3719,2.1836251290577735,-0.9177123964213345,0.12500445192787496,-0.5233401197165304,-0.12747496997639096,2.308613626273867,3.902966593904631,1.1425879946463924,-0.487932414194972,-0.9112096982468132,-0.8894780159209745,-0.9313157813143067,-0.6241200138821534,-0.1445426539285996,-0.20750758558149895,-0.16924849886642784,-0.3424696668854401,-0.12512211167907228,N
12620,0.16656229010833465,-1.0012134878827696,-0.6583867517601432,-0.2932695598446255,0.0733428220561147,-0.37571927380566694,-0.4514691939331178,-0.30851450755169435,2.0219461469048166,-0.12081550889815594,-0.47676014722669846,-0.5396443837972388,-0.39146469365895803,-0.3618266539074939,-0.3722841976846528,-0.5536209493766742,-0.5152953861609916,0.26763830675829836,P
6842,2.3194886546454443,-0.43862043804184514,-0.6059637477256302,-0.754508094546174,0.21996073966202379,-0.3989918471405511,0.15943224831195016,6.26763420556577,-0.34969003557613093,-0.7650099924685638,-0.9587198704753059,-0.5764902785678531,-0.471373769026323,-0.47706446088549503,-0.13969766400613634,-0.6409435020481573,0.05274186248802215,-0.3492801337384742,N
11251,0.759294653275241,-0.674111574192373,-0.4057276498830941,-0.16753665080441038,-0.16414255407530978,-0.19240880499904853,0.994527631591601,0.3527881439469619,-0.5612931810331014,-0.8049734823796014,1.7105304626127165,-0.6138557361025875,-0.4445051396254929,-0.08865151087104234,-0.11713618907072634,-0.21821827032571312,0.1895972775786398,-0.0659423460512203,P
6201,0.42702380199850076,-0.0432031639901056,-0.2850925329784886,-0.30032151506327076,-0.3182906140959767,-0.27716132010856903,-0.2544568428897806,1.7943379776385695,-0.32297325631856744,-0.30357631721464795,1.8733359779433438,0.6526917701829607,-0.15113680310358854,-0.3109851837264037,-0.7671098563138078,-0.018027461575931714,0.08694129621871544,0.294811384829074,N
11857,-0.9535919760038267,1.0279250185457152,0.4534313968351959,-0.4987487142027014,-0.11617268496228432,-0.47518229885745017,0.792534545356818,0.6015881350258145,-0.4452097613170358,-0.6329980974188855,-0.5053398684591303,-0.04525114781174788,0.09741326254701954,0.7764673780435452,3.3234255072435213,-0.5358574018287703,-0.1404622684142955,-0.12801897353077454,P
5642,1.1599698123933002,2.4499639745347035,1.555489626384737,-0.5321241712637771,-0.27248863746815666,-0.6542023889530192,-0.9080209438103004,-0.4803562614770876,1.77887490204968,1.0702136315649233,0.18300211908668476,1.2106204574685109,-0.455382622230125,-0.4459079664482576,4.741311228022772,2.289724331879747,-0.09478335511023436,-0.1907805782442731,N
13582,-0.26337170793623177,-0.9280126039716032,-0.31248146875222194,-0.5253385668659437,-0.5521390417762478,-0.6581290724297129,-0.27076092379960903,2.186977484185802,0.4079737200706575,-0.2313307534882112,-0.44092833390397534,-0.16963769496206488,-0.2893105699405522,-0.2549918405186697,-0.25722502157238575,-0.33901463747146465,0.04985812398433376,-0.0005283290850722488,P
5225,1.214853356131927,-0.7599714359490328,-0.5308087490369594,-0.4087048671041178,-0.49607645266829603,-0.2164136556980745,-0.8611154549850479,2.157539625881843,0.9566007275646597,0.9259607701663878,-0.6827004041732254,-0.21066951450630478,-0.3994183210815402,-0.37309033005205056,-0.4071460917851411,-0.06002026188274476,0.05856257389342007,-0.3235749428311824,N
14355,-0.2539687400513988,0.033057627207021295,-0.4767363978924127,-0.4470021629349377,-0.26007086249667755,-0.45122722394419523,-0.6333971819656616,-0.941640341756413,-0.7366906663943932,0.2800654015264594,1.6537692953893255,-0.19590182624593705,-0.17504897853483237,-0.18005730394770408,0.20514765359606663,-0.19688114498622042,-0.31781863159201906,-0.30350008232949655,P
10004,-0.16349520325744926,-0.8650527944570108,-0.6231974748855419,0.02770712079675003,0.06678632226308329,-0.3032493391125071,-0.287414580584227,1.2790558688379419,0.11432955690133687,-0.420892135301855,-0.4909901367509998,-0.45750933825613,-0.4980462989929751,-0.22926311755888087,-0.08570724833040477,-0.3765266076800559,-0.5276228842498548,-0.1386800624296105,P
1096,-0.39515035260974407,0.988341190669088,-0.9711245721749693,-0.16560566419299846,-0.43660578742076284,-0.4101343043355917,-0.8201768540419455,-1.175088327875991,-0.869221531969698,0.07400509685069243,0.9104349947030488,1.5148790494115734,1.1905741650770392,0.014254908414073578,-0.16333681651179882,-0.1427129478729774,-0.32284413976920623,-0.4769359833769232,N
10365,-0.4770095695172828,0.7043818899076935,-0.2923753908445087,0.18469391606751442,-0.17400469242365563,-0.42783376635314346,-0.2169185260150887,-0.4231771322286542,-0.12299825105658935,-0.4781635647471699,0.5896585250307498,1.2365419800054755,-0.27842816915486296,-0.43779560877806073,-0.22230042360025584,-0.2927074089401062,-0.3311651628753921,-0.12544660432368937,P
5206,0.1551199946820102,-0.8349479049126262,-0.202198440314611,0.8382317220511463,6.191155205447797,1.745904378987057,1.185912026837031,-0.6877415788546475,-0.17617464830304452,-0.5046945847058978,-0.376769303701475,-0.3061123240346487,-0.4973406314471266,-0.40837237505718665,-0.43825546717049935,-0.18562539935302724,-0.1889075168271269,-0.031878464594094075,N
14478,0.45194802372573645,0.7226053800041525,-0.37246511017218775,-0.41793658892214164,-0.3291125546908109,1.5718245731117737,0.6562667693822125,-0.9367769505697449,-0.8020283239190176,-0.7208096313070761,-0.556181153454412,3.5777321555611388,-0.5697090645599613,-0.09734258533493961,-0.260681559163924,-0.21826333607549847,-0.41811557185392423,-0.21682690506875013,P
14385,-0.21297903863583656,-0.8948204443715502,-0.29273510630495725,-0.028459297557647784,1.0220839232531571,-0.40515257112639713,-0.17026561320605932,2.7774147018318938,-0.25110146966496705,-0.6212656588123326,-0.6535359525382158,-0.7194146759827367,-0.037156118012617256,-0.20733332786758138,-0.577620106809364,-0.1128456982872807,-0.10437670175544976,-0.3717446289041584,P
10267,0.2223503335789624,-1.1351218286103864,-0.5889361367583442,-0.8843673419646125,0.28287577622807414,1.7327812682554973,1.285736260120289,-0.7411952943309251,-0.8081540678211363,-0.5316864154254749,-0.4421641320916647,-0.4127974696572464,-0.4817814327640824,-0.10681208534331718,-0.3679598097720523,-0.18970515543127214,-0.31855644247093545,-0.1249255096780478,P
13077,-0.08651852360252474,-0.8322405861005833,-0.37790922696074025,-0.4719232716092992,-0.47841094991793415,-0.5343470089068563,0.6198274691452045,0.9762833027122801,-0.062382475530646575,-0.3297466841675511,-0.16754028583741748,-0.057128042936166634,-0.1970619799685715,-0.22611523672818615,-0.40049406450565483,-0.31751110707941665,0.15061159402394736,-0.2422070200366323,P
14174,-1.9911292911065843,0.04037341742997633,-0.024092302330031234,-0.4885530500312686,0.7820148621579011,-0.7627726758106866,-0.829873727370144,-0.8070628199846255,-0.6200594858917348,-0.253871313009114,-0.20630561065188513,-0.42573723763361404,-0.38390994093364333,-0.41885362060739856,1.2049086641525122,0.383888573542824,-0.10908808830433517,-0.1520190776243516,P
9163,-0.7713539468972989,-0.5725103578434345,-0.32348152108731215,-0.1828385312129839,-0.3494364505179231,-0.3637970142375698,-0.5489924884089195,0.32960873877487584,0.7761782130600114,-0.5571070970168651,-0.3796865548954198,-0.27816407455727565,-0.638213973849069,-0.41487596771226265,0.010608243480945245,-0.29693747594930536,-0.11982794338049226,-0.11845832435121988,P
9725,-0.6851046644207688,-0.07542388809217204,-0.40408364188868223,-0.369886450626986,-0.4697685155482433,1.0078196984679837,0.5704103813620698,-0.4664415623035901,-0.6984499880269569,-0.25754497207537164,-0.9232221824687062,-0.34722334239215447,0.6219129240731238,-0.43304406290160935,-0.5779717372580329,-0.20752368827425413,-0.06438586698606749,-0.1541334945097499,P
5911,2.381680076358649,-0.30133161901617017,-0.5684787678754508,-0.20307607738622593,-0.36219438756283945,3.536999550886286,0.13470452762527324,-0.9750916912459799,2.4668979715500314,0.42707872331174856,-0.5731935967327219,-0.6032017754027954,0.006131911346975438,-0.08017109881889167,-0.24118298508476607,-0.22775852494198703,-0.220619296659973,-0.01823931961251482,N
4919,0.9614521373393101,-0.15550360165516294,-0.39311304181517726,0.23999894939592462,-0.16658029971149257,-0.41992209794679164,-0.9646510830615482,2.4865882192015722,0.14028564578824682,-0.2190531890756127,1.7717233885259451,-0.6278419902078235,-0.3652668349266026,-0.6348656817006157,0.024453401645216033,-0.3972103699097025,-0.44260206914620764,-0.2822103351161358,N
3879,-1.8052729313478668,1.2650495063496434,1.807155680848629,-0.40045726608003085,-0.3191085746543203,-0.6766076485185711,-0.5416965551018512,-0.26306941937584916,-0.8227829761288596,-0.772391157713225,-0.38506976512071867,-0.3679029784491701,-0.1487254472143865,-0.32457413372345156,2.884454611262511,3.0432543399707472,0.3037482449840865,-0.0023148163960685086,N
486,0.4954285732752303,-0.2362192758472744,-0.7587993520384543,-0.19928167758333792,-0.27472652309869877,-0.03784542382776931,1.3738494590652852,-0.48936317895717396,-0.8456853918090799,-0.9530259076379252,2.4889930583643083,-0.45090793019425107,-0.41686396268061476,-0.12518568305212188,-0.17994301549460667,-0.01507425681499533,-0.2563349816552477,-0.12248230806887643,N
13813,-0.43678280076032827,-0.782311375604719,-0.6284858482806038,-0.28687185484098976,-0.46930644321590304,-0.5022523885805635,0.2763278440029582,1.1112701115606103,-0.9506327066722186,-0.714137678971696,-0.5592644075779566,-0.30767205061932346,-0.45816192131010514,-0.6479752455678922,-0.05760054755066496,-0.20210466359294166,-0.23368987048518064,0.035517111970412796,P
6879,0.7770547796432608,0.20263000337832335,-0.7052990584612265,-0.39775101459677986,-0.6587823854145317,-0.37391008025741834,-0.8863252026919073,-0.33640941302832833,-0.3365455746279974,0.8374264646281637,2.4107482944864405,-0.1478460654986562,-0.45518915946946736,-0.2682926914120064,-0.5569972950422746,-0.24686765269218616,-0.16897178266563692,-0.11432752857262915,N
13953,-0.5235742302184676,1.3702710286451938,-0.2746188821712434,-0.3747667653418341,-0.032577383970886914,-0.5308618000777856,1.2334136157739954,-0.6089848784510884,-0.4373964756373637,-0.6411444921036141,-0.643660644557995,-0.1251769621875608,-0.28389565276044704,3.7400697671358887,-0.5650848274716705,-0.586562244329816,0.025099894104343656,-0.21182395747719335,P
12030,-0.5601999504925046,-0.7174276976032288,-0.12255666984819145,-0.3911385275902747,-0.28724643695538565,-0.3059823295979654,-0.10426617969735323,1.3738715384598363,-0.8521829244233192,-0.6327720482916906,-0.511636111173179,-0.2703553039087052,-0.4869798607692163,0.3571349792091639,-0.47654621787972284,-0.05592851257565107,0.15520970590745653,-0.20278424208399692,P
5590,1.4138581959458825,-0.870892682739288,-0.8855855998948038,-0.22403182881501507,-0.36490690409491755,2.3600779793237137,3.198682278721216,-0.3345000217609825,-0.6046863764640306,-0.573694807102959,-0.3543991791949396,-0.25464029458495563,-0.3712121701996535,-0.3516411748255474,-0.03239467421499703,-0.5343515372371959,-0.09268833851697521,-0.05253535727556438,N
8664,-0.8442327619731862,-0.4273852318845319,-0.6204578915317486,-0.40314206343859454,-0.17000721654215284,-0.419085523851883,-0.7687759485730539,-0.8151079684337978,1.1228238060865199,-0.23872488759176808,-0.908523638569967,-0.29859684917565876,-0.2233261113233077,0.11960512219762211,-0.4550239673362336,0.012271955515755495,-0.48429494210114254,-0.06329021353679497,P
3144,-0.4755150121488251,-0.56268382694287,4.65434672516702,0.7771590701785336,-0.21243315041403923,0.035865737181915214,-0.6803963767654599,-0.7148480136970998,1.3123566491650291,0.1815231385401228,-0.5080659056405517,-0.419004594848742,-0.7211492965795716,-0.21997221700717157,-0.14931752339160448,-0.25591124949021765,0.3672561451677047,6.068220116499991,N
10018,-0.09622908446075679,-0.9174107318129486,-0.46013641117508913,-0.30090885876681,-0.03784005257462289,-0.33220164709093514,-0.3472284450079887,2.3174989185129955,0.10793347036172701,-0.916174182167885,-0.8600136684930835,-0.27863935232610065,-0.4357528846136091,-0.2733019714053067,-0.15644722672826486,-0.09211076327269338,-0.4262295570558953,-0.35894755093755537,P
9158,-0.69611260128733,-0.7794290559157133,-0.5361433678962504,0.3411638043992966,-0.23338712478808202,-0.24893155001408723,2.398574015856844,-0.38132354106486094,-0.3296947877404651,-0.3578267999753368,-0.6825878961256697,-0.6009486215557551,-0.4687736586653024,-0.6060246901694124,-0.4597051777984124,-0.11027700618608088,0.10445643503310859,-0.3105744705260889,P
7235,-0.7375358686107425,1.7472783393594356,2.8661668627011787,0.03684233997085962,0.12772075440078073,-0.2558705549457426,-0.8315589490422157,-0.319699093302316,-0.9049269984190849,-0.8472575231441104,-0.043337677546899364,2.5275047336298107,-0.25572358685055413,-0.3317487947316226,-0.16892184905613597,1.968022079142238,6.413288482035233,0.06573015980164074,N
5036,-0.12036838394430605,-0.6524866935338295,-0.047249542934808486,4.804128960492812,-0.1994392735604056,-0.5132103376714938,0.3668418443855378,2.1400581809390005,-0.6657925399491764,-0.6038129732974522,-0.7017903825055287,-0.4143825354643018,-0.2040037038705221,-0.25777832102374487,-0.5098768858816298,-0.31785203392112304,-0.23218242626573768,-0.4006488022147955,N
4951,-2.076898329370041,1.8791595579778293,0.2581083101102337,1.8532411321454179,4.418180691603764,-0.43924448417285766,-0.842977120887429,-0.8668919365355735,-0.6852766912214118,-0.5590913237988837,-0.30836442848314194,-0.8049341780224515,-0.13644275155879915,0.7368006616071354,4.178537480757027,-0.6080422948838873,-0.7082054999486527,-0.07356714423365353,N
12420,-0.7387089047983315,-0.5514204075458278,-0.4419467174868741,0.3157502503551503,-0.21246828286719846,-0.7565549893874433,-0.7173166875745056,-0.6037539139319511,-0.6484844539824293,0.6749729570651388,0.2531587324664875,-0.3080130267064848,-0.12057966933945674,-0.36044040296311336,-0.5149617610647556,-0.1498622545313959,-0.01383367212149672,0.112034993293779,P
2060,-2.232732818838721,3.5589060611248864,2.9599200767950467,0.40842774803309606,-0.38509525394763366,-0.359871462546647,-0.6050164360163419,-0.8554383453083793,-0.874946164556688,-0.16056258143457197,-1.0309960369129094,-0.46977137742327135,-0.19717802984260552,1.4488897882310834,5.665077536748622,6.1629418309739235,-0.11694535444506106,-0.3381738935232601,N
7603,-0.5202249159726561,-1.027638273019422,-0.447674320450508,-0.439324762042517,0.34332916250701573,-0.2896277153683804,1.639015597990656,-0.03743950779724381,-0.49740573518680326,-0.6551856044668243,-0.7484626866395437,-0.295197281826852,-0.3795879463028058,0.15751096086581734,-0.6289254505466928,-0.44468016367747004,-0.06847387870129493,-0.45203789837939046,P
2095,-1.3653248023572517,2.320001939253193,0.006428867119996129,-0.4801782377172704,-0.1853017167968761,0.1876055168287764,-0.4122496576871312,-0.8349210723447797,-1.0357739884297166,-0.593730251189357,-0.7016470610289935,0.6134079322302942,4.1216861058792205,1.732262005619462,-0.32157210354314925,0.03299909896099179,-0.3981523159992476,-0.06432954724125656,N
13422,0.12288819532166467,0.5164536764797459,-0.35263579191617433,-0.6700294161160176,-0.08684769144845368,-0.4878085910727692,-0.5347202500362289,1.3336877201835986,0.24506805082029962,-0.5333495095899387,0.4388594319984067,0.7754688228574594,-0.4478628995487357,-0.0014470494227099562,-0.11774686991840438,-0.32847421534323884,-0.10365900403603108,-0.6564764616020884,P
12886,-0.258964150764917,-0.2736617341281823,-0.45189674968618887,-0.2191575011616137,-0.11882654345710932,-0.1679389800211374,-0.4339921909342579,-0.5085892217514044,-0.7063757136547487,1.0527336357630066,0.44697984708873784,-0.272032597240093,-0.13019077566565312,-0.053282355220341505,-0.05680032392420595,-0.19933594711668748,0.21187205904110581,0.14008938777888447,P
6952,0.43898529322779584,1.1737181765829567,-0.333312001036618,-0.771318222750071,-0.09494192086183176,-0.30375956081851035,-0.18362827061200676,-0.3764134516894537,-0.3667878773654809,0.12932307228389178,2.5135645671159765,2.3041938706379987,0.19534326351642728,0.0072617517148102495,-0.1335801743474506,-0.4212534812220411,-0.42035455018395806,-0.4410147691974825,N
