,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,binaryClass
13264,-1.8214007272795345,1.8962088009033948,1.5107220848744611,0.841736476630832,-1.0969778689095728,0.9156119299450576,-0.9574464561269269,-1.0148274051489723,-0.05435977676093423,-0.03886326141527953,2.657017077438685,-0.4169679514670792,0.9067325763437142,-0.7919208156864421,-0.5837355887865219,P
7329,-1.0733351437237604,-0.060883025104458255,1.8125097973744686,2.6736899110754675,-0.44611798943726577,-0.6476172282464353,-0.8035089124249253,-0.7249143093158392,-1.3261331158859422,-0.02852719330848863,0.1896918499471422,0.27902718785285224,0.128885672133802,1.0974960452901859,0.7131186649144857,N
452,0.6080805309162265,2.311344387844068,-1.032379895047767,-0.6040335794184096,-0.2798067084075777,-0.39432941849399755,0.1518955229144563,0.6332337215381935,0.8018170312101718,0.22029443510620794,2.251775443567805,-0.6051631364917887,0.663252982116172,0.7580232810780361,0.010796280762358612,N
12374,0.2420621880040779,-0.45064546815964407,-0.05269189000746205,-0.37011544276479186,0.27897241477267726,-0.8032233145222331,0.26897247863857643,-0.6332236209821839,0.42002175332603664,-0.15539698917507705,-0.0894971193387247,-0.2958339849889481,0.18851685377862312,0.11415800202801463,-0.7658823008529083,P
4067,-0.659521729383981,-0.26146583047047117,-0.5134611740082832,0.19227754019416832,-1.8160524715311723,-0.23013009084218738,-0.8873311687918576,0.06710744680535613,3.282834651534949,-0.6218150048297537,-0.3458921304142493,-0.05372288913698814,-0.68818264881372,-0.2591853486803753,0.8451273559086089,N
10783,0.23579336990128522,2.1210201882652786,-0.2990217233659666,-1.1376837976292338,-0.9503052450237589,1.3031079071269038,-1.542270138795021,-0.08595298536395568,1.0322931529938018,-0.47968585626667387,2.228712128774731,-2.6061253290218898,1.435635793462234,-0.24898203623967863,-0.22833765166574882,P
575,-0.25586760078978826,-1.1168866197953133,-1.0033244301377051,-1.1398909111066193,0.43444966640680643,-0.5596825058943713,1.682593301278703,0.8331537567597332,-0.009869517258582192,-0.590300502948905,-0.34741289459545266,-2.254366098123716,0.44922190331872347,1.2671181058887226,0.3647956370463457,N
10280,0.5542688295707507,-0.25530883887108197,-0.9531517140549755,-1.1354939762320244,0.6323624261117148,-0.0799618310073687,-0.07692413139456997,-0.492986014682534,0.7151109065600125,-0.5491573457601537,0.22752894816203423,-0.02286295590265386,0.8970200556637874,-1.0118577676881244,-1.250046212694215,P
12986,-0.5824162797150285,2.3361477274928335,-0.8036279476992518,-0.7339425999217366,1.073704835292704,-0.4880743179042134,1.56956306853583,0.49600281906769145,-0.2135225356025798,-0.8149052806503008,2.641889268289456,0.17205990341911992,-1.0190705111897391,0.7357787810712809,1.087344806894384,P
6183,-0.05513744429917189,0.7474823167302096,-0.8241145365340069,-0.49991593097127784,0.6256406197127293,0.5821055212616617,-0.11908206714201963,-0.34071212954216645,-0.29071620104775486,0.5628625588629287,-0.30087931531845347,-0.2002781700709847,0.3070952709167062,0.04945708594364652,0.31530776355138057,N
11135,-2.520405671761395,-0.652356117070578,7.735006202073888,3.6424469209486507,-2.1812307763882095,0.03922163160737239,-1.510765253364376,-0.8045595813892787,-0.38999303592830115,-0.060476333501946256,-0.5277459230025175,0.07746892341676001,0.44921706928690647,-1.1998563429144553,0.5785503688057184,P
5890,1.2248807795112628,-0.8124420850858036,-0.05585600528352863,-0.3005576903265891,0.19807310872933054,-0.8776347007423799,0.8358060545089102,-0.8396055995152236,-1.2619460564573814,-0.6473746702442918,-0.15217261995662312,0.09748662358880494,-0.13023944704014495,0.6051358352921841,1.8139492090572378,N
5073,0.41563308030496515,-0.6545746736112023,-0.8089797897514596,-1.0329033690414287,0.17344349112152876,-0.37049059736518597,0.4851780392892309,0.19651944680713157,-0.7936128411116397,0.6205528629346443,-0.2903730275430631,-0.2981780559685608,1.2155284028524926,0.7095948979363644,0.868229429883768,N
1844,-0.46504184439638313,-0.5249108827121344,1.3580083065420518,0.9211846317703747,-0.09896289970483876,0.6344805513033728,-0.3692385032510231,1.3855576500028297,-0.14410876847448728,-0.7657913369625937,-0.5402465199762938,0.3563426751037566,-0.44099280924609247,0.5501862509111778,-0.1198969948792641,N
4019,0.01603789715743892,0.11118091447451939,0.7753420036503781,1.5079761372473222,-0.5160058246388377,0.26455842498141224,-0.03176138395655001,-1.059869269939104,-0.29240012073624577,0.6758697028750803,0.18993136220463408,0.5565905654248618,-0.9630665477581011,0.22363172014582697,1.3114831966589917,N
154,-1.5021816284094933,1.8509291520300026,0.24739776321395116,0.7628614307873958,-0.3849474520340825,-0.25638506849988923,-1.324477411802583,1.0949421149401513,-0.5105953573796014,-0.5991611700918972,1.749729657951438,0.2173290477541449,1.357012239638336,-0.1445826407926487,1.1843073308868557,N
14825,-0.5371131070886442,2.5048082102109683,-0.5631486957149591,-0.1932962889238007,0.47259876485235,-0.3458234877878595,-0.20031163897060467,0.24522798998241235,0.6893512648690332,-1.0019448422687447,1.930578848372565,0.6575193623273244,0.025795229436838714,0.252991285585472,0.9317979400535643,P
5205,-0.511818831946278,2.7231857568266027,0.153128524214966,1.4359569965104941,0.08548500800621397,0.8695201842371947,-0.6378552380876625,-1.0400992803615643,-0.8448083910882394,0.32860889969246626,2.289366589998989,0.37941094035296574,-0.2682892387720142,0.5023110332615492,1.4587895588293605,N
5900,0.5399088519686108,-0.9246634739234393,-0.8714076579090135,-0.9932739838923293,0.014178296194411827,-0.06592449140662182,-0.09423431722795081,0.7399708317484042,1.1858197488731093,-0.8232121777144892,-1.0453091255658955,-0.15638334176250648,0.013702381335892744,-0.05368837098268204,-0.12247921766099708,N
8910,0.13057953779619563,-0.2378268134786744,-0.5789976538026006,-1.0532709289279758,-4.120078449487347,0.509974086044642,-2.523602580874798,0.2903283631559235,7.790324071582672,-0.47018208550828305,0.32931077781638535,-0.3120473757348744,1.2018224387915735,-0.6420313945176872,-1.192582216743844,P
9059,-0.3316078678735871,-0.17925652690524205,-0.38084439340163845,-1.1560525656852478,0.9371949722796606,0.15922085022396892,0.8468685160557108,-1.4579607752234534,-0.36970417940383465,-1.3147923949781803,-0.5766113517858159,0.3986353605649578,-1.6078751974803762,-1.5609846443935327,-0.14003490972306093,P
14291,-0.7977594853064705,0.08405908159039382,4.583861921662193,-2.366819519016188,-0.6817045047749629,-0.26615059129710283,0.1315083539805682,-0.4963077331758847,1.0807190544380092,3.0687565360219025,-0.8072716554996803,-0.3290342777682949,-1.7103787016230165,-0.8876500395221402,-1.3851062560897678,P
5873,-0.673313304399725,-0.10222667106889449,-0.726633983710132,0.278759303072594,0.28164383841553187,-0.32795254732919665,0.9780481428093287,-0.7821624511131401,-0.1651349257390276,-0.24099353256053158,-0.0627763598348095,0.05850653911232273,0.24162187414280534,-0.5405389358712556,1.2404868243395855,N
3719,0.9268927913251996,-0.18021130918668837,-0.6260592193273562,-0.6593206087546244,0.5263101236731369,-0.7183565900122547,0.6525733441387256,-0.33209202269738947,-1.3180573054512388,-0.07577781262672956,-0.6417777057838941,0.38841592660274343,-0.7385221576480633,-0.7385921121372514,-0.281617711266692,N
12620,-0.8569237809180444,0.12164739400014224,0.3686495454202638,0.7751117144507236,-0.5993479253440179,-0.13198576251961797,-0.3627852367599424,-0.37049220766139185,-0.14482175405433964,-0.40548509335836413,-0.15073930528447668,0.12602332657609963,0.21025283923993826,0.10426132722410986,-0.57735204040512,P
6842,1.3330967254238495,-0.8384450440047819,0.461788229704767,2.2046521802938486,-0.021434171458180218,-0.2698572465855525,-0.6961436269800261,-0.6184913778985568,-0.8540289617860747,1.59829708573535,-1.0511203874759962,-0.3951912287643256,0.7173708155621719,0.2799696613628918,-1.3306417252681944,N
11251,0.3012733409719608,-0.3865167321370223,0.17948950370666691,0.8146099257392246,0.4622838776233896,-0.35224991682890483,-0.771831318109363,-0.9315538956073894,0.04233562178640554,1.1339979665456488,-0.00124048860234921,1.034278670538401,-0.38031000650331803,0.10817592698084974,-1.4770413735185914,P
6201,1.384676642704532,-0.22935930129306784,-0.41345732356215054,-0.6409620146414975,0.11916407837874073,-0.1323555417504675,-0.7828043654543457,1.1498889208617007,0.3714271185886069,-0.4994477822637088,-0.6591368370031091,0.6453207417038854,1.7216025751891701,-0.3907057100208824,-1.3156481298880334,N
11857,0.7914585006067981,-0.3869598608551025,-1.4337802424793833,-1.4554579765286193,1.0435743562824782,-0.492269551432458,1.717463715347418,-0.0987369709550876,-0.9942658405650797,-0.9255043437716777,-0.4450260753964258,0.10674028491121182,-1.347222093527917,-0.24331144566457102,-0.8830301799559109,P
5642,0.1646657025749299,1.0493603816330193,-0.04489282833301467,2.197053796042346,0.5533755106832794,-0.9003951772282217,-0.10266076601152695,-1.2724703541215963,-0.14516851088714133,0.4155695291374663,1.05695587320243,0.4790361954761765,-0.0979381116903652,0.4976196777710822,-1.4261541154894115,N
13582,3.213627296178629,-0.5574142863067306,-1.4812182462464005,0.24942491707615222,-0.23224984052892758,-0.8192078112015492,-1.7804688656916372,-0.8884350209467159,-0.8468994026126748,1.4770063687349255,-0.15355405895877355,-0.4266551105319376,1.3779818821168173,-0.9995911700955117,-2.2080495646160254,P
5225,1.7831835055435918,-0.7779854401979784,1.2424068291181058,-2.0504687029103406,-0.21855861756475098,0.02331671827959525,-1.556442565903085,-0.2511098013495233,0.332056268586009,-1.0576443357862533,0.52080658829004,0.3333714017938955,0.3315087690894036,-1.4596621786646464,-1.5503353944058815,N
14355,1.505218855465545,-0.30572537867225186,-1.9057619420333707,-1.8066061333822776,1.2304218079705231,0.2863118896227772,1.8426173569590054,0.7029542035364511,-0.44348858309747113,-0.43759210385444036,-0.2464664639068582,-0.25951174793894843,-2.2638949851516728,1.505172062992561,1.0065580997753292,P
10004,0.2988890847644976,-0.41448950948774066,0.3127456513102546,0.21270967832166757,0.27644428842488145,-0.18461203014461425,-1.029944794103367,-0.6005481485688604,0.8436635226912312,-0.7532111442871366,0.14519738535318105,-0.2046636999425287,0.3765428523903761,0.17334744270549535,-0.24322126034744213,P
1096,-0.6528091970090395,-0.41917625395028535,0.16671380556300225,-0.1472686344061595,0.06545241544275031,0.3709204086336506,-1.0461693650224617,-0.14345547754176047,-0.7094673537394316,-1.104786358750465,0.358880182764147,0.186203829394195,-0.11286389106758185,-0.7876234673197285,-0.5694140927614065,N
10365,-1.3529510957844182,-0.5976918451504463,-0.20964080198723048,-0.18251909448980114,-1.568378520366167,-0.12245953327830132,-1.3407609253621864,-0.5751246353583916,3.876618043524991,-0.8529188198605946,-0.25525490987160204,-0.06974178683055579,0.42864714319116404,-1.0769077225850952,0.5695149604916112,P
5206,0.14799688225743332,-0.40309388087847303,-0.835769313248814,0.09855473152992239,0.3195716786734335,-0.15649197015066235,0.025186191910580025,0.9037480869553598,0.05388608125265082,-0.6311957543047897,-0.5614340519077279,0.29501987157100096,0.04940933536482159,1.0089750293108222,0.8471508932364675,N
14478,-0.031418251083948204,-0.44926359504877067,-0.3278218302320699,-1.179277303903849,0.023807276531331745,0.034692472566030585,-0.6186058984580346,-1.027708303064018,0.24332811311856972,-0.25239739381080306,-0.6098612038603467,0.715819767383215,0.03880956310907674,-0.9203241024739834,-0.6668684372847337,P
14385,-0.4028006331208516,-0.2868498610840213,0.4238035367887302,-0.9914281356591179,0.20773405105009937,-0.2789567523562192,-0.14309763948423024,-0.48099246730375295,-0.4926005316850678,-0.7263009585162356,-0.7623253310543823,0.7218974983088237,-1.1847791094851678,-0.36821171336408903,-0.4161935888446276,P
10267,0.6561287980613054,-0.5409175749497696,-0.8050582443355776,-0.6425211328981452,0.650072386895642,-0.3060526799971564,0.9101561281212682,1.1719467587805044,0.36617269926133517,0.4643527027797243,-0.15874033135252869,0.3286316301506787,-1.0129790804069763,-0.3127685336713539,-0.7346262163079774,P
13077,0.3097815670248126,-0.13099674883548382,-1.7282067420887088,-1.6251428371442789,0.3887553356800506,-0.2610308469342491,1.1183298084256807,0.9341830790242085,0.1776679942849277,-0.4527967643810639,-0.15851071683300602,0.28526527544515756,-1.7266335120471008,-0.8211536806115308,0.4955877528235965,P
14174,0.8671123805628413,-0.30562186565680677,-1.2380522967048664,-0.9220686595609918,-1.4862451423804293,-0.056947495401729276,-1.378230053657699,-0.10087663948195774,3.390258010260838,-0.3054523688733019,-0.18260754042635924,-0.20622224363445646,0.60667848071419,-0.20339505125676288,-1.9368434967836192,P
9163,-0.7334278800053726,-0.21034570605034392,0.03451575761647739,0.45898297249174796,0.4795672925299114,-0.3969174726375295,0.28589404393730794,-0.998273154666867,-0.2668267695164236,-0.11223039539318114,0.2413974538110336,0.6591694058685478,-1.5824856184607325,-1.1601294941647484,-0.4154647424939891,P
9725,-0.5763137608497853,0.06557812782472461,0.49578552247588437,0.32045884643431455,-1.189516771280219,-0.20969293476233414,-1.8665611974824055,-1.2361665530809787,1.7467003102004353,2.6837045153662293,-0.6885327941261234,0.3886031780234236,1.2876017299922784,-1.1369261469429166,1.6937023853482938,P
5911,-1.0465907932540857,-0.32041571353747283,0.792687949397011,1.0284563049417352,0.36352982251924715,0.04984226644029564,-0.7971785839333715,-0.5071648433068174,-0.42475425565862585,0.1948433630892062,-0.4595849505787461,0.8585628638978499,-0.5227002583779898,-0.2986792718058578,-0.27126034246685365,N
4919,0.824793896820327,0.14155856488057095,-0.6520289242758612,-0.26971859208844323,0.28028272615300437,-0.08207404849783279,-0.16757561129307108,-0.6086003000304043,0.4315288262452773,0.3729247443604294,-0.23574971144914122,-0.7659192646924222,0.39476390637211195,-0.2497262828033503,0.16616694513723704,N
3879,3.2266472471377208,-1.3878896941394445,-1.0242598700375116,-0.285637687315322,1.174525749334246,-0.3767621834628911,1.0076421240814941,-1.2214649431756315,-0.7616604861928985,0.6143075804595919,-0.08275577396686057,0.5983338137604213,0.11456952219241395,-0.6919423113503215,1.5602787994602925,N
486,-0.23042869331568336,-0.7821838047282544,0.7937812354953426,1.0191359514518792,0.6159526910177491,-0.6653278666080608,-0.1984292425667044,0.6530541911759273,-0.3571859969057905,-0.4152262845022281,-0.17177581377236611,0.9212913261336508,-0.5765213943345384,0.3438889397340432,1.6206336200252833,N
13813,-0.4900841806326057,-0.5282042527825782,0.04398132499403551,0.6835722381841366,0.057445539875925905,-0.23952059391941083,0.09665181261390712,-0.5586968214287817,-0.32394930798515675,-0.5465613346346689,-1.0209828064125788,-0.08934243869178027,-0.4837337210060203,-0.44436273530692566,0.17386908274754442,P
6879,1.79822657719147,-0.4513081661861665,0.04114113009777326,-0.17083777310158332,0.5927843689153552,-0.31604358321543186,0.29377470353152707,-0.6896836878887045,0.39601606353274493,0.47390520437576833,-0.16944469123590572,0.23993158180716212,-1.1280077357637521,0.2582820968743296,1.7694893192449075,N
13953,-0.14323024250182123,-0.2803197279007869,0.4953970627212283,-0.5747203984753806,-1.1183115182899594,-0.02325030219737728,-1.714260586181606,0.37882477280900595,1.8506645533704877,-0.6603053946857569,0.010186398094459106,0.40534830682655065,1.200958292400093,0.20272871450847552,0.013771024940795185,P
12030,0.11151150291384357,1.9905673670962665,-0.311237844249472,-1.0025043190747764,0.0008069600052052484,0.860284900562995,0.6428178974980072,0.10634530461880377,0.031230491196532872,-0.4793751945082921,2.223101628200488,-2.4759070861290278,0.8055316368063882,1.3537837278392355,-0.2295091439132605,P
5590,-0.3087178844083596,-0.4827141918036747,-0.9674829554630162,-0.877606228831173,1.1376266195901374,-0.6202765727905204,-0.3226151027976848,-0.9222632842963595,-1.2222074929679518,-0.3252490918312672,-1.0694588648473329,0.5760016813982918,-0.6446220453895265,1.9753066287170902,-1.8757560295812765,N
8664,0.8067323564326249,0.6058974002368124,-0.8935246514868806,-0.5795250411822247,0.029134215784518275,0.048143198393109876,-0.28381827090990025,1.085605217652137,0.6453029866769994,0.12553445057735985,-0.05813539719379601,0.07473394083863319,1.224975258440986,-0.348292825590833,-0.23137545280984018,P
3144,0.931464630439766,-0.08443247843735247,-0.7065284797056189,-0.42064775113102537,-0.38031888651967155,0.7542634480883867,-0.47210647322748517,0.7340056466803958,0.17025180452959932,-0.03813546262820383,-0.4857878266619059,-1.763666088233431,2.693797952264191,1.60887544527279,0.491874356269867,N
10018,0.19717816184950648,0.22986429187231533,-0.10790910620186159,-0.6679122490554997,0.9577657842031742,-0.9303027462757847,1.2386254884260592,0.0607096496128758,0.062361255376540636,0.10249493434768986,-0.9254869339449556,0.4866339339904888,-1.09181772971419,-0.9667906266332752,-0.19789822011906463,P
9158,-0.3881431290104836,0.42569512807828236,0.13733776531730557,0.003403588774017363,-0.7644570396198684,-0.6176290698157398,-0.5723480847404421,-0.17540960322770704,0.38552444295562366,-0.11298785231675054,-0.6297693713993129,0.5268697454027815,0.7066399652122644,-0.9640826341890045,-0.34192027656666957,P
7235,-0.6845080608577796,0.6328588402821486,0.26859126241045056,-0.32503543542010327,-0.9587260820734618,0.7163530496303372,-0.6946011530299577,0.40466501424365403,0.4954278101868646,0.0022862789982998066,1.1474100767504576,0.5430234617812806,-0.8332042286347626,0.053420786076568624,0.3371772499380709,N
5036,-0.7329112790345259,0.24593367549917766,0.10529062111888321,0.0658879994303726,0.47922032246279145,0.302106718849509,0.46009919806100125,-0.4148825559257144,-0.1351216632284725,-0.3521391189573776,-0.1353315244512822,0.4708573798848027,0.19222197487404374,-1.5722627098046666,0.4271850036654357,N
4951,-0.797262149704849,0.1747435550950076,0.3662014110495933,1.4023863909276388,-1.1298475619154549,0.3148627899777171,-0.43914733853869214,-0.15937698966033798,-0.07574335588596856,-0.8449525337509003,-0.25046486210374147,-0.021872051741907206,0.8062781314636054,-0.4149735911375928,0.2549723985045196,N
12420,1.4849397450656048,-0.2161730650311313,-0.9157089094206492,-0.37418285939282536,-0.815285226425812,-0.2723353988505394,-0.6536749128600112,1.3039214381474837,2.789422964794039,-0.22473866784428861,-0.3778144009952829,-0.33989910456867556,1.3462249462078597,-0.8660876631151667,-1.8113416855975792,P
2060,-0.2986959010391894,-0.07058261234287594,-0.5553365613414084,0.13546674802378939,0.09286420084926851,0.15788406454852133,-0.14608827907491517,0.18806698921829137,-0.1359269027644467,-0.48921814429258353,-0.3400069151827172,0.2274356039377884,-0.004609269521009429,-0.7466771822162582,0.635221836281495,N
7603,-0.21293650198234032,-0.15904768072616302,0.23538564199819523,-0.4959610178867198,0.28554765495792905,0.20384659484008288,0.010808924338702397,-0.9946433180953433,-0.9821058381774331,-0.4100547978658462,-0.0835946903364645,-0.17714860898425216,-1.303744313169666,-1.3689475840443974,-0.1709934710570248,P
2095,-1.2534263507050722,-0.9412947070359692,0.8245105510803721,1.243437856452676,-0.05384757560118464,-0.39523480617430873,-0.6771393782808109,0.07515781348338638,-0.06876790579184333,-1.0731741557128627,-0.8827530756838946,-0.10306289308354344,-0.38440070441793606,-0.5667213723717324,1.8274005329133343,N
13422,-0.7953494299980005,-0.25655999680297237,-0.9166370933847541,-0.3465372825316531,0.0010615280226847768,-0.40449182029369607,-0.12131735562359278,0.1722864361978858,-0.9129590847432277,-0.47111419069191907,-0.14065232521233,0.32162639676004745,0.898593039330835,-0.6545794031682584,1.2292846018569672,P
12886,1.1276247692384196,0.2477323746063842,-0.6905187504066401,-1.8565660180727657,1.8136123781024882,-0.31934573520090637,1.1889841313460328,-0.7038926628283426,-0.5290215004573322,0.3146337108714304,0.16894693430306473,-0.17957241003900093,-1.4729435919069331,-0.18298107433206995,0.3180867907985894,P
6952,2.2801175285599733,0.1685319189952692,-1.6129018936972168,-0.8230308647784932,-3.6900389114208507,0.15646170721684516,-3.856446403518796,-1.0302140632977395,2.7845883707126657,-0.640422113822646,0.6078957818036002,0.038271357723530824,1.8779521634315934,-1.465029380008488,-1.745665324280305,N
12644,-0.7815109570530968,-0.26165836671596304,0.5512162498120916,0.5482119387791169,-0.49469445133536954,0.19119454879254583,0.08465439826136734,-0.7538128498304584,-0.1989772446197602,-0.7515554102675085,-0.1912274223359647,0.7094727765192728,-0.6903033354521226,-1.3048715680801968,-0.4037986946069648,P
8656,0.1774287366184818,-0.7593183160671177,-0.46321455990444893,-1.1562287824681516,-0.09719181116780762,-0.006789770528425748,1.483354220630448,-0.3697418873703924,-0.5669515058301234,-0.37282908147836424,0.05572580828805204,0.009472680090831243,-1.0401563777279152,0.48123457857952257,-0.1572571726390588,P
13006,0.41984000289723106,-0.7018675821735356,1.0943185474574708,-0.3692050416325801,-0.10410570172147737,0.20735409561007834,-0.608729409402909,-1.2541576659232647,-0.7344244680541596,3.7859757798990255,-0.255540230001988,0.6469306294534809,-1.3426109863607858,2.1129027411478547,2.0648779146037954,P
14827,0.06069719051647629,0.42941335758815186,-0.7223020689165408,-0.8582383587716989,1.020876775582249,-0.3891205951264488,0.7689666170143743,0.58900075287302,0.13792003762944557,-0.6004048406298316,-0.22239131597329917,0.15996806379325995,-0.6823274618955922,-0.5519214007118378,-0.1640450341849938,P
521,0.46015598727235146,5.792305881748684,-0.2563298267073,0.5412953130285543,1.0004541369801514,-0.5997600234653726,1.8748360792648064,-0.38478511450291725,-0.8349092198830784,-0.47525740526921645,6.7882023950079775,0.5531787264099836,-1.090460242751723,-0.9457217464480779,-1.2363398331916757,N
4639,2.998729875684119,-0.09985353192030527,1.2995373449673386,1.8294578401632762,-0.0656090402908523,0.02495351857588024,-1.3743824443347024,-1.1719082463136798,0.22998008706512402,0.7815169010007532,-0.32256497340762447,0.6172937130212465,-0.7546590328416659,1.3569459420841312,-1.843897258250908,N
5828,-0.022841095448566995,-0.5348817650295852,1.6332861163973929,2.3119416546223985,-0.6436816654228334,0.640188224005242,-0.8416109802858851,-0.2555394131706211,-1.058582444436529,0.33432486619029556,-0.2545804013615046,0.04030544401061181,-0.011685699548378059,0.35113753424955463,0.32297499436225013,N
13612,0.11789864431298014,-0.34251779355646195,-0.04978472745867443,-0.049150252025800534,-0.8287959509611058,0.30630041695888194,-0.07149051824961572,1.8791779182642072,0.1128546843659805,-0.634415729001111,-0.6254060741915837,0.21859769940816837,0.6787325771188469,-0.8744329256064827,-0.30774129737454436,P
12714,0.7897857374709147,0.1592530608940007,-1.729112336542642,-1.6653636965778063,1.0023874702169382,-0.348658874338378,2.1303986687522265,0.3152137426057505,-1.134676602243775,-0.4163837699665376,-1.0067414851593852,-0.4730947479922064,-0.4624218064299564,0.8253922059568013,0.4606033548111676,P
12513,-0.7512215402946486,-0.09000604643443383,-0.14859536266827544,0.2919348478688411,-0.2869679292642537,0.4966211943555325,-0.2484313520776656,-0.587524913761196,-0.19979535849765562,-1.4421720566981713,-0.6089090901321053,0.4130860849916842,-0.4045240658369048,-0.49913397468462783,0.08439915350929883,P
11500,0.18760680341845848,-0.2024867878744195,-0.5327679422033549,0.1774427510559795,-2.1617983247826866,0.36123516675668277,-0.7410905811003734,-0.04373227288656001,1.8864677755576666,5.610969223856524,-0.015526178444175254,1.2802734753876999,-0.20589648788047182,-0.6188034421842616,-0.9141883723785054,P
6807,-0.20230261019067813,-0.7969117876736569,1.3768069974346133,0.1054114997439517,-0.2929359222962695,-0.4842608121774858,-0.2528708417844629,-0.765425707238688,-0.9847167292118592,-0.11929241682101166,-0.8493923483535601,0.05370316470631745,0.4947463683153854,0.6022413021815101,-0.49569052520562584,N
4534,-0.5885326238867976,-0.7493835745051822,0.16976830020442635,1.1481499102513422,-0.9352864619912133,0.7070175973106212,-1.1636468552241455,0.33198820898473325,-0.22722043335924594,-0.7966520541188149,-1.0917712105178148,0.3886229571052914,1.0061315546482172,-0.33595897481693976,0.09800347137665544,N
675,1.5217681213834395,-0.7250649287113051,0.38613328507864286,-0.4567492169630188,-0.2462355836762661,-0.015087427784078788,-0.2742525160831218,0.8081294948865471,-0.016679677077276328,0.2558551823790916,-0.6391221978607078,0.3240758318014734,-0.42115031590288704,-0.4704635031082817,-1.3838094468588078,N
3146,-1.8136552059353501,1.7604553035325372,0.6254832772954847,1.9610939553501343,-0.35935091336953806,-0.6792837239596239,-1.5591066091865327,-1.0255186568206605,0.13761568223464304,0.4433450591090128,1.6656314515981503,-0.1744060132823319,-0.013044233880284396,-0.3768965460783134,1.3000121367482689,N
397,-1.1759065853844417,-0.7190083170552253,-1.3597924324221031,-0.08318431059322617,1.035932910027869,-0.7377927746878754,2.4556480578016124,0.4743129046084804,-1.135779521027292,0.5140823636492021,-0.6424323841929699,0.4660685765128072,3.787709416721185,3.481383819726284,-1.4091226030830333,N
7126,1.104951308969457,-0.29072181079041215,0.11431308296726561,0.6630459905472617,-1.913800626121753,1.4926702636319766,-0.8382182700960386,0.43768797068887666,0.24603473006083643,-0.25535225411820917,-0.243256203888649,-0.4436023571988865,0.7332088341453729,-0.5788383549858693,-0.45991497675519327,N
