rent,ftotinc,eldch,yngch,age,occscore,sei,poverty,binaryClass
-0.5299509,-0.18175116,0.8472892,0.7372722,-0.8767719,0.42252284,1.0561461,0.18937689,N
0.5249482,-0.21054636,0.8700665,0.79885894,-0.9574043,-1.1711446,-1.1773664,-1.4747306,N
1.5433999,-0.16741005,0.7394902,0.7651552,0.98124474,0.3549877,0.8613335,1.0958726,P
1.2250043,-0.012803774,0.5525334,0.9339843,0.24113987,-0.12405743,0.597343,-0.25639594,N
-0.51815295,0.15281282,1.0728532,0.8511572,-0.7727804,0.26224518,0.72365856,-0.3745857,P
0.6865186,-0.037175998,-1.5083172,-1.6947281,0.36863628,0.66503346,0.6405502,-0.55561084,P
0.56625295,-0.18447863,-1.3294144,-1.2765427,0.24421358,0.48240554,-0.5231087,-0.32271785,P
-0.9700941,-0.004914701,0.7319047,0.6371256,0.25765613,1.1554747,0.5120266,1.3328927,P
-0.7098537,0.054578852,0.4987486,0.64762354,-1.5178244,-1.131508,-1.2453521,1.2912911,N
-0.72622424,-0.29319286,-1.5236461,-1.6479259,0.85095876,1.1793377,1.4066975,0.11640266,P
3.2480128,0.13874534,0.7116291,0.725723,-1.3566881,-1.2133986,-0.95701486,1.3198309,N
-0.93582624,-0.189518,0.7876329,0.5514839,-0.6433479,0.21342278,-0.43166733,-0.62851995,N
-0.74197704,-0.102170005,-1.2668648,-1.3509008,0.50049525,-1.3892307,-1.0216932,1.2057822,N
1.700698,0.11046068,0.6769496,0.7369874,-0.48058087,0.98611647,1.3298057,1.2992152,P
-0.6308741,-0.14884305,-1.1759973,-1.2682203,0.57906765,2.0182483,2.122614,1.3441496,P
0.5257888,-0.30270398,0.78583574,0.6581578,1.4701046,-1.2681934,-0.80903727,-0.9110895,N
-0.75716805,-0.14938194,0.8665049,0.6494173,1.4559076,0.5141656,1.3643131,1.2873869,N
-0.5429247,-0.2502839,0.67154205,0.725903,-0.91262424,-1.5715472,-0.9588328,-0.4929105,N
-0.78575814,0.19049901,-1.2291939,-1.2388766,0.53151166,0.6354537,0.6575512,1.136367,P
-0.9603951,-0.35262483,0.78318715,0.77044046,1.407493,-1.3044859,-0.9210458,1.0061414,N
-0.81275576,-0.1957197,-1.5036058,-1.5642564,0.114857644,0.6717788,1.7219764,-1.6957803,P
-0.6839276,-0.040418617,-1.1843299,-1.2044574,0.8154923,0.41898054,1.6704654,1.3413604,P
0.27634794,-0.16239491,0.5872638,0.83902466,1.6385063,-0.9206747,-1.0622438,-1.3529435,N
-0.7529771,-0.21469958,0.5571149,0.6114001,1.9109325,-1.0671047,-1.1887469,-1.6527535,N
2.320727,-0.44621313,-1.4157339,-1.5059448,-0.1253008,4.0759726,2.360269,0.13927491,P
-0.6622667,-0.17213707,0.85426116,0.7038162,1.6306002,0.41169468,-0.7621863,-0.396555,P
1.7513758,-0.198956,0.7079605,0.99410653,-0.7202486,0.51873887,0.707399,-1.2223302,P
0.5909604,-0.1465995,0.6843114,0.7339934,-0.40640426,0.352179,-0.08271718,-0.4388511,N
0.6301855,0.011836097,-1.3865064,-1.2651376,1.2160428,0.114374325,-0.7427052,-0.33251008,N
-0.54743284,0.038948637,-1.2250042,-1.338807,1.1236677,-0.013487927,-0.6880089,0.8433692,P
-0.54558533,0.09339894,0.614656,0.592845,-1.1777706,-1.1569127,-1.0124577,1.2531475,N
-0.6587616,-0.011821575,-1.5901775,-1.2436628,-0.23291942,0.38811663,0.9501195,1.2137347,N
-0.81823355,0.042818338,0.54212886,0.73901355,-0.8208099,0.7034663,0.2908157,-0.8242774,P
-0.87905806,-0.22133365,-1.0745627,-1.1169254,1.0040045,0.1647925,1.4754198,1.2488177,P
-0.8282627,-0.24512601,-1.5915369,-1.282404,0.07321976,1.512984,1.5655462,-0.4734176,P
0.41274834,-0.19280434,1.0438573,0.7025365,-0.18782814,0.50854534,1.4898577,1.24628,P
-0.83197623,-0.097848505,-1.1493949,-1.2535018,0.25681198,1.6591365,1.4763285,1.1785387,P
-0.88240796,-0.44419676,0.8008859,0.73579675,-0.92089283,-1.3376063,-0.9321059,-0.8645801,N
-0.61640435,-0.36950213,0.72238326,0.48545414,-0.9351312,-1.3649547,-0.8113753,-1.3913361,N
0.9381918,-0.30236965,0.75528634,0.6480894,0.704715,-0.5452607,-0.38386425,-0.68211645,P
-0.6526791,-0.40902326,-1.0223565,-1.3474952,1.000897,-1.2038338,-1.0662434,-0.44668713,N
-0.8166961,-0.08791115,0.65763813,1.0016286,-1.5492017,-1.0011562,-0.9482568,0.49751422,N
0.93133146,-0.23204717,0.57129383,0.7160971,-1.3163383,-1.0419397,-0.81744826,-1.1585199,N
-0.779693,-0.06145428,-1.5292567,-1.4213601,0.20172065,0.7218723,-0.2817871,-1.1743859,P
0.98343474,-0.091120005,0.722895,0.65007716,-0.5882404,0.42315724,0.71214914,-1.7996652,P
-0.78727394,0.039503902,0.77297574,0.480661,0.6721333,0.46813625,0.8303978,1.2780254,P
0.5904029,-0.03812138,-1.4215904,-1.2640355,0.1717509,1.0125222,-0.34420663,-0.5745228,P
0.95807564,-0.31544563,-1.7329826,-1.552004,-0.24320142,4.173414,2.347018,1.2462461,P
-0.4367502,0.16263337,0.5563103,0.84795696,-1.1279935,-1.1506395,-0.9051666,-0.71679854,N
1.7158136,-0.20352219,0.57028955,0.7141017,0.87757117,1.5526139,0.92880607,0.37457463,P
-0.67134833,-0.044424728,0.74759215,0.7900316,-0.530447,0.08559848,1.0998138,0.2912106,P
-0.79014796,-0.07672524,-1.1781387,-1.4862063,0.121296,1.5802172,1.6019458,1.191656,P
0.34438032,0.10400042,-1.3241534,-1.3398678,0.74396896,0.5174424,-0.411064,1.4248242,N
1.7126118,0.0035355836,0.9170209,0.7195672,-0.33635554,1.5713549,1.5792766,-1.9059534,N
-0.7216043,0.13438132,0.9608592,0.44169796,-1.2035748,-1.1640496,-1.091367,0.36745128,N
-0.6824119,-0.07914837,-1.2160323,-0.6705007,1.1469872,1.0391659,1.1547543,1.3840535,P
-0.60806274,-0.24719752,0.47491044,0.5402868,-0.9730128,-1.2444047,-0.8748919,-0.89567655,N
-0.83052313,0.13670199,0.88010186,0.8196485,-1.0899154,-1.3255643,-1.1500299,-0.8762976,N
-0.6711039,0.02639208,-1.0779217,-0.910622,0.826454,0.26773995,0.96296567,1.2580372,P
-0.76693875,7.297302,0.92714924,0.6708432,2.657475,-0.9490769,-1.084494,-2.076594,N
-0.92393243,-0.23134026,0.72532547,0.695046,0.6067525,0.49699092,0.53415895,1.3507658,P
2.093427,-0.06657305,-1.7904105,-1.9360526,-0.48237658,-0.10463688,0.8129169,-1.147672,N
-0.7907904,-0.35582024,0.70474666,0.883797,-1.4580691,-0.89267904,-1.0671505,-2.0540066,N
-0.5973478,-0.208298,0.5795554,0.9467741,-1.2968389,-1.203361,-0.957115,0.5432399,N
1.0357105,-0.28037304,0.6393223,0.70514584,-0.92895293,-1.1757737,-1.009737,-1.4575461,N
1.2654991,-0.28470117,0.6216663,0.83020675,-1.1701454,-1.0962937,-0.9691892,-0.55863255,N
1.4457586,-0.16530252,0.74768996,0.7347856,-1.0906503,-0.46777347,-0.6099142,1.2181468,P
-0.68629986,0.011582077,0.5531274,0.515416,-0.7512017,1.5813917,2.0734243,0.5907332,P
-0.7552476,-0.053966254,0.86412615,0.7032268,0.9251375,0.28561512,0.9376162,-0.71836454,N
-0.5798877,-0.15058285,-0.61133355,-0.70690984,2.8468132,-1.0752813,-0.9558141,0.17650598,N
-0.58320075,-0.0647772,1.0006224,0.7223474,-1.341211,-1.2473444,-1.0695511,-0.63512105,N
0.46492976,-0.040219583,0.41457185,0.6851512,0.87019,-1.1064053,-1.0329022,1.3917649,N
-0.96969545,-0.066819854,0.80946076,0.85714424,-0.7483908,0.35758787,0.5658984,0.8313173,P
-0.9437866,-0.10160397,0.6112182,0.5691887,-0.18509772,0.3722235,0.64889085,1.2102631,P
-0.7161681,-0.065909296,-1.1371759,-1.2143617,0.8999557,0.28222737,0.57697195,0.5816152,P
-0.8157443,-0.1233557,-1.3798096,-1.6181391,-0.41149947,0.31491214,0.4447319,-0.08618762,N
0.45163846,-0.1777633,-1.9423586,-1.5978589,-0.53635186,0.43748978,0.6818448,0.3923685,P
-0.8081155,-0.17994381,-1.4599631,-1.596656,-0.4215653,-0.01658675,-0.6015211,0.6117488,P
-0.05913551,-0.066013336,0.77340364,0.8009497,2.2763708,-1.240105,-1.0622972,-0.885196,N
0.4105507,-0.099799804,0.77119976,0.6916883,-0.5340322,-0.18155156,-0.36870438,-0.92592514,N
-0.7326048,-0.2090402,0.62907326,0.43484777,-1.0536629,0.65470135,0.16131526,-0.090408094,P
-1.0407112,-0.016967822,0.6848635,0.84192544,-0.11361048,2.9813218,2.2676783,1.1211563,P
-0.6472771,-0.15633816,-1.1061245,-0.9186914,1.0695246,0.4015168,-0.3200922,1.3900992,P
-0.64704907,-0.14287916,-1.5270422,-1.562855,-0.21214376,4.142536,2.460136,1.265662,N
-0.5775306,-0.01718393,0.63237953,0.68165183,-1.1441313,-1.0635014,-1.0453181,-0.026306152,N
-0.672203,-0.14879324,0.4906108,0.6074578,-0.94237834,-1.2788198,-0.704036,-0.29905048,N
0.376387,-0.19735265,0.66202706,0.8792496,1.5513129,-0.98621064,-1.020711,-1.4956174,N
-0.6087852,-0.3048734,0.58167505,0.7608666,-0.56554,0.85066617,1.1905037,0.4168218,P
-0.7320535,0.00797436,0.5494224,0.7455461,-0.81523275,-1.1298116,-1.1083914,1.2674319,N
-0.7513946,7.485223,0.6527096,0.92419976,-0.260494,-0.97693104,-1.1042129,-2.1367722,N
-0.8656168,-0.42323804,0.72053146,0.61955243,-1.3624012,-1.2074229,-1.1332736,-2.0217173,N
-0.8591455,-0.1615805,0.8111548,0.46440974,1.8270397,0.6025686,-0.28425387,0.16990314,N
-0.6858701,0.11493511,-1.3262694,-1.303381,0.086328365,0.36484405,0.6809703,1.0185429,P
-0.56704116,7.3273287,0.6915414,0.7137509,-0.4961561,0.554566,1.7481823,-1.9034946,P
-0.7976546,0.089690596,0.51497346,0.72099644,1.9002306,-0.9353194,-1.0222002,-0.41112533,N
-1.0557604,-0.09928362,0.58553994,0.74339044,-0.2906673,1.8983424,1.3372421,1.3180257,P
1.6142539,0.035992652,0.7455424,0.8568852,-0.3207754,1.1672065,1.1113064,1.3787352,P
-0.9533889,-0.11754891,0.810596,0.74708986,-1.3021423,-1.2710708,-0.9930149,-0.91349065,N
-0.8423846,-0.114169896,0.5200881,0.649277,-0.9173266,-0.8829542,-1.1293237,0.9341855,N
1.3816249,-0.37077844,-1.5338521,-1.3069296,0.9226029,0.5919379,-0.31981868,-0.9107599,P
-0.63948053,0.0074413177,0.537287,0.54361194,-1.0737606,0.5608471,0.73212355,1.214859,P
2.6490111,-0.4593779,0.687763,0.7009759,-0.5807992,0.6061952,0.6504015,-1.4420085,P
0.9954317,-0.149076,0.50656176,0.71814674,-1.2713681,-1.3754839,-0.9707153,-0.64809763,N
-0.45236787,0.0034625456,0.6541707,0.6512904,-1.5027425,-1.1967697,-0.7641477,0.7605856,N
-0.7885957,-0.027446538,-1.7755052,-1.4666874,-0.32814756,1.358545,1.6578476,0.36668596,P
0.0988613,-0.55202246,0.65360504,0.52467626,2.3519807,-0.90573967,-1.088353,-1.2511021,N
0.1247814,0.04692623,0.8074887,0.6268035,-1.5153619,-1.044359,-1.1606691,-1.3036824,N
-0.82790387,-0.014986288,0.68295544,0.823485,-0.5447244,0.25632745,1.189728,1.5202489,N
1.1443088,-0.42513505,0.88394827,0.35372522,1.4826003,0.375123,0.87865937,-0.05928457,P
1.176451,-0.24362874,0.8198487,0.5046289,-1.3310175,-1.003074,-1.0057334,0.9885321,N
-0.7792631,0.06244028,-1.0002757,-1.102207,0.7426147,0.55149126,-0.567013,1.3252293,P
1.2358083,-0.34990877,0.8627611,0.69618636,-0.49380347,0.11960516,-0.83675724,-0.28696626,P
-0.71864736,-0.08735503,-1.4469405,-1.4508299,0.34297985,-1.1676835,-0.93913394,-0.008499566,N
1.008484,-0.39031023,0.7323276,0.77910787,-1.3951428,-1.566273,-1.0057936,-1.5049931,N
0.79498106,-0.4633753,0.69993705,0.7113168,0.83459306,1.5670521,1.5780679,-0.530472,P
0.9127441,-0.0727334,-1.3942456,-1.4315652,0.5869091,0.33353132,-0.6539997,-1.7287563,P
-0.61403227,-0.12004774,-1.3296247,-0.96257794,0.70938313,0.44009677,0.7056598,0.22247805,P
-0.733028,0.049556598,0.7183099,0.7591891,0.7415124,0.4683867,0.76813424,1.2259865,P
-0.73469883,-0.26174694,-1.3391051,-1.5262128,0.15504572,-1.0924907,-1.2252724,0.2543426,N
-0.8371908,-0.37516105,0.8083324,0.6949412,-1.3981692,-1.3721433,-0.8457011,-1.6849561,N
-0.69473976,-0.03393118,0.4913423,0.7148593,-1.0598503,-1.0384347,-0.975544,-0.7710159,N
0.6551156,-0.23549801,0.609052,0.55984753,1.9556907,-1.239502,-0.70779073,-1.1632742,N
-0.7411536,-0.068456896,-1.4648837,-1.3527634,0.41328847,1.5020154,0.6700234,-0.2655877,P
0.46446198,-0.13956942,0.7363288,0.63338226,-0.45987034,0.53969085,-0.2519072,0.8929539,P
1.1454287,-0.28426802,0.8676236,0.570639,-1.4389132,-1.1465116,-0.8180012,-0.31880462,N
-0.61946005,-0.29314,-1.3027368,-1.053894,0.9124046,1.164463,1.6728013,1.1647637,P
-0.63531077,-0.07496328,-1.731248,-1.8137286,-0.2693943,0.5624909,1.7039671,1.466612,P
-1.000265,-0.09887102,-1.485772,-1.6504519,-0.13455437,1.0538125,1.5076674,-0.18182404,P
-0.8987816,-0.08931925,0.7396779,0.85544,1.1794542,-0.08455235,-0.6481964,0.5264692,P
-0.5137947,-0.06592407,-0.91142434,-0.99909854,1.082704,0.32074752,-0.43993574,1.0163796,P
-0.85306334,-0.017948061,0.75949526,0.68172413,1.5378075,-0.9071733,-1.0166616,-2.053867,N
-0.8567688,-0.21909341,0.5407837,0.76296633,2.411454,-1.0517625,-1.0284992,-1.3724339,N
-0.5638647,-0.13465555,1.0762246,0.61279255,1.3919439,0.80616236,-0.25307465,0.5502329,P
-0.8190439,0.15338689,-1.3572711,-1.0378542,0.76696867,1.5002589,1.5230434,1.318599,P
-0.49446642,-0.24483818,-1.3909984,-1.5585705,0.19417942,1.5860128,1.694727,1.2166045,P
-0.5727999,-0.46747544,0.61093765,0.7327683,1.4618903,-0.931064,-1.1194134,-1.5473808,N
-0.63963604,-0.04190598,-1.106192,-1.1890091,0.99280906,1.7667984,1.6014061,1.172632,P
-0.6104213,0.023643188,0.6207888,0.63616335,-0.45125926,0.68440294,0.13858157,0.467049,N
2.6414356,-0.020262673,1.0386356,0.90840006,2.3685317,-1.033992,-1.0882196,1.3105601,N
1.622343,-0.06177032,0.5846953,0.7788091,-0.09395374,0.54630935,-0.11732237,0.016236894,P
-0.5909931,-0.24554624,0.97733295,0.51335406,-1.3691146,-1.0362782,-0.9846014,0.08906935,N
1.7412653,-0.20267875,-1.7204473,-1.2816538,0.38281742,1.5023904,1.6116948,1.3479364,P
2.0892737,-0.23317394,-1.7202833,-1.455378,-0.4635884,0.08194904,0.6710596,-0.06359871,P
-0.80591273,-0.21487576,-1.1200318,-1.133011,0.8479769,0.57459307,0.8034016,-1.4997027,N
0.6279917,-0.21279512,0.7693403,0.77407223,-0.913567,-0.34230337,-0.74321043,-1.4590669,N
-0.76520526,-0.1061192,0.6896561,0.7678117,-1.3777632,-1.0985913,-1.0316722,1.2939819,N
0.6489235,-0.3201042,0.5971685,0.8569131,2.2396638,1.1805906,1.6872855,-0.04647366,P
-0.97961086,-0.2728989,-0.8387879,-0.8208731,0.8622574,0.2041398,0.9458965,1.1840553,P
-0.2645892,-0.009391487,0.51180184,0.6802123,1.5188326,1.5369478,1.9349513,1.2512769,P
0.63548964,-0.28583577,0.6392858,0.7183797,1.8907856,-1.3344475,-1.0044984,-1.2984045,N
