x,y,label
472.43879346274304,360.35472775840054,a
450.2183810313196,373.0785676372188,a
470.1213079639204,353.154126356918,a
473.0341203769308,367.32275558812273,a
479.84728491447294,378.58085596414884,a
463.9127585051892,396.3095059524236,a
477.42888411756053,362.4886351098779,a
500.98369030202826,367.2980452168073,a
482.91758050051885,387.75212810987625,a
465.00662305259505,396.9151310921759,a
477.8455441911375,392.5435634569276,a
478.1305895675369,414.00472994363435,a
507.5019433298671,379.1474733818812,a
476.61474335320185,415.4316608267736,a
495.25816247261,382.50028297078575,a
486.917623258066,409.9252456026691,a
515.6508282227641,403.8997039645295,a
501.2681454424863,394.12660839722787,a
511.4787890439385,417.906614720393,a
505.67316727525997,410.57619302195366,a
496.11765535291244,417.6106111169971,a
516.8453652521226,416.8363514285684,a
505.8496462459073,408.18412965038317,a
535.2921627677382,405.56050104907996,a
498.3341649065859,390.879255803133,a
540.6928486538659,425.9628770320546,a
543.9958642281347,401.00643598095746,a
543.2807509616158,403.86604022440144,a
549.6630274078275,429.88297867120605,a
538.5916165849011,428.9002985158121,a
521.7192667350826,409.55086721033575,a
538.1067346852775,394.131758575797,a
528.3294058592983,412.30892712596767,a
544.6536421197994,433.83491546513335,a
568.7789709256656,402.11732052185613,a
556.7882375889142,432.00164101905483,a
561.9920187533745,394.53643637783426,a
558.9409646471303,405.8953630044098,a
549.3362057436891,414.31635373921705,a
557.360811141454,430.75050431377423,a
554.6097807412647,430.8757202845277,a
559.401723669095,417.7614383059098,a
579.0962951318746,423.55652034256616,a
591.5824790405912,426.51894737771346,a
566.5852115165792,419.4928005217382,a
574.4397527770702,423.8274029378224,a
579.8226738073806,412.7057903207945,a
603.4361184170015,430.2198433960349,a
597.8037266635787,424.3401146322114,a
610.6255371272449,406.7201447790179,a
579.5274890523568,414.23587291913327,a
611.4229207254074,414.0155228136512,a
606.4602674872693,392.3174772966658,a
599.5316472415947,399.51128766102727,a
604.0091137631129,412.88864619892547,a
627.8738342729156,384.85007188710733,a
625.7463863145329,401.1917344825563,a
626.8606764415506,384.94198010743594,a
642.7054734942119,388.39139652917174,a
616.735642722709,402.75505258444076,a
619.0217741717524,371.05263619808477,a
651.6754781606013,377.31037927600994,a
643.3244492848742,386.13618647151327,a
645.6019472700767,392.9791105502022,a
637.1787289616152,392.88552879505414,a
653.8200944550742,394.41930562947977,a
630.4545975144774,369.18591348833485,a
640.7026382187672,394.7711966790633,a
656.8549785543623,361.37614164228444,a
635.600505150642,397.4150292843327,a
650.0105688348635,399.01499552643827,a
669.9060127269222,390.95696641620185,a
663.3856022412293,364.5593553569331,a
672.9369860350846,361.65296694956373,a
672.3187920291359,387.397684702318,a
642.0079937306554,358.5286343528629,a
668.6292325803362,370.17411279414205,a
637.0342774379135,357.221783370886,a
648.650375683838,368.41897205872465,a
666.1731514827551,350.5369016240515,a
655.622298423503,378.04940595129597,a
655.510920484239,360.6324196091351,a
659.5225690392701,346.24496232781166,a
653.5565468367613,355.98303760802855,a
669.6592933446742,338.9601737041131,a
648.0295647635804,339.4518150578282,a
659.7585307530261,373.7075600383506,a
659.9874433795118,349.3605862812226,a
651.2643895011623,374.1052357158543,a
647.8363746618099,310.45792340957195,b
673.4260187926952,314.44048995604976,b
671.0899572444107,313.07907941309224,b
684.2679111684454,325.53979621491436,b
671.8194437527588,301.0009222408637,b
685.545895369907,317.7687153168369,b
651.2971517504983,314.09110725794,b
660.7183401389087,318.55584231875287,b
676.9575778489514,304.5838455798538,b
665.2542276151864,314.4798427267171,b
685.3736504412999,319.52116874886815,b
658.5452466212853,293.53780573209906,b
678.0317897569074,308.1524462365587,b
656.1808393560726,309.1651128032032,b
655.4123137429249,308.7876868206479,b
661.6241670785062,288.1198528049284,b
688.555674755877,296.2750042958619,b
668.3157232200189,273.93200159226785,b
673.1178937406415,299.9676993552074,b
688.6339205151634,287.1668075765863,b
668.7887521559437,262.12915630253246,b
656.1889107909656,257.57179521181394,b
658.230776425506,282.3347983621742,b
687.2548699385824,287.629513995479,b
673.7972815601506,252.3811131735079,b
683.5971461854018,279.5905033232665,b
684.8529395680583,249.2444570136548,b
688.2369595626552,261.3568042272574,b
680.6748243095856,253.92217931150992,b
665.4763379209151,268.4706380785084,b
668.7305657928875,243.28004365672103,b
658.8929692986499,257.63319206599044,b
693.607109811516,273.58384800575163,b
674.274471790413,265.9905970254322,b
681.3148507929446,258.7405183237869,b
688.0800220692074,239.4482643570816,b
680.0209393062121,260.8067368672851,b
657.5563095014912,259.69902508943915,b
655.447338552463,331.1590678427533,b
666.7810999387293,342.4730300007541,b
665.6937586323301,348.7766511068281,b
659.8256329892494,312.7255409801699,b
677.7907459757026,321.8787766753238,b
651.0368863202218,342.7190361180938,b
265.0537397049309,393.08115662142757,b
274.03676911485235,394.19008831317757,b
274.32029921129845,391.7098838375271,b
290.3572197599305,392.600946871899,b
280.0403466908694,386.52491138555666,b
260.5694096559254,400.55847436459976,b
256.41422667625926,362.5410629982308,b
262.1136071690144,382.39029488658684,b
251.47666064063117,395.2170261155051,b
241.42448988162045,387.6583168976673,b
254.3619191234275,367.90206656919526,b
243.7071099585075,360.2632250420969,b
251.87272135340112,383.59076138558476,b
243.02416144939744,380.6556239623666,b
243.14052745715776,346.33427626698744,b
272.5066680395998,345.60068339965835,b
256.3907761787968,367.7644429287701,b
254.35532999002822,363.2204216074459,b
248.87038658980075,351.64465308831245,b
260.18350150082915,335.85840228793745,b
243.19637050348732,332.38703441969,b
276.2061063184772,355.2979045957763,b
276.467755074828,365.31549187923196,b
283.1848414625006,337.1904466378628,b
280.9476406691287,334.2439582398831,b
262.39180292322305,347.7309068438284,b
277.40975746540755,361.86991774773867,b
271.84317394719335,335.8741589242286,b
300.18290496674206,336.03504489611925,b
305.9711288511155,327.72289166097414,b
296.34314029469266,363.17375346863855,b
291.4370843465004,352.2169686923213,b
283.8164326857037,349.0740439087426,b
306.55679395048463,343.48517937874146,b
299.7870912922517,352.04387203114845,b
295.5004113609248,368.88229684896044,b
295.2896426410235,346.13109188689026,b
302.7487368403605,351.30179223117364,b
298.1382881695567,359.48815592758115,b
308.1824165685858,349.23886808061,b
291.6554297103074,359.90354758789425,b
303.1796776762888,372.21175211711153,b
294.1297878335554,366.2037061161986,b
273.9366642868138,380.89438559165353,b
278.3424192034651,364.2501678654494,b
300.49141028021126,378.1268363528732,b
299.14252053680156,388.8935036698383,b
310.123427352635,406.85935030490657,b
279.73806939085523,385.5675454560252,b
288.52773519322193,391.12580939232396,b
292.0693760626065,387.0056369914579,b
302.2993350543414,402.0355171321448,b
293.10289358094894,426.1555913613695,b
272.5892950344621,392.3464475627917,b
266.6338413107575,393.48850653661344,b
268.13767719854815,419.7574044027958,b
255.60985401830274,386.24596733708745,b
238.63976469592131,397.4923404597122,b
236.35813380721888,381.68342087718077,b
254.8169330802638,402.84828257771443,b
261.9457010985516,395.4156462369275,b
239.00572764875355,395.1976491253089,b
248.08972113170086,376.7331820959947,b
228.30611641065812,392.6293157364686,b
245.82963662093806,377.4777905132451,b
225.35678615481777,345.85053468582396,b
259.4238028006512,364.3045112238596,b
248.53414418074888,361.44756176504336,b
236.09146261312685,346.39475185911436,b
252.28886606640583,339.8056538615492,b
253.94598664346412,346.0270687774951,b
275.82543095909494,361.0733168294387,b
264.55510378993256,352.6347754457782,b
279.99773885816103,354.3611077889344,b
288.2172400502917,358.7406795509181,b
307.8759806308101,335.8731591621316,b
274.94332213370257,355.7838329745397,b
293.24929218459744,337.0154515510203,b
285.4239551642723,338.0569003076881,b
314.62540766496676,360.9793672136766,b
294.59859556832276,367.46875439832,b
312.93508474490113,380.96002275425684,b
302.86657686687045,381.6607010911813,b
321.24860343079223,387.79739518824874,b
318.33275447584145,384.7007173980069,b
306.672199175751,405.1019970227741,b
308.8774476759121,426.7672736295434,b
273.986572517519,430.3822145018647,b
306.32374066728534,418.55564579243025,b
289.16988151443104,424.2450086520023,b
281.22789540291814,442.90002518052614,b
284.3519414969302,431.66418176887316,b
243.3153865904618,422.67614128262085,b
239.18021350801882,442.7386679704401,b
247.30239890712647,437.0189203710071,b
235.195934715359,410.45897274053755,b
231.88691104757982,426.35805608894685,b
223.3503959265426,427.93240451487935,b
249.27972500447459,410.17399459708724,b
236.65946607026163,418.2466863141784,b
222.26804323573185,398.1963516140759,b
223.8997741397262,390.00295711243035,b
240.77371437989305,414.639613073432,b
254.77811096628534,376.30672703905617,b
247.203799461007,384.3806538055172,b
240.91671924915858,383.03920704636096,b
257.27088607409485,385.0821140323743,b
261.65214317937097,402.41041883127684,b
274.14809544258435,378.4333462655932,b
282.7418347813204,386.8888131406804,b
270.1520875753102,398.6087577577447,b
279.79487321495765,423.0632495555225,b
70.09161036084677,295.84865121516816,a
59.54585842835846,267.9831786758522,a
78.90361987768621,288.8889224663818,a
72.22286807037402,278.53586283933043,a
68.01876426971933,283.36527679558986,a
59.42764434179128,280.8009165535839,a
91.28656457180676,258.6943214065423,a
86.65206772081912,272.72328261784185,a
88.76467547005706,253.4812880571713,a
64.1068652963668,243.36207413702527,a
93.27628196099795,268.16146132439343,a
63.77911170665324,272.26862207985727,a
92.94552950091807,231.49194573334717,a
97.84453215937947,240.3689982680994,a
79.64521035854501,240.82774508871785,a
93.1055566729525,247.30204455828292,a
89.24311869353778,255.3439891802113,a
96.07673841749943,258.8313416771183,a
102.63793004701685,255.30139542187842,a
92.29801897107613,228.11240870742745,a
79.72291192939828,220.74900566379335,a
93.94307143112181,245.57795002783266,a
106.02188301359175,214.81803219041427,a
112.11585992383219,227.95348798088963,a
106.44361293234391,232.51662299588594,a
82.48500954030283,226.32621752907198,a
80.84193716847423,228.36602658874574,a
89.26236834518382,205.82574691774846,a
111.72112194558044,210.06720417676615,a
101.48596509909457,223.22392569260842,a
97.45963942325871,217.78965049020957,a
114.5104625580818,219.63612796609982,a
99.88532400277788,211.12237842421303,a
92.60101586136744,208.86622192295908,a
113.00391837360857,193.35966859333166,a
111.78489183696816,197.7947585283407,a
122.24038364553867,202.65229688923557,a
112.70136624405984,183.98810640105455,a
132.41119387484534,169.48837448228335,a
118.84216537731749,181.29134900387743,a
105.53755043864706,166.03610947515529,a
110.46071325690133,165.14588492458375,a
133.03844699827124,192.20803857131654,a
142.42200009618745,167.065363925123,a
127.65638168139007,174.1372557286274,a
147.21461074392784,166.99380106104894,a
139.85832487321485,148.70902747904637,a
157.91163478905293,177.10277844695497,a
172.95629708445767,158.05928374453765,a
156.42143737300637,145.80405620617933,a
147.6569436123401,160.38066362376458,a
152.43506473515708,144.73442089632135,a
153.23123262330014,150.5034045863262,a
160.5836386141099,165.7937954223986,a
161.3414010340815,173.83144315238474,a
195.52913688141388,175.30688933603858,a
170.7702005610167,128.6644695639808,a
191.62327047692844,150.2305968911336,a
191.80123964167356,139.96799496792596,a
209.5218612288863,151.61334228382714,a
211.0610053699064,127.89326687561646,a
205.64587642173632,128.9105146467146,a
209.54520029792187,125.41628568894663,a
218.84393057310217,143.61874388349014,a
222.23029558630463,134.7908811533826,a
231.1313483722203,120.02293618392912,a
203.04471172794914,130.5339599473225,a
207.2987960258733,157.15833719963405,a
234.45010903989436,148.4278629802808,a
256.2918302498485,134.87467092876943,a
258.40206110905547,124.75480776788822,a
263.2064218170291,122.0477402143124,a
243.98420556713478,145.34784145215838,a
245.47958889740963,144.47939035375487,a
261.07899575233046,125.09402448512031,a
244.2936145459768,130.73327863693953,a
276.4239798704036,160.7470930322719,a
277.13083245930267,162.09157976565064,a
293.3470927821303,133.40486317615597,a
285.3612608972862,126.63790798942324,a
290.79238463828125,160.70216916732187,a
298.336662801423,142.2997538151236,a
283.22942551418015,126.83235049971051,a
299.7787319581514,133.22282456854657,a
309.40860966017345,137.1253305895869,a
316.70176668772683,143.02103430733513,a
314.7529315897522,156.47383970419276,a
323.9402296425372,135.17692885392842,a
338.7379216354178,163.32003848703965,a
322.0441430308913,131.1452173924739,a
312.9572816635377,127.6681117493373,a
334.16305140716247,141.05614270414168,a
321.50424292111046,154.50043904993152,a
317.8879852774106,150.11802762677638,a
341.2794015313483,149.1580447865146,a
363.87562048163534,144.75582814317733,a
333.01787146456303,148.40233652288146,a
334.4523357525977,161.75225364001267,a
367.8002049599754,170.5235081379039,a
375.4739314051385,167.77688672556877,a
353.87040327162254,166.3745158728704,a
360.61228892483956,151.0959260135674,a
364.24838379625976,136.55406205129043,a
347.26397367385533,156.57644870041696,a
367.69043362417653,162.57678184525423,a
349.0131506046057,143.69502625379567,a
348.1000202966654,148.56925542680324,a
359.8255079062551,165.58857299745205,a
368.3039219621802,168.24581519993546,a
379.7786313195557,181.9568631623623,a
366.88118824651406,161.74908808414233,a
374.7985659776051,165.29181055175854,a
359.9874475671298,188.22578191085302,a
386.70945368911066,169.67834932208018,a
364.22050095878166,170.27278650540006,a
397.09825309311015,195.12778013896826,a
400.1890043080213,194.7721520907391,a
375.9465041810218,200.47565790133797,a
368.99210821831736,196.83531398985843,a
388.83556705908,200.50262028037577,a
414.6304885670721,174.64965696301937,a
402.31057738315457,202.2971000032348,a
386.42142329624784,213.15550377614773,a
389.6582080843673,200.35329188509377,a
418.7435213612969,190.5751289885149,a
419.30829201483425,192.5380048028145,a
391.10086910107213,195.39130074955426,a
398.12141910383974,210.15773172546807,a
401.75149034501914,223.4041254516826,a
426.2464675766101,202.7428370016912,a
420.0997873024041,227.76833612537007,a
422.44856896156233,204.95237438055193,a
411.5664684719986,220.46162882945424,a
423.50293787662264,224.4377158124379,a
412.9269326151391,236.2788471681767,a
430.6741673138774,229.4008631739835,a
401.44301478296967,247.2098747231605,a
433.2181656500515,239.17786133051163,a
423.95779288285405,222.9302691682842,a
424.9444541049877,231.2652347974419,a
423.01838938894616,251.20889279217033,a
435.21318127791324,264.6289028028982,a
441.3629568441506,269.72006336149167,a
429.32189502110424,276.1582793203463,a
428.0627573870951,267.87457258180734,a
445.2674466938345,242.17460983941368,a
419.19102307016453,274.4813141777251,a
422.4397624700338,255.3882350086528,a
432.21128272233443,274.7939015362151,a
448.2846562102996,263.50375546629164,a
435.04102030727023,252.96805553714134,a
430.57306806245475,286.9511764578797,a
436.4803791790571,294.98588404987413,a
450.8303485933423,285.91165376859544,a
448.25802662117616,275.0764053829613,a
453.2388235877304,287.51534151376717,a
425.44885609636265,308.7291754134884,a
457.4303159371104,310.2564128752538,a
428.93706016707927,280.4508207115625,a
439.32759072461243,318.60757390784755,a
462.43307056106187,306.9590124977808,a
429.4587001262318,331.76454123692463,a
467.8776576427534,324.87417698070476,a
464.4160889011831,338.43800528586263,a
453.0213178763935,316.3041362058241,a
461.21584781504936,330.86127374877606,a
461.92080658521724,320.4128941864588,a
432.0388537864832,335.5355732540719,a
466.6808886286105,335.8532632994742,a
441.3439377940292,317.2661572986078,a
445.3076503760469,327.23068937959385,a
447.94591431839604,316.7266949439327,a
453.12230441755463,352.26066440213174,a
445.1735043470342,340.79287040147983,a
468.0965290665241,351.10636463657517,a
477.45597779652064,359.3076514695204,a
443.0092340724402,366.3408264771085,a
444.9521493744284,356.2463036716882,a
444.70063359354765,363.06838810131256,a
452.96267476209874,352.53503960389355,a
471.6191828196547,379.55792496872766,a
445.3963373551495,375.2177514625736,a
454.9357892087518,373.44104276134544,a
463.79192407876155,355.56149646472846,a
452.2186673520398,359.2073108617959,a
476.82862434327205,364.31971302214413,a
454.14973088992343,387.7449276673057,a
454.06481035634164,358.1656747790395,a
481.1317174229948,391.04100511573336,a
481.3475579245239,393.1013188209104,a
457.9485804184187,359.12920886426565,a
482.57977116251254,393.37093208581314,a
462.37026655373455,361.4269417065042,a
479.6297203190732,368.91778962259764,a
481.90152393681376,367.7045857196573,a
466.230213231109,382.8105190553397,a
468.25480913909723,377.95244787371576,a
474.8036928615937,386.30909291965685,a
492.98305240464646,382.655816616524,a
511.360115801201,409.51139607855737,a
504.17492998532464,387.9745311423337,a
480.41772357181287,382.28719543187583,a
513.2217847663783,380.8397078931844,a
496.07090032413277,393.2116099668778,a
508.18800144510425,385.28331729593964,a
493.2568994830806,381.9562361267587,a
525.6620560260862,384.2225104700251,a
525.325989361226,402.757925646132,a
508.04456630889183,396.2065275865871,a
510.1413398383695,392.78454806588695,a
515.7030024444427,405.42198845602735,a
508.0401870537825,423.4491164528656,a
509.51374978371217,388.9422556451733,a
511.919847412105,415.41982939754973,a
518.568121293138,401.4040835434582,a
555.3488960143826,397.2354926766207,a
557.162774944652,432.2406698289101,a
529.0913858981949,419.3391807727309,a
556.430834529859,430.4001944985418,a
550.7719350801859,414.3492833202872,a
547.9222886349881,396.6684480617879,a
545.1186202732371,424.80863299169243,a
533.0275031683981,424.60162345604164,a
537.9277339959846,416.03184477547416,a
568.3493994007905,409.6354285162078,a
570.9219162813898,407.7747285737029,a
556.0461476851694,427.4430591879244,a
554.9470390501978,426.5861185687529,a
568.8629854774431,402.2806212214087,a
587.687557791574,426.2683831065923,a
586.3317992977502,399.5578444129369,a
591.1744904205026,411.4712284791626,a
578.7906233673802,412.59418637821835,a
575.0553714685981,434.9310390539519,a
604.8324732105867,426.88697790467035,a
584.4860406705666,400.06694619620487,a
601.7131977967839,416.04865924438434,a
607.0764451893766,432.3273977973415,a
592.3080716908515,401.50566061004906,a
578.8919026625092,417.3342238108905,a
586.5417512758514,404.18853811667316,a
603.0493385487132,399.4612583708752,a
599.5996696438463,422.55699808345184,a
596.6934522973595,423.2114535774904,a
613.3507285695829,414.9764675360809,a
621.8511289637294,423.6655446091686,a
606.4480065450427,408.9703952101324,a
634.2147233247783,401.115462021106,a
627.518502154693,406.66083645083563,a
624.528359673734,425.1383448928311,a
617.0519710822687,419.8663830720358,a
604.1200076618542,396.3029710056794,a
626.2931932267028,406.79400844092345,a
617.0539126381237,412.50067523741416,a
643.9023760033658,392.49493370959067,a
614.1983119633001,400.9781518362064,a
618.7910773094385,393.06873503915926,a
634.1450864398631,416.3629348561676,a
625.346819395867,416.4296544459708,a
628.7905868929681,391.79573569977583,a
648.936490974074,381.6804091891903,a
637.8932745133865,407.67015241990094,a
632.3350444589585,403.4441650999969,a
632.6787445452673,372.93610561043056,a
640.9538997245592,394.39509970986484,a
673.745806881666,358.4491895770063,a
656.7715543740786,359.69342692182863,a
666.2326935786067,388.0122327727344,a
662.6491430340561,380.3634941555182,a
668.4040323683219,366.80937162898226,a
666.9425752093802,360.6220435312392,a
651.2818296332564,361.68349389174966,a
660.7839645905058,331.07683156746384,b
665.0292852362029,340.94000570248716,b
670.2585074599542,335.3522461213744,b
657.1842699064243,329.0356710205152,b
681.2606176923864,341.8654672944697,b
656.9567844094477,340.8897240265564,b
666.5626207410738,331.09962221682315,b
670.345173781531,322.88602308138263,b
653.5844213196472,334.49494471856553,b
647.2635146531064,354.4314403985973,b
645.6862480289161,335.74732505552834,b
674.0973016103956,349.9935911623502,b
679.2032813801402,320.369716587755,b
660.5226624996225,340.07139315293074,b
652.4386667239327,331.43497432361596,b
675.6995560867058,328.2501937355195,b
681.3024678375884,303.3774383027976,b
673.6499531111168,317.8798590722605,b
662.2930361479888,323.5755286789524,b
678.9987199890408,309.51106438543013,b
678.8345051793319,304.5419883991352,b
658.9393934306279,291.1556681729289,b
658.5620997856207,313.71461939233654,b
684.7964019525836,287.5796802745201,b
685.1348334054711,305.49473083885414,b
676.9697621857665,311.10984590662457,b
659.4127735873724,289.05795434539175,b
661.8906213623198,286.28342770028326,b
685.8621341238941,304.6866509600968,b
692.1195095399163,283.75559556750085,b
681.0657586801086,262.95438842973357,b
677.8744814563404,290.4616256374742,b
664.1916397689054,283.29066389747464,b
684.2827954539769,273.9426082884185,b
674.8878517416858,249.94271163548993,b
657.8642329402859,247.73617781028162,b
674.4544278142358,269.0323239059682,b
674.5612581553979,279.42511462807227,b
659.841411149981,248.07846318355132,b
668.15382224954,252.03887448356696,b
656.6988362818488,263.9391814785115,b
665.7465888301817,274.6672134951288,b
290.39176249118384,369.42218403600725,b
268.16093890512093,394.371218981438,b
278.25804212733794,400.09869158182426,b
293.58296267423356,380.6144948311559,b
296.4213908630007,410.7635885189138,b
258.02013014076806,410.1051351064285,b
256.1270499736001,389.37533422684635,b
261.5912290815478,412.25365153467004,b
266.39628514665947,398.8978448331001,b
244.79541279968126,388.1002880039224,b
271.94273281903673,406.22035720854785,b
269.0959551874028,378.5628048850681,b
259.73465228891973,380.74190689971397,b
257.6671284557898,377.7872546473301,b
254.98467398685133,384.8331028547616,b
261.4932645036753,366.31429255313463,b
243.04918959828393,361.71515352158104,b
264.57479260186255,384.32105124351045,b
247.87774823636565,373.09349437502766,b
243.2735694613318,361.32758470724036,b
256.10702089792204,378.21568019486375,b
271.08350228151215,342.82641232315774,b
261.4937111036185,351.24002248221564,b
