lineNo,assgNo,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,label
-1.028675,-1.4721813,-0.7773336,-0.5293062,-0.08157557,-0.9068443,-0.98361105,2.7830324,-0.6162735,-0.53652346,-0.3316159,-0.7786355,-1.0758256,-0.3330157,-0.37257496,-0.4637042,-1.31351,0.4590171,0
0.6118473,1.2717371,0.6973598,-1.8817105,-0.2960509,-0.97156334,-0.24996859,-0.49172628,0.59633535,-0.7643287,-1.1143917,-2.0311685,-1.810276,0.10782066,-0.35234448,-0.31948483,-0.66091275,-0.20678714,1
-1.0172195,-1.5524676,1.4601367,0.40616715,0.17478828,2.2783957,-0.58420765,-0.107152574,-0.9888245,0.21994966,-0.102195516,-1.2323672,0.26409853,-0.26952252,-0.40142018,-0.037847616,1.1799597,-0.48540807,1
0.0744552,-0.10232079,-0.5309392,-0.08965242,-0.82564306,-1.7349515,1.350836,0.52786875,2.867236,-0.5171266,0.70692635,-1.4300832,-0.27479884,-0.19568658,-1.2170495,0.39613345,-0.12963262,1.1463777,0
-1.8029916,-0.991869,-0.38847184,-0.5901496,-0.7786926,-2.0495453,-0.76180387,2.3186252,-1.1285111,0.6065533,0.009666026,-0.45394295,-1.6902887,0.2600875,-0.62427646,0.6096781,3.3378913,-1.0050828,1
-0.08315563,-0.37190235,1.9138113,-0.30079103,0.2186786,-0.16607007,0.355423,0.019225255,0.79458266,0.08398196,-0.7094896,0.36190563,0.35935205,0.21417946,-0.5849328,0.34371755,1.2163635,0.72115856,0
1.4246265,1.3674275,-0.10674859,-0.6528498,0.14184083,-0.4312085,1.2173747,-0.26551217,2.1315362,-0.11746271,-0.10752648,-0.33078462,0.02515091,0.29209638,-0.22079207,0.005744338,-0.44558316,-0.6421249,1
2.267711,1.6082429,1.4404441,-1.1910585,-0.9916369,0.39688194,0.26016736,-1.1417645,-1.0599184,1.148026,0.57622427,0.2652045,0.085179865,0.36933893,-0.12246296,-0.25128227,-0.047063053,-0.9278123,0
-0.6541202,-1.2119552,5.285612,1.7712219,1.4831307,1.2915788,-0.85478914,-0.5204508,-0.7064617,0.22257787,-0.784563,1.3200338,-1.1794188,-1.0950775,-0.88614166,-0.25742948,-0.20323552,-0.07707895,1
0.48713315,1.0890367,-1.1282234,-1.0882759,-1.0380592,-0.9140771,-0.25839502,0.3836764,-0.52576065,-1.1083798,0.041672852,-0.4797296,-0.5173616,0.27973768,-0.4681101,-0.2129409,-0.33717448,-0.50576556,0
1.4706788,0.7841956,-0.94561166,-0.936682,-0.4154083,-0.5625411,0.61598516,-0.26229227,-0.009509772,-0.59429955,0.020717114,-0.44066313,-0.3514566,-0.29222465,0.14815256,-0.2223377,-0.29948175,-0.16607162,0
-0.73016983,-0.8644649,-0.5809032,-1.4984708,-1.4821738,-0.6176572,-0.15471986,2.8468542,-1.0032278,-0.593999,-1.1806364,-1.3746897,-1.1456547,-0.01727818,-1.0081306,0.13378492,-0.6002101,0.16540474,1
0.12566143,0.4385053,-1.0271957,-1.1918371,-0.9181797,-0.9021627,-0.019344687,-0.41779554,0.73295516,-0.5228616,-0.35847896,-0.65547943,-0.82816976,-0.5307261,0.49183163,0.78920656,-0.54567087,-0.7301132,0
-1.3348224,-1.886054,1.4845779,5.812119,3.7849045,0.26658207,0.52372146,-0.22058952,0.56129503,0.8881617,-0.09125132,3.4511106,5.009103,0.6406156,-0.29100347,-0.52775884,-0.09303653,3.2923958,1
-1.0804447,-0.8356807,2.705082,-0.21412635,-0.40374824,-0.591735,-0.50841725,-0.18691003,-1.1786431,-0.35275096,-0.3376695,-1.8883955,-0.7821824,-0.4879707,-0.078186214,0.22292434,-0.1756967,0.7716883,1
0.5828322,-0.6900499,0.99976206,-0.98959106,-0.13342881,1.3100357,-0.25809258,-0.42655638,-1.3491732,-0.032498404,-1.2576472,-0.46127975,-1.9746722,-0.5746453,0.46820325,0.7758698,0.0817996,-0.3408464,0
0.71774447,-1.023141,0.475428,1.2483591,-0.07882047,-0.3756952,0.704249,-0.13204747,1.3015738,-0.026631951,0.2480217,0.76965773,0.8467269,0.9594848,0.18810865,-0.1856838,-0.5712422,-0.41025478,1
-0.57312894,0.8785818,-0.78781414,-1.1696217,-0.6903434,-1.7235761,-0.38607654,-0.017519414,-1.1470559,-0.39459452,-0.036776558,-0.43071428,0.095642686,-0.35321406,-0.6071371,-0.29978186,-0.2657463,-1.3494534,1
0.7164744,0.7239552,-0.2786014,0.5712997,0.6168912,-1.2143633,0.42635292,-0.8418496,1.2022542,-1.180968,-0.37216005,-0.87428486,-0.22771883,0.1510902,-0.051631212,0.025764227,0.5855771,-0.73823565,0
-1.3900392,-1.756929,1.7275065,1.4206612,0.026288435,5.5252314,-1.7035061,-1.0432918,-0.29192844,0.23992893,0.61414987,0.82552993,1.0071551,0.44727337,-0.5444398,0.1639232,-0.90428156,-0.986564,0
0.32754844,0.41193542,0.7348126,-0.5878451,-0.14036387,-0.11584263,-1.0672427,-0.07737471,-1.3250577,-0.78391385,-0.55449325,-1.1805911,0.19847387,-0.36597103,-1.0299226,-0.9615945,-0.28879356,-0.8419679,0
-0.9182378,-1.0831244,1.1189897,-0.46736225,2.8760362,0.6348524,-1.0665419,-0.22863953,0.13125855,-0.004276797,0.27048534,3.8266683,-0.12733108,-1.2602911,-0.20851928,0.83417773,1.7030563,1.749398,1
-1.9023547,-1.6723832,-1.6185758,0.41833404,-0.9790719,-0.6489146,-0.26202682,-0.646659,-0.21600828,-0.47565454,0.00995028,0.79428566,0.70085263,0.7559949,1.5507275,-0.6967914,-0.13810956,0.23716182,1
-0.357958,0.37714553,0.15513662,0.08116035,0.06309831,1.6973467,-0.603174,0.17637217,-0.50364584,0.52959937,-0.71497756,0.045724183,0.22719982,-0.061329007,0.29286966,-0.30160567,-0.14425269,0.04444176,1
-0.5062576,0.38391864,0.6977915,-0.5610356,-1.6343257,-1.2047838,-0.4034855,1.189898,-0.39045614,-1.2140682,0.4341309,-0.8997065,-0.33477533,-0.44833928,0.09894988,-0.38483673,1.3082371,0.6825221,0
-0.20295,-1.1383936,4.260371,1.0422819,0.61649334,1.6070516,-0.7031508,0.051499188,0.14306451,-0.37393418,0.30442208,0.46670625,0.7254552,-0.9058598,-0.40874928,-2.52698,-2.3046718,-0.4136082,1
0.6835772,1.818773,0.32630128,-0.39484638,0.27212295,0.28921497,0.100011006,-1.2523315,0.113424525,-0.052289963,-0.61034936,-0.55668867,-0.3284034,-0.83544326,0.39332715,-0.97749144,0.15603167,-0.20448646,0
-0.3613053,-0.38669035,1.2528206,-2.1930718,-1.6911176,1.4291914,-1.0100229,0.15835053,-0.8523908,-0.633301,-0.3877222,-1.9577291,-1.9897791,0.3821152,-0.34058678,-0.45556852,0.3622097,-1.3529776,1
0.7007297,0.85938144,0.3840043,0.32951343,0.1460591,-0.813627,-0.6159701,-0.75077015,-0.8725441,-0.0012727082,-1.0620352,-0.19244146,0.30381468,-0.122115046,0.04798487,-0.4797208,0.49262226,-0.5884422,1
-0.66733027,-1.0640659,1.0097522,0.09065888,-0.57628214,-0.8513735,-0.034072608,-0.008572876,0.60096544,0.86329746,0.2620988,0.16548723,0.4104625,0.06882501,0.5509844,0.087423146,0.44269848,-0.83019876,0
1.4181259,2.0766377,0.091293484,-0.70908034,2.174286,-0.60682,-0.9416301,-0.8581218,-0.430047,0.21992278,1.1257974,1.069149,-0.8968027,-0.068134755,-0.40254536,-0.4816995,-0.14555568,1.6149735,0
-0.49316803,0.22462867,-0.72186756,0.064329445,-0.21012424,-1.0080099,-0.8903818,2.0966227,-1.7857337,-0.5210496,0.6287819,-0.8013444,-0.5933133,0.16024488,0.103848845,0.084619164,-1.2627418,-0.74895895,1
-1.6499721,-0.97643733,1.0991551,-0.9379014,0.4088875,-0.8479724,-0.70565605,-0.97418034,0.4546216,0.42822194,-0.14757827,0.64998287,-0.4925385,-0.028297693,-0.3156797,-0.25087324,-0.7523953,0.57001376,0
0.4522586,0.22120076,-1.1222944,0.6095543,-0.0015666783,-1.2052252,0.09622843,-1.0497931,-1.3252752,0.44379574,1.3522425,-0.4352432,-0.5426105,0.058313817,-0.5625205,0.7027916,0.08630635,-0.81896216,1
0.68742985,1.197955,0.033132553,-0.02803588,0.2158568,-1.2056148,-1.273135,-0.5577252,-0.8579242,-0.19430323,0.5494015,-0.59309065,-0.22717395,-0.14192408,1.1650248,-0.6040172,-0.10120939,-0.09770895,0
-0.13965148,-0.16482444,-0.72148013,-0.028867021,-0.10301871,-0.0023538917,-0.16498357,-0.5074755,-0.65230054,0.42979938,0.16863854,-0.5211377,0.3036147,-0.40035436,-0.3041057,-0.47409093,0.38010502,-1.1882559,1
-0.14776272,-0.4640061,1.6861736,1.480918,2.9221199,-1.766262,-0.12482348,0.09654117,-0.5319597,0.2263088,0.18228847,4.4905105,2.6337912,-0.59859383,-0.36921793,0.36100048,-0.7276337,0.781222,0
-2.2008748,-1.1896515,-0.7808258,-1.1561943,1.0869114,1.3803029,-0.7939953,-1.2043806,-0.5178586,0.036903672,-0.4924557,0.38708124,0.8058909,1.4686155,-1.1957389,-0.0475007,0.047011793,-0.3157034,0
-1.2147421,-1.807477,0.1918989,-0.01898159,0.11140488,1.0973978,0.52849865,0.18691154,0.20457828,0.1948204,-0.5598053,-0.62845135,0.8022426,0.21074457,-0.6274373,-0.5888339,-0.16748598,-1.3284911,0
-0.9521877,-0.82383645,0.97722393,-1.3230914,-0.5546986,-0.26554012,-1.1771696,-0.7176201,-0.8760194,-0.3070807,-0.8934341,-1.4929782,-1.4295382,-0.19591543,0.38008788,-0.013811792,-0.28633207,0.1491256,0
-0.56357205,-1.2151952,0.14451349,-1.4870256,-1.489,-0.64122486,-0.78596795,-0.8677857,0.2250332,-0.8792437,-0.25810143,-0.75988144,-2.1851163,0.011037648,0.04639999,-0.21235281,0.0801622,-0.13672304,0
0.19405556,1.1077137,-0.27899787,0.0631707,-0.49678323,0.39046818,-1.2703792,-0.40816402,-0.4934741,0.3873294,0.6140416,-1.1500688,-1.1719661,-0.45939553,-0.8019644,0.3700567,-0.13917798,0.24637032,0
-1.1802053,-0.0014096498,0.08908224,-0.47215986,0.19859952,1.95033,1.2765486,-0.25556308,2.4292474,-1.241822,0.25769362,-1.0492747,-0.033151954,0.842333,0.23738472,-0.62559247,-0.48422158,-0.7724376,1
1.2921317,1.028552,-0.4622857,-0.03116405,2.1813836,0.70918703,-0.19989967,-0.53230166,0.66179216,-0.12641738,0.08612265,2.2029982,-0.1312711,-0.029970348,-0.51914465,0.019196957,0.27115154,2.3309407,1
2.0816708,1.9685159,-0.90717375,-0.2831968,-0.9055989,-1.0520157,-0.72630036,-0.085692465,-0.6483747,0.67635113,-0.2707799,-0.46188056,0.028531417,-0.387014,-0.37549406,0.19359776,-0.68707454,0.43085033,0
-0.622268,-1.4195536,-0.06669456,3.1176505,2.0417633,1.2575523,-1.4247547,-1.0669926,-0.49887627,-1.2423694,-1.5616732,1.8198081,2.4830759,0.23925208,0.2606254,-0.0065553635,-0.5545349,3.0654507,0
-0.48595023,-0.85687214,2.0694885,2.1245017,1.4110593,0.34915745,0.5639011,-0.34881356,1.563555,-0.14089097,0.13997868,1.4515765,2.7052226,0.67594147,1.9175242,3.0024605,2.6004033,-0.9751879,1
1.0243837,0.8275588,-1.1210239,1.5523794,0.6078207,-0.43373096,-1.7212102,0.9478642,-1.1926708,-0.35275164,-0.2838552,-0.18671045,1.1920683,-0.53846556,-0.74767196,0.8973398,-0.042683393,0.5848203,0
1.801561,0.9849081,-1.2270215,0.09968969,0.5456047,-0.81759113,-0.28013137,-0.96139306,0.15188819,0.30186078,-0.39640483,0.3542549,0.993796,-0.6833224,-0.46445727,0.6715257,-0.21903655,0.46599972,1
0.012480542,-0.370305,-1.0776483,0.20857985,-0.31191155,2.6635108,-0.729956,-0.72839797,-0.23117031,-0.43464,-0.5188892,-0.7130965,0.3841501,0.047073007,-0.3573616,-0.20291835,-0.50280786,-0.3653412,0
-0.11835721,-0.28541407,0.08929911,1.4167513,3.5561488,0.1982224,-0.64438087,-0.26638573,-0.18797725,1.4119925,0.3283902,3.8212435,1.9825492,-0.8174202,0.40025848,0.3827246,-0.68975616,2.22855,1
1.3833537,0.54555994,-0.92718136,-0.6444547,-0.30812868,-2.051836,1.4926192,-0.7854123,1.4572941,0.029415518,-0.2611701,-1.5203614,-1.9378005,1.5087363,-0.75525165,-0.9020651,-1.2870771,-0.8061253,0
0.7475536,0.22641577,0.21875763,-0.45698008,2.493636,-0.017921597,-0.8667907,-1.6127574,-0.28251842,-0.7622628,-0.33474666,3.258711,-0.9136058,0.40218836,1.74082,0.1539129,-0.22313187,2.0139232,1
-0.16164955,-0.77522767,0.3572442,1.9776897,3.3024757,0.49782032,0.4019314,0.949268,0.2413347,0.35001034,-0.745193,2.844399,0.8639597,0.17013845,-0.058187157,-0.8215954,0.26570854,3.119674,1
-1.9161817,-1.0105164,1.4938877,4.5657268,3.0561297,1.7049544,-0.08652592,-1.001075,-0.6146182,0.098513275,0.2019921,4.8665953,6.1068687,1.0172278,0.34705225,7.0606194,4.7196536,5.960833,0
1.2401636,1.0011685,0.059247524,-0.8687454,0.7071695,-1.4985931,-0.75423723,-1.2959194,0.4276289,-0.8388629,-0.07566381,-0.6426134,-0.06336045,-0.26179677,-0.6204212,-0.77834517,-0.7235401,-0.67956805,0
-0.82612824,-1.333611,-0.48617873,-0.15294416,-0.3374101,1.2071197,-0.8678689,0.2523971,-0.014210612,-0.6038626,-0.041971028,-0.9334035,-0.6697997,-0.6585897,-0.407111,-0.48126248,-0.394418,-0.33046156,0
-0.7453929,-0.3986167,0.17559579,0.06300829,0.3371203,0.516781,0.020948648,0.6163662,0.2578749,-0.23886992,0.05626209,-0.60828465,0.30243197,-0.057447135,-0.3700329,-0.19915809,0.9094271,0.6900629,1
-1.2296848,-1.5011716,-0.12762511,0.52916956,-0.6431918,-0.42026412,-0.34334046,-1.2612764,-0.38995078,0.4275945,0.7372094,0.20006305,1.4293431,0.44407588,-0.757686,-0.35822698,-0.49550682,-0.079330176,0
-0.5573739,-0.27044892,0.004459411,0.21967956,1.7087141,-0.09869617,-0.2098651,-0.83660215,-0.635187,-0.25215274,-0.93644595,-1.3130885,0.65396667,-0.5172298,-0.8260584,-1.1423156,-1.0060236,-0.83779126,0
0.3450949,0.2045565,2.3416028,-0.9297223,-0.895015,0.76834464,-0.91220087,3.3167596,0.11283994,-0.31377164,0.5612447,-0.43927997,0.009118021,1.8597174,-0.86889356,0.23426387,-0.4396761,-0.7694689,1
1.3095329,0.48039883,0.42283696,-0.5010518,0.14477646,-0.6981962,-0.97062266,0.33288315,-0.21641853,1.0073603,0.23500794,-1.5577614,0.17370176,-0.3897031,-0.48867422,-0.38988864,-0.12033257,-0.34993136,0
-1.4436529,-0.67065436,-0.3614729,-0.24126887,-0.7748596,-0.9509075,-1.5955164,1.8623536,-1.55022,-0.17373686,0.3340206,-0.67241204,-0.69305134,-0.28181747,-0.29430938,-0.12768847,-0.84105134,-0.48360732,0
-0.7872256,-0.92522895,-0.9228121,-1.3974477,-0.7595693,-1.3706858,-0.7301668,-0.38499242,0.25749123,-0.4900968,-0.20380259,-0.16039044,-0.52885866,-0.14256087,-0.2699577,0.507434,0.7403433,-1.0133016,0
-0.57592,-0.501721,0.28900677,0.42606735,2.4160674,1.0453168,-0.18779606,-0.49278244,-0.21298233,0.013361871,-0.0017668903,1.8895658,0.9618308,0.293195,-0.4046945,-1.0601513,-1.8098273,-0.52421343,1
-0.7559664,0.23163041,-0.8649303,-0.17469148,0.59249765,0.39970195,1.0587521,-0.881786,1.3232716,0.7172464,-0.80441225,0.92276907,-0.14852154,-0.08177219,-0.8507,-0.1414657,0.021802485,5.539611,1
0.95981216,0.8425406,0.13187736,-0.48583636,-0.73665357,-1.5919815,-0.53882813,0.63516766,-0.2567833,-0.5841567,-0.5292406,-0.7240635,-0.083190575,0.20366725,-0.5544909,0.65556544,-0.18463686,-0.48278373,0
-0.5000912,-1.304773,0.19328696,3.7014787,3.378203,1.6421969,0.5639106,-1.0875617,0.032514423,-0.4973381,0.8169464,3.87962,2.2074542,1.2227069,0.47497,2.5239367,2.3925052,-0.9378048,0
-1.1731727,-2.065927,4.721805,1.1237357,1.3724611,-0.71040165,0.70513815,-0.09431668,-0.49170068,0.16900858,0.55876446,0.48007768,1.0608218,0.5675502,-0.47632614,-0.32921627,-0.3064714,0.4228089,1
-1.5844574,-0.8617628,0.5853285,-0.028230488,-1.0456601,1.1795256,-0.67093706,0.73122567,0.6736539,-0.51851654,-0.24633457,-0.24783766,0.53485763,-0.63301843,-0.31331962,0.38480166,-0.5642093,-0.9022393,0
-0.28061938,-0.41238406,1.9659302,0.46900323,0.61703396,-0.12550402,-0.5780288,-1.7632215,-0.26247963,0.14972743,0.72422516,0.37182233,-0.2325153,-0.24585043,-0.23308557,-2.5225883,4.2160645,0.804742,1
-0.4841107,-0.8444309,-2.0591378,-1.0870363,-1.0539588,-0.9437609,-0.3399405,0.37700745,0.95494664,-1.0309609,0.06887397,-1.0907419,-0.6166305,-0.52212596,0.30735144,-1.4199858,0.2920377,-1.4270532,1
-0.13575578,0.060324334,0.26489007,0.38490382,-0.97085565,-0.3462623,-0.3828411,-0.42861903,-0.81951416,-0.074101865,0.03865415,-0.21612048,0.8463319,-0.41327685,0.83554053,-0.33712116,-0.3997054,-0.85289276,1
1.9846946,0.85449713,0.18206042,-0.80224353,0.7705211,-1.4003339,-0.8912968,-0.0892584,-1.1862006,-0.21057951,0.16164884,-0.35378137,-0.6119004,-0.4164998,-0.5879768,-0.44438708,-1.0317154,0.062310494,0
-2.1694188,-1.3198608,-0.39591137,0.06953102,0.6724559,0.36327338,0.0010102391,-0.2664354,-0.5697393,-0.7999658,0.33255917,0.31846362,0.7806224,0.020052403,-0.3023694,-0.48362756,-0.3779471,0.4879449,0
-0.51719904,0.019302845,-1.042501,0.2936634,-0.33407167,-0.5166211,0.30637264,-0.1675283,0.01200863,-0.1830965,-0.4605332,-0.7120084,0.7465124,-0.23831461,0.5556941,-0.12861805,-0.7799734,-0.40495902,1
-0.5178608,-0.80510163,-1.2285603,0.26790196,2.9695373,1.1036055,-0.10566324,0.38594633,-1.5603676,0.454251,0.88324857,0.37852147,-0.32985222,0.43961257,0.06096962,2.6837125,0.55484194,-0.72610694,0
-0.5412953,-0.36946976,-1.8522211,-0.1998686,1.1637527,0.8192593,-1.2316422,-0.26347324,-1.5344613,0.9016214,-0.5685763,0.75357854,-0.645395,-0.1835235,-0.018633306,-0.58464044,-0.6200275,-1.2782654,0
0.7005781,0.060678765,0.5235945,-0.5207311,-0.7475694,0.42936152,0.41877052,-0.751051,-0.12747121,0.48067254,-0.4675219,0.70878327,-0.5095773,0.08466956,-0.8004117,-0.6197699,-0.45140225,0.5706983,1
0.22391243,1.1379193,-1.0504663,-0.5667356,-0.33623186,-0.9799722,-0.74508464,-0.76374835,-0.7121793,0.8925278,0.42663676,-1.2574064,-1.0668437,-0.311823,-0.44848025,0.009545207,-0.080093265,-0.83261836,1
0.98391634,2.3344283,0.23921856,0.3298897,-0.011580214,0.20905828,-0.279706,0.7633421,-0.50394523,0.81294334,-0.4048689,0.08813095,-0.0002194345,-0.0076167434,-0.12781861,-0.78252137,-0.24807315,-0.09516391,1
1.3469661,1.4339038,-1.4831442,1.5555645,0.95652246,0.23832503,-0.07059598,2.0231667,0.5800525,-1.1725972,-0.12421951,0.7008461,1.6712215,-0.40366793,-0.01913312,0.7855248,1.1382241,1.0272782,0
-1.2497283,-1.222204,-0.09959787,1.7646039,1.1078023,1.8038511,-0.004142612,0.9391179,-0.46647114,-0.3315493,-0.19316673,1.3575226,1.3974565,-0.11997837,-0.33831206,-0.14169824,1.9339584,0.72873557,0
1.7155614,0.7814483,-0.13064241,-0.2590896,-0.7545912,-0.30151275,-1.0542481,0.06456594,-1.1807798,-0.40303528,-0.046793103,-1.1321697,-0.24546736,-0.3121463,-0.3962663,-0.25760996,-0.2733044,-0.5213493,1
1.9053322,1.0820645,0.06732178,-0.41888708,-1.2561145,-1.9393215,-0.66515243,-0.60277265,-0.90378666,-0.6220263,0.34869373,-0.70623755,-0.08980799,0.66296965,1.513438,-0.4385137,-0.42019337,0.07981938,0
-0.8568118,-1.2514914,0.06627682,-0.6852616,0.8423671,-1.623167,0.2996437,0.70155,0.20083314,-0.11487275,-1.3254917,-0.30597016,-0.24595341,-0.20531383,-0.36014932,0.8011523,3.7209654,-1.0194016,1
1.3208663,0.9884678,0.023102283,-0.18038344,-0.048333973,-0.7130454,0.56779826,0.26696408,-0.3526544,0.10734096,0.070677355,-0.6904071,-0.19527106,-0.17724645,-0.2379278,-0.39061925,-0.2741673,-0.05148369,0
-0.022602975,-0.23194516,-0.21956563,2.0773208,2.3093734,0.14021844,-0.07142325,0.83993506,-0.11305265,0.513713,-0.06950252,2.4772797,0.7434343,-0.015671149,0.2401478,-0.905702,-0.8512881,2.7465527,0
-0.45544237,-1.2488368,-0.5918845,0.3122843,0.013198152,-0.10771084,-0.63001,-0.6503222,-0.3660515,0.020301912,0.032593817,0.9090785,0.07886812,-0.26917657,0.15522885,0.5223793,0.06561118,-0.60246587,0
-0.85318893,0.06763917,-0.3133171,0.7320584,-0.139844,0.6512318,0.010984659,0.1603747,0.12248431,-0.4385779,-0.26610973,0.5074456,2.0346155,-0.56296134,0.53109556,-0.8609916,-0.6686836,1.3343567,1
1.4740291,1.2655845,0.04256922,-0.21033213,-0.10892993,-1.1172907,1.2450968,1.9342707,0.3360532,-0.42748857,0.20995145,-0.21832854,-0.14243583,-0.4207744,-0.2260693,-0.3476081,-0.23454653,-0.7437858,0
1.2618835,1.1099839,-0.40462178,-0.50728124,0.06806022,0.93320704,-1.2812545,-0.19109617,0.38569862,-0.00338763,0.5074871,-0.44772163,-0.16987073,0.64770436,3.5103214,-0.048945643,-0.71866053,-0.4074852,1
-1.1608634,-0.654829,1.7403914,0.67252356,0.87398493,0.670002,-0.25208116,-0.4187704,-0.9465267,-0.44708464,-0.7548396,-0.14010227,1.1710972,-0.5825337,-0.0063514113,2.83856,2.324495,-0.16418688,0
-0.66356707,-0.10861954,-0.086945,-0.13178347,-1.7175727,0.12039877,0.5921175,-0.38101563,0.92062277,-0.24876174,-0.40544745,-0.39974025,-1.3426952,-0.34870315,-0.14741333,-0.560288,-0.26382893,-1.190458,0
-0.17760524,-0.52842087,-0.48474404,-0.8198191,3.8439364,3.4675503,-0.26239428,2.9558241,-1.1573279,-0.49278897,1.0245811,4.380572,-0.83501714,0.095327616,0.33859313,-0.96862626,-0.10698247,2.4380891,0
0.8585273,1.906436,1.5544288,-0.61708,-1.0865461,0.06305013,-0.6924126,-0.4174574,-1.2877854,-0.046995983,-1.0315075,-0.33997244,-0.95481646,-0.49288857,-1.080309,-0.5524829,-0.14335132,-0.5377022,1
1.4216738,1.1551684,-0.14358538,1.2194684,1.2768635,2.5936089,0.33446562,1.808793,0.5460953,0.4265927,1.8758107,1.8072442,1.0734706,-0.836769,-1.3482804,0.026269227,0.72103083,1.7489222,0
-0.7949025,-1.0164033,-0.12123409,0.42451188,0.20331773,-0.6867503,-0.2312668,-0.17871958,-0.33664626,-0.22854,0.32958674,-0.5035423,0.50017446,-0.750608,-0.42742246,-0.5851748,0.8830402,0.30127615,0
1.2808299,0.94263273,-1.6049681,-0.5051311,-0.95403904,-1.174979,-0.19948447,1.8157649,-0.077376895,0.0511899,-0.7735616,-1.093005,0.09249571,-0.077327825,-0.26372707,0.20843038,-0.43508244,-0.74719286,0
-0.96814865,-0.5306171,-0.5283698,3.3164923,2.2676828,0.4080429,-0.6675852,-1.1098695,-0.3380962,0.6226146,0.75135696,4.0632715,1.1858884,0.038683146,0.87296784,6.5563703,9.02109,0.63095313,0
-0.53184843,0.40896055,1.9099144,-1.0827334,-0.10465047,-0.46660262,-0.8014548,2.672547,0.50994885,-1.4887645,-0.4955965,-0.31757227,-0.6432744,1.6613183,-0.2582268,0.20328909,0.63794845,-1.2375426,1
0.25189048,-0.11784227,-1.516324,-0.736385,0.010739446,-1.3170753,-0.15778174,-0.06630783,-0.6741795,0.4135495,-0.30503744,-0.25756034,-0.28220427,-0.34200644,-0.4226844,-1.5014949,0.08505176,0.36056376,0
