,V1,V6,V10,V12,V13,V14,V15,Class
1844,1.552067651455,-0.2595255299646559,0.04962293044190752,-0.8756904595108019,-0.41788142843413933,-0.41723697833637297,-0.004203743874558019,1
4019,-1.0882342507282954,-1.0207490572394333,0.020453002184040697,-1.1114165470851332,-0.1855984391710583,-0.33321709925306564,0.08538009162271204,1
154,0.29389749656123326,-0.0134189458520316,-0.11984384759403091,-0.9473076350403022,0.5461327282034053,-0.65987687371224,-0.8132898997369182,1
14825,-1.3861060922671826,0.03857733282896128,-0.7699635742745242,0.15994925300017837,-0.21270172317239977,2.2451442352800495,0.8724744821098922,2
5205,-0.17078410653139015,-0.32524940739343655,-0.18314877259780085,1.7142366087432326,-0.3809949302224428,-0.2318841767700046,-0.21428441758832367,1
5900,0.24065845585234857,-0.709930117985055,0.6720837186811234,-1.1130236496494337,0.18966560321092363,-1.0876811318912045,-0.630730209658241,1
8910,-0.6241698300930287,0.8147855181901265,-0.6679542857796517,-0.5313041633612156,0.4731480438620146,-0.574606596276094,-0.9007916284440709,2
9059,-1.27462386367332,-0.19038944845544667,-0.9588252726336114,-0.496324236665141,-0.7422369847871413,0.22657576156954057,0.11711937735518513,2
14291,-0.6590985313962245,-0.3107014539920824,0.06563403682492619,-1.093565382933268,-0.3658002987950699,-0.7786704396143767,-0.5774115426016475,2
5873,-0.21187914385967838,-0.5273050357708923,-1.0023458941309806,-0.3984458975631648,-0.9019882741098609,-0.3152440072815391,-0.2021873523741507,1
3719,1.312772098704324,0.09925076414884679,-0.36212999352511194,-1.1446106937958875,0.15520065532585575,-0.7430707328022617,-0.7489041490500494,1
12620,-0.3949956351145575,0.32006169366346815,-0.3060234736421868,-0.45728074129620033,-0.6455536539320065,1.4101541323875133,-0.06396993192372917,2
6842,-0.43713085966683635,-0.765860840145834,0.25836547807590704,-0.9657770728646313,0.17314926032725095,-0.28836848816675437,-0.5157500901592289,1
11251,-0.3688826805501108,-0.16596350557391074,0.9878590073931537,-0.14448533548445475,-1.0401073759064972,1.182865151615389,1.1867182566540944,2
6201,-1.0009384707932858,1.8723973747238205,0.4561232654887992,-1.2418407963652478,0.5112257403997728,2.242242863850335,3.6157018283668463,1
11857,1.330913495194396,3.4826779487170745,1.1242254311181457,-0.1484625985502551,-0.6792347026382002,4.596580711551464,1.8070540745335297,2
5642,0.6605842001920329,0.47960300544596984,-0.6842296260302491,1.0129894463905935,0.11321463337510923,-0.7242724952698596,-0.3679850493368634,1
13582,0.5665062139075006,-0.36776453917327556,1.1289715144055261,-0.2894729179283108,-1.0471485750126723,0.12924258412111014,0.5117092032707943,2
5225,0.8383767601820403,0.0171285953261254,1.0161746041400985,-0.9039335280982052,0.2278067653177685,-0.38365018764306447,-0.4335011541363509,1
14355,0.020887448166976186,0.19372615521869052,-0.7212285306348656,1.6425611848254627,0.07662993363360537,2.3774522947260825,-0.5189422922271221,2
10004,2.2748081797552713,-0.23218047798152103,-1.5145238599075068,0.21416178997269877,-0.2655449946498646,0.799732247671706,0.8460336223274814,2
1096,-0.7079160029806787,-0.6993302744971333,-0.9265863801563288,-0.5749478027998844,-0.5590351147016278,-0.035841860310033447,-0.4958006685284714,1
10365,-0.9223902222250681,-0.08134583548420486,-0.21332630712454015,-0.6171371009246969,-0.4705069273669784,1.2560205664575506,1.6651411339893043,2
5206,-1.0179297641616751,-0.3362355981877464,-0.2597275186888211,-0.7571019144988498,-0.8335401851875885,-0.43261270250906875,-0.7743160125385882,1
14478,-1.5659440227719181,0.12193845224312522,0.16993373379743537,2.09454512837575,-0.7580752816799666,0.11461271652156413,-0.3541385250397829,2
14385,-0.9004331685195794,0.9502886913233484,0.9645540641238493,1.2572097099434731,0.08387568416799901,-0.4838152920091166,0.008075622150791106,2
10267,2.758984808412223,-0.016732013125344752,-0.5713309423318188,1.3355182286432274,-0.13276896102459373,1.0595805054103555,1.097282835022877,2
13077,-0.486919712215175,-0.914088608123149,0.25573829218131977,1.8794927407716435,-0.8309133095437993,-0.8539512157295409,-0.5973520759475186,2
14174,1.1368134335011626,0.4179086912529518,0.822130798780295,1.357873633234297,2.947747331022803,-0.2993863259199858,-0.33507297259953545,2
9163,-0.8555619591302903,0.5121001757671576,1.963625683304693,-0.2954883037303906,-0.5068889112629978,0.34133657848461374,2.68432933692084,2
9725,0.5576388163997029,0.516892467024723,-1.7321638295820252,-1.0719217235315606,-0.6549162031842486,-0.18671335016647805,0.3770754794582025,2
5911,0.6746445014135811,-0.5273540539621069,-1.09837425364069,-0.4551405819958158,0.9206765876784284,-0.4904881070938264,-0.32519791587702473,1
4919,0.007883852144375647,-0.5306339310577302,-1.3361049072734235,-0.5039019415428619,-1.0699379361470842,-0.49672635689752853,-0.4618252508157322,1
3879,0.035126568725062646,-0.9024130615617798,-1.4054661447152617,1.5150672968391659,-0.13491763249987437,-0.829529742095091,-0.435839065883219,1
486,-1.139937522025487,0.6449883512620616,-1.6034064535788755,-0.30007410776958515,-0.1350813172725646,0.024069984210709272,0.213129557338186,1
13813,-0.559836101772693,1.4066391715823112,0.8381879321964487,-0.5694641607964286,1.0558601322740804,-0.7965812078093728,-0.24564291762689328,2
6879,-1.0331526051961115,-0.3296984425809899,-0.03675696107723381,0.19181700059940926,-0.5815919623525471,-0.29273864764958324,-0.45329739096351485,1
13953,0.5809910322659325,-0.37297417270271893,-1.8879304085549244,0.855661975637891,-0.11279892233259914,0.8253713583659033,0.2769021821598718,2
12030,-0.08602326624231538,0.03824861439670241,0.06096717750008139,0.805195863666939,-0.11378772973994564,-0.461313918201707,-0.6035526611444176,2
5590,0.09894203637581311,-0.21214807146463677,-0.48584548299392,0.01629907050124957,0.434467970988557,-0.19316956203432256,-0.041628639575437165,1
8664,-0.7137074290462704,1.9777294398535807,-0.5092766374935105,-0.2619414674554722,0.9854044677286691,0.5714728647761183,1.3626211598017755,2
3144,-0.42943356910636654,0.5753165652085727,1.4598479516613354,-0.3085897980555872,-0.4619327818158202,1.135967166854125,3.9358054038834265,1
10018,-1.090635473167312,6.224654414026245,0.6739063089349921,-0.3512178466428463,-0.4838507740461054,0.09994168981372314,-0.28103272676232033,2
9158,1.4403646880065137,0.16390754114759454,0.28941175303958727,-0.2513745931794121,-0.17883324086022595,3.53041099732181,0.265246685720745,2
7235,0.7191285372323853,0.03196001010431493,0.8188557585371828,-0.11452019360133944,-0.8406611554587776,-0.5161958836286835,-0.10157913893695086,1
5036,-1.188180740113382,-0.32881604000763176,-0.20556710803935951,-0.7945325061531531,0.9249104731424002,3.31343167579974,0.4106005148923553,1
4951,0.6921275870179499,0.5788384790988793,1.8754426172637102,-1.037670481468962,-0.21131122126064236,-0.29224802207771033,-0.561662486786509,1
12420,2.6781869677332293,-0.23183189243845134,-0.16572245409944414,1.1206520463211023,-1.0270489843944266,-0.17024605888769137,0.3339669513211498,2
2060,0.7042433997789532,-0.34732331339329403,0.5883945240804789,-0.6303828529050793,-0.6791107952960131,-0.5904512656761143,-0.3739999371893015,1
7603,0.1744211819601857,-0.9349168752114321,0.6735243983109906,-0.46396586063892375,-0.17467105196730393,0.7277354651250616,1.1559695191275767,2
2095,-1.3283598169026356,-0.15899748424982824,-1.1973440249375182,0.11709020043314008,-0.6745590701111186,-0.4820035466721059,-0.1727916046086195,1
13422,-1.6253251907375161,-0.8711907027630381,-0.8250689849002733,-0.27134914940825194,-0.9442916074005825,-0.6373476580912484,-0.499289307225683,2
12886,-0.9692430002295358,-0.395264020092597,0.787188265821385,0.5627818967957342,0.10883963592299872,-0.02331530146486982,-0.37516473307122483,2
6952,0.2721760628540887,-0.29054937945569226,1.620646572924185,-0.40007236735114193,0.03243211508120036,-0.08700102754224853,-0.41994100559621556,1
12644,-1.6103674627352227,-0.4695651025702468,-0.03505125557777988,-0.41380911448327456,-0.8130588797180656,0.46210438188251624,-0.028880589587690755,2
8656,1.0985634500677524,-0.6396135583533984,0.9593356723071468,0.3230722075323377,-0.34124510917672574,-0.5431379726147162,-0.36917474673121514,2
13006,0.7069664035300481,-0.05794693386613842,-0.8424105673753861,-0.751264837354696,-0.26284338926196615,-0.828520874556022,-0.2179646330518724,2
14827,2.4315480622384675,0.026188163415218457,0.27524633212995203,-1.03911523193866,-0.9650999882670571,1.544787245381691,0.31151115721323047,2
521,-0.3834213055321199,-0.7366555028728081,0.770779261947134,-0.362363171160767,-0.3922827404584682,-0.8856891477181135,-0.17746497581948903,1
4639,0.766564354022135,-0.4347327348019808,0.004249260537708799,-1.1075657049737508,-0.7180265261343836,-0.7377936267335966,-0.49778523163569666,1
5828,-1.0584009290031624,-0.38318961624404463,-0.42932541922715706,-0.669890983796662,-0.7085193944490168,-0.6499743148834645,-0.56366180120824,1
13612,1.3986742451134622,-0.07335926000703158,-1.1338040662372437,0.6268420047114764,0.2462063483014137,-0.5363951630855873,0.07198852264115896,2
12714,-1.0468476172658312,-0.3911382398110411,0.035505108199901464,1.3444159763359653,-0.7046476332311771,1.380855917872628,1.174118237814161,2
12513,-2.116765499214569,-0.8968504978547684,0.24568080529287087,-0.3300006339153203,-0.27750676682527753,3.168565974250248,-0.43783724040402244,2
11500,1.101432586151488,0.35860144352379264,1.3690230053536427,1.0232975200713996,-0.5213407230905038,1.6281158256274635,1.4972225481894372,2
6807,1.2866011593272255,-0.605801965428792,-1.6532441945250302,-0.42576564694435826,0.32204389143665213,-0.8134433346676726,-0.4353588872876153,1
4534,-0.6988201567090447,2.4800556135441845,0.8464393615011464,0.8612075803115757,-0.49613476535797285,-0.5879844718119754,-0.6525808800986092,1
675,-0.3377785509404982,-0.5338452423999972,-0.3194994785720208,-0.734461122728036,0.6390471482704441,-0.6884430406265952,-0.25767684526960094,1
3146,-0.7388352469534136,-0.3109118326387564,-1.854774917217116,-0.48421032867959557,-0.5026290930560499,0.754324351143378,0.45367256655030874,1
397,-0.9237014795771746,-0.40420210299003523,0.6754901443611739,0.6863749525274919,-0.6816991838066161,-0.8209081110540701,-0.08646814347835335,1
7126,-0.7389556012058431,0.6031095403656184,0.8550743354791125,-0.35827942480989894,-0.6467481755171682,-0.6408669767822773,-0.32559373959136806,1
10370,-0.8626869087266887,-0.1895092645933898,-0.7114159406619301,0.5201464924942732,-0.5129471246106305,-0.2562570884446893,-0.8475809819116567,2
4392,-0.10561370654056922,-0.4962063827621239,-0.037130072078966236,-0.822491963195623,-0.433970212486273,-0.979232359862044,-0.5014074110968909,1
11730,-0.35495371230843853,-0.31133685596096755,0.3195237215203437,0.2676433332546801,-0.14477161538970962,-0.09543094713400302,-0.3379692244129978,2
14752,-0.8818237553386419,-0.0401373397503596,-0.25090048161189726,1.2979038180576508,3.285566365892428,-0.43512011224114483,-0.18651965932064746,2
33,0.17940673514601857,0.06139365822933203,-0.9640661151183447,-0.44592929903476053,-0.312606866450463,-0.9584996550802849,-0.09483617212447137,1
8645,-0.9738062897451233,-0.5519488811107847,0.8035935624823393,1.2935936531163028,-0.2676439971622214,-0.6350752964771851,-0.6406777584434313,2
9258,-0.2371494940338158,1.0396443325377056,-0.979572061171078,0.9004944926704185,0.049384301775781014,2.560408024915568,0.4454102446980615,2
845,-0.4514003463907482,0.04029404914795964,1.6666083917109416,-0.038622688386995535,2.510019537713649,-0.3953304943901215,-0.12397810000523518,1
7118,-1.1269926265406662,-0.6146904474198662,-0.5358505896379919,0.638178000474677,-0.4400367342142171,2.4581592434420756,0.009743419108553156,1
10688,1.3024188378783048,-0.595905486242398,0.7612618295705316,-0.8805601655890483,-0.6754877745936504,-0.9962097258525769,-0.32835163911811016,2
13428,1.3191335080249402,-0.16012670693503464,-0.21297180478184086,-0.11260484124169584,-0.8274225070220684,0.5758599033061016,0.3527205333697365,2
7968,2.2834576324623534,0.43854989001556777,-1.6866638140598675,-0.43888596416051434,-0.510813290652804,3.64364091500617,1.2947055127083362,2
3771,-0.9607060869834719,0.19188308979864926,-1.145995493996957,-0.006881057672786517,-0.3768140934086176,-0.412219668235188,-0.08163849276023694,1
11772,0.19265324852761984,-0.9161194079401316,-0.34801834106820245,-0.7115152142635349,-0.04458722410077362,1.212211006544382,0.2950054722950376,2
13052,1.9405263540342503,-0.20619371329675074,-0.5117737820592915,-0.11606670754482444,-0.4479521750439487,-0.7477397464837506,-0.23368203978153487,2
4672,-1.086102548832676,0.21319710100452216,-1.3089524234851315,-0.21459221913344612,-0.39477478335219013,-0.08718134023070256,-0.1744633412842765,1
5569,-0.6093411262882671,-1.035444105059041,-0.7143736788204553,-1.5287383424621872,-1.0743585853658466,-0.301731039145286,-0.5010060739869738,1
13239,-1.261126934578957,0.10869685668692042,-0.17397591181383365,-0.6567073504200095,-0.6777829621852656,-0.4681963058184363,0.009538291900480667,2
7419,0.55931109386423,-0.33838647392574045,1.3970742167596029,-1.000996557899742,0.3295745565559375,2.0936519070087467,-0.17526228596177063,1
9426,-0.4939321483479593,-0.45970436469423204,-1.312338876379047,0.5131414560182008,-0.7072329787146184,-0.20710056487412104,-0.19426735902955503,2
7446,-0.3535574204905566,-0.8573982299640059,1.5888305563055276,-0.5810746408643466,-0.3695353443564171,-0.30600667786287916,-0.24296388852368722,1
2984,-0.5811084365952981,1.0022974022754476,0.43625090891594026,-0.8897939528032349,-0.35918010960598623,-0.8784764974169361,-0.36667624798962245,1
11008,-0.9961967277631334,-0.08574668425414195,0.9920400177383244,-0.6692638198868699,0.13341290756859342,-0.4601246016858035,-0.5892972425393261,2
1826,0.2458394239087111,-0.0567182800786869,0.6568449546622415,-0.11752690951854422,-1.1211368434323252,-0.17038358301557638,-0.6729431341228633,1
5745,0.6813525736871078,-0.08530512250982786,-1.4217719447822696,-0.815527478796906,-0.04742056628079416,-0.7890311427946602,-0.6013046625443059,1
7292,0.4899524716146395,-0.7337614772767431,-0.9753034071140269,-0.05822272987487431,-0.8089399549044909,-0.7965134903732402,0.003436540972615032,1
13970,-0.7413820932611979,-0.4817563771535385,0.17199494279231436,0.9936680412108,-0.8322862903089037,1.8863982100025976,0.47293313285396593,2
6701,1.3021151249213547,-0.34545836418407977,1.1712590671112595,-0.7667598193119232,-0.9776245452910866,-0.4869063701123375,0.21973621173923147,1
3884,-0.5669711735230913,-0.8479817311072371,-0.7033218029172784,0.091492305057991,-0.8881305518838376,-0.48262740462107145,-0.6761410436701754,1
13027,-1.7889490674113846,-0.8043309081718497,-0.711736914997276,0.3753108268192061,-0.58195068035252,1.4749203566151092,0.08438409627518481,2
1180,0.16953266552934076,-0.24512694591640788,-0.7819415228092139,0.2566634735780821,-0.9570835897647829,-0.33594588665601244,-0.5550460594148872,1
4004,0.44801766706273116,-0.21054845203986305,-0.2405490593255547,-0.3152534799664645,-0.1947268351082115,-0.1349058232341463,-0.10841088974829438,1
2440,-1.6407970265483054,0.1113173154563935,-0.2865607051922449,-0.10337176005840881,-0.6976134354392172,2.282261730729722,1.8687641107777382,1
1495,0.7812688738481678,-0.7128267579136888,0.4127079206152674,-0.06447312130405888,-0.9462778018885396,-0.11960962460263608,-0.42572912717951855,1
13026,-0.26409622757012885,-0.18301550097584723,0.7534156947059276,-0.31119105160249827,-0.1352313271881532,2.615411189031836,1.1537115594693124,2
13010,-0.9196061061196867,0.18478682576146432,0.51745018664115,-0.4399209991005199,0.006520145783873693,-0.7348281863659737,-0.6135434316340926,2
12129,1.6640162073232851,-0.7563761520854987,1.6205415945396948,0.32010323074158,0.4197246033969571,1.3429858655355267,1.147964294544477,2
8461,0.0034184503744603134,0.05703709587674988,0.4190554907220718,0.2825324098796776,-0.2792025243614983,0.19455591134046613,-0.15742739982469747,2
9675,1.3603740658252719,4.794799877216818,0.911556255062624,1.023764013744638,3.349965166585907,-0.5507620884815353,-0.19416755717656012,2
14944,1.539739791157751,-0.11188934027007269,1.4845278936381094,0.29779482678345787,3.912862217352473,-0.3929241337580519,-0.17467830569567952,2
13494,1.5319893034408363,0.19650368927864403,0.1170843055229067,-0.7009799262408726,-0.3462234202308413,0.3835186388923917,0.49549764893191345,2
6377,-1.3880924544843607,-0.3117399759710924,0.3942032637632489,-0.7292785953806727,-0.6624270163952548,-0.6075524214067837,-0.3537039433406992,1
13446,0.856451252715767,2.063021162549885,0.45604816868718834,-0.03318035421547877,-0.7343194354608575,3.4382182918991484,1.821968595734826,2
1581,-0.866943641197471,-0.5288704269119409,0.2765872890165711,-0.20682621299350326,-0.021211789941053688,2.585150837831317,0.01137122091655126,1
7943,1.7804338895127987,-0.8927209460932699,-0.47004973243177034,-1.0245594481848221,1.6542773628215466,2.1787234910935815,0.5428218594820118,2
3538,0.5670533615499731,-0.9089565372111055,0.2969784592922531,-0.4476848520892086,0.22253974209478106,-0.2650346974502313,0.08592984166781475,1
7502,0.3993663467414823,1.6003809993548068,0.9472830493981264,-0.8418004222966549,-0.943086765117874,-0.20635488916677402,-0.15549542819826886,1
12769,-0.8139344151157586,-0.04844306259839781,0.5585178987327185,0.44261326194001716,-0.769599982439532,-0.5592736040615679,-0.37742376490000706,2
6928,-1.5096300197427412,-0.6763052898234561,-0.6534672455033651,-0.39836715596859507,-0.3370291524302127,-0.23449262539093213,-0.013633865569562142,1
5845,-0.6345084756394759,0.7443772019351911,0.6992515744434075,-0.6791809558561003,-0.8646501820378072,-0.5263977042860455,-0.4593232048119128,1
4436,0.8767171768621592,-0.2723069056451482,-0.400776879785245,-0.2327132454632374,0.11314699413608509,-0.41118085452181563,0.07798860855711615,1
6161,-1.8105803951391652,0.1971319483721496,-0.43780658954149376,-0.45163302141742917,-0.33675528840024577,-0.5105039814352094,-0.22328386076305595,1
643,1.1195354789849796,-0.9546126324402466,0.32290228366434526,-0.46974477488499944,0.5610252614199912,-0.3714161502007006,-0.2657408808517229,1
6582,0.33704909150692897,-0.5440816292129904,-0.9236866006606747,-0.23819749323740746,0.9020766085446936,-0.6502912411794519,-0.32075138864062747,1
6619,1.9370402788827525,-0.0024872445066407567,1.8403575212681935,-1.030033738567312,-0.22041191564953622,2.2359570858979056,0.06463469379603726,1
1087,-0.7579797382232056,-0.7251480621412466,-0.7242266022689098,-0.7508227181905169,-0.23073664918444922,0.05815558844414237,-0.44019494990637326,1
3319,2.661629707940264,-0.47011806355088553,0.7395857435106024,-0.9315652941461795,-0.424863846114954,-0.5194132295420681,0.08669656554473526,1
7826,-0.6455442095188147,-0.04692110119031544,-0.8369637902537422,0.04732711556161778,-0.705688940823445,0.8487908223952045,1.3720191252291103,2
5979,-0.8289416114014445,0.5109845552777089,-0.46988843912556033,-0.44521886847293896,0.9259039754964189,-0.2603494248978995,-0.16516768211709906,1
11259,0.5466822821760047,-0.146976952949,0.06188356615052876,2.013177670280763,0.1963805185703829,1.1133986931824638,0.24411911148218401,2
13818,0.6886011422174039,0.20568522578467013,-0.12279613008468009,-0.5249490373576188,-0.4180529433700685,0.35041544012514775,0.45637396412880993,2
5664,-0.7111374010729596,0.23211322726585795,0.29097210515035926,-0.8861919761047488,-0.7031393248053496,-0.7913036194283454,-0.10221890502684311,1
13158,-0.8484011476544282,2.9170240132927003,0.7748106526357835,2.417708048273308,0.1775330729010141,-0.9920993977185575,-0.90006087554961,2
4144,-0.21234062981151458,-1.002922611892151,1.5731309480617988,-0.41468967524377803,-0.1371422979536313,-0.7768176977816093,-0.03836978746721259,1
467,-0.5138924715157912,0.22498208232441214,-1.1687661449386786,-0.16077445216024272,-0.3234764643172492,0.19991874023887934,-0.4967291617055699,1
8740,-0.6253813885520636,0.15671300535728067,-1.5697168855418986,1.4110230320943333,-0.00568856832130088,1.1476636227455879,2.259068869135395,2
489,1.2715321568009141,0.5847792757409869,-0.05764368670757827,-0.6449243574226436,-0.7872324079184484,-0.5516660123239053,-0.09453736121227302,1
7082,-0.9090752712815358,-0.7768733778244244,-1.498536893622846,-0.11076212846194095,-0.09704694535588565,-0.4882468971545127,-0.42534198684381447,1
12406,-0.2785414246880731,-0.34860493881745797,-0.32373617042103914,0.9797984967619977,-0.4908003215016358,5.1445923805878495,0.5449889513270694,2
3023,0.4292302385918659,-0.34326411053983225,-0.376502136511451,-0.6916544509766286,-0.6204590448719333,2.6915580258313816,0.45790144434716507,1
1191,-0.02676576068006592,-0.06936321011333352,-0.36965383766685733,-0.4956498445107458,-0.3767805284719752,-0.871834798518059,-0.1741212495628466,1
4750,-0.7474715463758388,-0.06534081359967742,0.5243303831631697,0.2376129234001943,-0.37113913736013304,-0.38682289710922585,-0.35900797988155464,1
7100,-0.9208518086988017,-0.5332734299459914,-1.0281061908428,-0.16624434108899827,0.3737119001800421,-1.1771523905732222,-0.29028859514541133,1
7453,-0.5722558879717616,-0.139251795613336,0.8030306314505113,-0.7704449417741716,-0.1505567086733246,-0.8224557158389834,-0.18537182154045606,1
11109,-1.688522223525022,0.008133239781346002,-1.7466454268072047,-0.8405369571514825,0.3016633444268501,-0.6540070816579964,-0.1900959491883768,2
8716,0.048547201635454285,-0.8774286076048334,0.5368666267072248,-0.536061667968928,-0.34316698450809113,1.4501557988124454,0.4088129940255731,2
14715,-0.7195069580188027,-0.5170919252119573,-0.8208111249711563,-0.8315057151209122,-0.8325957568446203,0.11159224743038712,0.7910772202317219,2
12397,-1.3162283316258023,0.04138593404358539,0.6324409935525791,1.7459150897741949,-0.9245625934918865,-0.6924008559690225,-0.20674592755089385,2
8818,1.2468245029308704,-0.21179057683381747,-0.33087525527607337,1.3964577595097483,-0.5107448975630136,-0.4779491180040541,-0.1978600856390943,2
12762,-0.7472612653083968,1.6344299384317806,0.6408431580670594,-0.36723100363109806,-1.1903354625828548,-0.34856356294563995,-0.5151414191612459,2
9925,-0.32663697232033534,1.4042199951233234,0.4991513735339932,-0.3725028458664428,0.3384293026008057,-0.020382859890659855,-0.40252768472923384,2
13227,-1.3790360081607784,-0.5650015115971505,2.015905906667136,-0.1839256993373893,-0.9819661400028927,-0.021377190092878307,0.42943211029978245,2
6465,1.2867709909449683,0.29575176753592314,2.4553208647401292,-0.7465410774760816,-0.09456783077738727,-0.6724389151626244,-0.15055306571528107,1
6328,0.3495517497123184,0.8034508088969271,0.5731197767813442,-1.1597417531270915,3.4004223141486434,-0.8638973497551187,-1.0740292786587118,1
13013,3.1919725499862297,-0.5923028743474634,-0.3500876738700164,0.14289389114197754,-0.6166502759659745,-0.5981461599722465,-0.6878122775494537,2
8512,1.0377036670674116,-0.25765261965240666,1.5098435561232815,-0.26833543639064006,0.4901662576931229,3.9453054907680674,1.7999337996900384,2
14004,-0.7180993337909067,-0.3170596158494486,1.3584176525769414,0.3445799568414787,-0.5205055919171158,-0.31061007261622064,-0.22422939155507177,2
5053,0.8576170821115406,-0.027742715676182195,-1.7442209227164978,1.7626551379606825,1.4205536959191583,0.017143969835081818,-0.526701257101679,1
11879,-0.8046912118523241,0.4994576169176575,1.2382868339295214,0.8244083888204078,-0.2210228771632648,-0.9323690974908136,-0.3337505724775675,2
3256,1.4709362878039207,-0.3960033047071818,1.590320582239344,-1.1954495041398239,0.41444940867364244,-0.47117633338746034,-0.6498794999240365,1
3598,-0.354099950569583,-0.5702284100621664,-0.4165108530760244,-0.9560082108931136,-0.163508689544772,-0.7762541467949209,-0.7193105557543868,1
12093,0.5647707384282378,-0.02804625792713225,0.19502696825385807,1.3339570189977632,0.674377092442565,-0.9827657129910754,0.11049630905708291,2
12298,0.9272876700748804,-0.4625250101245827,0.27143543775641604,1.0592849252653267,-0.4182204817515116,-0.5923927608644599,-0.017948073849827162,2
9832,-0.10994946973596925,0.5949958033073439,1.6601659521040786,-0.5760436565738081,-0.3275601592741219,-0.08868966304949222,-0.38284125795962626,2
11610,2.167793653918754,2.463640710116577,-0.9029914518659523,0.7956903023582524,-0.6828983356303031,-0.21536855129341065,-0.07880905219034318,2
13327,2.0169167358744855,-0.1266946395733224,0.1706989567282967,-0.31451900992525156,-0.3803199000382077,0.8632536721315553,0.2812584535516834,2
3442,-0.9683145158209827,-0.3901728024868991,0.44907256654123395,-0.7946625941359388,1.2190674842512972,2.4681627541347932,1.2376795070089572,1
9530,0.5681034353322291,1.6494100707700365,-0.4848034870619147,1.1645259911803825,-0.11057015724017505,0.32193556721141825,0.8630127978922764,2
12795,-1.2346811335416759,-1.0980668581939228,-2.03074824017935,0.11917644609423927,-0.3008034308070825,-0.36774920036614256,-0.29190641172242904,2
10776,-0.274882891516272,-0.4786516668514408,1.0817581194695551,-1.34534483638037,-0.4526552705684429,1.1125034153054167,1.081940304545351,2
6609,1.9225085653722207,-0.6722618105219826,0.6683442196298661,-0.31508943112335963,0.8316375282975979,-0.8007808223289838,-0.09735282779878707,1
